absolute_path,bytes,co_filename,creation_time_utc,filename,header_source_size,header_timestamp_utc,invalidation_mode,last_write_time_utc,magic_hex,python_runtime,raw_pyc_sha256,recursive_code_object_count,top_level_code_bytes,top_level_firstlineno,top_level_name
C:\Users\chaos\Desktop\biye\test\testH2_v2\terminalLoh_wdro\partial_temporal_refinement\src\__pycache__\run_duration_aware_stage89k_dro.cpython-39.pyc,23148,terminalLoh_wdro\partial_temporal_refinement\src\run_duration_aware_stage89k_dro.py,2026-08-31T14:32:52.902584+00:00,run_duration_aware_stage89k_dro.cpython-39.pyc,27511,2026-08-31T14:32:25+00:00,TIMESTAMP,2026-08-31T14:32:52.902584+00:00,610d0d0a,"3.9.7 (default, Sep 16 2021, 16:59:28) [MSC v.1916 64 bit (AMD64)]",58758bca8025c28cce78d3546b7d80db7f692da62d5cf203f73ced47de0c9a9f,32,572,1,<module>
