stage1_production_kg,site1_stage1_production_kg,site2_stage1_production_kg,site3_stage1_production_kg,site4_stage1_production_kg,stage1_utilization_percent,stage1_full_8h_production,stage1_end_inventory_kg,stage2_end_inventory_kg,stage3_end_inventory_kg,stage2_production_mean_kg,stage3_production_mean_kg,early_commitment_effect,early_commitment_mechanism
109.98,46.8,23.4,16.38,23.4,91.55844155844156,NO,237.607481134539,192.431614557575,179.12676401510396,8.858768565898309,28.231800282779687,MODERATELY_REDUCED,LEVEL_REDUCTION
