checkpoint_path,bytes,external_sha256,clean_reload_seconds,cumulative_cuts,cut_structure_pass,identity_pass,pass
C:\Users\chaos\Desktop\biye\test\testH2_v2\terminalLoh_wdro\output\stage89n_stage89k_adopted_loc4_fresh_8h_retraining\run-003\checkpoint_final.mat,305031307,bd112bf67018f94e13ad24e6e876494f9d06042f4630024e377192ed22262cdf,40.0748033,10510,1,1,1
