event,observed,elapsed_seconds,pass
CHECKPOINT_SAVE_PASS,YES,41.3708986,True
TRAINING_PROCESS_EXITED_BEFORE_RELOAD,YES,0.0,True
EXTERNAL_STREAMING_SHA,PASS,0.3644169,True
CLEAN_PROCESS_RELOAD,PASS,40.0748033,True
CHECKPOINT_LOADED_EXACTLY_ONCE,YES,1.0,True
