initial_location_label,initial_location_internal_index,oos_seed,path_count,mean_total_cost_yuan,q95_total_cost_yuan,q99_total_cost_yuan,mean_ordinary_shortage_kg,q95_ordinary_shortage_kg,q99_ordinary_shortage_kg,probability_any_ordinary_shortage,mean_terminal_gap_kg,q95_terminal_gap_kg,q99_terminal_gap_kg,probability_terminal_gap_positive,mean_total_h2_production_kg,mean_htt_kg,probability_any_htt,mean_htt_cost_yuan,mean_terminal_gap_penalty_component_yuan,terminal_gap_penalty_component_share_of_mean_total_cost
loc4,81,20260817,10000,61765.47731143465,115200.74229259828,239051.3606798582,1.541823801366809,4.554139912615419,39.44373918300208,0.0534,5.5830268941242975,29.505984572529094,150.09114192908746,0.0906,186.0051651603773,22.511338232014786,0.4487,512.1184910403801,5583.026894124308,0.09039073503752752
