method,path_id,state,decision_stage,current_k,current_a,current_loc,current_lf,history_node_id,selection_reason,terminal_gap_kg,node_oos_path_count,future_terminal_state_count,realized_terminal_state_probability,positive_target_modal_top_site,positive_target_modal_top_site_probability,conditional_max_site_target_range_kg,inventory_vs_realized_target_distribution_l1,site,x_site_kg,realized_target_kg,node_conditional_mean_target_kg,total_cut_count,active_cut_count,active_cut_rhs,chosen_cut_row,chosen_cut_slope,chosen_marginal_value_of_1kg_inventory,chosen_marginal_value_rank,active_marginal_value_min,active_marginal_value_max,active_marginal_value_mean,realized_target_rank,node_conditional_mean_target_rank,chosen_marginal_minus_other_sites_mean,positive_marginal_value_flag,active_rhs_reconstruction_residual
saa,1902,12,4,85,2,4,5,t4_k85,largest_terminal_gap_distinct_latest_information_node,72.46878740594,295,16,0.0101694915254237,1,0.884210526315789,234.531627132872,0.127194186531889,1,177.130423518279,234.531627132872,54.9190201553977,1112,2,2878.34725764295,1043,-45.1742513585484,45.1742513585484,1,45.1742513585484,45.1742513585484,45.1742513585484,1,1,10.9216063718885,1,0
saa,1902,12,4,85,2,4,5,t4_k85,largest_terminal_gap_distinct_latest_information_node,72.46878740594,295,16,0.0101694915254237,1,0.884210526315789,234.531627132872,0.127194186531889,2,77.7362653459969,39.2765472048076,15.9735726664666,1112,2,2878.34725764295,1043,-32.1011288205128,32.1011288205128,4,32.1011288205128,32.1011288205128,32.1011288205128,3,3,-6.50922367882561,1,0
saa,1902,12,4,85,2,4,5,t4_k85,largest_terminal_gap_distinct_latest_information_node,72.46878740594,295,16,0.0101694915254237,1,0.884210526315789,234.531627132872,0.127194186531889,3,16.502559371222,16.3652905806895,4.57166835854587,1112,2,2878.34725764295,1043,-34.6340235375505,34.6340235375505,3,34.6340235375505,34.6340235375505,34.6340235375505,4,4,-3.13203072277539,1,0
saa,1902,12,4,85,2,4,5,t4_k85,largest_terminal_gap_distinct_latest_information_node,72.46878740594,295,16,0.0101694915254237,1,0.884210526315789,234.531627132872,0.127194186531889,4,74.1891610365487,92.1910086220283,16.4647097400599,1112,2,2878.34725764295,1043,-36.0227826019164,36.0227826019164,2,36.0227826019164,47.9387826019164,41.9807826019164,2,2,-1.28035197028751,1,0
saa,4723,12,4,101,2,6,5,t4_k101,largest_terminal_gap_distinct_latest_information_node,63.2621484072467,191,14,0.0209424083769634,1,0.862068965517241,252.702273520957,0.150153636924782,1,162.531379683912,234.531627132872,43.2287466050685,1112,4,2606.00695021502,682,-49.4633900084427,49.4633900084427,1,44.9033039159193,49.4633900084427,47.4611129221569,1,1,21.0812441531284,1,0
saa,4723,12,4,101,2,6,5,t4_k101,largest_terminal_gap_distinct_latest_information_node,63.2621484072467,191,14,0.0209424083769634,1,0.862068965517241,252.702273520957,0.150153636924782,2,77.6326757407103,39.2765472048076,12.2676119962661,1112,4,2606.00695021502,682,-23.8719779452423,23.8719779452423,3,17.0419519290551,23.8719779452423,20.6913430202903,3,3,-13.0406385978055,1,0
saa,4723,12,4,101,2,6,5,t4_k101,largest_terminal_gap_distinct_latest_information_node,63.2621484072467,191,14,0.0209424083769634,1,0.862068965517241,252.702273520957,0.150153636924782,3,21.7241212456779,16.3652905806895,3.57084917757643,1112,4,2606.00695021502,682,-21.1445770925901,21.1445770925901,4,20.6339974384866,21.1445770925901,20.9231854787408,4,4,-16.6771730680084,1,0
saa,4723,12,4,101,2,6,5,t4_k101,largest_terminal_gap_distinct_latest_information_node,63.2621484072467,191,14,0.0209424083769634,1,0.862068965517241,252.702273520957,0.150153636924782,4,74.1467088253184,92.1910086220283,12.7626511377183,1112,4,2606.00695021502,682,-40.1298825281105,40.1298825281105,2,23.5674016515844,40.1298825281105,35.8975649974442,2,2,8.63656751268548,1,0
saa,6908,12,4,109,2,7,5,t4_k109,largest_terminal_gap_distinct_latest_information_node,70.635460442881,412,18,0.0121359223300971,1,0.794444444444444,245.768350802666,0.161132779909095,1,164.016039464514,234.531627132872,42.1797420672085,1112,3,2616.17012242425,725,-39.3637179390233,39.3637179390233,2,38.0215089719762,44.3939533117612,40.5930600742536,1,1,14.0111820842169,1,0
saa,6908,12,4,109,2,7,5,t4_k109,largest_terminal_gap_distinct_latest_information_node,70.635460442881,412,18,0.0121359223300971,1,0.794444444444444,245.768350802666,0.161132779909095,2,78.2797789260852,39.2765472048076,12.1521201306257,1112,3,2616.17012242425,725,-17.3875283051081,17.3875283051081,4,16.7256471240019,17.556019591751,17.2230650069537,3,3,-15.2904040943367,1,0
saa,6908,12,4,109,2,7,5,t4_k109,largest_terminal_gap_distinct_latest_information_node,70.635460442881,412,18,0.0121359223300971,1,0.794444444444444,245.768350802666,0.161132779909095,3,21.2735429936602,16.3652905806895,3.83272201866917,1112,3,2616.17012242425,725,-18.3418310300434,18.3418310300434,3,15.4021094805787,18.3418310300434,16.8601371200742,4,4,-14.0180004610897,1,0
