state,path_count,total_insufficient_path_count,total_insufficient_path_share,T_total_dro_kg,mean_max_feasible_total_inventory_kg,mean_gap_all_paths_kg,median_gap_all_paths_kg,q95_gap_all_paths_kg,max_gap_all_paths_kg,mean_gap_insufficient_paths_kg,median_gap_insufficient_paths_kg,q95_gap_insufficient_paths_kg,max_gap_insufficient_paths_kg
16,78,63,0.807692307692308,585.059146032685,507.278915992361,84.0390097111174,73.460865360006,179.792052892023,213.344044522988,104.048297737574,89.702052892023,179.792052892023,213.344044522988
17,78,67,0.858974358974359,578.512356224272,496.425891252173,86.0125396917432,83.15526308361,173.24526308361,206.797254714575,100.134001432179,105.423946952226,173.24526308361,206.797254714575
18,55,49,0.890909090909091,571.966287503776,490.063578772536,85.6751696467883,76.609194363114,166.699194363114,200.251185994079,96.1660067463951,76.609194363114,166.699194363114,200.251185994079
19,44,26,0.590909090909091,542.961636332278,507.046340828563,50.9435337022504,31.363355659599,171.246534822581,171.246534822581,86.2121339576545,81.156534822581,171.246534822581,171.246534822581
