decision_stage,history_node_id,current_k,current_a,current_loc,current_lf,node_oos_path_count,future_terminal_state_id,future_outcome_kind,outcome_path_count,outcome_frequency,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,target_top_site,target_ranking
3,t3_k109,109,2,7,5,163,3,terminal_state,7,0.0429447852760736,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k109,109,2,7,5,163,4,terminal_state,7,0.0429447852760736,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k109,109,2,7,5,163,5,terminal_state,23,0.141104294478528,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
3,t3_k109,109,2,7,5,163,6,terminal_state,23,0.141104294478528,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
3,t3_k109,109,2,7,5,163,7,terminal_state,43,0.263803680981595,0,0,0,0,0,0,zero_target
3,t3_k109,109,2,7,5,163,10,terminal_state,4,0.0245398773006135,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k109,109,2,7,5,163,12,terminal_state,1,0.00613496932515337,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k109,109,2,7,5,163,13,terminal_state,1,0.00613496932515337,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
3,t3_k109,109,2,7,5,163,14,terminal_state,6,0.0368098159509202,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k110,110,2,7,6,54,0,no_terminal_event,3,0.0555555555555556,0,0,0,0,0,0,zero_target
3,t3_k110,110,2,7,6,54,1,terminal_state,1,0.0185185185185185,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
3,t3_k110,110,2,7,6,54,2,terminal_state,1,0.0185185185185185,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k110,110,2,7,6,54,4,terminal_state,5,0.0925925925925926,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k110,110,2,7,6,54,5,terminal_state,10,0.185185185185185,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
3,t3_k110,110,2,7,6,54,6,terminal_state,9,0.166666666666667,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
3,t3_k110,110,2,7,6,54,7,terminal_state,20,0.37037037037037,0,0,0,0,0,0,zero_target
3,t3_k110,110,2,7,6,54,12,terminal_state,1,0.0185185185185185,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k110,110,2,7,6,54,13,terminal_state,2,0.037037037037037,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
3,t3_k110,110,2,7,6,54,14,terminal_state,2,0.037037037037037,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k115,115,3,1,3,37,0,no_terminal_event,4,0.108108108108108,0,0,0,0,0,0,zero_target
3,t3_k115,115,3,1,3,37,1,terminal_state,1,0.027027027027027,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
3,t3_k115,115,3,1,3,37,2,terminal_state,2,0.0540540540540541,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k115,115,3,1,3,37,3,terminal_state,1,0.027027027027027,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k115,115,3,1,3,37,5,terminal_state,1,0.027027027027027,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
3,t3_k115,115,3,1,3,37,6,terminal_state,1,0.027027027027027,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
3,t3_k115,115,3,1,3,37,8,terminal_state,3,0.0810810810810811,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
3,t3_k115,115,3,1,3,37,10,terminal_state,1,0.027027027027027,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k115,115,3,1,3,37,12,terminal_state,2,0.0540540540540541,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k115,115,3,1,3,37,13,terminal_state,2,0.0540540540540541,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
3,t3_k115,115,3,1,3,37,14,terminal_state,1,0.027027027027027,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k115,115,3,1,3,37,16,terminal_state,3,0.0810810810810811,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k115,115,3,1,3,37,17,terminal_state,1,0.027027027027027,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k115,115,3,1,3,37,18,terminal_state,2,0.0540540540540541,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
3,t3_k115,115,3,1,3,37,19,terminal_state,2,0.0540540540540541,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
3,t3_k115,115,3,1,3,37,21,terminal_state,2,0.0540540540540541,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
3,t3_k115,115,3,1,3,37,22,terminal_state,1,0.027027027027027,264.325715491973,144.555682281606,51.2754324636032,150,610.156830237183,1,1>4>2>3
3,t3_k115,115,3,1,3,37,23,terminal_state,1,0.027027027027027,277.406850906388,141.287090282329,61.0968533805147,150,629.790794569232,1,1>4>2>3
3,t3_k115,115,3,1,3,37,24,terminal_state,1,0.027027027027027,278.513576350821,136.906705367182,61.1125785326699,150,626.532860250673,1,1>4>2>3
3,t3_k115,115,3,1,3,37,25,terminal_state,2,0.0540540540540541,276.300390904299,141.809518632341,54.0207737598781,150,622.130683296519,1,1>4>2>3
3,t3_k115,115,3,1,3,37,26,terminal_state,1,0.027027027027027,271.194922361943,137.134215078136,49.6407679003528,150,607.969905340432,1,1>4>2>3
3,t3_k115,115,3,1,3,37,27,terminal_state,1,0.027027027027027,271.951288207453,131.468495838033,54.5501038750447,150,607.969887920531,1,1>4>2>3
3,t3_k115,115,3,1,3,37,28,terminal_state,1,0.027027027027027,266.387722760742,113.46575234314,52.9143765828423,149.154677546133,581.922529232857,1,1>4>2>3
3,t3_k116,116,3,1,4,46,0,no_terminal_event,2,0.0434782608695652,0,0,0,0,0,0,zero_target
3,t3_k116,116,3,1,4,46,1,terminal_state,1,0.0217391304347826,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
3,t3_k116,116,3,1,4,46,2,terminal_state,2,0.0434782608695652,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k116,116,3,1,4,46,3,terminal_state,4,0.0869565217391304,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k116,116,3,1,4,46,4,terminal_state,3,0.0652173913043478,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k116,116,3,1,4,46,6,terminal_state,3,0.0652173913043478,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
3,t3_k116,116,3,1,4,46,8,terminal_state,3,0.0652173913043478,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
3,t3_k116,116,3,1,4,46,9,terminal_state,5,0.108695652173913,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
3,t3_k116,116,3,1,4,46,10,terminal_state,1,0.0217391304347826,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k116,116,3,1,4,46,11,terminal_state,4,0.0869565217391304,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
3,t3_k116,116,3,1,4,46,12,terminal_state,3,0.0652173913043478,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k116,116,3,1,4,46,13,terminal_state,1,0.0217391304347826,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
3,t3_k116,116,3,1,4,46,14,terminal_state,1,0.0217391304347826,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k116,116,3,1,4,46,15,terminal_state,1,0.0217391304347826,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
3,t3_k116,116,3,1,4,46,16,terminal_state,4,0.0869565217391304,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k116,116,3,1,4,46,17,terminal_state,1,0.0217391304347826,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k116,116,3,1,4,46,18,terminal_state,2,0.0434782608695652,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
3,t3_k116,116,3,1,4,46,19,terminal_state,1,0.0217391304347826,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
3,t3_k116,116,3,1,4,46,24,terminal_state,2,0.0434782608695652,278.513576350821,136.906705367182,61.1125785326699,150,626.532860250673,1,1>4>2>3
3,t3_k116,116,3,1,4,46,28,terminal_state,2,0.0434782608695652,266.387722760742,113.46575234314,52.9143765828423,149.154677546133,581.922529232857,1,1>4>2>3
3,t3_k117,117,3,1,5,20,0,no_terminal_event,1,0.05,0,0,0,0,0,0,zero_target
3,t3_k117,117,3,1,5,20,1,terminal_state,2,0.1,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
3,t3_k117,117,3,1,5,20,2,terminal_state,1,0.05,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k117,117,3,1,5,20,3,terminal_state,1,0.05,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k117,117,3,1,5,20,9,terminal_state,5,0.25,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
3,t3_k117,117,3,1,5,20,10,terminal_state,1,0.05,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k117,117,3,1,5,20,11,terminal_state,3,0.15,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
3,t3_k117,117,3,1,5,20,12,terminal_state,1,0.05,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k117,117,3,1,5,20,14,terminal_state,1,0.05,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k117,117,3,1,5,20,15,terminal_state,1,0.05,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
3,t3_k117,117,3,1,5,20,16,terminal_state,1,0.05,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k117,117,3,1,5,20,17,terminal_state,1,0.05,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k117,117,3,1,5,20,20,terminal_state,1,0.05,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
3,t3_k118,118,3,1,6,5,3,terminal_state,1,0.2,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k118,118,3,1,6,5,10,terminal_state,1,0.2,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k118,118,3,1,6,5,16,terminal_state,1,0.2,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k118,118,3,1,6,5,17,terminal_state,1,0.2,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k118,118,3,1,6,5,18,terminal_state,1,0.2,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
3,t3_k123,123,3,2,3,62,0,no_terminal_event,4,0.0645161290322581,0,0,0,0,0,0,zero_target
3,t3_k123,123,3,2,3,62,1,terminal_state,1,0.0161290322580645,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
3,t3_k123,123,3,2,3,62,2,terminal_state,1,0.0161290322580645,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k123,123,3,2,3,62,3,terminal_state,3,0.0483870967741935,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k123,123,3,2,3,62,4,terminal_state,2,0.032258064516129,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k123,123,3,2,3,62,5,terminal_state,2,0.032258064516129,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
3,t3_k123,123,3,2,3,62,6,terminal_state,2,0.032258064516129,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
3,t3_k123,123,3,2,3,62,7,terminal_state,5,0.0806451612903226,0,0,0,0,0,0,zero_target
3,t3_k123,123,3,2,3,62,8,terminal_state,2,0.032258064516129,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
3,t3_k123,123,3,2,3,62,9,terminal_state,3,0.0483870967741935,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
3,t3_k123,123,3,2,3,62,10,terminal_state,1,0.0161290322580645,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k123,123,3,2,3,62,11,terminal_state,1,0.0161290322580645,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
3,t3_k123,123,3,2,3,62,12,terminal_state,2,0.032258064516129,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k123,123,3,2,3,62,14,terminal_state,6,0.0967741935483871,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k123,123,3,2,3,62,16,terminal_state,5,0.0806451612903226,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k123,123,3,2,3,62,17,terminal_state,1,0.0161290322580645,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k123,123,3,2,3,62,18,terminal_state,1,0.0161290322580645,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
3,t3_k123,123,3,2,3,62,19,terminal_state,2,0.032258064516129,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
3,t3_k123,123,3,2,3,62,20,terminal_state,1,0.0161290322580645,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
3,t3_k123,123,3,2,3,62,21,terminal_state,7,0.112903225806452,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
3,t3_k123,123,3,2,3,62,23,terminal_state,3,0.0483870967741935,277.406850906388,141.287090282329,61.0968533805147,150,629.790794569232,1,1>4>2>3
3,t3_k123,123,3,2,3,62,24,terminal_state,3,0.0483870967741935,278.513576350821,136.906705367182,61.1125785326699,150,626.532860250673,1,1>4>2>3
3,t3_k123,123,3,2,3,62,25,terminal_state,2,0.032258064516129,276.300390904299,141.809518632341,54.0207737598781,150,622.130683296519,1,1>4>2>3
3,t3_k123,123,3,2,3,62,26,terminal_state,2,0.032258064516129,271.194922361943,137.134215078136,49.6407679003528,150,607.969905340432,1,1>4>2>3
3,t3_k124,124,3,2,4,73,0,no_terminal_event,5,0.0684931506849315,0,0,0,0,0,0,zero_target
3,t3_k124,124,3,2,4,73,1,terminal_state,1,0.0136986301369863,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
3,t3_k124,124,3,2,4,73,2,terminal_state,5,0.0684931506849315,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k124,124,3,2,4,73,3,terminal_state,7,0.0958904109589041,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k124,124,3,2,4,73,4,terminal_state,3,0.0410958904109589,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k124,124,3,2,4,73,5,terminal_state,4,0.0547945205479452,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
3,t3_k124,124,3,2,4,73,6,terminal_state,2,0.0273972602739726,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
3,t3_k124,124,3,2,4,73,7,terminal_state,1,0.0136986301369863,0,0,0,0,0,0,zero_target
3,t3_k124,124,3,2,4,73,8,terminal_state,2,0.0273972602739726,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
3,t3_k124,124,3,2,4,73,9,terminal_state,2,0.0273972602739726,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
3,t3_k124,124,3,2,4,73,10,terminal_state,3,0.0410958904109589,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k124,124,3,2,4,73,11,terminal_state,1,0.0136986301369863,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
3,t3_k124,124,3,2,4,73,12,terminal_state,3,0.0410958904109589,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k124,124,3,2,4,73,13,terminal_state,1,0.0136986301369863,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
3,t3_k124,124,3,2,4,73,14,terminal_state,4,0.0547945205479452,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k124,124,3,2,4,73,15,terminal_state,2,0.0273972602739726,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
3,t3_k124,124,3,2,4,73,16,terminal_state,7,0.0958904109589041,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k124,124,3,2,4,73,17,terminal_state,6,0.0821917808219178,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k124,124,3,2,4,73,18,terminal_state,1,0.0136986301369863,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
3,t3_k124,124,3,2,4,73,19,terminal_state,3,0.0410958904109589,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
3,t3_k124,124,3,2,4,73,20,terminal_state,2,0.0273972602739726,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
3,t3_k124,124,3,2,4,73,21,terminal_state,4,0.0547945205479452,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
3,t3_k124,124,3,2,4,73,22,terminal_state,1,0.0136986301369863,264.325715491973,144.555682281606,51.2754324636032,150,610.156830237183,1,1>4>2>3
3,t3_k124,124,3,2,4,73,24,terminal_state,3,0.0410958904109589,278.513576350821,136.906705367182,61.1125785326699,150,626.532860250673,1,1>4>2>3
3,t3_k125,125,3,2,5,42,0,no_terminal_event,5,0.119047619047619,0,0,0,0,0,0,zero_target
3,t3_k125,125,3,2,5,42,3,terminal_state,1,0.0238095238095238,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k125,125,3,2,5,42,4,terminal_state,1,0.0238095238095238,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k125,125,3,2,5,42,5,terminal_state,2,0.0476190476190476,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
3,t3_k125,125,3,2,5,42,6,terminal_state,3,0.0714285714285714,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
3,t3_k125,125,3,2,5,42,7,terminal_state,2,0.0476190476190476,0,0,0,0,0,0,zero_target
3,t3_k125,125,3,2,5,42,8,terminal_state,3,0.0714285714285714,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
3,t3_k125,125,3,2,5,42,9,terminal_state,9,0.214285714285714,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
3,t3_k125,125,3,2,5,42,11,terminal_state,3,0.0714285714285714,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
3,t3_k125,125,3,2,5,42,12,terminal_state,1,0.0238095238095238,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k125,125,3,2,5,42,13,terminal_state,1,0.0238095238095238,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
3,t3_k125,125,3,2,5,42,14,terminal_state,1,0.0238095238095238,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k125,125,3,2,5,42,15,terminal_state,1,0.0238095238095238,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
3,t3_k125,125,3,2,5,42,16,terminal_state,3,0.0714285714285714,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k125,125,3,2,5,42,17,terminal_state,2,0.0476190476190476,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k125,125,3,2,5,42,19,terminal_state,1,0.0238095238095238,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
3,t3_k125,125,3,2,5,42,20,terminal_state,1,0.0238095238095238,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
3,t3_k125,125,3,2,5,42,21,terminal_state,2,0.0476190476190476,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
3,t3_k126,126,3,2,6,13,2,terminal_state,2,0.153846153846154,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k126,126,3,2,6,13,4,terminal_state,1,0.0769230769230769,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k126,126,3,2,6,13,9,terminal_state,1,0.0769230769230769,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
3,t3_k126,126,3,2,6,13,10,terminal_state,1,0.0769230769230769,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k126,126,3,2,6,13,11,terminal_state,4,0.307692307692308,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
3,t3_k126,126,3,2,6,13,17,terminal_state,2,0.153846153846154,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k126,126,3,2,6,13,19,terminal_state,2,0.153846153846154,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
3,t3_k131,131,3,3,3,63,0,no_terminal_event,5,0.0793650793650794,0,0,0,0,0,0,zero_target
3,t3_k131,131,3,3,3,63,2,terminal_state,2,0.0317460317460317,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
3,t3_k131,131,3,3,3,63,3,terminal_state,2,0.0317460317460317,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
3,t3_k131,131,3,3,3,63,4,terminal_state,3,0.0476190476190476,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
3,t3_k131,131,3,3,3,63,5,terminal_state,1,0.0158730158730159,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
3,t3_k131,131,3,3,3,63,7,terminal_state,3,0.0476190476190476,0,0,0,0,0,0,zero_target
3,t3_k131,131,3,3,3,63,8,terminal_state,2,0.0317460317460317,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
3,t3_k131,131,3,3,3,63,10,terminal_state,5,0.0793650793650794,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
3,t3_k131,131,3,3,3,63,11,terminal_state,3,0.0476190476190476,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
3,t3_k131,131,3,3,3,63,12,terminal_state,3,0.0476190476190476,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
3,t3_k131,131,3,3,3,63,13,terminal_state,1,0.0158730158730159,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
3,t3_k131,131,3,3,3,63,14,terminal_state,4,0.0634920634920635,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
3,t3_k131,131,3,3,3,63,15,terminal_state,2,0.0317460317460317,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
3,t3_k131,131,3,3,3,63,16,terminal_state,5,0.0793650793650794,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
3,t3_k131,131,3,3,3,63,17,terminal_state,2,0.0317460317460317,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
3,t3_k131,131,3,3,3,63,18,terminal_state,3,0.0476190476190476,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
3,t3_k131,131,3,3,3,63,19,terminal_state,1,0.0158730158730159,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
3,t3_k131,131,3,3,3,63,20,terminal_state,2,0.0317460317460317,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
3,t3_k131,131,3,3,3,63,21,terminal_state,4,0.0634920634920635,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
3,t3_k131,131,3,3,3,63,22,terminal_state,1,0.0158730158730159,264.325715491973,144.555682281606,51.2754324636032,150,610.156830237183,1,1>4>2>3
3,t3_k131,131,3,3,3,63,23,terminal_state,1,0.0158730158730159,277.406850906388,141.287090282329,61.0968533805147,150,629.790794569232,1,1>4>2>3
3,t3_k131,131,3,3,3,63,25,terminal_state,4,0.0634920634920635,276.300390904299,141.809518632341,54.0207737598781,150,622.130683296519,1,1>4>2>3
3,t3_k131,131,3,3,3,63,27,terminal_state,2,0.0317460317460317,271.951288207453,131.468495838033,54.5501038750447,150,607.969887920531,1,1>4>2>3
3,t3_k131,131,3,3,3,63,28,terminal_state,2,0.0317460317460317,266.387722760742,113.46575234314,52.9143765828423,149.154677546133,581.922529232857,1,1>4>2>3
3,t3_k132,132,3,3,4,54,0,no_terminal_event,8,0.148148148148148,0,0,0,0,0,0,zero_target
