state,decision_stage,current_lf,selected_path_count,unique_history_node_count,mean_node_oos_path_count,mean_future_outcome_count_including_no_terminal,mean_future_terminal_state_count,mean_terminal_hit_probability,mean_realized_terminal_state_probability,mean_conditional_max_terminal_state_probability,mean_conditional_modal_top_site_probability,conditional_top_site_certain_path_share,mean_positive_target_probability,mean_positive_target_modal_top_site_probability,positive_target_top_site_certain_path_share,mean_conditional_target_std_l2_kg,mean_conditional_max_site_target_range_kg,mean_inventory_vs_realized_target_distribution_l1,mean_inventory_vs_node_conditional_mean_distribution_l1,mean_policy_inventory_absolute_difference_l1_kg,mean_inventory_total_kg,mean_target_total_kg,mean_terminal_gap_kg,actual_total_sufficient_path_share,actual_spatial_mismatch_path_share
12,1,1,68,1,10000,32,31,0.6053,0.0117,0.169007103915414,0.757475631918057,0,0.503,0.911530815109344,0,105.125182065221,300,0.292051123553616,0.183641139230747,0,241.328280672679,382.364473540397,27.7053746758689,0.838235294117647,0.838235294117647
12,2,2,48,10,855.416666666667,25.5625,24.5833333333333,0.657014377217988,0.0159702219096305,0.184201324358949,0.745887984885038,0,0.54275315551447,0.90569348688956,0.0208333333333333,99.2529506906509,277.088258485548,0.283986345116083,0.184635540024144,3.09991574082746,284.737175207383,382.364473540397,27.6359780824912,0.833333333333333,0.833333333333333
12,2,3,15,7,410.6,22.0666666666667,21.1333333333333,0.735883611236932,0.0316584786022835,0.175401518773447,0.763767844602389,0,0.613942003467575,0.915877069730243,0.133333333333333,94.4392683290611,277.249137268778,0.265018477847913,0.165975135598838,5.16441924918689,291.583737342293,382.364473540397,25.2505419108553,0.8,0.8
12,2,4,5,4,61.2,12.4,12,0.857971014492753,0.0708764665286404,0.142286427679686,0.927287319422151,0.4,0.828985507246377,0.970524412296564,0.4,87.7822130070489,215.402413520232,0.144113878966935,0.100730528229331,25.5651338536252,311.501009007486,382.364473540397,35.7360802673355,1,1
12,3,3,20,10,288.5,21.55,20.55,0.722568974367172,0.0215607102144786,0.208180743878494,0.733965658972796,0,0.589730556821858,0.905754405178994,0.05,96.2268398611635,278.494096186726,0.274399308348133,0.177433312970638,8.30996568822578,328.974353772619,382.364473540397,21.9392847759493,1,1
12,3,4,35,12,273.6,19.5714285714286,18.5714285714286,0.778627306294067,0.023132874012681,0.219036777645095,0.746024798008759,0,0.640718027110093,0.910036077559516,0,87.7666699383327,261.430361201122,0.160415086977574,0.0814766447238924,24.8680367306188,333.705911533533,382.364473540397,28.8710738417953,0.742857142857143,0.742857142857143
12,3,5,12,9,171.833333333333,15.6666666666667,14.6666666666667,0.775495068511455,0.0281174499122066,0.222684975905743,0.794350295024593,0.166666666666667,0.669781472525276,0.913263508127709,0.25,75.3748733656455,247.021459725831,0.134347770608321,0.0624243144597123,28.4740826315403,341.759890023666,382.364473540397,33.9420286914465,0.833333333333333,0.833333333333333
12,3,6,1,1,11,9,9,1,0.0909090909090909,0.272727272727273,1,1,1,1,1,47.3328448483505,109.648004736854,0.123317379247827,0.00332826779222185,13.1746954847909,421.508280672679,382.364473540397,27.3878536799055,1,1
12,4,4,10,6,167.1,17.6,16.6,0.759811000982584,0.0224424792767128,0.270856908278831,0.656018269284613,0,0.567360630260506,0.877842766362535,0,89.8852866967817,257.271251825322,0.157764073160059,0.0835440742584237,25.9415911203061,369.353887859097,382.364473540397,21.2636675909968,1,1
12,4,5,31,13,211.645161290323,17.0322580645161,16.0322580645161,0.802335577407291,0.0383012657031178,0.232747913752439,0.759442309016652,0.032258064516129,0.672710734112204,0.907942780375123,0.161290322580645,81.4623240022521,248.029859849467,0.136386243813542,0.0640037287909589,31.5983890548702,396.463135914349,382.364473540397,25.3344848067573,0.838709677419355,0.838709677419355
