state,decision_stage,current_lf,selected_path_count,unique_history_node_count,mean_node_oos_path_count,mean_future_outcome_count_including_no_terminal,mean_future_terminal_state_count,mean_terminal_hit_probability,mean_realized_terminal_state_probability,mean_conditional_max_terminal_state_probability,mean_conditional_modal_top_site_probability,conditional_top_site_certain_path_share,mean_positive_target_probability,mean_positive_target_modal_top_site_probability,positive_target_top_site_certain_path_share,mean_conditional_target_std_l2_kg,mean_conditional_max_site_target_range_kg,mean_inventory_vs_realized_target_distribution_l1,mean_inventory_vs_node_conditional_mean_distribution_l1,mean_policy_inventory_absolute_difference_l1_kg,mean_inventory_total_kg,mean_target_total_kg,mean_terminal_gap_kg,actual_total_sufficient_path_share,actual_spatial_mismatch_path_share
12,4,6,24,9,142.166666666667,12.8333333333333,12.3333333333333,0.951496030991345,0.0540838674561935,0.310872218069871,0.770556424737049,0.0833333333333333,0.782339941803624,0.934626599036233,0.333333333333333,76.3935056430101,235.145629964313,0.109959977884628,0.0673716530089869,27.441241450471,399.612197685434,382.364473540397,33.3241460876464,0.75,0.75
12,5,5,5,3,69.4,14.2,13.2,0.79997668997669,0.0735586635586636,0.184,0.908444444444444,0,0.744584304584305,0.97637526652452,0.4,84.2359888037022,252.124406820051,0.154143472490615,0.0866402586527362,28.9964084705997,442.983330514621,382.364473540397,23.8598242305334,1,1
12,5,6,19,7,203.473684210526,12.3157894736842,11.5789473684211,0.919941895866857,0.0487119445792774,0.346226114624006,0.675623434589743,0,0.683077444817935,0.848709126996727,0.0526315789473684,66.4560155258586,238.776176864187,0.121716639562135,0.109136949190912,40.0496345179409,425.147574407697,382.364473540397,19.1966207393722,1,1
12,6,6,1,1,45,10,9,0.822222222222222,0.0222222222222222,0.243243243243243,0.918918918918919,0,0.777777777777778,0.971428571428571,0,51.8965282696551,234.531627132872,0.126552226971567,0.12384529922206,34.0948194193822,416.496695970674,382.364473540397,26.8170893661414,1,1
13,1,1,11,1,10000,32,31,0.6053,0.0089,0.169007103915414,0.757475631918057,0,0.503,0.911530815109344,0,105.125182065221,300,0.152916672710351,0.183641139230747,0,241.328280672679,355.126452344801,11.3779132379322,0.727272727272727,0.727272727272727
13,2,2,4,2,1120.5,28.5,27.5,0.635296466280036,0.00833299724948982,0.174667029138324,0.761834133236319,0,0.524436790695048,0.923090131022823,0,99.2182641847778,278.513576350821,0.152724502497477,0.191981979470683,0,281.625101509697,355.126452344801,6.21905011019104,0.75,0.75
13,2,3,3,2,485.666666666667,22.3333333333333,21.3333333333333,0.692864394013819,0.0112944952025412,0.199628842325472,0.719404798056483,0,0.554844942201264,0.898876462349646,0,87.0492279700351,273.265565210091,0.152724502497477,0.198317842756395,0,281.625101509697,355.126452344801,12.5552870585899,1,1
13,2,4,4,4,123.25,15.5,14.75,0.838128534375278,0.0394852567385045,0.170022270374383,0.802500902853015,0.25,0.730564136387924,0.926195621685027,0.25,76.6064863148181,209.298275523339,0.0540916703416054,0.0919271301309884,29.7385458561956,294.073396300443,355.126452344801,15.6537460001802,0.5,0.5
13,3,3,2,2,426,21.5,20.5,0.697297198449272,0.0173725404140151,0.243073316283035,0.670183290707587,0,0.531746031746032,0.881386016360549,0,92.4878321201924,288.15019545215,0.153984913234157,0.201064517385627,0,315.177093140662,355.126452344801,9.03757427280157,0.5,0.5
13,3,4,4,3,465,21,20,0.736577483714048,0.00686433759120984,0.193901770330849,0.761870740887121,0,0.619219124725733,0.903712915529354,0,77.7949270230228,269.142504797153,0.0398280339538902,0.0988741028509948,9.28841702158357,315.177093140662,355.126452344801,3.92921022527263,1,1
13,3,5,4,4,123.75,13.75,12.75,0.79819578534055,0.0315296762035973,0.266777422153686,0.650315464184338,0,0.612773058745398,0.845129666309489,0.25,75.475696898089,248.059613993699,0.0441743299564859,0.0449170480228398,38.5686794441457,341.759890023666,355.126452344801,15.6537460001802,0.5,0.5
13,3,6,1,1,6,4,4,1,0.166666666666667,0.5,1,1,1,1,1,78.9303002324865,184.927597632149,0.0901292479575307,0.0633384172821585,39.858249702651,371.715101509697,355.126452344801,28.7500721698402,1,1
13,4,4,2,2,220.5,17.5,16.5,0.775793650793651,0.0158730158730159,0.26586387434555,0.641780104712042,0,0.576719576719577,0.861979166666667,0,84.912167345699,264.501332212628,0.0301278982104182,0.0959374950829831,35.2023211616598,358.967068008615,355.126452344801,9.03757427280157,0.5,0.5
13,4,5,4,3,310.25,16,15,0.746338805882006,0.0098768676548751,0.207828347260318,0.761755124559501,0,0.62719581094116,0.904405348513754,0,69.501170212319,240.504521639855,0.0403764876137136,0.107723391980039,26.9923605048496,370.330269780293,355.126452344801,3.92921022527263,1,1
13,4,6,3,2,292,13.3333333333333,12.3333333333333,0.909192030314143,0.00563500794523897,0.346686965780073,0.593629660586883,0,0.642317565089842,0.821815718157182,0,55.8150191204008,225.592597344167,0.0660071593639818,0.0699326695081483,36.0792545776348,361.969867191532,355.126452344801,20.8353408280585,0.333333333333333,0.333333333333333
14,1,1,42,1,10000,32,31,0.6053,0.0188,0.169007103915414,0.757475631918057,0,0.503,0.911530815109344,0,105.125182065221,300,0.317399455589949,0.183641139230747,0,241.328280672679,299.484469224306,19.5349154315668,1,1
14,2,2,16,6,806.25,24.5,23.5,0.636663543725111,0.0256036018758188,0.191783865569808,0.72278608000058,0,0.515140358642914,0.892121541211274,0,98.1551163312358,273.102215707613,0.316291443590852,0.19833724672483,0,281.625101509697,299.484469224306,22.2465720465572,1,1
14,2,3,21,6,470.428571428571,22.6190476190476,21.6190476190476,0.686299864705765,0.0201600350376769,0.190559097288004,0.726589001537389,0,0.555584585611335,0.897162397442755,0,88.321646196527,273.45824028372,0.316291443590852,0.194591032226928,0,281.625101509697,299.484469224306,16.9794276868794,1,1
14,2,4,5,3,182.2,18.2,17.2,0.731111141764143,0.0159797322151107,0.188232071773771,0.745506632419119,0,0.601707220628265,0.902604981691792,0,83.7766446812636,247.155135346324,0.213941346620851,0.0997723964261645,12.7460282327374,281.625101509697,299.484469224306,21.5906627912845,1,1
14,3,3,6,3,339.166666666667,21.3333333333333,20.3333333333333,0.682395380435954,0.025443582583336,0.216101250173629,0.680415256605458,0,0.535509669139021,0.866161236424394,0,93.4068419783754,276.92489220453,0.312575880621401,0.203572270837037,0,315.177093140662,299.484469224306,17.4859566074715,1,1
14,3,4,16,8,354.25,19.625,18.625,0.749035921176585,0.0212688829619437,0.228303700654718,0.718676012177587,0,0.598382931947643,0.898441527161586,0,80.0705007023655,261.515072544451,0.190361221420626,0.0911917538643035,21.2606739068891,318.710718663727,299.484469224306,20.3727270817334,1,1
14,3,5,12,7,148.5,14.0833333333333,13.0833333333333,0.805465457341425,0.0569255500860598,0.253967442724992,0.683721088634999,0.0833333333333333,0.642683314701581,0.849424556127558,0.0833333333333333,79.5281007772828,243.652076628233,0.151454634211071,0.0744844472534786,40.4331855271756,329.311595232921,299.484469224306,22.9467115136272,1,1
14,3,6,8,6,45.25,8.875,8.125,0.891623355649518,0.0852091652963746,0.351771403039151,0.680850589572699,0.25,0.685243911988098,0.875142223055764,0.25,58.4685266530221,195.924304929839,0.105142003929094,0.0598897393441537,63.1943861246953,329.311595232921,299.484469224306,14.2783171262143,1,1
14,4,4,1,1,166,20,19,0.746987951807229,0.0180722891566265,0.314516129032258,0.596774193548387,0,0.512048192771084,0.870588235294118,0,92.0312559442007,245.768350802666,0.197664070827372,0.0755716611385646,14.5732457238666,360.131654995913,299.484469224306,29.8146716866748,1,1
14,4,5,12,5,327.416666666667,17.0833333333333,16.0833333333333,0.74232353452461,0.0236117313835057,0.310840403449212,0.595693708725276,0,0.518520444691682,0.847575850962841,0,76.9596984357185,243.382435641841,0.167216346301609,0.0764171104434744,36.5098029760734,356.258425958697,299.484469224306,21.0409532008831,1,1
14,4,6,8,5,171.875,13.875,13.125,0.929665700430154,0.0332078226958753,0.262183397188659,0.686442471810628,0,0.760725360673545,0.827236950549451,0,68.8541880167329,220.580127196499,0.170363935791562,0.0686094881672432,33.1024368615683,388.5655802392,299.484469224306,5.49477983424182,1,1
19,1,1,8,1,10000,32,31,0.6053,0.0044,0.169007103915414,0.757475631918057,0,0.503,0.911530815109344,0,105.125182065221,300,0.120764677111413,0.183641139230747,0,241.328280672679,542.961636332278,7.86381936733345,0.875,0.875
19,2,2,8,5,925.875,26.75,25.75,0.666095225105528,0.0082845639842547,0.158937318566583,0.782196886089468,0,0.570412494629586,0.919064748189798,0,100.069692050742,278.513576350821,0.109576407399175,0.174933709055531,4.23662046004872,287.849248905069,542.961636332278,7.86381936733345,0.875,0.875
19,3,3,8,7,107.625,21.375,20.375,0.828551359595754,0.0442292641031063,0.154338036171462,0.888041407272992,0.125,0.767933682709314,0.965303278361868,0.375,103.701552418836,271.978100779334,0.0600423205172193,0.0943389675865011,31.7231683743216,363.804746812811,542.961636332278,7.86381936733345,0.875,0.875
19,4,4,6,5,79.5,12.5,12,0.891853676336435,0.115407593433286,0.176904539593615,0.904671201814059,0.5,0.846591254637232,0.957331730769231,0.5,62.1718017749221,162.122990771997,0.0517267250607397,0.0589844283648034,44.0027285483006,435.403339800417,542.961636332278,7.45721441589024,0.833333333333333,0.833333333333333
19,4,5,2,2,15,10.5,9.5,0.930555555555556,0.0972222222222222,0.195187165775401,1,1,0.930555555555556,1,1,46.1314377305992,106.090488082194,0.032145793152769,0.0189440609307731,28.0827856008005,461.805101509697,542.961636332278,9.08363422166309,1,1
19,5,5,5,5,31.4,9.6,9,0.872008547008547,0.100811965811966,0.225,0.970666666666667,0.6,0.862393162393162,0.983809523809524,0.6,57.9090692523402,139.508855834423,0.0341961635485367,0.0396306150229638,30.3830547495959,517.132961738687,542.961636332278,6.7604707934129,0.8,0.8
19,5,6,3,3,24.3333333333333,6.66666666666667,6.66666666666667,1,0.0931186868686869,0.361111111111111,1,1,1,1,1,35.3292240934454,85.88931065659,0.0223872612534595,0.0215179334348664,23.7907746685923,551.895101509697,542.961636332278,9.70273365720103,1,1
19,6,6,2,2,14.5,8,8,1,0.0697115384615385,0.317307692307692,0.961538461538462,0.5,0.961538461538462,1,1,81.0153537184517,214.672063616175,0.0148234673352357,0.0426120595664296,27.3867504994496,541.317504434989,542.961636332278,8.10944206076826,0.5,0.5
