reclassification,path_count,fraction_of_98
NO_MOVABLE_SURPLUS,0,0
SURPLUS_APPEARED_TOO_LATE,0,0
AGGREGATE_HTT_CAPACITY_LIMITED,0,0
DESTINATION_TANK_HEADROOM_LIMITED,0,0
INFORMATION_NOT_YET_REVEALED,63,0.642857142857
EX_POST_MISALIGNED_BUT_INFORMATION_CONSISTENT,11,0.112244897959
CAPACITY_AVAILABLE_BUT_NOT_USED,22,0.224489795918
MULTIPLE_LIMITS,0,0
NOT_IDENTIFIABLE,2,0.0204081632653
