method,method_label,preparation_stage_count,site,path_count,target_mean_kg,target_median_kg,actual_inventory_mean_kg,actual_inventory_median_kg,terminal_gap_mean_kg,terminal_gap_median_kg,terminal_gap_q95_kg,gap_positive_path_count,gap_positive_path_share
chi2_eta003,DRO_eta_0.03,2,1,79,57.34425673647043,58.9150686076349,137.8433093365812,134.975872291853,3.1323396229496203,0.0,22.46912703752794,5,0.06329113924050633
chi2_eta003,DRO_eta_0.03,2,2,79,17.429657625959596,13.0921331708544,73.91207689236569,74.4332249406134,2.1168644459206245,0.0,8.018435133996743,5,0.06329113924050633
chi2_eta003,DRO_eta_0.03,2,3,79,4.5154716764517975,4.90957965375079,16.037390587068,15.9901443043568,0.6408121270425016,0.0,0.41963085295603936,5,0.06329113924050633
chi2_eta003,DRO_eta_0.03,2,4,79,15.91675653986332,16.3652543612975,55.7232049150613,54.8991761878037,1.953282156627229,0.0,15.250436272828631,6,0.0759493670886076
chi2_eta003,DRO_eta_0.03,3,1,1144,67.56580226652673,58.9150686076349,169.9743616825537,158.877049794107,4.346743685718397,0.0,41.45793925719672,147,0.1284965034965035
chi2_eta003,DRO_eta_0.03,3,2,1144,21.980619087615896,13.0921331708544,71.07950992910615,73.7990228568118,2.336059601394771,0.0,13.556977066190134,118,0.10314685314685315
chi2_eta003,DRO_eta_0.03,3,3,1144,6.708812873049187,4.90957965375079,18.987816420873664,16.3652905806898,1.3252183453964779,0.0,10.909393834028727,123,0.10751748251748251
chi2_eta003,DRO_eta_0.03,3,4,1144,23.36291569514365,16.3652543612975,66.67171600399342,59.871390684588,3.639640419637516,0.0,32.319617937440306,134,0.11713286713286714
chi2_eta003,DRO_eta_0.03,4,1,2557,77.55014847809831,58.9150686076349,196.92832973662436,190.236906501411,2.884027905230957,0.0,24.789023399488,341,0.13335940555338288
chi2_eta003,DRO_eta_0.03,4,2,2557,27.74479427058163,13.0921331708544,83.73174355145673,85.6457634482572,2.3061835357362876,0.0,23.319959449154606,285,0.1114587407117716
chi2_eta003,DRO_eta_0.03,4,3,2557,8.799593649449708,4.90957965375079,24.391343294260444,24.5479067524752,1.1039065546127969,0.0,8.26493120425832,277,0.10833007430582714
chi2_eta003,DRO_eta_0.03,4,4,2557,30.579792872803864,16.3652543612975,86.20201645831231,84.281363438684,3.0473400536932194,0.0,26.70753642628934,312,0.12201798983183418
chi2_eta003,DRO_eta_0.03,5,1,1855,85.70488956380973,58.9150686076349,217.4493362044752,207.735080325961,1.4438729477662742,0.0,11.197864872408497,165,0.0889487870619946
chi2_eta003,DRO_eta_0.03,5,2,1855,31.70857544879466,13.0921331708544,97.0833527680527,95.660387742135,1.338233041282822,0.0,9.044026351963993,147,0.07924528301886792
chi2_eta003,DRO_eta_0.03,5,3,1855,10.357206804282864,4.90957965375079,31.512968713283538,28.3643588926189,0.6646101897908303,0.0,5.330618125728785,132,0.07115902964959568
chi2_eta003,DRO_eta_0.03,5,4,1855,35.450922383628274,16.3652543612975,103.6938947688922,95.4648007624922,1.2759290734882247,0.0,7.753033447454351,167,0.09002695417789758
chi2_eta003,DRO_eta_0.03,6,1,418,100.17069037287696,58.9150686076349,221.93698507967957,207.714537766758,0.9106411425862803,0.0,0.0,20,0.04784688995215311
chi2_eta003,DRO_eta_0.03,6,2,418,40.249809629416774,13.0922205927513,101.5483159890378,86.48950305115676,0.6804051904328068,0.0,3.028252992889935,34,0.08133971291866028
chi2_eta003,DRO_eta_0.03,6,3,418,13.700912055380691,4.90957965375079,34.54683372664936,28.3643588926193,0.46261945157721185,0.0,4.629188149145605,34,0.08133971291866028
chi2_eta003,DRO_eta_0.03,6,4,418,44.68779485069984,16.3652543612975,111.27182310778306,95.4648007625165,0.48091640476104813,0.0,1.258044012943603,35,0.08373205741626795
saa,SAA,2,1,79,14.355865966343456,0.0,130.8848783630314,126.705063235488,3.3916125774329995,0.0,12.13326399294296,6,0.0759493670886076
saa,SAA,2,2,79,4.923392224147614,0.0,76.05285498744345,77.7250956811482,0.4104826898532405,0.0,0.0,3,0.0379746835443038
saa,SAA,2,3,79,1.2325743506456526,0.0,19.350851956998326,21.2748547582022,0.0553709350646076,0.0,0.0,3,0.0379746835443038
saa,SAA,2,4,79,5.903927561916146,0.0,57.227396423603004,56.0159364454713,1.3150310088888821,0.0,13.101259656365073,6,0.0759493670886076
saa,SAA,3,1,1144,32.166523828161615,0.0,155.69324472139004,152.615382424136,3.0308016413483774,0.0,31.21492583662402,102,0.08916083916083917
saa,SAA,3,2,1144,12.339735841034836,0.0,76.39500563845273,77.7350462318977,1.7307479444553038,0.0,0.3077794264132478,62,0.05419580419580419
saa,SAA,3,3,1144,3.5532079511193406,0.0,20.22323993119217,20.9376741916867,0.4844561191904243,0.0,0.30678063790802224,64,0.055944055944055944
saa,SAA,3,4,1144,14.868981732884038,0.0,68.63802107258415,61.0970187927899,2.7211777290340233,0.0,20.550991121883726,97,0.08479020979020979
saa,SAA,4,1,2557,47.44303811402947,0.0,187.41595618632098,185.609524606131,2.359531230910177,0.0,20.039080231646754,252,0.09855299178725069
saa,SAA,4,2,2557,19.124190479274723,0.0,82.29511675969196,78.2805553282416,1.811515848639526,0.0,14.917419847838739,196,0.07665232694563942
saa,SAA,4,3,2557,5.523018259802318,0.0,21.187557292102458,21.274854758203,0.7563876164032418,0.0,5.471846495911324,224,0.08760265936644505
saa,SAA,4,4,2557,22.47309044908834,0.0,81.77768144662079,74.1892371055287,2.1944298596642633,0.0,16.62302593895899,218,0.0852561595619867
saa,SAA,5,1,1855,57.314549146657036,0.0,207.44637916796233,198.29255652838,1.1524737403216359,0.0,4.595980854558036,136,0.07331536388140161
saa,SAA,5,2,1855,23.155839965275625,0.0,89.70954195868092,80.1898371655345,1.0763913975260628,0.0,4.824599922925675,110,0.05929919137466307
saa,SAA,5,3,1855,6.899548322879361,0.0,25.661002656803134,22.0931184027493,0.5247459269170052,0.0,2.5182450107330596,120,0.0646900269541779
saa,SAA,5,4,1855,27.717101041150485,0.0,96.02396195409763,88.8710922028966,1.00177110422007,0.0,1.9421167665796917,135,0.07277628032345014
saa,SAA,6,1,418,75.14717000190672,0.0,213.38936989493908,198.29255652838,0.7653240851854519,0.0,0.425831387633681,24,0.05741626794258373
