scope,method,method_label,preparation_stage_count,path_count,target_mean_kg,target_median_kg,actual_inventory_mean_kg,actual_inventory_median_kg,terminal_gap_mean_kg,terminal_gap_median_kg,terminal_gap_q95_kg,terminal_gap_max_kg,gap_positive_path_count,gap_positive_path_share
all_terminal_hit,chi2_eta003,DRO_eta_0.03,2,79,95.20614257874517,79.48533710376344,283.51598173107595,281.6251015096973,7.843298352539976,0.0,77.69904071070661,124.63971928400512,6,0.0759493670886076
all_terminal_hit,chi2_eta003,DRO_eta_0.03,3,1144,119.61814992233552,79.48533710376344,326.71340403652744,315.1770931406623,11.647662052147165,0.0,90.13618178512203,214.43227636913488,175,0.15297202797202797
all_terminal_hit,chi2_eta003,DRO_eta_0.03,4,2557,144.67432927093355,79.48533710376344,391.2534330406533,382.9984092720461,9.341458049273262,0.0,73.46086536000627,180.8802847381699,426,0.16660148611654282
all_terminal_hit,chi2_eta003,DRO_eta_0.03,5,1855,163.22159420051472,79.48533710376344,449.7395524547059,429.0629619648121,4.722645252328154,0.0,29.707445323781638,145.3902120793851,238,0.12830188679245283
all_terminal_hit,chi2_eta003,DRO_eta_0.03,6,418,198.80920690837428,79.48533710376344,469.30395790314896,421.28191643293616,2.534582189357346,0.0,15.480662831867912,91.13112935162806,55,0.13157894736842105
all_terminal_hit,saa,SAA,2,79,26.415760103052868,0.0,283.51598173107607,281.6251015096969,5.1724972112397305,0.0,43.455570348786416,97.1804474057834,6,0.0759493670886076
all_terminal_hit,saa,SAA,3,1144,62.92844935319977,0.0,320.94951136362005,315.17709314066195,7.967183434028125,0.0,60.74530265432534,205.16076789542527,123,0.10751748251748251
all_terminal_hit,saa,SAA,4,2557,94.56333730219497,0.0,372.67631168473497,354.5809126367109,7.12186455561721,0.0,60.36800686516607,191.8748436290072,320,0.12514665623777865
all_terminal_hit,saa,SAA,5,1855,115.08703847596239,0.0,418.8408857375476,389.4466803685393,3.7553821689847724,0.0,19.577256853093623,159.47938935917898,203,0.10943396226415095
all_terminal_hit,saa,SAA,6,418,154.3944835979901,0.0,435.9374627447904,382.40187655129165,2.59709384980968,0.0,17.510841993299245,99.2017643527922,62,0.14832535885167464
positive_target_only,chi2_eta003,DRO_eta_0.03,2,71,105.9335952636742,79.48533710376344,283.7290386574286,281.6251015096973,8.727050279586733,0.0,92.9152638945846,124.63971928400512,6,0.08450704225352113
positive_target_only,chi2_eta003,DRO_eta_0.03,3,973,140.64045581824442,79.48533710376344,328.55464759819654,315.1770931406623,13.694681796152475,0.0,92.9027571259042,214.43227636913488,175,0.17985611510791366
positive_target_only,chi2_eta003,DRO_eta_0.03,4,2108,175.48968688129844,79.48533710376344,396.62355042011853,382.99840927204616,11.331170888041617,0.0,84.21163156388702,180.8802847381699,426,0.20208728652751423
positive_target_only,chi2_eta003,DRO_eta_0.03,5,1532,197.63450211615847,110.46572133048232,456.1604737047574,432.5362080907975,5.718346568582719,0.0,33.16404452298844,145.3902120793851,238,0.15535248041775457
positive_target_only,chi2_eta003,DRO_eta_0.03,6,346,240.17990892398973,110.46572133048232,480.4010583209682,425.8703413878404,3.0620096969692794,0.0,23.657722842213133,91.13112935162806,55,0.15895953757225434
positive_target_only,saa,SAA,2,6,347.8075080235294,371.4916946240075,298.2228278973577,281.6251015096975,68.10454661465646,81.88078552010934,96.68851613115234,97.1804474057834,6,1.0
positive_target_only,saa,SAA,3,193,373.00593813502866,372.30995826855394,371.1098686919179,371.71510150969743,47.22517019962785,16.417516947880088,174.61225849903096,205.16076789542527,123,0.6373056994818653
positive_target_only,saa,SAA,4,611,395.7421497245704,372.30995826855394,436.6095763268944,461.8051015096966,29.80459520247661,0.1598587311877999,141.65683559310435,191.8748436290072,320,0.5237315875613748
positive_target_only,saa,SAA,5,526,405.86778778119816,382.1291220031102,494.81656436525907,495.35709314066247,13.243790729024244,0.0,78.49128320302016,159.47938935917898,203,0.38593155893536124
positive_target_only,saa,SAA,6,148,436.0600955672964,405.31325859858686,537.8322085274181,559.5918854878723,7.335035332570583,0.0,43.413093733691916,99.2017643527922,62,0.4189189189189189
