dataset_role,initial_state_id,a0,loc0,lfw0,seed_group,base_joint_seed,metric,frozen_value,step3i_value,absolute_difference,passed
nominal,21,4,7,0,1,20260723,W3_closed_roads_mean,0.885666666666667,0.885666666666667,3.33066907387547e-16,1
nominal,21,4,7,0,1,20260723,W3_closed_roads_q95,6,6,0,1
nominal,21,4,7,0,1,20260723,D_upper_bound_hit_share,0.00273333333333333,0.00273333333333333,3.46944695195361e-18,1
nominal,22,5,1,0,1,20260723,D_mean_kg,377.621780359852,377.621780359852,2.8421709430404e-13,1
nominal,22,5,1,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,22,5,1,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,22,5,1,0,1,20260723,full_loss_probability,0.1346,0.1346,0,1
nominal,22,5,1,0,1,20260723,A0_pair_share,0.151658249158248,0.151658249158248,1.94289029309402e-16,1
nominal,22,5,1,0,1,20260723,reachable_pair_share,0.848341750841752,0.848341750841756,3.77475828372553e-15,1
nominal,22,5,1,0,1,20260723,C_reachable_mean_km,21.6053967490571,21.6053967490571,2.8421709430404e-14,1
nominal,22,5,1,0,1,20260723,C_reachable_q95_km,28.3374706728378,28.3374706728378,2.1316282072803e-14,1
nominal,22,5,1,0,1,20260723,W3_failed_lines_mean,10.8763333333333,10.8763333333333,3.37507799486048e-14,1
nominal,22,5,1,0,1,20260723,W3_failed_lines_q95,23,23,0,1
nominal,22,5,1,0,1,20260723,W3_closed_roads_mean,6.15173333333333,6.15173333333333,3.5527136788005e-15,1
nominal,22,5,1,0,1,20260723,W3_closed_roads_q95,16,16,0,1
nominal,22,5,1,0,1,20260723,D_upper_bound_hit_share,0.1346,0.1346,0,1
nominal,23,5,2,0,1,20260723,D_mean_kg,386.263662729908,386.263662729908,2.8421709430404e-13,1
nominal,23,5,2,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,23,5,2,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,23,5,2,0,1,20260723,full_loss_probability,0.128933333333333,0.128933333333333,3.33066907387547e-16,1
nominal,23,5,2,0,1,20260723,A0_pair_share,0.167930134680133,0.167930134680133,8.32667268468867e-17,1
nominal,23,5,2,0,1,20260723,reachable_pair_share,0.832069865319867,0.832069865319871,3.99680288865056e-15,1
nominal,23,5,2,0,1,20260723,C_reachable_mean_km,21.8364979779024,21.8364979779024,0,1
nominal,23,5,2,0,1,20260723,C_reachable_q95_km,28.6548040380424,28.6548040380424,2.1316282072803e-14,1
nominal,23,5,2,0,1,20260723,W3_failed_lines_mean,11.2768,11.2768,0,1
nominal,23,5,2,0,1,20260723,W3_failed_lines_q95,23,23,0,1
nominal,23,5,2,0,1,20260723,W3_closed_roads_mean,6.4576,6.4576,0,1
nominal,23,5,2,0,1,20260723,W3_closed_roads_q95,16,16,0,1
nominal,23,5,2,0,1,20260723,D_upper_bound_hit_share,0.128933333333333,0.128933333333333,3.33066907387547e-16,1
nominal,24,5,3,0,1,20260723,D_mean_kg,369.3420251116,369.3420251116,3.41060513164848e-13,1
nominal,24,5,3,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,24,5,3,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,24,5,3,0,1,20260723,full_loss_probability,0.1174,0.1174,0,1
nominal,24,5,3,0,1,20260723,A0_pair_share,0.164180976430975,0.164180976430975,8.32667268468867e-17,1
nominal,24,5,3,0,1,20260723,reachable_pair_share,0.835819023569025,0.835819023569028,2.99760216648792e-15,1
nominal,24,5,3,0,1,20260723,C_reachable_mean_km,21.7520412862797,21.7520412862797,3.5527136788005e-15,1
nominal,24,5,3,0,1,20260723,C_reachable_q95_km,28.4656222990469,28.4656222990469,2.1316282072803e-14,1
nominal,24,5,3,0,1,20260723,W3_failed_lines_mean,10.9815333333333,10.9815333333333,3.37507799486048e-14,1
nominal,24,5,3,0,1,20260723,W3_failed_lines_q95,23,23,0,1
nominal,24,5,3,0,1,20260723,W3_closed_roads_mean,6.25633333333333,6.25633333333333,2.66453525910038e-15,1
nominal,24,5,3,0,1,20260723,W3_closed_roads_q95,17,17,0,1
nominal,24,5,3,0,1,20260723,D_upper_bound_hit_share,0.1174,0.1174,0,1
nominal,25,5,4,0,1,20260723,D_mean_kg,343.288928892888,343.288928892888,3.97903932025656e-13,1
nominal,25,5,4,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,25,5,4,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,25,5,4,0,1,20260723,full_loss_probability,0.0938666666666667,0.0938666666666667,2.77555756156289e-17,1
nominal,25,5,4,0,1,20260723,A0_pair_share,0.151436868686868,0.151436868686868,2.4980018054066e-16,1
nominal,25,5,4,0,1,20260723,reachable_pair_share,0.848563131313132,0.848563131313135,2.77555756156289e-15,1
nominal,25,5,4,0,1,20260723,C_reachable_mean_km,21.5165378622663,21.5165378622663,2.1316282072803e-14,1
nominal,25,5,4,0,1,20260723,C_reachable_q95_km,28.1642253988297,28.1642253988297,1.4210854715202e-14,1
nominal,25,5,4,0,1,20260723,W3_failed_lines_mean,10.3122666666667,10.3122666666667,3.37507799486048e-14,1
nominal,25,5,4,0,1,20260723,W3_failed_lines_q95,22,22,0,1
nominal,25,5,4,0,1,20260723,W3_closed_roads_mean,5.76833333333333,5.76833333333333,3.5527136788005e-15,1
nominal,25,5,4,0,1,20260723,W3_closed_roads_q95,16,16,0,1
nominal,25,5,4,0,1,20260723,D_upper_bound_hit_share,0.0938666666666667,0.0938666666666667,2.77555756156289e-17,1
nominal,26,5,5,0,1,20260723,D_mean_kg,293.83123766922,293.83123766922,1.70530256582424e-13,1
nominal,26,5,5,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,26,5,5,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,26,5,5,0,1,20260723,full_loss_probability,0.0638666666666667,0.0638666666666667,2.77555756156289e-17,1
nominal,26,5,5,0,1,20260723,A0_pair_share,0.127189898989898,0.127189898989898,3.88578058618805e-16,1
nominal,26,5,5,0,1,20260723,reachable_pair_share,0.872810101010102,0.872810101010104,2.44249065417534e-15,1
nominal,26,5,5,0,1,20260723,C_reachable_mean_km,21.0545497359648,21.0545497359647,5.32907051820075e-14,1
nominal,26,5,5,0,1,20260723,C_reachable_q95_km,27.314866063897,27.314866063897,3.5527136788005e-15,1
nominal,26,5,5,0,1,20260723,W3_failed_lines_mean,8.8976,8.8976,0,1
nominal,26,5,5,0,1,20260723,W3_failed_lines_q95,22,22,0,1
nominal,26,5,5,0,1,20260723,W3_closed_roads_mean,4.83426666666667,4.83426666666667,3.5527136788005e-15,1
nominal,26,5,5,0,1,20260723,W3_closed_roads_q95,16,16,0,1
nominal,26,5,5,0,1,20260723,D_upper_bound_hit_share,0.0638666666666667,0.0638666666666667,2.77555756156289e-17,1
nominal,27,5,6,0,1,20260723,D_mean_kg,234.271936284537,234.271936284537,3.97903932025656e-13,1
nominal,27,5,6,0,1,20260723,D_q95_kg,591.059105910591,591.059105910591,1.13686837721616e-13,1
nominal,27,5,6,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,27,5,6,0,1,20260723,full_loss_probability,0.0400666666666667,0.0400666666666667,3.46944695195361e-17,1
nominal,27,5,6,0,1,20260723,A0_pair_share,0.0939745791245789,0.0939745791245789,1.38777878078145e-17,1
nominal,27,5,6,0,1,20260723,reachable_pair_share,0.906025420875421,0.906025420875423,1.88737914186277e-15,1
nominal,27,5,6,0,1,20260723,C_reachable_mean_km,20.5078511532117,20.5078511532117,3.19744231092045e-14,1
nominal,27,5,6,0,1,20260723,C_reachable_q95_km,26.0566796903321,26.0566796903321,3.5527136788005e-15,1
nominal,27,5,6,0,1,20260723,W3_failed_lines_mean,7.24613333333333,7.24613333333333,3.5527136788005e-15,1
nominal,27,5,6,0,1,20260723,W3_failed_lines_q95,21,21,0,1
nominal,27,5,6,0,1,20260723,W3_closed_roads_mean,3.7218,3.7218,0,1
nominal,27,5,6,0,1,20260723,W3_closed_roads_q95,15,15,0,1
nominal,27,5,6,0,1,20260723,D_upper_bound_hit_share,0.0400666666666667,0.0400666666666667,3.46944695195361e-17,1
nominal,28,5,7,0,1,20260723,D_mean_kg,171.819763794561,171.819763794561,1.4210854715202e-13,1
nominal,28,5,7,0,1,20260723,D_q95_kg,532.689632599624,532.689632599624,4.54747350886464e-13,1
nominal,28,5,7,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,28,5,7,0,1,20260723,full_loss_probability,0.0216666666666667,0.0216666666666667,3.12250225675825e-17,1
nominal,28,5,7,0,1,20260723,A0_pair_share,0.0641419191919192,0.0641419191919192,1.38777878078145e-17,1
nominal,28,5,7,0,1,20260723,reachable_pair_share,0.935858080808081,0.935858080808083,2.1094237467878e-15,1
nominal,28,5,7,0,1,20260723,C_reachable_mean_km,20.003912342734,20.003912342734,4.2632564145606e-14,1
nominal,28,5,7,0,1,20260723,C_reachable_q95_km,24.4115180886937,24.4115180886937,1.06581410364015e-14,1
nominal,28,5,7,0,1,20260723,W3_failed_lines_mean,5.493,5.493,0,1
nominal,28,5,7,0,1,20260723,W3_failed_lines_q95,19,19,0,1
nominal,28,5,7,0,1,20260723,W3_closed_roads_mean,2.6674,2.6674,0,1
nominal,28,5,7,0,1,20260723,W3_closed_roads_q95,13,13,0,1
nominal,28,5,7,0,1,20260723,D_upper_bound_hit_share,0.0216666666666667,0.0216666666666667,3.12250225675825e-17,1
nominal,29,6,1,0,1,20260723,D_mean_kg,462.13779559774,462.13779559774,2.8421709430404e-13,1
nominal,29,6,1,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,29,6,1,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,29,6,1,0,1,20260723,full_loss_probability,0.229133333333333,0.229133333333333,3.33066907387547e-16,1
nominal,29,6,1,0,1,20260723,A0_pair_share,0.255705723905721,0.255705723905721,1.11022302462516e-16,1
nominal,29,6,1,0,1,20260723,reachable_pair_share,0.744294276094279,0.744294276094281,2.1094237467878e-15,1
nominal,29,6,1,0,1,20260723,C_reachable_mean_km,22.7661097654575,22.7661097654575,4.9737991503207e-14,1
nominal,29,6,1,0,1,20260723,C_reachable_q95_km,31.6026951907618,31.6026951907618,1.77635683940025e-14,1
nominal,29,6,1,0,1,20260723,W3_failed_lines_mean,14.299,14.299,0,1
nominal,29,6,1,0,1,20260723,W3_failed_lines_q95,27,27,0,1
nominal,29,6,1,0,1,20260723,W3_closed_roads_mean,9.0014,9.0014,0,1
nominal,29,6,1,0,1,20260723,W3_closed_roads_q95,21,21,0,1
nominal,29,6,1,0,1,20260723,D_upper_bound_hit_share,0.229133333333333,0.229133333333333,3.33066907387547e-16,1
nominal,30,6,2,0,1,20260723,D_mean_kg,470.772004473174,470.772004473174,2.8421709430404e-13,1
nominal,30,6,2,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,30,6,2,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,30,6,2,0,1,20260723,full_loss_probability,0.237333333333333,0.237333333333333,3.33066907387547e-16,1
nominal,30,6,2,0,1,20260723,A0_pair_share,0.280370538720535,0.280370538720535,4.44089209850063e-16,1
nominal,30,6,2,0,1,20260723,reachable_pair_share,0.719629461279464,0.719629461279466,1.55431223447522e-15,1
nominal,30,6,2,0,1,20260723,C_reachable_mean_km,23.0998366089904,23.0998366089904,0,1
nominal,30,6,2,0,1,20260723,C_reachable_q95_km,32.2372542668442,32.2372542668442,7.105427357601e-15,1
nominal,30,6,2,0,1,20260723,W3_failed_lines_mean,14.9122,14.9122,0,1
nominal,30,6,2,0,1,20260723,W3_failed_lines_q95,28,28,0,1
nominal,30,6,2,0,1,20260723,W3_closed_roads_mean,9.46893333333333,9.46893333333333,3.5527136788005e-15,1
nominal,30,6,2,0,1,20260723,W3_closed_roads_q95,22,22,0,1
nominal,30,6,2,0,1,20260723,D_upper_bound_hit_share,0.237333333333333,0.237333333333333,3.33066907387547e-16,1
nominal,31,6,3,0,1,20260723,D_mean_kg,465.028321013919,465.028321013919,5.6843418860808e-14,1
nominal,31,6,3,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,31,6,3,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,31,6,3,0,1,20260723,full_loss_probability,0.2226,0.2226,0,1
nominal,31,6,3,0,1,20260723,A0_pair_share,0.289703703703701,0.289703703703701,1.11022302462516e-16,1
nominal,31,6,3,0,1,20260723,reachable_pair_share,0.710296296296299,0.710296296296301,1.88737914186277e-15,1
nominal,31,6,3,0,1,20260723,C_reachable_mean_km,23.0891285748808,23.0891285748808,3.5527136788005e-14,1
nominal,31,6,3,0,1,20260723,C_reachable_q95_km,32.0315242932932,32.0315242932932,1.4210854715202e-14,1
nominal,31,6,3,0,1,20260723,W3_failed_lines_mean,14.8682666666667,14.8682666666667,3.37507799486048e-14,1
nominal,31,6,3,0,1,20260723,W3_failed_lines_q95,28,28,0,1
nominal,31,6,3,0,1,20260723,W3_closed_roads_mean,9.53546666666667,9.53546666666667,3.5527136788005e-15,1
nominal,31,6,3,0,1,20260723,W3_closed_roads_q95,22,22,0,1
nominal,31,6,3,0,1,20260723,D_upper_bound_hit_share,0.2226,0.2226,0,1
nominal,32,6,4,0,1,20260723,D_mean_kg,433.063197228813,433.063197228813,3.41060513164848e-13,1
nominal,32,6,4,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,32,6,4,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,32,6,4,0,1,20260723,full_loss_probability,0.182533333333333,0.182533333333333,3.33066907387547e-16,1
nominal,32,6,4,0,1,20260723,A0_pair_share,0.258801515151512,0.258801515151512,4.44089209850063e-16,1
nominal,32,6,4,0,1,20260723,reachable_pair_share,0.741198484848488,0.741198484848489,1.4432899320127e-15,1
nominal,32,6,4,0,1,20260723,C_reachable_mean_km,22.6686277955028,22.6686277955028,2.48689957516035e-14,1
nominal,32,6,4,0,1,20260723,C_reachable_q95_km,31.7483983818459,31.7483983818459,1.77635683940025e-14,1
nominal,32,6,4,0,1,20260723,W3_failed_lines_mean,13.6416666666667,13.6416666666667,3.19744231092045e-14,1
nominal,32,6,4,0,1,20260723,W3_failed_lines_q95,27,27,0,1
nominal,32,6,4,0,1,20260723,W3_closed_roads_mean,8.50733333333333,8.50733333333333,3.5527136788005e-15,1
nominal,32,6,4,0,1,20260723,W3_closed_roads_q95,21,21,0,1
nominal,32,6,4,0,1,20260723,D_upper_bound_hit_share,0.182533333333333,0.182533333333333,3.33066907387547e-16,1
nominal,33,6,5,0,1,20260723,D_mean_kg,391.76439462128,391.76439462128,1.13686837721616e-13,1
nominal,33,6,5,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,33,6,5,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,33,6,5,0,1,20260723,full_loss_probability,0.1454,0.1454,0,1
nominal,33,6,5,0,1,20260723,A0_pair_share,0.215846464646463,0.215846464646463,3.33066907387547e-16,1
nominal,33,6,5,0,1,20260723,reachable_pair_share,0.784153535353537,0.78415353535354,2.66453525910038e-15,1
nominal,33,6,5,0,1,20260723,C_reachable_mean_km,22.2388965792823,22.2388965792823,2.1316282072803e-14,1
nominal,33,6,5,0,1,20260723,C_reachable_q95_km,30.6652968453803,30.6652968453803,2.48689957516035e-14,1
nominal,33,6,5,0,1,20260723,W3_failed_lines_mean,12.1565333333333,12.1565333333333,3.37507799486048e-14,1
nominal,33,6,5,0,1,20260723,W3_failed_lines_q95,26,26,0,1
nominal,33,6,5,0,1,20260723,W3_closed_roads_mean,7.3076,7.3076,0,1
nominal,33,6,5,0,1,20260723,W3_closed_roads_q95,20,20,0,1
nominal,33,6,5,0,1,20260723,D_upper_bound_hit_share,0.1454,0.1454,0,1
nominal,34,6,6,0,1,20260723,D_mean_kg,329.421087563301,329.421087563301,2.8421709430404e-13,1
nominal,34,6,6,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,34,6,6,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,34,6,6,0,1,20260723,full_loss_probability,0.0973333333333333,0.0973333333333333,2.77555756156289e-17,1
nominal,34,6,6,0,1,20260723,A0_pair_share,0.16099478114478,0.16099478114478,5.55111512312578e-17,1
nominal,34,6,6,0,1,20260723,reachable_pair_share,0.83900521885522,0.839005218855222,1.88737914186277e-15,1
nominal,34,6,6,0,1,20260723,C_reachable_mean_km,21.462228066012,21.4622280660121,4.9737991503207e-14,1
nominal,34,6,6,0,1,20260723,C_reachable_q95_km,29.0022436989407,29.0022436989407,3.90798504668055e-14,1
nominal,34,6,6,0,1,20260723,W3_failed_lines_mean,9.917,9.917,0,1
nominal,34,6,6,0,1,20260723,W3_failed_lines_q95,24,24,0,1
nominal,34,6,6,0,1,20260723,W3_closed_roads_mean,5.67553333333333,5.67553333333333,2.66453525910038e-15,1
nominal,34,6,6,0,1,20260723,W3_closed_roads_q95,18,18,0,1
nominal,34,6,6,0,1,20260723,D_upper_bound_hit_share,0.0973333333333333,0.0973333333333333,2.77555756156289e-17,1
nominal,35,6,7,0,1,20260723,D_mean_kg,265.917155351898,265.917155351897,5.11590769747272e-13,1
nominal,35,6,7,0,1,20260723,D_q95_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,35,6,7,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,35,6,7,0,1,20260723,full_loss_probability,0.0614666666666667,0.0614666666666667,2.77555756156289e-17,1
nominal,35,6,7,0,1,20260723,A0_pair_share,0.11145202020202,0.11145202020202,2.4980018054066e-16,1
nominal,35,6,7,0,1,20260723,reachable_pair_share,0.88854797979798,0.888547979797982,1.66533453693773e-15,1
nominal,35,6,7,0,1,20260723,C_reachable_mean_km,20.8129983545967,20.8129983545967,2.1316282072803e-14,1
nominal,35,6,7,0,1,20260723,C_reachable_q95_km,27.6178339029941,27.6178339029941,3.5527136788005e-14,1
nominal,35,6,7,0,1,20260723,W3_failed_lines_mean,7.88066666666667,7.88066666666667,3.5527136788005e-15,1
nominal,35,6,7,0,1,20260723,W3_failed_lines_q95,22,22,0,1
nominal,35,6,7,0,1,20260723,W3_closed_roads_mean,4.15633333333333,4.15633333333333,3.5527136788005e-15,1
nominal,35,6,7,0,1,20260723,W3_closed_roads_q95,16,16,0,1
nominal,35,6,7,0,1,20260723,D_upper_bound_hit_share,0.0614666666666667,0.0614666666666667,2.77555756156289e-17,1
validation-1,1,2,1,0,2,20260724,D_mean_kg,3.02748456663848,3.02748456663848,3.10862446895044e-15,1
validation-1,1,2,1,0,2,20260724,D_q95_kg,0,0,0,1
validation-1,1,2,1,0,2,20260724,D_q99_kg,118.64822845921,118.64822845921,4.54747350886464e-13,1
validation-1,1,2,1,0,2,20260724,full_loss_probability,0,0,0,1
validation-1,1,2,1,0,2,20260724,A0_pair_share,0.000422053872053872,0.000422053872053872,5.42101086242752e-20,1
validation-1,1,2,1,0,2,20260724,reachable_pair_share,0.999577946127946,0.999577946127946,1.11022302462516e-16,1
validation-1,1,2,1,0,2,20260724,C_reachable_mean_km,19.0264485995052,19.0264485995052,2.1316282072803e-14,1
validation-1,1,2,1,0,2,20260724,C_reachable_q95_km,19.0137618887991,19.0137618887991,3.90798504668055e-14,1
validation-1,1,2,1,0,2,20260724,W3_failed_lines_mean,0.0808,0.0808,0,1
validation-1,1,2,1,0,2,20260724,W3_failed_lines_q95,0,0,0,1
validation-1,1,2,1,0,2,20260724,W3_closed_roads_mean,0.0294666666666667,0.0294666666666667,3.46944695195361e-17,1
validation-1,1,2,1,0,2,20260724,W3_closed_roads_q95,0,0,0,1
validation-1,1,2,1,0,2,20260724,D_upper_bound_hit_share,0,0,0,1
validation-1,2,2,2,0,2,20260724,D_mean_kg,3.21835819945631,3.21835819945631,4.44089209850063e-16,1
validation-1,2,2,2,0,2,20260724,D_q95_kg,0,0,0,1
validation-1,2,2,2,0,2,20260724,D_q99_kg,121.921283037395,121.921283037395,3.41060513164848e-13,1
validation-1,2,2,2,0,2,20260724,full_loss_probability,0,0,0,1
validation-1,2,2,2,0,2,20260724,A0_pair_share,0.000470538720538721,0.00047053872053872,5.42101086242752e-19,1
validation-1,2,2,2,0,2,20260724,reachable_pair_share,0.999529461279461,0.999529461279461,3.33066907387547e-16,1
validation-1,2,2,2,0,2,20260724,C_reachable_mean_km,19.0260564890401,19.0260564890401,1.77635683940025e-14,1
validation-1,2,2,2,0,2,20260724,C_reachable_q95_km,19.0137618887991,19.0137618887991,3.90798504668055e-14,1
validation-1,2,2,2,0,2,20260724,W3_failed_lines_mean,0.0852666666666667,0.0852666666666667,2.77555756156289e-17,1
validation-1,2,2,2,0,2,20260724,W3_failed_lines_q95,0,0,0,1
validation-1,2,2,2,0,2,20260724,W3_closed_roads_mean,0.0281333333333333,0.0281333333333333,3.46944695195361e-17,1
validation-1,2,2,2,0,2,20260724,W3_closed_roads_q95,0,0,0,1
validation-1,2,2,2,0,2,20260724,D_upper_bound_hit_share,0,0,0,1
validation-1,3,2,3,0,2,20260724,D_mean_kg,2.74896580567148,2.74896580567148,4.44089209850063e-15,1
validation-1,3,2,3,0,2,20260724,D_q95_kg,0,0,0,1
validation-1,3,2,3,0,2,20260724,D_q99_kg,90.8272645446363,90.8272645446363,1.4210854715202e-14,1
validation-1,3,2,3,0,2,20260724,full_loss_probability,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,1
validation-1,3,2,3,0,2,20260724,A0_pair_share,0.000328787878787879,0.000328787878787879,2.16840434497101e-19,1
validation-1,3,2,3,0,2,20260724,reachable_pair_share,0.999671212121212,0.999671212121212,1.11022302462516e-16,1
validation-1,3,2,3,0,2,20260724,C_reachable_mean_km,19.0236508150175,19.0236508150175,4.9737991503207e-14,1
validation-1,3,2,3,0,2,20260724,C_reachable_q95_km,19.0137618887991,19.0137618887991,3.90798504668055e-14,1
validation-1,3,2,3,0,2,20260724,W3_failed_lines_mean,0.0701333333333333,0.0701333333333333,4.16333634234434e-17,1
validation-1,3,2,3,0,2,20260724,W3_failed_lines_q95,0,0,0,1
validation-1,3,2,3,0,2,20260724,W3_closed_roads_mean,0.022,0.022,0,1
validation-1,3,2,3,0,2,20260724,W3_closed_roads_q95,0,0,0,1
validation-1,3,2,3,0,2,20260724,D_upper_bound_hit_share,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,1
validation-1,4,2,4,0,2,20260724,D_mean_kg,2.71958104901399,2.71958104901399,2.66453525910038e-15,1
validation-1,4,2,4,0,2,20260724,D_q95_kg,0,0,0,1
validation-1,4,2,4,0,2,20260724,D_q99_kg,100.373673731009,100.373673731009,4.40536496171262e-13,1
validation-1,4,2,4,0,2,20260724,full_loss_probability,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,1
validation-1,4,2,4,0,2,20260724,A0_pair_share,0.000423737373737374,0.000423737373737374,2.71050543121376e-19,1
validation-1,4,2,4,0,2,20260724,reachable_pair_share,0.999576262626263,0.999576262626263,3.33066907387547e-16,1
validation-1,4,2,4,0,2,20260724,C_reachable_mean_km,19.026929404483,19.026929404483,2.48689957516035e-14,1
validation-1,4,2,4,0,2,20260724,C_reachable_q95_km,19.0137618887991,19.0137618887991,3.90798504668055e-14,1
validation-1,4,2,4,0,2,20260724,W3_failed_lines_mean,0.0809333333333333,0.0809333333333333,2.77555756156289e-17,1
validation-1,4,2,4,0,2,20260724,W3_failed_lines_q95,0,0,0,1
validation-1,4,2,4,0,2,20260724,W3_closed_roads_mean,0.0256666666666667,0.0256666666666667,3.12250225675825e-17,1
validation-1,4,2,4,0,2,20260724,W3_closed_roads_q95,0,0,0,1
validation-1,4,2,4,0,2,20260724,D_upper_bound_hit_share,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,1
validation-1,5,2,5,0,2,20260724,D_mean_kg,1.81643618907345,1.81643618907345,2.88657986402541e-15,1
validation-1,5,2,5,0,2,20260724,D_q95_kg,0,0,0,1
validation-1,5,2,5,0,2,20260724,D_q99_kg,42.5497095164062,42.5497095164062,2.1316282072803e-14,1
validation-1,5,2,5,0,2,20260724,full_loss_probability,0,0,0,1
validation-1,5,2,5,0,2,20260724,A0_pair_share,0.000261447811447811,0.000261447811447811,3.79470760369927e-19,1
validation-1,5,2,5,0,2,20260724,reachable_pair_share,0.999738552188552,0.999738552188552,2.22044604925031e-16,1
validation-1,5,2,5,0,2,20260724,C_reachable_mean_km,19.0208746099465,19.0208746099465,3.90798504668055e-14,1
validation-1,5,2,5,0,2,20260724,C_reachable_q95_km,19.0137618887991,19.0137618887991,3.90798504668055e-14,1
validation-1,5,2,5,0,2,20260724,W3_failed_lines_mean,0.0551333333333333,0.0551333333333333,3.46944695195361e-17,1
validation-1,5,2,5,0,2,20260724,W3_failed_lines_q95,0,0,0,1
validation-1,5,2,5,0,2,20260724,W3_closed_roads_mean,0.017,0.017,0,1
validation-1,5,2,5,0,2,20260724,W3_closed_roads_q95,0,0,0,1
validation-1,5,2,5,0,2,20260724,D_upper_bound_hit_share,0,0,0,1
validation-1,6,2,6,0,2,20260724,D_mean_kg,1.71084381165389,1.71084381165389,2.44249065417534e-15,1
validation-1,6,2,6,0,2,20260724,D_q95_kg,0,0,0,1
validation-1,6,2,6,0,2,20260724,D_q99_kg,24.5479093363882,24.5479093363882,2.1316282072803e-14,1
validation-1,6,2,6,0,2,20260724,full_loss_probability,0,0,0,1
validation-1,6,2,6,0,2,20260724,A0_pair_share,0.000293939393939394,0.000293939393939394,1.62630325872826e-19,1
validation-1,6,2,6,0,2,20260724,reachable_pair_share,0.999706060606061,0.999706060606061,4.44089209850063e-16,1
validation-1,6,2,6,0,2,20260724,C_reachable_mean_km,19.0214637894584,19.0214637894584,0,1
validation-1,6,2,6,0,2,20260724,C_reachable_q95_km,19.0137618887991,19.0137618887991,3.90798504668055e-14,1
validation-1,6,2,6,0,2,20260724,W3_failed_lines_mean,0.0570666666666667,0.0570666666666667,3.46944695195361e-17,1
validation-1,6,2,6,0,2,20260724,W3_failed_lines_q95,0,0,0,1
validation-1,6,2,6,0,2,20260724,W3_closed_roads_mean,0.018,0.018,0,1
validation-1,6,2,6,0,2,20260724,W3_closed_roads_q95,0,0,0,1
validation-1,6,2,6,0,2,20260724,D_upper_bound_hit_share,0,0,0,1
validation-1,7,2,7,0,2,20260724,D_mean_kg,1.12373055487367,1.12373055487367,8.88178419700125e-16,1
validation-1,7,2,7,0,2,20260724,D_q95_kg,0,0,0,1
validation-1,7,2,7,0,2,20260724,D_q99_kg,0,0,0,1
validation-1,7,2,7,0,2,20260724,full_loss_probability,0,0,0,1
validation-1,7,2,7,0,2,20260724,A0_pair_share,0.00022996632996633,0.00022996632996633,2.71050543121376e-20,1
validation-1,7,2,7,0,2,20260724,reachable_pair_share,0.999770033670034,0.999770033670034,3.33066907387547e-16,1
validation-1,7,2,7,0,2,20260724,C_reachable_mean_km,19.0190178912116,19.0190178912116,7.105427357601e-15,1
