initial_state_id,model,site_id_5_means_total,T_R100_kg,T_R500_kg,R500_minus_R100_kg,absolute_difference_kg,difference_fraction_of_capacity,objective_R100,objective_R500,objective_change,relative_objective_change,replay_complete,failure_message,case_pass
1,AGGREGATE,1,154.924583367428,154.924583367428,2.8421709430404e-14,2.8421709430404e-14,9.473903143468e-17,1246.84803736524,912.986056214822,-333.861981150415,0.365681358305278,1,,1
1,AGGREGATE,2,58.9149824073316,58.9149824073316,-7.105427357601e-15,7.105427357601e-15,3.5527136788005e-17,1246.84803736524,912.986056214822,-333.861981150415,0.365681358305278,1,,1
1,AGGREGATE,3,97.6461282491885,97.6461282491885,0,0,0,1246.84803736524,912.986056214822,-333.861981150415,0.365681358305278,1,,1
1,AGGREGATE,4,93.8275645746393,93.8275645746393,0,0,0,1246.84803736524,912.986056214822,-333.861981150415,0.365681358305278,1,,1
1,AGGREGATE,5,405.313258598587,405.313258598587,5.6843418860808e-14,5.6843418860808e-14,7.5791225147744e-17,1246.84803736524,912.986056214822,-333.861981150415,0.365681358305278,1,,1
1,PERIOD,1,154.924583367428,154.924583367428,2.8421709430404e-14,2.8421709430404e-14,9.473903143468e-17,1026.59953445902,875.046057512858,-151.553476946166,0.173194857167778,1,,1
1,PERIOD,2,60.3796743310695,60.3796743310694,-4.2632564145606e-14,4.2632564145606e-14,2.1316282072803e-16,1026.59953445902,875.046057512858,-151.553476946166,0.173194857167778,1,,1
1,PERIOD,3,100,100,0,0,0,1026.59953445902,875.046057512858,-151.553476946166,0.173194857167778,1,,1
1,PERIOD,4,93.8275645746393,93.8275645746393,1.4210854715202e-14,1.4210854715202e-14,9.473903143468e-17,1026.59953445902,875.046057512858,-151.553476946166,0.173194857167778,1,,1
1,PERIOD,5,409.131822273136,409.131822273136,-5.6843418860808e-14,5.6843418860808e-14,7.5791225147744e-17,1026.59953445902,875.046057512858,-151.553476946166,0.173194857167778,1,,1
2,AGGREGATE,1,0,111.283855658293,111.283855658293,111.283855658293,0.370946185527644,0,655.874591465165,655.874591465165,1,1,,1
2,AGGREGATE,2,0,50.7323459618689,50.7323459618689,50.7323459618689,0.253661729809345,0,655.874591465165,655.874591465165,1,1,,1
2,AGGREGATE,3,0,66.5521097564302,66.5521097564302,66.5521097564302,0.665521097564302,0,655.874591465165,655.874591465165,1,1,,1
2,AGGREGATE,4,0,93.8275645746393,93.8275645746393,93.8275645746393,0.625517097164262,0,655.874591465165,655.874591465165,1,1,,1
2,AGGREGATE,5,0,322.395875951231,322.395875951231,322.395875951231,0.429861167934975,0,655.874591465165,655.874591465165,1,1,,1
2,PERIOD,1,0,111.283855658293,111.283855658293,111.283855658293,0.370946185527644,0,655.874591465165,655.874591465165,1,1,,1
2,PERIOD,2,0,50.7323459618689,50.7323459618689,50.7323459618689,0.253661729809344,0,655.874591465165,655.874591465165,1,1,,1
2,PERIOD,3,0,66.5521097564302,66.5521097564302,66.5521097564302,0.665521097564302,0,655.874591465165,655.874591465165,1,1,,1
2,PERIOD,4,0,93.8275645746393,93.8275645746393,93.8275645746393,0.625517097164262,0,655.874591465165,655.874591465165,1,1,,1
2,PERIOD,5,0,322.395875951231,322.395875951231,322.395875951231,0.429861167934975,0,655.874591465165,655.874591465165,1,1,,1
3,AGGREGATE,1,194.201238305649,186.56411095655,-7.63712734909853,7.63712734909853,0.0254570911636618,844.618268332344,825.696299042315,-18.9219692900291,0.022916378954315,1,,1
3,AGGREGATE,2,80.1898371655347,80.1898371655347,0,0,0,844.618268332344,825.696299042315,-18.9219692900291,0.022916378954315,1,,1
