initial_state_id,R,site_id,positive_demand_scenario_count,mean_total_demand_kg,max_total_demand_kg,scenario_weight,T_aggregate_kg,T_period_kg,period_minus_aggregate_kg,site_absolute_difference_kg,site_difference_fraction_of_capacity,aggregate_total_T_kg,period_total_T_kg,period_minus_aggregate_total_kg,total_absolute_difference_kg,total_difference_fraction_of_total_capacity,aggregate_at_capacity,period_at_capacity,aggregate_objective,period_objective,aggregate_TerminalLOH_cost,period_TerminalLOH_cost,aggregate_mean_service_cost,period_mean_service_cost,aggregate_mean_shortage_loss,period_mean_shortage_loss,aggregate_mean_operating_loss,period_mean_operating_loss,aggregate_regret_of_period_T,period_regret_of_aggregate_T,aggregate_relative_regret,period_relative_regret,replay_complete,failure_message,case_pass
1,100,1,4,12.6121703079399,414.85966778496,0.01,154.924583367428,154.924583367428,0,0,0,405.313258598587,409.131822273136,3.8185636745493,3.8185636745493,0.00509141823273239,0,0,1246.84803736524,1026.59953445902,810.626517197174,818.263644546273,92.5507894586279,93.7789796762732,343.670730709435,114.556910236478,436.221520168062,208.335889912751,7.56938278889766,67.8707171683971,0.00607081421477217,0.066112164373971,1,,1
1,100,2,4,12.6121703079399,414.85966778496,0.01,58.9149824073316,60.3796743310695,1.46469192373782,1.46469192373782,0.00732345961868912,405.313258598587,409.131822273136,3.8185636745493,3.8185636745493,0.00509141823273239,0,0,1246.84803736524,1026.59953445902,810.626517197174,818.263644546273,92.5507894586279,93.7789796762732,343.670730709435,114.556910236478,436.221520168062,208.335889912751,7.56938278889766,67.8707171683971,0.00607081421477217,0.066112164373971,1,,1
1,100,3,4,12.6121703079399,414.85966778496,0.01,97.6461282491885,100,2.35387175081145,2.35387175081145,0.0235387175081145,405.313258598587,409.131822273136,3.8185636745493,3.8185636745493,0.00509141823273239,0,1,1246.84803736524,1026.59953445902,810.626517197174,818.263644546273,92.5507894586279,93.7789796762732,343.670730709435,114.556910236478,436.221520168062,208.335889912751,7.56938278889766,67.8707171683971,0.00607081421477217,0.066112164373971,1,,1
1,100,4,4,12.6121703079399,414.85966778496,0.01,93.8275645746393,93.8275645746393,-1.4210854715202e-14,1.4210854715202e-14,9.473903143468e-17,405.313258598587,409.131822273136,3.8185636745493,3.8185636745493,0.00509141823273239,0,0,1246.84803736524,1026.59953445902,810.626517197174,818.263644546273,92.5507894586279,93.7789796762732,343.670730709435,114.556910236478,436.221520168062,208.335889912751,7.56938278889766,67.8707171683971,0.00607081421477217,0.066112164373971,1,,1
1,500,1,14,5.28925619834711,414.85966778496,0.002,154.924583367428,154.924583367428,0,0,0,405.313258598587,409.131822273136,3.81856367454918,3.81856367454918,0.00509141823273224,0,0,912.986056214822,875.046057512858,810.626517197174,818.263644546273,33.6253928757614,33.8710309192904,68.7341461418869,22.9113820472956,102.359539017648,56.7824129665861,7.62357843705865,7.46444155440179,0.00835015867456453,0.00853034133496694,1,,1
1,500,2,14,5.28925619834711,414.85966778496,0.002,58.9149824073316,60.3796743310694,1.46469192373779,1.46469192373779,0.00732345961868894,405.313258598587,409.131822273136,3.81856367454918,3.81856367454918,0.00509141823273224,0,0,912.986056214822,875.046057512858,810.626517197174,818.263644546273,33.6253928757614,33.8710309192904,68.7341461418869,22.9113820472956,102.359539017648,56.7824129665861,7.62357843705865,7.46444155440179,0.00835015867456453,0.00853034133496694,1,,1
1,500,3,14,5.28925619834711,414.85966778496,0.002,97.6461282491885,100,2.35387175081145,2.35387175081145,0.0235387175081145,405.313258598587,409.131822273136,3.81856367454918,3.81856367454918,0.00509141823273224,0,1,912.986056214822,875.046057512858,810.626517197174,818.263644546273,33.6253928757614,33.8710309192904,68.7341461418869,22.9113820472956,102.359539017648,56.7824129665861,7.62357843705865,7.46444155440179,0.00835015867456453,0.00853034133496694,1,,1
1,500,4,14,5.28925619834711,414.85966778496,0.002,93.8275645746393,93.8275645746393,0,0,0,405.313258598587,409.131822273136,3.81856367454918,3.81856367454918,0.00509141823273224,0,0,912.986056214822,875.046057512858,810.626517197174,818.263644546273,33.6253928757614,33.8710309192904,68.7341461418869,22.9113820472956,102.359539017648,56.7824129665861,7.62357843705865,7.46444155440179,0.00835015867456453,0.00853034133496694,1,,1
2,100,1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
2,100,2,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
2,100,3,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
2,100,4,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
