seed,path_count,stage_count,initial_state_internal_index,initial_location_label,bank_path,common_path_oos_with_stage89h
20260817,10000,8,81,loc4,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000\run-003\oos\loc4\oos_path_bank.mat,YES
