policy,requested_paths,completed_paths,operating_solves,wall_time_s,cuts_before,cuts_after,cuts_unchanged,checkpoint_path,checkpoint_sha256,bank_path,oos_seed,initial_state_internal_index,max_eq_residual,max_ineq_violation,pass
LOC4_GAP1000,10000,10000,35736,919.6441531,10510,10510,1,C:\Users\chaos\Desktop\biye\test\testH2_v2\terminalLoh_wdro\output\stage89n_stage89k_adopted_loc4_fresh_8h_retraining\run-003\checkpoint_final.mat,bd112bf67018f94e13ad24e6e876494f9d06042f4630024e377192ed22262cdf,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\89H-stage85r-single-loc4-stage88-dro-gap1000-10iter-oos10000\run-003\oos\loc4\oos_path_bank.mat,20260817,81,5.96855898038484e-12,5.02041075378656e-10,1
