tau,branch,from_bus,to_bus,p_kw,q_kvar,true_s_mva,true_utilization,true_circle_pass,hour_octagon_violation,hour_true_circle_violation_mva
22,14,14,15,263.45898,87.81966,0.277710148941583,0.0462850248235971,1,0,0
22,15,15,16,204.91254,78.06192,0.219277934146001,0.0365463223576669,1,0,0
22,16,16,17,146.3661,58.54644,0.157641114135506,0.0262735190225843,1,0,0
22,17,17,18,87.81966,39.03096,0.0961025937268979,0.016017098954483,1,0,0
22,18,2,19,351.27864,156.12384,0.384410374907592,0.0640683958179319,1,0,0
22,19,19,20,263.45898,117.09288,0.288307781180694,0.048051296863449,1,0,0
22,20,20,21,175.63932,78.06192,0.192205187453796,0.032034197908966,1,0,0
22,21,21,22,87.81966,39.03096,0.0961025937268979,0.016017098954483,1,0,0
22,22,3,23,907.46982,439.0983,1.00812141693038,0.168020236155064,1,0,0
22,23,23,24,819.65016,390.3096,0.907836972501223,0.151306162083537,1,0,0
22,24,24,25,409.82508,195.1548,0.453918486250611,0.0756530810417686,1,0,0
22,25,6,26,897.71208,926.9853,1.29042191743399,0.215070319572332,1,0,0
22,26,26,27,839.16564,902.59095,1.23242419417119,0.205404032361865,1,0,0
22,27,27,28,780.6192,878.1966,1.17498749085265,0.195831248475441,1,0,0
22,28,28,29,722.07276,858.68112,1.121927955164,0.186987992527333,1,0,0
22,29,29,30,604.97988,790.37694,0.995337310909512,0.165889551818252,1,0,0
22,30,30,31,409.82508,204.91254,0.458198368882145,0.0763663948136908,1,0,0
22,31,31,32,263.45898,136.60836,0.296770076261961,0.0494616793769935,1,0,0
22,32,32,33,58.54644,39.03096,0.070364063805292,0.0117273439675487,1,0,0
23,1,1,2,3580.99995,2217.039,4.211748160731,0.701958026788501,1,0,0
23,2,2,3,3137.59215,2004.9744,3.72349390282796,0.620582317137993,1,0,0
23,3,3,4,2154.38355,1532.6487,2.64393277488712,0.440655462481186,1,0,0
23,4,4,5,2038.71195,1455.5343,2.50498034194867,0.417496723658112,1,0,0
23,5,5,6,1980.87615,1426.6164,2.44112774642946,0.40685462440491,1,0,0
23,6,6,7,1036.22475,491.6043,1.14692481021689,0.191154135036149,1,0,0
23,7,7,8,843.43875,395.2113,0.931440227094177,0.15524003784903,1,0,0
23,8,8,9,650.65275,298.8183,0.715989788682389,0.119331631447065,1,0,0
23,9,9,10,592.81695,279.5397,0.655419239939897,0.109236539989983,1,0,0
23,10,10,11,534.98115,260.2611,0.594929131097589,0.0991548551829315,1,0,0
23,11,11,12,491.6043,231.3432,0.543318013657499,0.0905530022762498,1,0,0
23,12,12,13,433.7685,197.60565,0.47665826805393,0.0794430446756551,1,0,0
23,13,13,14,375.9327,163.8681,0.410095292739261,0.0683492154565435,1,0,0
23,14,14,15,260.2611,86.7537,0.27433928744695,0.0457232145744916,1,0,0
23,15,15,16,202.4253,77.1144,0.216616326179376,0.0361027210298961,1,0,0
23,16,16,17,144.5895,57.8358,0.155727657376235,0.0259546095627058,1,0,0
23,17,17,18,86.7537,38.5572,0.0949360950088532,0.0158226825014755,1,0,0
23,18,2,19,347.0148,154.2288,0.379744380035413,0.0632907300059021,1,0,0
23,19,19,20,260.2611,115.6716,0.28480828502656,0.0474680475044266,1,0,0
23,20,20,21,173.5074,77.1144,0.189872190017706,0.0316453650029511,1,0,0
23,21,21,22,86.7537,38.5572,0.0949360950088532,0.0158226825014755,1,0,0
23,22,3,23,896.4549,433.7685,0.995884782154171,0.165980797025695,1,0,0
23,23,23,24,809.7012,385.572,0.896817595983397,0.149469599330566,1,0,0
23,24,24,25,404.8506,192.786,0.448408797991699,0.0747347996652831,1,0,0
23,25,6,26,886.8156,915.7335,1.27475870321626,0.212459783869377,1,0,0
23,26,26,27,828.9798,891.63525,1.21746495959867,0.202910826599779,1,0,0
23,27,27,28,771.144,867.537,1.16072542623353,0.193454237705588,1,0,0
23,28,28,29,713.3082,848.2584,1.10830993019002,0.184718321698336,1,0,0
23,29,29,30,597.6366,780.7833,0.983255850335227,0.163875975055871,1,0,0
23,30,30,31,404.8506,202.4253,0.452636731165788,0.075439455194298,1,0,0
23,31,31,32,260.2611,134.9502,0.293167864291518,0.048861310715253,1,0,0
23,32,32,33,57.8358,38.5572,0.0695099808191601,0.0115849968031933,1,0,0
24,1,1,2,3301.0004,2043.688,3.88243020312589,0.647071700520982,1,0,0
24,2,2,3,2892.2628,1848.2048,3.43235270434244,0.572058784057074,1,0,0
24,3,3,4,1985.9316,1412.8104,2.43720281187814,0.406200468646357,1,0,0
24,4,4,5,1879.3044,1341.7256,2.30911511483397,0.384852519138996,1,0,0
24,5,5,6,1825.9908,1315.0688,2.25025517451201,0.375042529085335,1,0,0
24,6,6,7,955.202,453.1656,1.0572463865284,0.176207731088067,1,0,0
24,7,7,8,777.49,364.3096,0.858610612997627,0.143101768832938,1,0,0
24,8,8,9,599.778,275.4536,0.660006314391734,0.110001052398622,1,0,0
24,9,9,10,546.4644,257.6824,0.604171796542275,0.100695299423712,1,0,0
24,10,10,11,493.1508,239.9112,0.54841142897106,0.09140190482851,1,0,0
24,11,11,12,453.1656,213.2544,0.500835801578442,0.0834726335964069,1,0,0
24,12,12,13,399.852,182.1548,0.439388203149607,0.0732313671916011,1,0,0
24,13,13,14,346.5384,151.0552,0.378029808509329,0.0630049680848882,1,0,0
24,14,14,15,239.9112,79.9704,0.252888609394729,0.0421481015657882,1,0,0
24,15,15,16,186.5976,71.0848,0.199679025229993,0.0332798375383321,1,0,0
24,16,16,17,133.284,53.3136,0.143551261230823,0.0239252102051372,1,0,0
24,17,17,18,79.9704,35.5424,0.0875130108836395,0.0145855018139399,1,0,0
24,18,2,19,319.8816,142.1696,0.350052043534558,0.0583420072557596,1,0,0
24,19,19,20,239.9112,106.6272,0.262539032650918,0.0437565054418197,1,0,0
24,20,20,21,159.9408,71.0848,0.175026021767279,0.0291710036278798,1,0,0
24,21,21,22,79.9704,35.5424,0.0875130108836395,0.0145855018139399,1,0,0
24,22,3,23,826.3608,399.852,0.918016227351478,0.15300270455858,1,0,0
24,23,23,24,746.3904,355.424,0.826695136666571,0.137782522777762,1,0,0
24,24,24,25,373.1952,177.712,0.413347568333285,0.0688912613888809,1,0,0
24,25,6,26,817.4752,844.132,1.17508490588512,0.195847484314187,1,0,0
24,26,26,27,764.1616,821.918,1.12227097870281,0.187045163117135,1,0,0
24,27,27,28,710.848,799.704,1.06996792789317,0.178327987982195,1,0,0
24,28,28,29,657.5344,781.9328,1.02165081652157,0.170275136086929,1,0,0
24,29,29,30,550.9072,719.7336,0.906374755816158,0.151062459302693,1,0,0
24,30,30,31,373.1952,186.5976,0.417244918038315,0.0695408196730525,1,0,0
24,31,31,32,239.9112,124.3984,0.270244973696089,0.0450408289493482,1,0,0
24,32,32,33,53.3136,35.5424,0.0640749728265256,0.0106791621377543,1,0,0
25,1,1,2,2909.00103,1800.9966,3.42138506247874,0.570230843746456,1,0,0
25,2,2,3,2548.80171,1628.72736,3.02475502646272,0.504125837743787,1,0,0
25,3,3,4,1750.09887,1245.03678,2.14778086366558,0.357963477277596,1,0,0
25,4,4,5,1656.13383,1182.39342,2.0349037968734,0.339150632812233,1,0,0
25,5,5,6,1609.15131,1158.90216,1.98303357382758,0.33050559563793,1,0,0
25,6,6,7,841.77015,399.35142,0.931696593364513,0.155282765560752,1,0,0
25,7,7,8,685.16175,321.04722,0.756649153262455,0.126108192210409,1,0,0
25,8,8,9,528.55335,242.74302,0.581629450384816,0.0969382417308026,1,0,0
25,9,9,10,481.57083,227.08218,0.532425375785604,0.0887375626309339,1,0,0
25,10,10,11,434.58831,211.42134,0.483286645993919,0.0805477743323199,1,0,0
25,11,11,12,399.35142,187.93008,0.441360704667761,0.0735601174446269,1,0,0
25,12,12,13,352.3689,160.52361,0.387210112283554,0.0645350187139256,1,0,0
25,13,13,14,305.38638,133.11714,0.333138130587425,0.0555230217645708,1,0,0
25,14,14,15,211.42134,70.47378,0.222857660121621,0.0371429433536035,1,0,0
25,15,15,16,164.43882,62.64336,0.175966803900855,0.0293278006501425,1,0,0
25,16,16,17,117.4563,46.98252,0.126504306627246,0.0210840511045411,1,0,0
25,17,17,18,70.47378,31.32168,0.0771206931083403,0.01285344885139,1,0,0
25,18,2,19,281.89512,125.28672,0.308482772433361,0.0514137954055602,1,0,0
25,19,19,20,211.42134,93.96504,0.231362079325021,0.0385603465541701,1,0,0
25,20,20,21,140.94756,62.64336,0.154241386216681,0.0257068977027801,1,0,0
25,21,21,22,70.47378,31.32168,0.0771206931083403,0.01285344885139,1,0,0
25,22,3,23,728.22906,352.3689,0.809000250627708,0.134833375104618,1,0,0
25,23,23,24,657.75528,313.2168,0.728523693623014,0.121420615603836,1,0,0
25,24,24,25,328.87764,156.6084,0.364261846811507,0.0607103078019178,1,0,0
25,25,6,26,720.39864,743.8899,1.03554158962152,0.17259026493692,1,0,0
25,26,26,27,673.41612,724.31385,0.988999405448596,0.164833234241433,1,0,0
25,27,27,28,626.4336,704.7378,0.942907430216668,0.157151238369445,1,0,0
25,28,28,29,579.45108,689.07696,0.900328057385755,0.150054676230959,1,0,0
25,29,29,30,485.48604,634.26402,0.798741223489462,0.133123537248244,1,0,0
25,30,30,31,328.87764,164.43882,0.367696379659852,0.0612827299433087,1,0,0
25,31,31,32,211.42134,109.62588,0.238152926862489,0.0396921544770815,1,0,0
25,32,32,33,46.98252,31.32168,0.0564659616368375,0.00941099360613958,1,0,0
26,1,1,2,2741.0013,1696.986,3.22379428791567,0.537299047985945,1,0,0
26,2,2,3,2401.6041,1534.6656,2.85007030737141,0.475011717895235,1,0,0
26,3,3,4,1649.0277,1173.1338,2.02374288586019,0.337290480976698,1,0,0
26,4,4,5,1560.4893,1114.1082,1.91738466060458,0.319564110100763,1,0,0
26,5,5,6,1516.2201,1091.9736,1.86851003067711,0.311418338446185,1,0,0
26,6,6,7,793.1565,376.2882,0.877889539151419,0.146314923191903,1,0,0
26,7,7,8,645.5925,302.5062,0.712951384804525,0.118825230800754,1,0,0
26,8,8,9,498.0285,228.7242,0.548039365810423,0.0913398943017371,1,0,0
26,9,9,10,453.7593,213.9678,0.50167690974703,0.0836128182911717,1,0,0
26,10,10,11,409.4901,199.2114,0.455376024718002,0.0758960041196669,1,0,0
26,11,11,12,376.2882,177.0768,0.415871377420327,0.0693118962367212,1,0,0
26,12,12,13,332.019,151.2531,0.364848073340959,0.0608080122234932,1,0,0
26,13,13,14,287.7498,125.4294,0.313898840049466,0.0523164733415776,1,0,0
26,14,14,15,199.2114,66.4038,0.209987253290289,0.0349978755483815,1,0,0
26,15,15,16,154.9422,59.0256,0.165804423331225,0.0276340705552041,1,0,0
26,16,16,17,110.673,44.2692,0.119198468939999,0.0198664114899999,1,0,0
26,17,17,18,66.4038,29.5128,0.072666842633212,0.0121111404388687,1,0,0
26,18,2,19,265.6152,118.0512,0.290667370532848,0.0484445617554747,1,0,0
26,19,19,20,199.2114,88.5384,0.218000527899636,0.036333421316606,1,0,0
26,20,20,21,132.8076,59.0256,0.145333685266424,0.0242222808777373,1,0,0
26,21,21,22,66.4038,29.5128,0.072666842633212,0.0121111404388687,1,0,0
26,22,3,23,686.1726,332.019,0.762279117746092,0.127046519624349,1,0,0
26,23,23,24,619.7688,295.128,0.686450218032918,0.114408369672153,1,0,0
26,24,24,25,309.8844,147.564,0.343225109016459,0.0572041848360765,1,0,0
26,25,6,26,678.7944,700.929,0.975737311222831,0.162622885203805,1,0,0
26,26,26,27,634.5252,682.4835,0.931883016911077,0.155313836151846,1,0,0
26,27,27,28,590.256,664.038,0.888452931212453,0.148075488535409,1,0,0
26,28,28,29,545.9868,649.2816,0.84833258918469,0.141388764864115,1,0,0
26,29,29,30,457.4484,597.6342,0.75261256677802,0.125435427796337,1,0,0
26,30,30,31,309.8844,154.9422,0.346461291783368,0.0577435486305613,1,0,0
26,31,31,32,199.2114,103.2948,0.224399192505232,0.0373998654175386,1,0,0
26,32,32,33,44.2692,29.5128,0.0532049568412568,0.00886749280687614,1,0,0
27,1,1,2,2686.000725,1662.9345,3.15910605171634,0.526517675286056,1,0,0
27,2,2,3,2353.413825,1503.8712,2.79288116787854,0.465480194646422,1,0,0
27,3,3,4,1615.938525,1149.59385,1.98313472475699,0.330522454126166,1,0,0
27,4,4,5,1529.176725,1091.75265,1.87891066979347,0.313151778298912,1,0,0
27,5,5,6,1485.795825,1070.0622,1.83101675182295,0.305169458637158,1,0,0
27,6,6,7,777.241125,368.73765,0.86027392202646,0.14337898700441,1,0,0
27,7,7,8,632.638125,296.43615,0.698645395197262,0.116440899199544,1,0,0
27,8,8,9,488.035125,224.13465,0.53704247929227,0.089507079882045,1,0,0
27,9,9,10,444.654225,209.67435,0.491610326232345,0.0819350543720576,1,0,0
27,10,10,11,401.273325,195.21405,0.44623850873043,0.074373084788405,1,0,0
27,11,11,12,368.73765,173.5236,0.407526556538936,0.0679210927564893,1,0,0
27,12,12,13,325.35675,148.218075,0.357527079432129,0.0595878465720215,1,0,0
27,13,13,14,281.97585,122.91255,0.307600186818417,0.0512666978030695,1,0,0
27,14,14,15,195.21405,65.07135,0.205773676421998,0.0342956127369996,1,0,0
27,15,15,16,151.83315,57.8412,0.162477413372944,0.0270795688954907,1,0,0
27,16,16,17,108.45225,43.3809,0.116806647990911,0.0194677746651518,1,0,0
27,17,17,18,65.07135,28.9206,0.0712087192356561,0.0118681198726094,1,0,0
27,18,2,19,260.2854,115.6824,0.284834876942624,0.0474724794904374,1,0,0
27,19,19,20,195.21405,86.7618,0.213626157706968,0.035604359617828,1,0,0
27,20,20,21,130.1427,57.8412,0.142417438471312,0.0237362397452187,1,0,0
27,21,21,22,65.07135,28.9206,0.0712087192356561,0.0118681198726094,1,0,0
27,22,3,23,672.40395,325.35675,0.746983324275827,0.124497220712638,1,0,0
27,23,23,24,607.3326,289.206,0.672675997385636,0.112112666230939,1,0,0
27,24,24,25,303.6663,144.603,0.336337998692818,0.0560563331154696,1,0,0
27,25,6,26,665.1738,686.86425,0.956158293450672,0.159359715575112,1,0,0
27,26,26,27,621.7929,668.788875,0.91318397369543,0.152197328949238,1,0,0
27,27,27,28,578.412,650.7135,0.870625350438551,0.145104225073092,1,0,0
27,28,28,29,535.0311,636.2532,0.831310057967212,0.138551676327869,1,0,0
27,29,29,30,448.2693,585.64215,0.737510741060164,0.122918456843361,1,0,0
27,30,30,31,303.6663,151.83315,0.339509244637922,0.0565848741063204,1,0,0
27,31,31,32,195.21405,101.2221,0.219896427542178,0.0366494045903631,1,0,0
27,32,32,33,43.3809,28.9206,0.0521373531085919,0.00868955885143199,1,0,0
28,1,1,2,2630.000815,1628.2643,3.09324246019531,0.515540410032552,1,0,0
28,2,2,3,2304.347955,1472.51728,2.73465292818143,0.455775488030239,1,0,0
28,3,3,4,1582.248135,1125.62619,1.9417887321552,0.3236314553592,1,0,0
28,4,4,5,1497.295215,1068.99091,1.83973762437053,0.306622937395088,1,0,0
28,5,5,6,1454.818755,1047.75268,1.79284223743946,0.298807039573243,1,0,0
28,6,6,7,761.036575,361.04991,0.842338237288762,0.140389706214794,1,0,0
28,7,7,8,619.448375,290.25581,0.684079472377952,0.114013245396325,1,0,0
28,8,8,9,477.860175,219.46171,0.525845784434139,0.0876409640723564,1,0,0
28,9,9,10,435.383715,205.30289,0.481360837552821,0.0802268062588035,1,0,0
28,10,10,11,392.907255,191.14407,0.436934968305124,0.0728224947175207,1,0,0
28,11,11,12,361.04991,169.90584,0.399030114123124,0.0665050190205207,1,0,0
28,12,12,13,318.57345,145.127905,0.350073066451265,0.0583455110752108,1,0,0
28,13,13,14,276.09699,120.34997,0.301187089972431,0.0501978483287384,1,0,0
28,14,14,15,191.14407,63.71469,0.201483540811554,0.0335805901352589,1,0,0
28,15,15,16,148.66761,56.63528,0.159089953183067,0.0265149921971779,1,0,0
28,16,16,17,106.19115,42.47646,0.114371368761828,0.019061894793638,1,0,0
28,17,17,18,63.71469,28.31764,0.0697241024106134,0.0116206837351022,1,0,0
28,18,2,19,254.85876,113.27056,0.278896409642453,0.0464827349404089,1,0,0
28,19,19,20,191.14407,84.95292,0.20917230723184,0.0348620512053067,1,0,0
28,20,20,21,127.42938,56.63528,0.139448204821227,0.0232413674702045,1,0,0
28,21,21,22,63.71469,28.31764,0.0697241024106134,0.0116206837351022,1,0,0
28,22,3,23,658.38513,318.57345,0.731409613315288,0.121901602219215,1,0,0
28,23,23,24,594.67044,283.1764,0.658651505522271,0.109775250920378,1,0,0
28,24,24,25,297.33522,141.5882,0.329325752761135,0.0548876254601892,1,0,0
28,25,6,26,651.30572,672.54395,0.936223533984444,0.156037255664074,1,0,0
28,26,26,27,608.82926,654.845425,0.894145177516257,0.149024196252709,1,0,0
28,27,27,28,566.3528,637.1469,0.85247385077048,0.142078975128413,1,0,0
28,28,28,29,523.87634,622.98808,0.813978235233524,0.135663039205587,1,0,0
28,29,29,30,438.92342,573.43221,0.72213452215635,0.120355753692725,1,0,0
28,30,30,31,297.33522,148.66761,0.332430882012427,0.0554051470020712,1,0,0
28,31,31,32,191.14407,99.11174,0.215311849423093,0.0358853082371821,1,0,0
28,32,32,33,42.47646,28.31764,0.051050351510065,0.00850839191834417,1,0,0
29,1,1,2,2596.001135,1607.2147,3.05325416315402,0.508875693859004,1,0,0
29,2,2,3,2274.558195,1453.48112,2.69930034428148,0.44988339071358,1,0,0
29,3,3,4,1561.793415,1111.07451,1.91668600399468,0.319447667332447,1,0,0
29,4,4,5,1477.938735,1055.17139,1.81595417527203,0.302659029212006,1,0,0
29,5,5,6,1436.011395,1034.20772,1.76966503459763,0.294944172432939,1,0,0
29,6,6,7,751.198175,356.38239,0.831448799401047,0.138574799900175,1,0,0
29,7,7,8,611.440375,286.50349,0.675235945401547,0.112539324233591,1,0,0
29,8,8,9,471.682575,216.62459,0.519047844183269,0.0865079740305448,1,0,0
29,9,9,10,429.755235,202.64881,0.475137982279171,0.0791896637131951,1,0,0
29,10,10,11,387.827895,188.67303,0.431286434274847,0.0718810723791412,1,0,0
29,11,11,12,356.38239,167.70936,0.393871600059869,0.0656452666766449,1,0,0
29,12,12,13,314.45505,143.251745,0.345547451033932,0.0575912418389887,1,0,0
29,13,13,14,272.52771,118.79413,0.297293454418864,0.0495489090698106,1,0,0
29,14,14,15,188.67303,62.89101,0.198878835948426,0.033146472658071,1,0,0
29,15,15,16,146.74569,55.90312,0.157033296976503,0.0261722161627505,1,0,0
29,16,16,17,104.81835,41.92734,0.112892817912381,0.0188154696520636,1,0,0
29,17,17,18,62.89101,27.95156,0.068822734944593,0.0114704558240988,1,0,0
29,18,2,19,251.56404,111.80624,0.275290939778372,0.0458818232963953,1,0,0
29,19,19,20,188.67303,83.85468,0.206468204833779,0.0344113674722965,1,0,0
29,20,20,21,125.78202,55.90312,0.137645469889186,0.0229409116481977,1,0,0
29,21,21,22,62.89101,27.95156,0.068822734944593,0.0114704558240988,1,0,0
29,22,3,23,649.87377,314.45505,0.721954219742856,0.120325703290476,1,0,0
29,23,23,24,586.98276,279.5156,0.650136701917818,0.108356116986303,1,0,0
29,24,24,25,293.49138,139.7578,0.325068350958909,0.0541780584931515,1,0,0
29,25,6,26,642.88588,663.84955,0.924120381627078,0.154020063604513,1,0,0
29,26,26,27,600.95854,646.379825,0.882585998623342,0.147097666437224,1,0,0
29,27,27,28,559.0312,628.9101,0.841453383411969,0.140242230568661,1,0,0
29,28,28,29,517.10386,614.93432,0.803455424986827,0.133909237497804,1,0,0
29,29,29,30,433.24918,566.01909,0.712799033539679,0.11879983892328,1,0,0
29,30,30,31,293.49138,146.74569,0.328133338245111,0.0546888897075185,1,0,0
29,31,31,32,188.67303,97.83046,0.212528377289228,0.0354213962148714,1,0,0
29,32,32,33,41.92734,27.95156,0.0503903914046041,0.00839839856743402,1,0,0
30,1,1,2,2518.000995,1558.9239,2.96151527715327,0.493585879525545,1,0,0
30,2,2,3,2206.216215,1409.80944,2.61819644878723,0.436366074797871,1,0,0
30,3,3,4,1514.867355,1077.69087,1.85909674695161,0.309849457825268,1,0,0
30,4,4,5,1433.532195,1023.46743,1.76139153352465,0.293565255587442,1,0,0
30,5,5,6,1392.864615,1003.13364,1.71649320867248,0.286082201445413,1,0,0
30,6,6,7,728.627475,345.67443,0.806466867813365,0.134411144635561,1,0,0
30,7,7,8,593.068875,277.89513,0.654947626739331,0.109157937789889,1,0,0
30,8,8,9,457.510275,210.11583,0.503452394717876,0.0839087324529794,1,0,0
30,9,9,10,416.842695,196.55997,0.460861860193772,0.0768103100322953,1,0,0
30,10,10,11,376.175115,183.00411,0.418327887454512,0.0697213145757521,1,0,0
30,11,11,12,345.67443,162.67032,0.382037229291501,0.0636728715485836,1,0,0
30,12,12,13,305.00685,138.947565,0.335165040489535,0.0558608400815892,1,0,0
30,13,13,14,264.33927,115.22481,0.288360896280458,0.0480601493800763,1,0,0
30,14,14,15,183.00411,61.00137,0.192903269590666,0.0321505449317776,1,0,0
30,15,15,16,142.33653,54.22344,0.152315032803314,0.0253858388005523,1,0,0
30,16,16,17,101.66895,40.66758,0.109500810303664,0.0182501350506106,1,0,0
30,17,17,18,61.00137,27.11172,0.0667548687605279,0.011125811460088,1,0,0
30,18,2,19,244.00548,108.44688,0.267019475042111,0.0445032458403519,1,0,0
30,19,19,20,183.00411,81.33516,0.200264606281584,0.0333774343802639,1,0,0
30,20,20,21,122.00274,54.22344,0.133509737521056,0.022251622920176,1,0,0
30,21,21,22,61.00137,27.11172,0.0667548687605279,0.011125811460088,1,0,0
30,22,3,23,630.34749,305.00685,0.700262191394211,0.116710365232368,1,0,0
30,23,23,24,569.34612,271.1172,0.63060252179554,0.105100420299257,1,0,0
30,24,24,25,284.67306,135.5586,0.31530126089777,0.0525502101496283,1,0,0
30,25,6,26,623.56956,643.90335,0.896354015051986,0.149392335841998,1,0,0
30,26,26,27,582.90198,626.958525,0.85606758515791,0.142677930859652,1,0,0
30,27,27,28,542.2344,610.0137,0.816170851434337,0.136028475239056,1,0,0
30,28,28,29,501.56682,596.45784,0.779314589766147,0.129885764961024,1,0,0
30,29,29,30,420.23166,549.01233,0.691382084348723,0.115230347391454,1,0,0
30,30,30,31,284.67306,142.33653,0.318274156761438,0.053045692793573,1,0,0
30,31,31,32,183.00411,94.89102,0.206142693184921,0.0343571155308202,1,0,0
30,32,32,33,40.66758,27.11172,0.0488763483130113,0.00814605805216854,1,0,0
31,1,1,2,2462.001085,1524.2537,2.89565168563225,0.482608614272041,1,0,0
31,2,2,3,2157.150345,1378.45552,2.55996820909012,0.426661368181687,1,0,0
31,3,3,4,1481.176965,1053.72321,1.81775075434981,0.302958459058302,1,0,0
31,4,4,5,1401.650685,1000.70569,1.72221848810171,0.287036414683619,1,0,0
31,5,5,6,1361.887545,980.82412,1.67831869428899,0.279719782381498,1,0,0
31,6,6,7,712.422925,337.98669,0.788531183075667,0.131421863845945,1,0,0
31,7,7,8,579.879125,271.71479,0.640381703920021,0.10673028398667,1,0,0
31,8,8,9,447.335325,205.44289,0.492255699859745,0.0820426166432909,1,0,0
31,9,9,10,407.572185,192.18851,0.450612371514248,0.0751020619190413,1,0,0
31,10,10,11,367.809045,178.93413,0.409024347029207,0.0681707245048678,1,0,0
31,11,11,12,337.98669,159.05256,0.37354078687569,0.062256797812615,1,0,0
31,12,12,13,298.22355,135.857395,0.32771102750867,0.0546185045847784,1,0,0
31,13,13,14,258.46041,112.66223,0.281947799434472,0.0469912999057452,1,0,0
31,14,14,15,178.93413,59.64471,0.188613133980222,0.0314355223300369,1,0,0
31,15,15,16,139.17099,53.01752,0.148927572613437,0.0248212621022395,1,0,0
31,16,16,17,99.40785,39.76314,0.107065531074581,0.0178442551790969,1,0,0
31,17,17,18,59.64471,26.50876,0.0652702519354851,0.0108783753225809,1,0,0
31,18,2,19,238.57884,106.03504,0.26108100774194,0.0435135012903234,1,0,0
31,19,19,20,178.93413,79.52628,0.195810755806455,0.0326351259677426,1,0,0
31,20,20,21,119.28942,53.01752,0.13054050387097,0.0217567506451617,1,0,0
31,21,21,22,59.64471,26.50876,0.0652702519354851,0.0108783753225809,1,0,0
31,22,3,23,616.32867,298.22355,0.684688480433672,0.114114746738945,1,0,0
31,23,23,24,556.68396,265.0876,0.616578029932175,0.102763004988696,1,0,0
31,24,24,25,278.34198,132.5438,0.308289014966087,0.0513815024943479,1,0,0
31,25,6,26,609.70148,629.58305,0.876419255585757,0.14606987593096,1,0,0
31,26,26,27,569.93834,613.015075,0.837028788978737,0.139504798163123,1,0,0
31,27,27,28,530.1752,596.4471,0.798019351766265,0.133003225294377,1,0,0
31,28,28,29,490.41206,583.19272,0.761982767032458,0.126997127838743,1,0,0
31,29,29,30,410.88578,536.80239,0.676005865444909,0.112667644240818,1,0,0
31,30,30,31,278.34198,139.17099,0.311195794135943,0.0518659656893239,1,0,0
31,31,31,32,178.93413,92.78066,0.201558115065835,0.0335930191776392,1,0,0
31,32,32,33,39.76314,26.50876,0.0477893467144844,0.00796489111908073,1,0,0
32,1,1,2,2630.000815,1628.2643,3.09324246019531,0.515540410032552,1,0,0
32,2,2,3,2304.347955,1472.51728,2.73465292818143,0.455775488030239,1,0,0
32,3,3,4,1582.248135,1125.62619,1.9417887321552,0.3236314553592,1,0,0
32,4,4,5,1497.295215,1068.99091,1.83973762437053,0.306622937395088,1,0,0
32,5,5,6,1454.818755,1047.75268,1.79284223743946,0.298807039573243,1,0,0
32,6,6,7,761.036575,361.04991,0.842338237288762,0.140389706214794,1,0,0
32,7,7,8,619.448375,290.25581,0.684079472377952,0.114013245396325,1,0,0
32,8,8,9,477.860175,219.46171,0.525845784434139,0.0876409640723564,1,0,0
32,9,9,10,435.383715,205.30289,0.481360837552821,0.0802268062588035,1,0,0
32,10,10,11,392.907255,191.14407,0.436934968305124,0.0728224947175207,1,0,0
32,11,11,12,361.04991,169.90584,0.399030114123124,0.0665050190205207,1,0,0
32,12,12,13,318.57345,145.127905,0.350073066451265,0.0583455110752108,1,0,0
32,13,13,14,276.09699,120.34997,0.301187089972431,0.0501978483287384,1,0,0
32,14,14,15,191.14407,63.71469,0.201483540811554,0.0335805901352589,1,0,0
32,15,15,16,148.66761,56.63528,0.159089953183067,0.0265149921971779,1,0,0
32,16,16,17,106.19115,42.47646,0.114371368761828,0.019061894793638,1,0,0
32,17,17,18,63.71469,28.31764,0.0697241024106134,0.0116206837351022,1,0,0
32,18,2,19,254.85876,113.27056,0.278896409642453,0.0464827349404089,1,0,0
32,19,19,20,191.14407,84.95292,0.20917230723184,0.0348620512053067,1,0,0
32,20,20,21,127.42938,56.63528,0.139448204821227,0.0232413674702045,1,0,0
32,21,21,22,63.71469,28.31764,0.0697241024106134,0.0116206837351022,1,0,0
32,22,3,23,658.38513,318.57345,0.731409613315288,0.121901602219215,1,0,0
32,23,23,24,594.67044,283.1764,0.658651505522271,0.109775250920378,1,0,0
32,24,24,25,297.33522,141.5882,0.329325752761135,0.0548876254601892,1,0,0
32,25,6,26,651.30572,672.54395,0.936223533984444,0.156037255664074,1,0,0
32,26,26,27,608.82926,654.845425,0.894145177516257,0.149024196252709,1,0,0
32,27,27,28,566.3528,637.1469,0.85247385077048,0.142078975128413,1,0,0
32,28,28,29,523.87634,622.98808,0.813978235233524,0.135663039205587,1,0,0
32,29,29,30,438.92342,573.43221,0.72213452215635,0.120355753692725,1,0,0
32,30,30,31,297.33522,148.66761,0.332430882012427,0.0554051470020712,1,0,0
32,31,31,32,191.14407,99.11174,0.215311849423093,0.0358853082371821,1,0,0
32,32,32,33,42.47646,28.31764,0.051050351510065,0.00850839191834417,1,0,0
33,1,1,2,2964.025855,1842.4771,3.49001019097837,0.581668365163062,1,0,0
33,2,2,3,2595.530435,1666.24016,3.0843369643747,0.514056160729116,1,0,0
