"source_head","serializer_smoke_pass","serializer_regression_sha256","serializer_closure_sha256","frozen_at"
"cfa789f262b323de1775e5e2376a2d23978753ef","True","c38a181b40cf97e2c150927615e4a768bdb699ddcb926febf7413279d3c4b2bb","caac43a47dfcb6e4bcf80eba210cf88ad977867dc3407766ab48ddab68ff3146","2026-08-23 22:31:20 +08:00"
