site,average_p_el_kw,full_power_frequency,grid_limited_frequency
1,239.055415397771,0.791390728476821,0
2,140.230360643963,0.69453642384106,0
3,78.9478611565681,0.624172185430464,0.0496688741721854
4,116.858785161974,0.774834437086093,0
