site,production_mean_kg,end_inventory_mean_kg,htt_in_mean_kg,htt_out_mean_kg,ordinary_shortage_site_mean_kg,total_htt_mean_kg_path,ordinary_shortage_mean_kg_path
1,140.779734127747,190.351630830783,45.8015246045453,6.64890139698818,1.67596052643794,101.32937358578,4.96587945056476
2,82.5816593832301,61.2299947666558,11.6324050989825,50.1703243342811,0.372681897490823,101.32937358578,4.96587945056476
3,46.492395435103,24.5542473509716,10.8138327978558,39.1542817419223,1.0178326766106,101.32937358578,4.96587945056476
4,68.8181385818863,104.584720305673,33.0816110843963,5.35586611258832,1.89940435002539,101.32937358578,4.96587945056476
