policy,shortage_penalty_yuan_per_kg,htt_base_service_cost_yuan_per_kg,htt_transport_cost_schema,beta_multiplier,eta,training_seed,iteration_budget,actual_training_wall_time_s,completed_iterations,final_LB,cumulative_cuts,forward_operating_solves,backward_cut_solves,warning_count,error_count,fresh_initial_cuts,checkpoint_path,checkpoint_bytes,checkpoint_save_seconds,full_cut_audit_pass,training_identity,convergence_scope
LOC4_GAP1000,200,0,CURRENT_MATRIX,2,0.03,20260513,10,511.6721127,10,56272.4836782711,10510,32,10510,0,0,0,C:\Users\chaos\Desktop\biye\test\testH2_v2\terminalLoh_wdro\output\stage89n_stage89k_adopted_loc4_fresh_8h_retraining\run-003\checkpoint_final.mat,305031307,41.3708986,1,TEN_ITERATION_CANDIDATE_DIAGNOSTIC,NOT_CONVERGENCE_CERTIFICATE
