a0,loc0,lfw0,seed_id,base_seed,mode,stage,metric,M0_mean,M1_mean,paired_difference_mean,paired_absolute_difference_mean,paired_difference_q05,paired_difference_median,paired_difference_q95,paired_difference_min,paired_difference_max,nonzero_difference_share
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W2,D_W2,0.654065406540654,0.758121266672122,0.104055860131468,0.367263999127185,0,0,0,-120.284755748302,157.924883397431,0.0065
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W2,A0_W2,0.000386363636363636,0.000401515151515151,1.51515151515151e-05,1.51515151515151e-05,0,0,0,0,0.0303030303030303,0.0005
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W2,C_W2,19.0186122464436,19.0193599155582,0.000747669114653723,0.000972052614453316,0,0,0,-0.210721126141092,1.42970766191135,0.005
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W2,failed_W2,0.025,0.0275,0.0025,0.0105,0,0,0,-2,3,0.0075
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W2,closed_W2,0.009,0.0105,0.0015,0.0015,0,0,0,0,3,0.0005
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W3,D_W3,1.80740801352863,1.86304994135777,0.0556419278291466,0.391948285737665,0,0,0,-120.284755748302,157.924883397431,0.009
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W3,A0_W3,0.00126136363636364,0.0013030303030303,4.16666666666666e-05,0.00034469696969697,0,0,0,-0.25,0.356060606060606,0.0025
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W3,C_W3,19.038605480119,19.0392470172914,0.000641537172410615,0.0105404655097266,0,0,0,-9.18154514225364,4.8824534647258,0.013
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W3,failed_W3,0.074,0.08,0.006,0.021,0,0,0,-3,5,0.012
2,1,0,2,20260724,M1_STAGEWISE_RANDOM,W3,closed_W3,0.0315,0.032,0.0005,0.0055,0,0,0,-2,3,0.004
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,Dtotal,158.006300630063,160.456863868205,2.450563238142,26.2494885852222,-91.6455281891826,0,97.9188827973706,-507.323459618689,585.058505850585,0.36
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,fullLoss,0.019,0.02,0.001,0.008,0,0,0,-1,1,0.008
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,A0Share,0.0407222222222222,0.043574494949495,0.00285227272727273,0.0108194444444444,-0.00505050505050511,0,0.0202020202020202,-0.467171717171717,0.522727272727273,0.1325
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,reachableShare,0.959277777777778,0.956425505050505,-0.00285227272727273,0.0108194444444444,-0.0202020202020202,0,0.00505050505050508,-0.522727272727273,0.467171717171717,0.1325
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,CScenarioMean,19.8561692713784,19.8363550790312,-0.0198141923472799,0.368791596716433,-1.17103028701078,0,1.03572778089618,-13.4298014759704,9.63900901027633,0.5345
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W1,D_W1,16.5664293702098,17.9667512205766,1.40032185036685,7.56948422114939,-19.6383274691105,0,30.2757548482121,-202.656629299294,202.656629299294,0.1735
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W1,A0_W1,0.00654924242424242,0.00749242424242424,0.000943181818181818,0.00256439393939394,0,0,0,-0.454545454545454,0.598484848484849,0.013
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W1,C_W1,19.1526044713529,19.1406893482614,-0.0119151230914129,0.0865534407552716,0,0,0.0185420352986938,-10.0127628843153,8.70846639043063,0.1185
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W1,failed_W1,0.7505,0.819,0.0685,0.3135,-1,0,2,-5,5,0.202
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W1,closed_W1,0.164,0.1665,0.0025,0.0655,0,0,0,-4,5,0.037
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W2,D_W2,61.4529634781659,61.6262989935356,0.173335515369719,9.55800125467093,-36.8218640045823,0,33.8215639745793,-202.656629299294,202.656629299294,0.227
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W2,A0_W2,0.044375,0.0475492424242425,0.00317424242424242,0.0122727272727273,0,0,0,-0.560606060606061,0.704545454545455,0.082
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W2,C_W2,19.9747455819778,19.972965735891,-0.00177984608686678,0.489291363107514,-1.37464603696129,0,1.32733379672453,-24.5380240884804,21.3168391887388,0.4275
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W2,failed_W2,3.209,3.278,0.069,0.669,-2,0,2,-8,8,0.357
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W2,closed_W2,1.268,1.31,0.042,0.353,-1,0,1,-6,8,0.1905
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W3,D_W3,79.9869077816872,80.8638136540926,0.876905872405422,10.292120121103,-40.3676731309495,0,41.4586913236778,-202.656629299294,202.656629299294,0.235
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W3,A0_W3,0.0712424242424243,0.0756818181818182,0.00443939393939394,0.0184772727272727,0,0,0.0303030303030303,-0.560606060606061,0.71969696969697,0.1225
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W3,C_W3,20.4415566382524,20.3941955993233,-0.0473610389290618,0.696982048228574,-2.18253858899855,0,1.91010894159669,-24.5380240884804,21.3168391887388,0.5345
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W3,failed_W3,4.49,4.6025,0.1125,0.7655,-2,0,3,-7,9,0.4155
4,4,0,2,20260724,M1_STAGEWISE_RANDOM,W3,closed_W3,1.963,2.029,0.066,0.469,-1,0,2,-6,9,0.2565
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,Dtotal,267.936475465728,271.110520142923,3.17404467719499,27.426560837902,-86.1904372255408,0,100.646428279192,-380.492594714017,497.504295884134,0.4035
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,fullLoss,0.059,0.062,0.003,0.014,0,0,0,-1,1,0.014
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,A0Share,0.110335858585859,0.112400252525253,0.00206439393939394,0.021564393939394,-0.0782828282828283,0,0.0934343434343434,-0.5,0.398989898989899,0.239
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,reachableShare,0.889664141414142,0.887599747474748,-0.00206439393939394,0.0215643939393939,-0.0934343434343434,0,0.0782828282828283,-0.398989898989899,0.5,0.239
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,Hres3h,CScenarioMean,20.7858225870161,20.7992595403968,0.0134369533806671,0.70954377945993,-2.2987979866092,0,2.0151703480119,-12.872788038881,13.6963020138064,0.7245
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W1,D_W1,61.9463764558273,62.3526443553445,0.406267899517224,10.0099555410087,-37.3673731009465,0,40.0949185827674,-192.837465564738,202.656629299294,0.2385
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W1,A0_W1,0.0355075757575758,0.0364507575757576,0.000943181818181818,0.0103371212121212,0,0,0,-0.492424242424242,0.53030303030303,0.058
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W1,C_W1,19.8658665388736,19.913688710836,0.0478221719624426,0.375010120940841,-0.810754305419874,0,1.18786989384738,-12.8942338980351,14.4874502227912,0.449
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W1,failed_W1,2.997,3.026,0.029,0.6,-2,0,2,-6,6,0.36
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W1,closed_W1,0.8255,0.834,0.0085,0.2535,-1,0,1,-10,5,0.1565
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W2,D_W2,94.7658402203856,95.99473583722,1.22889561683441,9.28306467010338,-27.8209639145733,0,39.8221640345853,-177.563210866541,180.836265444726,0.25
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W2,A0_W2,0.122242424242424,0.123738636363637,0.00149621212121212,0.0235340909090909,-0.0303030303030303,0,0.0454545454545455,-0.75,0.598484848484849,0.145
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W2,C_W2,20.8010011412454,20.81124242302,0.0102412817745717,0.93246030191111,-2.55967644519832,0,2.67889663084834,-22.7387624760318,18.3850077685022,0.6375
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W2,failed_W2,6.017,6.129,0.112,0.87,-2,0,3,-7,8,0.4635
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W2,closed_W2,2.8445,2.9125,0.068,0.564,-2,0,2,-10,11,0.281
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W3,D_W3,111.224258789515,112.763139950359,1.53888116084336,9.35902681177209,-28.3664730109375,0,40.3676731309495,-177.563210866541,177.563210866541,0.243
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W3,A0_W3,0.173257575757576,0.177011363636364,0.00375378787878788,0.0317159090909091,-0.0606060606060607,0,0.174242424242424,-0.75,0.727272727272727,0.205
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W3,C_W3,21.4795517762851,21.4369694735603,-0.042582302724827,1.27414163774494,-3.97487828250492,0,3.51723583302358,-28.5407653677862,31.1466397867042,0.7245
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W3,failed_W3,7.767,7.923,0.156,0.998,-3,0,3,-7,10,0.522
6,7,0,2,20260724,M1_STAGEWISE_RANDOM,W3,closed_W3,4.0765,4.18,0.1035,0.6935,-2,0,3,-9,11,0.357
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,Dtotal,342.114529634781,346.065242887925,3.9507132531435,29.2631535880861,-90.5545099964542,0,101.464691923738,-532.689632599624,593.241142296048,0.434
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,fullLoss,0.0955,0.099,0.0035,0.0185,0,0,0,-1,1,0.0185
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,A0Share,0.144843434343434,0.152263888888889,0.00742045454545455,0.032885101010101,-0.0959595959595959,0,0.161616161616162,-0.452020202020202,0.684343434343434,0.342
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,reachableShare,0.855156565656566,0.847736111111111,-0.00742045454545455,0.032885101010101,-0.161616161616162,0,0.0934343434343434,-0.684343434343434,0.452020202020202,0.342
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,CScenarioMean,21.4013913450618,21.4074612573351,0.00606991227328867,0.971283578774621,-2.93694679602375,0,2.82123589069938,-12.5148863205212,27.1761450699634,0.861
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,D_W1,78.8879797070615,80.3112129394757,1.42323323241415,11.6768949622235,-35.4580912636718,0,47.7320459318659,-187.382374601096,202.656629299294,0.274
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,A0_W1,0.0434924242424243,0.0468560606060607,0.00336363636363636,0.0154393939393939,0,0,0.0227272727272727,-0.318181818181818,0.537878787878788,0.0895
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,C_W1,19.9379155706789,20.029135050388,0.0912194797090733,0.565415075140026,-1.26864089291817,0,1.92788401726858,-14.4344560719255,12.3177467375056,0.5925
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,failed_W1,3.699,3.8125,0.1135,0.8365,-2,0,3,-10,9,0.445
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,closed_W1,0.969,1.0585,0.0895,0.4465,-1,0,2,-6,6,0.262
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,D_W2,122.999345389084,123.707688950713,0.70834356162889,10.0024547909336,-35.4580912636718,0,34.3670730709435,-202.656629299294,202.656629299294,0.241
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,A0_W2,0.164590909090909,0.172333333333333,0.00774242424242424,0.0380378787878788,-0.0833333333333333,0,0.242424242424242,-0.545454545454545,0.757575757575758,0.234
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,C_W2,21.7326312364159,21.6422317897793,-0.090399446636647,1.35322176442354,-4.26902059794727,0,3.41445238003853,-23.821714843116,38.0617203005099,0.7915
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,failed_W2,7.9775,8.205,0.2275,1.1585,-3,0,4,-7,9,0.543
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,closed_W2,4.001,4.1505,0.1495,0.8515,-2,0,3,-6,8,0.4295
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,D_W3,140.227204538636,142.046340997736,1.81913645910046,9.08368109538227,-22.9113820472957,0,34.9125821673076,-202.656629299294,202.656629299294,0.232
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,A0_W3,0.22644696969697,0.237602272727273,0.011155303030303,0.0470113636363637,-0.166666666666667,0,0.265151515151515,-0.651515151515151,0.757575757575758,0.3035
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,C_W3,22.4747731617923,22.4599940725003,-0.0147790892919447,1.7269880480909,-5.56465073067819,0,4.85636053165921,-22.9328492252372,38.2758766203006,0.861
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,failed_W3,9.9825,10.2765,0.294,1.235,-3,0,4,-8,9,0.5825
5,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,closed_W3,5.4695,5.7135,0.244,1.029,-3,0,3,-6,8,0.5
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,Dtotal,2.27763685459455,1.89196192346507,-0.385674931129477,0.799443580721709,0,0,0,-375.855767394921,177.563210866541,0.0095
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,fullLoss,0,0,0,0,0,0,0,0,0,0
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,A0Share,0.000446969696969697,0.000575757575757576,0.000128787878787879,0.000128787878787879,0,0,0,0,0.186868686868687,0.0015
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,reachableShare,0.99955303030303,0.999424242424243,-0.000128787878787879,0.000128787878787879,0,0,0,-0.186868686868687,0,0.0015
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,CScenarioMean,19.0231778422057,19.0213828040426,-0.00179503816313305,0.00441261613601729,0,0,0,-4.51551480862483,0.873781975681453,0.009
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W1,D_W1,0.0147287456018329,0.0147287456018329,0,0,0,0,0,0,0,0
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W1,A0_W1,0,0,0,0,0,0,0,0,0,0
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W1,C_W1,19.013761888799,19.013761888799,0,0,0,0,0,0,0,0
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W1,failed_W1,0.001,0.001,0,0,0,0,0,0,0,0
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W1,closed_W1,0,0,0,0,0,0,0,0,0,0
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W2,D_W2,0.950549600414587,0.748438480211657,-0.202111120202929,0.24138777514115,0,0,0,-187.927883697461,14.7287456018329,0.0045
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W2,A0_W2,0.000534090909090909,0.000727272727272727,0.000193181818181818,0.000193181818181818,0,0,0,0,0.28030303030303,0.0015
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W2,C_W2,19.0261959439185,19.0239362356375,-0.0022597082809898,0.00667418233015002,0,0,0,-6.77327221293725,2.04110316746792,0.006
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W2,failed_W2,0.0475,0.0495,0.002,0.013,0,0,0,-3,4,0.006
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W2,closed_W2,0.0185,0.019,0.0005,0.0055,0,0,0,-3,2,0.0035
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W3,D_W3,1.31235850857813,1.12879469765158,-0.183563810926547,0.558055805580558,0,0,0,-187.927883697461,177.563210866541,0.0095
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W3,A0_W3,0.000806818181818182,0.001,0.000193181818181818,0.000193181818181818,0,0,0,0,0.28030303030303,0.0015
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W3,C_W3,19.0303524167957,19.028709755032,-0.0016426617637139,0.00735956175408166,0,0,0,-6.77327221293725,2.04110316746792,0.009
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W3,failed_W3,0.067,0.07,0.003,0.024,0,0,0,-3,5,0.0115
2,6,0,3,20260725,M1_STAGEWISE_RANDOM,W3,closed_W3,0.0225,0.023,0.0005,0.0065,0,0,0,-3,2,0.0045
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,Dtotal,3.00289119821073,3.39361208848158,0.390720890270845,0.665930229386575,0,0,0,-102.828464664648,388.947985707662,0.0075
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,fullLoss,0.0005,0.0005,0,0,0,0,0,0,0,0
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,A0Share,0.000448232323232323,0.000592171717171717,0.000143939393939394,0.000275252525252525,0,0,0,-0.131313131313131,0.227272727272727,0.002
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,reachableShare,0.999551767676768,0.999407828282828,-0.000143939393939394,0.000275252525252525,0,0,0,-0.227272727272727,0.131313131313131,0.002
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,CScenarioMean,19.0282274376423,19.0304511067973,0.00222366915494631,0.00962273026955516,0,0,0,-2.84253088605341,5.71917915638844,0.01
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W1,D_W1,0.117693587540572,0.176199438125631,0.0585058505850585,0.0715980688977989,0,0,0,-13.0922183127404,115.375173881024,0.0015
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W1,A0_W1,0,0,0,0,0,0,0,0,0,0
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W1,C_W1,19.013761888799,19.013761888799,0,0,0,0,0,0,0,0
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W1,failed_W1,0.003,0.0025,-0.0005,0.0025,0,0,0,-2,1,0.002
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W1,closed_W1,0,0,0,0,0,0,0,0,0,0
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W2,D_W2,1.15102419332842,1.37509205466001,0.224067861331588,0.243706188800698,0,0,0,-14.7287456018329,194.473992853831,0.003
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W2,A0_W2,0.000545454545454545,0.000659090909090909,0.000113636363636364,0.000515151515151515,0,0,0,-0.401515151515151,0.340909090909091,0.002
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W2,C_W2,19.0296396816774,19.0398104490317,0.0101707673543327,0.0188160598426104,0,0,0,-4.26379632908012,18.7856061724396,0.005
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W2,failed_W2,0.0505,0.0535,0.003,0.012,0,0,0,-2,4,0.0075
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W2,closed_W2,0.02,0.023,0.003,0.01,0,0,0,-5,6,0.003
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W3,D_W3,1.73417341734173,1.84232059569593,0.108147178354199,0.350625971688078,0,0,0,-102.828464664648,194.473992853831,0.0065
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W3,A0_W3,0.000799242424242424,0.00111742424242424,0.000318181818181818,0.000318181818181818,0,0,0,0,0.340909090909091,0.002
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W3,C_W3,19.0408322725615,19.0376582638695,-0.00317400869199491,0.0142647549506766,0,0,0,-4.3469716681838,7.76319126196998,0.01
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W3,failed_W3,0.077,0.0785,0.0015,0.0185,0,0,0,-4,4,0.0105
2,1,0,3,20260725,M1_STAGEWISE_RANDOM,W3,closed_W3,0.031,0.034,0.003,0.01,0,0,0,-2,6,0.004
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,Dtotal,161.6954422715,167.289774431989,5.59433216048877,28.5965414723291,-73.6437280091646,0,115.647928429207,-583.421978561492,573.602814826937,0.3685
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,fullLoss,0.021,0.019,-0.002,0.008,0,0,0,-1,1,0.008
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,A0Share,0.0467474747474748,0.0461919191919192,-0.000555555555555555,0.011199494949495,-0.0202020202020202,0,0.0202020202020202,-0.348484848484848,0.373737373737374,0.1415
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,reachableShare,0.953252525252526,0.953808080808081,0.000555555555555556,0.011199494949495,-0.0202020202020201,0,0.0202020202020202,-0.373737373737374,0.348484848484849,0.1415
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,CScenarioMean,19.8886296827093,19.8952199333531,0.00659025064384929,0.380727534228078,-0.999154581131791,0,1.11676598836694,-15.8507075814437,8.77521694914822,0.542
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,D_W1,17.0507050705071,19.6533289692606,2.60262389875351,8.32255952868014,-14.7287456018329,0,36.8218640045823,-202.656629299294,202.656629299294,0.175
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,A0_W1,0.00914015151515151,0.007875,-0.00126515151515152,0.00252272727272727,0,0,0,-0.522727272727273,0.378787878787879,0.015
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,C_W1,19.1635943274206,19.1731955310386,0.0096012036179863,0.0792555123326304,0,0,0.022220343672533,-13.043524708038,8.1250991317118,0.1255
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,failed_W1,0.8035,0.8765,0.073,0.324,-1,0,2,-5,6,0.2015
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W1,closed_W1,0.1825,0.181,-0.0015,0.0585,0,0,0,-5,4,0.0315
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,D_W2,63.0495322259498,64.3747101982925,1.32517797234269,10.3113493167499,-30.2757548482121,0,45.8227640945913,-202.656629299294,202.656629299294,0.219
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,A0_W2,0.0515871212121213,0.0507121212121213,-0.000875,0.0124810606060606,0,0,0,-0.613636363636364,0.560606060606061,0.0875
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,C_W2,19.9855750850652,19.9983124149786,0.0127373299134367,0.493954120252844,-0.910615973827561,0,1.32739410140114,-29.8007156777873,21.4890429262207,0.428
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,failed_W2,3.414,3.474,0.06,0.684,-2,0,2,-10,8,0.3595
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W2,closed_W2,1.3785,1.409,0.0305,0.3225,-1,0,1,-6,8,0.1865
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,D_W3,81.5952049750429,83.2617352644354,1.66653028939258,10.7146169162371,-32.7305457818509,0,48.5503095764122,-202.656629299294,202.656629299294,0.2365
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,A0_W3,0.0795151515151516,0.0799886363636365,0.000473484848484849,0.019375,-0.0303030303030303,0,0.0303030303030303,-0.522727272727273,0.636363636363636,0.1305
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,C_W3,20.4829922963324,20.4793621712946,-0.00363012503780075,0.735317269626555,-1.67230314199479,0,2.15777245896626,-30.0660476972725,21.8843101230978,0.542
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,failed_W3,4.7135,4.823,0.1095,0.8395,-2,0,3,-8,8,0.431
4,4,0,3,20260725,M1_STAGEWISE_RANDOM,W3,closed_W3,2.107,2.1525,0.0455,0.4595,-2,0,2,-6,6,0.2675
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,Dtotal,261.402913018575,262.520661157025,1.11774813845021,30.0133649728609,-88.3724736109975,0,100.373673731009,-607.969887897881,578.512396694215,0.3835
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,fullLoss,0.065,0.0615,-0.0035,0.0165,0,0,0,-1,1,0.0165
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,A0Share,0.11110101010101,0.112709595959596,0.00160858585858586,0.0206212121212121,-0.0808080808080808,0,0.0883838383838384,-0.404040404040404,0.651515151515152,0.234
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,reachableShare,0.88889898989899,0.887290404040404,-0.00160858585858586,0.0206212121212121,-0.0883838383838383,0,0.0808080808080808,-0.651515151515152,0.404040404040404,0.234
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,Hres3h,CScenarioMean,20.8405382024422,20.8289262874346,-0.0116119150075802,0.719628038387487,-2.44072373324185,0,2.08891324120819,-16.7690828600336,12.9792496575359,0.6995
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W1,D_W1,61.4817390829991,61.163980034367,-0.317759048632136,10.7167989526225,-43.6407277091345,0,40.3676731309495,-202.656629299294,202.656629299294,0.2235
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W1,A0_W1,0.0371969696969697,0.038905303030303,0.00170833333333333,0.012594696969697,0,0,0,-0.545454545454545,0.712121212121212,0.067
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W1,C_W1,20.0470782484065,20.028916036192,-0.0181622122145578,0.420245973596045,-0.998275606168772,0,0.928381158077872,-17.4926716059139,20.3982071859899,0.4375
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W1,failed_W1,3.0265,3.034,0.0075,0.5855,-2,0,2,-8,7,0.335
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W1,closed_W1,0.9345,0.9535,0.019,0.267,-1,0,1,-5,6,0.1605
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W2,D_W2,91.7307639854894,92.2765458364017,0.545781850912364,10.4574093773014,-33.8215639745793,0,43.0952186127704,-202.656629299294,192.837465564738,0.23
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W2,A0_W2,0.122780303030303,0.124469696969697,0.00168939393939394,0.0222045454545455,-0.0303030303030303,0,0.0303030303030303,-0.606060606060606,0.621212121212121,0.1495
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W2,C_W2,20.7426299458719,20.7098711583493,-0.0327587875226155,0.937975789537318,-3.07799776497754,0,2.3812546919633,-24.8238863797872,18.6453490895635,0.61
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W2,failed_W2,5.907,5.9725,0.0655,0.8345,-2,0,3,-8,8,0.4385
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W2,closed_W2,2.8805,2.912,0.0315,0.5435,-2,0,2,-6,9,0.2955
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W3,D_W3,108.190409950086,109.080135286256,0.889725336169981,10.2615716117066,-33.5488094263972,0,45.8227640945913,-202.656629299294,192.837465564738,0.2385
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W3,A0_W3,0.173325757575758,0.174753787878788,0.0014280303030303,0.0289280303030303,-0.0454545454545455,0,0.0909090909090909,-0.621212121212121,0.621212121212121,0.1975
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W3,C_W3,21.3154267450532,21.2976554601067,-0.0177712849464886,1.18802658243603,-3.8366195132777,0,3.10941227695643,-28.3389585966673,22.8197068427618,0.6995
6,7,0,3,20260725,M1_STAGEWISE_RANDOM,W3,failed_W3,7.591,7.6775,0.0865,0.9815,-3,0,3,-8,8,0.499
