path_id,terminal_gap_class,terminal_gap_kg,production_unreachable_at_minus8h_signal,spatial_redistribution_room_signal,flexibility_bottleneck_classification,Pmax_role,HTT_role,claim_scope
1897,PURE_SPATIAL_MISMATCH,10.4544590985,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
1954,MIXED_QUANTITY_AND_SPATIAL,31.1397946731,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
1974,PURE_SPATIAL_MISMATCH,9.73166975472,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2000,PURE_QUANTITY_SHORTFALL,160.561358653,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2018,PURE_SPATIAL_MISMATCH,9.74332144299,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2032,PURE_SPATIAL_MISMATCH,2.4550681526,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2052,MIXED_QUANTITY_AND_SPATIAL,66.8006773112,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2081,PURE_SPATIAL_MISMATCH,28.0501041863,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2092,PURE_QUANTITY_SHORTFALL,139.734532814,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2103,MIXED_QUANTITY_AND_SPATIAL,58.1179800353,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2106,MIXED_QUANTITY_AND_SPATIAL,51.0499748697,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2132,PURE_SPATIAL_MISMATCH,15.3067768444,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2158,PURE_SPATIAL_MISMATCH,9.36363150142,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2165,MIXED_QUANTITY_AND_SPATIAL,32.41877715,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2180,PURE_SPATIAL_MISMATCH,52.7482677333,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2219,PURE_SPATIAL_MISMATCH,0.160254347448,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2224,PURE_SPATIAL_MISMATCH,0.317177985377,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2240,PURE_SPATIAL_MISMATCH,9.40479788794,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2268,PURE_QUANTITY_SHORTFALL,168.727629244,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2289,PURE_QUANTITY_SHORTFALL,158.782462877,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2305,MIXED_QUANTITY_AND_SPATIAL,159.515023754,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2306,PURE_SPATIAL_MISMATCH,0.483185378588,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2316,PURE_QUANTITY_SHORTFALL,130.592051561,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2317,MIXED_QUANTITY_AND_SPATIAL,38.8158311879,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2333,MIXED_QUANTITY_AND_SPATIAL,12.5464751317,False,False,neither / not identifiable,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2411,MIXED_QUANTITY_AND_SPATIAL,30.4616856079,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2414,MIXED_QUANTITY_AND_SPATIAL,63.6072864801,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2419,MIXED_QUANTITY_AND_SPATIAL,26.9928568362,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2420,MIXED_QUANTITY_AND_SPATIAL,76.7876870092,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2422,PURE_SPATIAL_MISMATCH,25.5608417987,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2425,PURE_SPATIAL_MISMATCH,0.0813392488481,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2435,PURE_QUANTITY_SHORTFALL,94.5159721332,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2467,MIXED_QUANTITY_AND_SPATIAL,86.7099746942,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2470,PURE_SPATIAL_MISMATCH,18.3513795213,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2478,MIXED_QUANTITY_AND_SPATIAL,92.1213119739,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2490,PURE_QUANTITY_SHORTFALL,24.4278689967,False,False,neither / not identifiable,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2501,MIXED_QUANTITY_AND_SPATIAL,50.4349409882,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2509,PURE_QUANTITY_SHORTFALL,131.707410124,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2532,PURE_SPATIAL_MISMATCH,9.91390648182,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2566,MIXED_QUANTITY_AND_SPATIAL,29.7075122883,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2623,PURE_SPATIAL_MISMATCH,16.9713339115,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2632,PURE_SPATIAL_MISMATCH,19.9710287696,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2636,PURE_QUANTITY_SHORTFALL,117.50870037,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2674,PURE_SPATIAL_MISMATCH,1.57965252942,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2676,MIXED_QUANTITY_AND_SPATIAL,54.0264134168,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2699,PURE_SPATIAL_MISMATCH,48.7593773146,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2700,PURE_SPATIAL_MISMATCH,37.3953966509,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2727,PURE_QUANTITY_SHORTFALL,160.642072127,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2776,PURE_SPATIAL_MISMATCH,4.0152308042e-05,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2783,PURE_SPATIAL_MISMATCH,2.07426074492,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2802,PURE_SPATIAL_MISMATCH,9.36363150142,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2813,MIXED_QUANTITY_AND_SPATIAL,54.5935535879,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2824,PURE_SPATIAL_MISMATCH,0.611948829209,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2825,PURE_SPATIAL_MISMATCH,0.972194649057,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2829,MIXED_QUANTITY_AND_SPATIAL,71.5830186142,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2834,PURE_SPATIAL_MISMATCH,6.86471802776,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2854,PURE_SPATIAL_MISMATCH,5.51726025871,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2864,MIXED_QUANTITY_AND_SPATIAL,95.0380459926,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2876,MIXED_QUANTITY_AND_SPATIAL,48.2333306461,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2906,PURE_SPATIAL_MISMATCH,15.4280676311,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2916,MIXED_QUANTITY_AND_SPATIAL,30.764656428,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2928,PURE_QUANTITY_SHORTFALL,21.141803065,False,False,neither / not identifiable,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2937,PURE_SPATIAL_MISMATCH,0.0526928605788,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2950,PURE_QUANTITY_SHORTFALL,82.9187791265,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2962,MIXED_QUANTITY_AND_SPATIAL,121.318635594,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
2999,PURE_QUANTITY_SHORTFALL,33.2028689967,False,False,neither / not identifiable,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3005,PURE_SPATIAL_MISMATCH,1.90657825861,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3013,PURE_SPATIAL_MISMATCH,0.995805813222,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3070,PURE_SPATIAL_MISMATCH,36.0848976031,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3102,PURE_QUANTITY_SHORTFALL,22.078284038,False,False,neither / not identifiable,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3129,PURE_SPATIAL_MISMATCH,0.756700350426,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3136,PURE_SPATIAL_MISMATCH,15.8505697536,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3160,PURE_SPATIAL_MISMATCH,6.51932240261,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3245,PURE_SPATIAL_MISMATCH,36.8147946731,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3247,PURE_SPATIAL_MISMATCH,30.5801659156,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3269,MIXED_QUANTITY_AND_SPATIAL,58.3914159486,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3272,PURE_SPATIAL_MISMATCH,0.839614650289,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3273,MIXED_QUANTITY_AND_SPATIAL,30.4448206277,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3349,PURE_QUANTITY_SHORTFALL,51.7498731097,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3381,MIXED_QUANTITY_AND_SPATIAL,64.9716701245,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3428,PURE_SPATIAL_MISMATCH,9.36363150142,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3442,MIXED_QUANTITY_AND_SPATIAL,145.473511908,True,True,both,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3447,PURE_SPATIAL_MISMATCH,15.8467839716,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3495,PURE_SPATIAL_MISMATCH,2.93628234566,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3503,PURE_SPATIAL_MISMATCH,2.00200434402,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3507,PURE_SPATIAL_MISMATCH,4.0152308042e-05,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3514,PURE_QUANTITY_SHORTFALL,160.561358653,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3515,MIXED_QUANTITY_AND_SPATIAL,20.9325122883,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3527,PURE_SPATIAL_MISMATCH,6.20203467972,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3545,MIXED_QUANTITY_AND_SPATIAL,73.0058105727,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3546,PURE_QUANTITY_SHORTFALL,198.068906486,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3548,PURE_SPATIAL_MISMATCH,3.01129423983,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3557,PURE_SPATIAL_MISMATCH,0.972206563964,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3596,PURE_QUANTITY_SHORTFALL,16.6433401207,False,False,neither / not identifiable,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3618,PURE_QUANTITY_SHORTFALL,143.276679351,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3645,PURE_QUANTITY_SHORTFALL,108.987270217,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3660,PURE_SPATIAL_MISMATCH,15.2136315014,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3702,PURE_SPATIAL_MISMATCH,15.5674525035,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3724,PURE_QUANTITY_SHORTFALL,100.803445608,True,False,production-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3758,PURE_SPATIAL_MISMATCH,9.43088414149,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
3762,PURE_SPATIAL_MISMATCH,11.7110084637,False,True,redistribution-dominated,TEMPORAL_PRODUCTION_FLEXIBILITY,SPATIAL_REDISTRIBUTION_FLEXIBILITY,MECHANISM_SIGNAL_NOT_CAUSAL_POLICY_COUNTERFACTUAL
