state_id,intensity,loc,lfw,historical_T1_kg,reconstructed_T1_kg,diff_T1_kg,historical_T2_kg,reconstructed_T2_kg,diff_T2_kg,historical_T3_kg,reconstructed_T3_kg,diff_T3_kg,historical_T4_kg,reconstructed_T4_kg,diff_T4_kg,historical_total_kg,reconstructed_total_kg,diff_total_kg
1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,1,0,6.546109156370181,6.546109156370181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.909581867277637,4.909581867277637,0.0,11.455691023647818,11.455691023647818,0.0
9,3,2,0,12.273954668194092,12.273954668194092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27395466819409,12.27395466819409,0.0,24.54790933638818,24.54790933638818,0.0
10,3,3,0,22.911382047295636,22.911382047295636,0.0,0.0,0.0,0.0,1.6365272890925455,1.6365272890925455,0.0,13.910481957286637,13.910481957286637,0.0,38.458391293674815,38.458391293674815,0.0
11,3,4,0,13.910481957286638,13.910481957286638,0.0,4.909581867277637,4.909581867277637,0.0,4.091318222731363,4.091318222731363,0.0,16.365272890925453,16.365272890925453,0.0,39.27665493822109,39.27665493822109,0.0
12,3,5,0,2.863922755911955,2.863922755911955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.863922755911955,2.863922755911955,0.0
13,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,4,1,0,109.78370564329165,109.78370564329165,0.0,38.0492594714016,38.0492594714016,0.0,22.911382047295717,22.911382047295717,0.0,104.73774650192286,104.73774650192286,0.0,275.4820936639118,275.4820936639118,0.0
16,4,2,0,126.96724217876326,126.96724217876326,0.0,44.18623680549873,44.18623680549873,0.0,23.184136595477728,23.184136595477728,0.0,111.96574202874834,111.96574202874834,0.0,306.30335760848806,306.30335760848806,0.0
17,4,3,0,145.2417969069634,145.2417969069634,0.0,60.6878869705153,60.6878869705153,0.0,22.911382047295636,22.911382047295636,0.0,85.91768267735861,85.91768267735861,0.0,314.758748602133,314.758748602133,0.0
18,4,4,0,130.10391948285738,130.10391948285738,0.0,81.82636445462731,81.82636445462731,0.0,24.547909336388184,24.547909336388184,0.0,75.68938712053016,75.68938712053016,0.0,312.16758039440305,312.16758039440305,0.0
19,4,5,0,99.82816463464526,99.82816463464526,0.0,25.911682077298636,25.911682077298636,0.0,17.183536535471728,17.183536535471728,0.0,46.64102773913755,46.64102773913755,0.0,189.56441098655316,189.56441098655316,0.0
20,4,6,0,32.457791233668814,32.457791233668814,0.0,6.546109156370182,6.546109156370182,0.0,7.364372800916454,7.364372800916454,0.0,19.092818372746365,19.092818372746365,0.0,65.46109156370181,65.46109156370181,0.0
21,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5,1,0,165.1528789242559,165.1528789242559,0.0,85.37217358099488,85.37217358099488,0.0,32.04865941139522,32.04865941139522,0.0,140.19583776559463,140.19583776559463,0.0,422.7695496822406,422.7695496822406,0.0
23,5,2,0,179.33611542972497,179.33611542972497,0.0,77.73504623189595,77.73504623189595,0.0,35.185336715489726,35.185336715489726,0.0,151.65152878924238,151.65152878924238,0.0,443.908027166353,443.908027166353,0.0
24,5,3,0,190.9281837274636,190.9281837274636,0.0,97.78250552327964,97.78250552327964,0.0,36.82186400458226,36.82186400458226,0.0,124.10331942285136,124.10331942285136,0.0,449.6358726781769,449.6358726781769,0.0
