case,event_index,interval_start_h,interval_end_h,duration_h,mask,served_P_kW,served_Q_kvar,load_P_kW,load_Q_kvar,shed_P_kW,shed_Q_kvar,EENS_kWh,min_voltage_pu,max_voltage_pu,max_branch_utilization,active_branch_count,switch_operations
CASE-10_NO_DELIVERY,0,0.0,1.0,1.0,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,420.0,0.9011403883335192,1.0,0.6512173429645266,31,31
CASE-10_NO_DELIVERY,1,1.0,1.2166666666667,0.2166666666667001,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,91.00000000001404,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_NO_DELIVERY,2,1.2166666666667,1.5,0.2833333333332999,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,118.99999999998596,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_NO_DELIVERY,3,1.5,2.0,0.5,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,210.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_NO_DELIVERY,4,2.0,2.5,0.5,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,210.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_NO_DELIVERY,5,2.5,3.0,0.5,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,210.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_NO_DELIVERY,6,3.0,3.5,0.5,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,210.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_POST,0,1.2166666666667,1.5,0.2833333333332999,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,33.99999999999599,0.9011403883335192,1.0,0.6512173429645266,31,31
CASE-10_POST,1,1.5,2.0,0.5,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,60.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_POST,2,2.0,2.5,0.5,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,60.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_POST,3,2.5,3.0,0.5,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,60.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_POST,4,3.0,3.5,0.5,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,60.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-10_PRE,0,0.0,1.0,1.0,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,420.0,0.9011403883335192,1.0,0.6512173429645266,31,31
CASE-10_PRE,1,1.0,1.2166666666667,0.2166666666667001,12582912,3295.0,2100.0,3715.0,2300.0,420.0,200.0,91.00000000001404,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-14_FRAMEWORK,0,0.0,1.0,1.0,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,120.0,0.9011403883335192,1.0,0.6512173429645266,31,31
CASE-14_FRAMEWORK,1,1.0,2.0,1.0,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,120.0,0.9011403883335192,1.0,0.6512173429645266,31,0
CASE-14_FRAMEWORK,2,2.0,3.5,1.5,12582912,3595.0,2245.296631451356,3715.0,2300.0,120.0,54.703368548643994,180.0,0.9011403883335192,1.0,0.6512173429645266,31,0
