path,bytes,sha256
00_plain_language_summary_zh.md,7344,c2dcea05d46980b0fa9269608ec04792feba115e3aaed0e979bea5c010ffbf8f
00_report_zh.md,7344,c2dcea05d46980b0fa9269608ec04792feba115e3aaed0e979bea5c010ffbf8f
analysis_control_card.json,845,66ecdee41f2bf19d387518a89fab01524329a4c111cd390f0d290cc258c82db5
b3_regression_summary.json,226,f37a1dc002c67cdcaa6093688a3a7b544bf9f0eacf00f007f62498afc8e88db1
b4c_regression_summary.json,290,1ad81d47fbacbb370b59469882292fc77ab7e6aeba8be7bcbb48e176dccb78c0
case10_fixedFC_recovery_forensic.csv,2565,9da4423023a90180941c64533fc63e3474d5cc2fec05e64ed2132c2c679a9f20
case13_station_mediated_refuel_forensic.csv,674,b5fc8a843bf0a887938e85434a71e5916c7bfbd6fc91870c2aedf0f84a795607
case6_multistop_forensic.csv,860,d2a229d801d3913783fd1d832893e27537b95466ba45c813096f7878a2a5ae6c
communication_qa.csv,346,e3b548995bc6e0deef1f55d74b61a002dc22e8d544cd4316f2bcfe5a628f93f1
data_preservation_qa.csv,383,ae46bfb4f562c5e3f7c082662e58c1db26bcf05353ee82717bde3ce466b206c7
direct_refuel_flag_audit.json,375,087ed99a435b38b3f83dc7084839ec5978a0f6ffdeb429ab77f12e298428e8a0
electrical_interval_ledger.csv,2857,8368f2c1fd6bb228d0a2ae1b94d6e6b7169352cfbe403d95b0a08cd5b8c44d30
electrical_root_ledger.csv,4483,18f04498783d09e97571f74ba3ebf1090e499e23c5420395c5b38dcd523f2579
exact_modified_files.csv,343,23e4560c61c81d1442062262578257aeaff47c7f9ae2cc8365de98f89d5c5043
final_summary.json,84631,62d029fba9bd1d9e363d7403be7f90e22f26fd11474b0a9c0af9ed6a5e09cc4c
fixed_case_tests.csv,2331,796c077bc0439e7d4ea6cd37051008299ac4a4e92916330450806f020d973feb
htt_config.json,689,026f8c1c210d34f3112c6552d407633ead5031062df8dfc789534417f3ae4ce7
htt_event_timeline.csv,4412,07d0881a39afb4a3e6ce995456f1ccc7568df95321adb371d4cbee45426c99be
HTT_H2_interval_ledger.csv,2738,7d7e9866c9a900d0600e8d9c244f11a6c1486a86a6d5d4cdf0e4bb7b40b20d41
htt_H2_transfer_ledger.csv,2989,8c954b59ba75349e314c015efe1d13e713476d2e7989002e2b6f19e58161fdd1
htt_movement_ledger.csv,4076,bc2d152b558ba2a9cc1a189aa94aca842c9817048bd5df85d3ee291cb5509374
htt_vehicle_state_ledger.csv,5360,c5c13b5883599cce4d02177947a7d3c6ecec113594081ebb64292974b3464c44
issue_by_issue_result_ledger.csv,11785,e25c84753233b33687aec739a5d2e948bb53b64d9e264d5f61a9fb792836ebc6
level_coverage_matrix.csv,2509,3dafac8accc05647ee776af7cc809150e58940804e8fe15e5b0c96cd96d0327b
MFCV_H2_interval_ledger.csv,8250,33fa084f74fcb8b5d7390da04e63e21efc2dbb5124d3e059b2360e87f34a6ce8
precheck.json,83645,d417b27885f33ece78b69181f407a01febd879a01ad1c4657468ba91b1399271
QA_closeout.csv,1531,72d69d0ca8d013e1bba3b3b81a8d3ba23eb71f44b5d12c0fbde2c72f69400f09
QA_closeout.json,1174,e1d72a687d4526df90b4d8185bd7cf43735d4a65b05d1eb4011f268e11c5ef94
source_preservation_manifest.csv,885,b9e4b6d9232399644ef66db2430856f7e85c390661cb6b3f589d02d6c20f978f
station_H2_interval_ledger.csv,8474,d5a450796d75f7bfda73c8fd954aff628c7f6ae8bf0a945175f43409f32b76a6
system_H2_identity.csv,777,1d7685897d8621b1b469a88670965f4f44f3a99169a1bb4e76e583538a213a4d
