path_id,candidate,failure_type,arrival_stage,arrival_after_stage,final_intensity,final_location,final_target_kg,final_inventory_kg,final_gap_kg,tail_group,base_unrecoverable_hour,candidate_recoverable_status,critical_site,site_deficit_kg,site_current_inventory_kg,additional_candidate_production_capacity_kg,critical_site_semantics
152,S1_125,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,23.4,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,S2_125,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,15.6,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,S3_125,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,9.36,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,S4_125,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,11.7,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,S1_150,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,46.8,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,S2_150,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,31.2,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,S3_150,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,18.72,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,S4_150,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,23.4,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,ALL_125,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,60.06,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,ALL_150,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,50.3037901125,120.12,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
152,ALL_150,mixed,5,4,4,4,423.861526765,371.306343625,63.1664616747,difficult4,-8,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.3471810336,72.8081379386,60.06,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
459,S1_125,pure_quantity,6,5,4,3,386.76593055,315.669948667,71.0959818836,difficult4,-8,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,31.1186955078,54.910108217,11.7,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
459,S1_150,pure_quantity,6,5,4,3,386.76593055,315.669948667,71.0959818836,difficult4,-8,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,31.1186955078,54.910108217,23.4,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
459,S2_150,pure_quantity,6,5,4,3,386.76593055,315.669948667,71.0959818836,difficult4,-8,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,31.1186955078,54.910108217,15.6,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
459,S4_150,pure_quantity,6,5,4,3,386.76593055,315.669948667,71.0959818836,difficult4,-8,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,31.1186955078,54.910108217,11.7,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
459,ALL_125,pure_quantity,6,5,4,3,386.76593055,315.669948667,71.0959818836,difficult4,-8,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,31.1186955078,54.910108217,30.03,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
459,ALL_150,pure_quantity,6,5,4,3,386.76593055,315.669948667,71.0959818836,difficult4,-8,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,31.1186955078,54.910108217,60.06,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
467,S1_125,mixed,5,4,4,4,423.861526765,371.306343625,62.9448956867,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.8640922629,50.3037901125,23.4,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
467,S2_125,mixed,5,4,4,4,423.861526765,371.306343625,62.9448956867,difficult4,-16,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,2,54.8640922629,50.3037901125,15.6,"largest_final_site_gap; descriptive only, not the aggregate-bound causal site"
