mean_cost,std_cost,min_cost,max_cost,VaR_90,CVaR_90,VaR_95,CVaR_95,VaR_99,CVaR_99,mean_terminal_shortage,max_terminal_shortage,top5pct_avg_cost,top5pct_avg_terminal_shortage,top5pct_avg_terminal_cost,hit_loh_demand_ratio
19418.1441401399,40920.1979301586,1515.10641403363,432061.103182693,31228.8207200125,102265.813697949,50069.9661604444,166640.408570458,249783.420233746,320947.610086824,3.57855119496178,205.160767895425,166873.549455278,69.5417925550822,139083.585110164,0.6053
