a0,loc0,lfw0,seed_id,base_seed,derived_seed,mode,asset,stage,threshold_mps,observation_count,above_count,above_share,crossed_up_vs_M0_count,crossed_up_vs_M0_share,crossed_down_vs_M0_count,crossed_down_vs_M0_share,local_wind_max_mps
6,7,0,1,20260723,23760828,M2L,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,grid_line,W1,25,64000,53318,0.83309375,12112,0.18925,0,0,55.2436058969241
6,7,0,1,20260723,23760828,M2H,grid_line,W1,50,64000,42,0.00065625,24,0.000375,0,0,55.2436058969241
6,7,0,1,20260723,23760828,M2H,road_edge,W1,30,82000,31118,0.379487804878049,9552,0.116487804878049,0,0,55.2436058969241
6,7,0,1,20260723,23760828,M2H,road_edge,W1,60,82000,0,0,0,0,0,0,55.2436058969241
6,7,0,1,20260723,23760828,M2H,grid_line,W2,25,64000,51481,0.804390625,10154,0.15865625,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,grid_line,W2,50,64000,1361,0.021265625,930,0.01453125,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,road_edge,W2,30,82000,40230,0.490609756097561,10368,0.126439024390244,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,grid_line,W3,25,64000,48264,0.754125,10142,0.15846875,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,grid_line,W3,50,64000,817,0.012765625,688,0.01075,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,road_edge,W3,30,82000,37720,0.46,10246,0.124951219512195,0,0,55.4697563798546
6,7,0,1,20260723,23760828,M2H,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,grid_line,W1,25,64000,46143,0.720984375,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,grid_line,W1,50,64000,9,0.000140625,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,road_edge,W1,30,82000,33238,0.405341463414634,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,road_edge,W1,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,grid_line,W2,25,64000,48925,0.764453125,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,grid_line,W2,50,64000,153,0.002390625,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,road_edge,W2,30,82000,44628,0.544243902439024,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M0,grid_line,W3,25,64000,40160,0.6275,0,0,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M0,grid_line,W3,50,64000,62,0.00096875,0,0,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M0,road_edge,W3,30,82000,34854,0.425048780487805,0,0,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M0,road_edge,W3,60,82000,0,0,0,0,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M1,grid_line,W1,25,64000,46734,0.73021875,3620,0.0565625,3029,0.047328125,55.4697563798546
5,4,0,2,20260724,22760799,M1,grid_line,W1,50,64000,13,0.000203125,4,6.25e-05,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M1,road_edge,W1,30,82000,30846,0.376170731707317,4451,0.054280487804878,6843,0.0834512195121951,55.4697563798546
5,4,0,2,20260724,22760799,M1,road_edge,W1,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M1,grid_line,W2,25,64000,48928,0.7645,2237,0.034953125,2234,0.03490625,55.4697563798546
5,4,0,2,20260724,22760799,M1,grid_line,W2,50,64000,241,0.003765625,88,0.001375,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M1,road_edge,W2,30,82000,43321,0.52830487804878,2891,0.0352560975609756,4198,0.0511951219512195,55.4697563798546
5,4,0,2,20260724,22760799,M1,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M1,grid_line,W3,25,64000,39846,0.62259375,1798,0.02809375,2112,0.033,55.2436058969241
5,4,0,2,20260724,22760799,M1,grid_line,W3,50,64000,98,0.00153125,36,0.0005625,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M1,road_edge,W3,30,82000,34460,0.420243902439024,2565,0.031280487804878,2959,0.0360853658536585,55.2436058969241
5,4,0,2,20260724,22760799,M1,road_edge,W3,60,82000,0,0,0,0,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M2L,grid_line,W1,25,64000,35121,0.548765625,0,0,11022,0.17221875,55.4697563798546
5,4,0,2,20260724,22760799,M2L,grid_line,W1,50,64000,9,0.000140625,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2L,road_edge,W1,30,82000,7850,0.0957317073170732,0,0,25388,0.309609756097561,55.4697563798546
5,4,0,2,20260724,22760799,M2L,road_edge,W1,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2L,grid_line,W2,25,64000,40098,0.62653125,0,0,8827,0.137921875,55.4697563798546
5,4,0,2,20260724,22760799,M2L,grid_line,W2,50,64000,153,0.002390625,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2L,road_edge,W2,30,82000,28210,0.344024390243902,0,0,16418,0.200219512195122,55.4697563798546
5,4,0,2,20260724,22760799,M2L,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2L,grid_line,W3,25,64000,31490,0.49203125,0,0,8670,0.13546875,55.2436058969241
5,4,0,2,20260724,22760799,M2L,grid_line,W3,50,64000,62,0.00096875,0,0,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M2L,road_edge,W3,30,82000,22986,0.280317073170732,0,0,11868,0.144731707317073,55.2436058969241
5,4,0,2,20260724,22760799,M2L,road_edge,W3,60,82000,0,0,0,0,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M2H,grid_line,W1,25,64000,58631,0.916109375,12488,0.195125,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,grid_line,W1,50,64000,86,0.00134375,77,0.001203125,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,road_edge,W1,30,82000,48942,0.596853658536585,15704,0.191512195121951,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,road_edge,W1,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,grid_line,W2,25,64000,56418,0.88153125,7493,0.117078125,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,grid_line,W2,50,64000,2117,0.033078125,1964,0.0306875,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,road_edge,W2,30,82000,55368,0.675219512195122,10740,0.130975609756098,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
5,4,0,2,20260724,22760799,M2H,grid_line,W3,25,64000,46858,0.73215625,6698,0.10465625,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M2H,grid_line,W3,50,64000,1112,0.017375,1050,0.01640625,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M2H,road_edge,W3,30,82000,44545,0.543231707317073,9691,0.118182926829268,0,0,55.2436058969241
5,4,0,2,20260724,22760799,M2H,road_edge,W3,60,82000,0,0,0,0,0,0,55.2436058969241
2,6,0,2,20260724,20860742,M0,grid_line,W1,25,64000,0,0,0,0,0,0,24.80787744658
2,6,0,2,20260724,20860742,M0,grid_line,W1,50,64000,0,0,0,0,0,0,24.80787744658
2,6,0,2,20260724,20860742,M0,road_edge,W1,30,82000,0,0,0,0,0,0,24.80787744658
2,6,0,2,20260724,20860742,M0,road_edge,W1,60,82000,0,0,0,0,0,0,24.80787744658
2,6,0,2,20260724,20860742,M0,grid_line,W2,25,64000,410,0.00640625,0,0,0,0,36.878839612271
2,6,0,2,20260724,20860742,M0,grid_line,W2,50,64000,0,0,0,0,0,0,36.878839612271
2,6,0,2,20260724,20860742,M0,road_edge,W2,30,82000,219,0.00267073170731707,0,0,0,0,36.878839612271
2,6,0,2,20260724,20860742,M0,road_edge,W2,60,82000,0,0,0,0,0,0,36.878839612271
2,6,0,2,20260724,20860742,M0,grid_line,W3,25,64000,386,0.00603125,0,0,0,0,45.3853756454948
2,6,0,2,20260724,20860742,M0,grid_line,W3,50,64000,0,0,0,0,0,0,45.3853756454948
2,6,0,2,20260724,20860742,M0,road_edge,W3,30,82000,220,0.00268292682926829,0,0,0,0,45.3853756454948
2,6,0,2,20260724,20860742,M0,road_edge,W3,60,82000,0,0,0,0,0,0,45.3853756454948
2,6,0,2,20260724,20860742,M1,grid_line,W1,25,64000,0,0,0,0,0,0,24.9494392742438
2,6,0,2,20260724,20860742,M1,grid_line,W1,50,64000,0,0,0,0,0,0,24.9494392742438
2,6,0,2,20260724,20860742,M1,road_edge,W1,30,82000,0,0,0,0,0,0,24.9494392742438
2,6,0,2,20260724,20860742,M1,road_edge,W1,60,82000,0,0,0,0,0,0,24.9494392742438
2,6,0,2,20260724,20860742,M1,grid_line,W2,25,64000,413,0.006453125,63,0.000984375,60,0.0009375,40.7356684031134
2,6,0,2,20260724,20860742,M1,grid_line,W2,50,64000,0,0,0,0,0,0,40.7356684031134
2,6,0,2,20260724,20860742,M1,road_edge,W2,30,82000,197,0.00240243902439024,26,0.000317073170731707,48,0.000585365853658537,40.7356684031134
2,6,0,2,20260724,20860742,M1,road_edge,W2,60,82000,0,0,0,0,0,0,40.7356684031134
2,6,0,2,20260724,20860742,M1,grid_line,W3,25,64000,389,0.006078125,47,0.000734375,44,0.0006875,41.4009764313544
2,6,0,2,20260724,20860742,M1,grid_line,W3,50,64000,0,0,0,0,0,0,41.4009764313544
2,6,0,2,20260724,20860742,M1,road_edge,W3,30,82000,233,0.00284146341463415,42,0.00051219512195122,29,0.000353658536585366,41.4009764313544
2,6,0,2,20260724,20860742,M1,road_edge,W3,60,82000,0,0,0,0,0,0,41.4009764313544
2,6,0,2,20260724,20860742,M2L,grid_line,W1,25,64000,0,0,0,0,0,0,21.8952116734998
2,6,0,2,20260724,20860742,M2L,grid_line,W1,50,64000,0,0,0,0,0,0,21.8952116734998
2,6,0,2,20260724,20860742,M2L,road_edge,W1,30,82000,0,0,0,0,0,0,21.8952116734998
2,6,0,2,20260724,20860742,M2L,road_edge,W1,60,82000,0,0,0,0,0,0,21.8952116734998
2,6,0,2,20260724,20860742,M2L,grid_line,W2,25,64000,198,0.00309375,0,0,212,0.0033125,32.5489353662959
2,6,0,2,20260724,20860742,M2L,grid_line,W2,50,64000,0,0,0,0,0,0,32.5489353662959
2,6,0,2,20260724,20860742,M2L,road_edge,W2,30,82000,100,0.00121951219512195,0,0,119,0.00145121951219512,32.5489353662959
2,6,0,2,20260724,20860742,M2L,road_edge,W2,60,82000,0,0,0,0,0,0,32.5489353662959
2,6,0,2,20260724,20860742,M2L,grid_line,W3,25,64000,194,0.00303125,0,0,192,0.003,40.7682486858882
2,6,0,2,20260724,20860742,M2L,grid_line,W3,50,64000,0,0,0,0,0,0,40.7682486858882
2,6,0,2,20260724,20860742,M2L,road_edge,W3,30,82000,111,0.00135365853658537,0,0,109,0.00132926829268293,40.7682486858882
2,6,0,2,20260724,20860742,M2L,road_edge,W3,60,82000,0,0,0,0,0,0,40.7682486858882
2,6,0,2,20260724,20860742,M2H,grid_line,W1,25,64000,41,0.000640625,41,0.000640625,0,0,27.7205432196603
2,6,0,2,20260724,20860742,M2H,grid_line,W1,50,64000,0,0,0,0,0,0,27.7205432196603
2,6,0,2,20260724,20860742,M2H,road_edge,W1,30,82000,0,0,0,0,0,0,27.7205432196603
2,6,0,2,20260724,20860742,M2H,road_edge,W1,60,82000,0,0,0,0,0,0,27.7205432196603
2,6,0,2,20260724,20860742,M2H,grid_line,W2,25,64000,675,0.010546875,265,0.004140625,0,0,41.2087438582461
2,6,0,2,20260724,20860742,M2H,grid_line,W2,50,64000,0,0,0,0,0,0,41.2087438582461
2,6,0,2,20260724,20860742,M2H,road_edge,W2,30,82000,402,0.00490243902439024,183,0.00223170731707317,0,0,41.2087438582461
2,6,0,2,20260724,20860742,M2H,road_edge,W2,60,82000,0,0,0,0,0,0,41.2087438582461
2,6,0,2,20260724,20860742,M2H,grid_line,W3,25,64000,624,0.00975,238,0.00371875,0,0,50.0025026051014
2,6,0,2,20260724,20860742,M2H,grid_line,W3,50,64000,1,1.5625e-05,1,1.5625e-05,0,0,50.0025026051014
2,6,0,2,20260724,20860742,M2H,road_edge,W3,30,82000,372,0.00453658536585366,152,0.00185365853658537,0,0,50.0025026051014
2,6,0,2,20260724,20860742,M2H,road_edge,W3,60,82000,0,0,0,0,0,0,50.0025026051014
2,1,0,2,20260724,20360727,M0,grid_line,W1,25,64000,141,0.002203125,0,0,0,0,28.4511532298115
2,1,0,2,20260724,20360727,M0,grid_line,W1,50,64000,0,0,0,0,0,0,28.4511532298115
2,1,0,2,20260724,20360727,M0,road_edge,W1,30,82000,0,0,0,0,0,0,28.4511532298115
2,1,0,2,20260724,20360727,M0,road_edge,W1,60,82000,0,0,0,0,0,0,28.4511532298115
2,1,0,2,20260724,20360727,M0,grid_line,W2,25,64000,435,0.006796875,0,0,0,0,45.9865692331152
2,1,0,2,20260724,20360727,M0,grid_line,W2,50,64000,0,0,0,0,0,0,45.9865692331152
2,1,0,2,20260724,20360727,M0,road_edge,W2,30,82000,129,0.00157317073170732,0,0,0,0,45.9865692331152
2,1,0,2,20260724,20360727,M0,road_edge,W2,60,82000,0,0,0,0,0,0,45.9865692331152
2,1,0,2,20260724,20360727,M0,grid_line,W3,25,64000,663,0.010359375,0,0,0,0,46.1939864988179
2,1,0,2,20260724,20360727,M0,grid_line,W3,50,64000,0,0,0,0,0,0,46.1939864988179
2,1,0,2,20260724,20360727,M0,road_edge,W3,30,82000,406,0.00495121951219512,0,0,0,0,46.1939864988179
2,1,0,2,20260724,20360727,M0,road_edge,W3,60,82000,0,0,0,0,0,0,46.1939864988179
2,1,0,2,20260724,20360727,M1,grid_line,W1,25,64000,144,0.00225,33,0.000515625,30,0.00046875,31.1328144191902
2,1,0,2,20260724,20360727,M1,grid_line,W1,50,64000,0,0,0,0,0,0,31.1328144191902
2,1,0,2,20260724,20360727,M1,road_edge,W1,30,82000,4,4.87804878048781e-05,4,4.87804878048781e-05,0,0,31.1328144191902
2,1,0,2,20260724,20360727,M1,road_edge,W1,60,82000,0,0,0,0,0,0,31.1328144191902
2,1,0,2,20260724,20360727,M1,grid_line,W2,25,64000,394,0.00615625,59,0.000921875,100,0.0015625,48.2218750962845
2,1,0,2,20260724,20360727,M1,grid_line,W2,50,64000,0,0,0,0,0,0,48.2218750962845
2,1,0,2,20260724,20360727,M1,road_edge,W2,30,82000,154,0.0018780487804878,25,0.000304878048780488,0,0,48.2218750962845
2,1,0,2,20260724,20360727,M1,road_edge,W2,60,82000,0,0,0,0,0,0,48.2218750962845
2,1,0,2,20260724,20360727,M1,grid_line,W3,25,64000,650,0.01015625,74,0.00115625,87,0.001359375,47.5914588122612
2,1,0,2,20260724,20360727,M1,grid_line,W3,50,64000,0,0,0,0,0,0,47.5914588122612
2,1,0,2,20260724,20360727,M1,road_edge,W3,30,82000,402,0.00490243902439024,32,0.000390243902439024,36,0.000439024390243902,47.5914588122612
2,1,0,2,20260724,20360727,M1,road_edge,W3,60,82000,0,0,0,0,0,0,47.5914588122612
2,1,0,2,20260724,20360727,M2L,grid_line,W1,25,64000,8,0.000125,0,0,133,0.002078125,25.1107344295502
2,1,0,2,20260724,20360727,M2L,grid_line,W1,50,64000,0,0,0,0,0,0,25.1107344295502
2,1,0,2,20260724,20360727,M2L,road_edge,W1,30,82000,0,0,0,0,0,0,25.1107344295502
2,1,0,2,20260724,20360727,M2L,road_edge,W1,60,82000,0,0,0,0,0,0,25.1107344295502
2,1,0,2,20260724,20360727,M2L,grid_line,W2,25,64000,108,0.0016875,0,0,327,0.005109375,41.3082818868892
2,1,0,2,20260724,20360727,M2L,grid_line,W2,50,64000,0,0,0,0,0,0,41.3082818868892
2,1,0,2,20260724,20360727,M2L,road_edge,W2,30,82000,73,0.000890243902439024,0,0,56,0.000682926829268293,41.3082818868892
2,1,0,2,20260724,20360727,M2L,road_edge,W2,60,82000,0,0,0,0,0,0,41.3082818868892
2,1,0,2,20260724,20360727,M2L,grid_line,W3,25,64000,350,0.00546875,0,0,313,0.004890625,41.4945982619252
2,1,0,2,20260724,20360727,M2L,grid_line,W3,50,64000,0,0,0,0,0,0,41.4945982619252
2,1,0,2,20260724,20360727,M2L,road_edge,W3,30,82000,245,0.00298780487804878,0,0,161,0.00196341463414634,41.4945982619252
2,1,0,2,20260724,20360727,M2L,road_edge,W3,60,82000,0,0,0,0,0,0,41.4945982619252
2,1,0,2,20260724,20360727,M2H,grid_line,W1,25,64000,274,0.00428125,133,0.002078125,0,0,32.0626052343584
2,1,0,2,20260724,20360727,M2H,grid_line,W1,50,64000,0,0,0,0,0,0,32.0626052343584
2,1,0,2,20260724,20360727,M2H,road_edge,W1,30,82000,63,0.000768292682926829,63,0.000768292682926829,0,0,32.0626052343584
2,1,0,2,20260724,20360727,M2H,road_edge,W1,60,82000,0,0,0,0,0,0,32.0626052343584
2,1,0,2,20260724,20360727,M2H,grid_line,W2,25,64000,724,0.0113125,289,0.004515625,0,0,50.6648565793412
2,1,0,2,20260724,20360727,M2H,grid_line,W2,50,64000,5,7.8125e-05,5,7.8125e-05,0,0,50.6648565793412
2,1,0,2,20260724,20360727,M2H,road_edge,W2,30,82000,385,0.00469512195121951,256,0.0031219512195122,0,0,50.6648565793412
2,1,0,2,20260724,20360727,M2H,road_edge,W2,60,82000,0,0,0,0,0,0,50.6648565793412
2,1,0,2,20260724,20360727,M2H,grid_line,W3,25,64000,951,0.014859375,288,0.0045,0,0,50.8933747357107
2,1,0,2,20260724,20360727,M2H,grid_line,W3,50,64000,4,6.25e-05,4,6.25e-05,0,0,50.8933747357107
2,1,0,2,20260724,20360727,M2H,road_edge,W3,30,82000,639,0.00779268292682927,233,0.00284146341463415,0,0,50.8933747357107
2,1,0,2,20260724,20360727,M2H,road_edge,W3,60,82000,0,0,0,0,0,0,50.8933747357107
4,4,0,2,20260724,22060778,M0,grid_line,W1,25,64000,20137,0.314640625,0,0,0,0,45.9865692331152
4,4,0,2,20260724,22060778,M0,grid_line,W1,50,64000,0,0,0,0,0,0,45.9865692331152
4,4,0,2,20260724,22060778,M0,road_edge,W1,30,82000,3979,0.0485243902439024,0,0,0,0,45.9865692331152
4,4,0,2,20260724,22060778,M0,road_edge,W1,60,82000,0,0,0,0,0,0,45.9865692331152
4,4,0,2,20260724,22060778,M0,grid_line,W2,25,64000,29928,0.467625,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M0,grid_line,W2,50,64000,108,0.0016875,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M0,road_edge,W2,30,82000,20279,0.24730487804878,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M0,road_edge,W2,60,82000,0,0,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M0,grid_line,W3,25,64000,23824,0.37225,0,0,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M0,grid_line,W3,50,64000,72,0.001125,0,0,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M0,road_edge,W3,30,82000,15935,0.194329268292683,0,0,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M0,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M1,grid_line,W1,25,64000,20225,0.316015625,4689,0.073265625,4601,0.071890625,45.8328278238749
4,4,0,2,20260724,22060778,M1,grid_line,W1,50,64000,0,0,0,0,0,0,45.8328278238749
4,4,0,2,20260724,22060778,M1,road_edge,W1,30,82000,4430,0.0540243902439024,1093,0.0133292682926829,642,0.00782926829268293,45.8328278238749
4,4,0,2,20260724,22060778,M1,road_edge,W1,60,82000,0,0,0,0,0,0,45.8328278238749
4,4,0,2,20260724,22060778,M1,grid_line,W2,25,64000,29528,0.461375,2543,0.039734375,2943,0.045984375,55.2436058969241
4,4,0,2,20260724,22060778,M1,grid_line,W2,50,64000,115,0.001796875,7,0.000109375,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M1,road_edge,W2,30,82000,19676,0.239951219512195,2161,0.0263536585365854,2764,0.0337073170731707,55.2436058969241
4,4,0,2,20260724,22060778,M1,road_edge,W2,60,82000,0,0,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M1,grid_line,W3,25,64000,23480,0.366875,1902,0.02971875,2246,0.03509375,55.4697563798546
4,4,0,2,20260724,22060778,M1,grid_line,W3,50,64000,76,0.0011875,4,6.25e-05,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M1,road_edge,W3,30,82000,15952,0.194536585365854,1792,0.0218536585365854,1775,0.0216463414634146,55.4697563798546
4,4,0,2,20260724,22060778,M1,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M2L,grid_line,W1,25,64000,4716,0.0736875,0,0,15421,0.240953125,43.5149152617324
4,4,0,2,20260724,22060778,M2L,grid_line,W1,50,64000,0,0,0,0,0,0,43.5149152617324
4,4,0,2,20260724,22060778,M2L,road_edge,W1,30,82000,1351,0.0164756097560976,0,0,2628,0.0320487804878049,43.5149152617324
4,4,0,2,20260724,22060778,M2L,road_edge,W1,60,82000,0,0,0,0,0,0,43.5149152617324
4,4,0,2,20260724,22060778,M2L,grid_line,W2,25,64000,18212,0.2845625,0,0,11716,0.1830625,55.2436058969241
4,4,0,2,20260724,22060778,M2L,grid_line,W2,50,64000,108,0.0016875,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M2L,road_edge,W2,30,82000,10589,0.129134146341463,0,0,9690,0.118170731707317,55.2436058969241
4,4,0,2,20260724,22060778,M2L,road_edge,W2,60,82000,0,0,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M2L,grid_line,W3,25,64000,14656,0.229,0,0,9168,0.14325,55.4697563798546
4,4,0,2,20260724,22060778,M2L,grid_line,W3,50,64000,72,0.001125,0,0,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M2L,road_edge,W3,30,82000,8286,0.101048780487805,0,0,7649,0.093280487804878,55.4697563798546
4,4,0,2,20260724,22060778,M2L,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M2H,grid_line,W1,25,64000,36695,0.573359375,16558,0.25871875,0,0,50.6648565793412
4,4,0,2,20260724,22060778,M2H,grid_line,W1,50,64000,12,0.0001875,12,0.0001875,0,0,50.6648565793412
4,4,0,2,20260724,22060778,M2H,road_edge,W1,30,82000,10803,0.131743902439024,6824,0.083219512195122,0,0,50.6648565793412
4,4,0,2,20260724,22060778,M2H,road_edge,W1,60,82000,0,0,0,0,0,0,50.6648565793412
4,4,0,2,20260724,22060778,M2H,grid_line,W2,25,64000,39694,0.62021875,9766,0.15259375,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M2H,grid_line,W2,50,64000,412,0.0064375,304,0.00475,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M2H,road_edge,W2,30,82000,30476,0.371658536585366,10197,0.124353658536585,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M2H,road_edge,W2,60,82000,0,0,0,0,0,0,55.2436058969241
4,4,0,2,20260724,22060778,M2H,grid_line,W3,25,64000,31490,0.49203125,7666,0.11978125,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M2H,grid_line,W3,50,64000,309,0.004828125,237,0.003703125,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M2H,road_edge,W3,30,82000,24256,0.29580487804878,8321,0.101475609756098,0,0,55.4697563798546
4,4,0,2,20260724,22060778,M2H,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,grid_line,W1,25,64000,42224,0.65975,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M0,grid_line,W1,50,64000,11,0.000171875,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M0,road_edge,W1,30,82000,21159,0.258036585365854,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M0,road_edge,W1,60,82000,0,0,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M0,grid_line,W2,25,64000,42771,0.668296875,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,grid_line,W2,50,64000,465,0.007265625,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,road_edge,W2,30,82000,30183,0.368085365853659,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,grid_line,W3,25,64000,39099,0.610921875,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,grid_line,W3,50,64000,212,0.0033125,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,road_edge,W3,30,82000,27797,0.338987804878049,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M0,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M1,grid_line,W1,25,64000,43152,0.67425,3134,0.04896875,2206,0.03446875,55.214113197033
6,7,0,2,20260724,23760829,M1,grid_line,W1,50,64000,11,0.000171875,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M1,road_edge,W1,30,82000,21753,0.265280487804878,2278,0.027780487804878,1684,0.0205365853658537,55.214113197033
6,7,0,2,20260724,23760829,M1,road_edge,W1,60,82000,0,0,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M1,grid_line,W2,25,64000,43112,0.673625,2709,0.042328125,2368,0.037,55.4697563798546
6,7,0,2,20260724,23760829,M1,grid_line,W2,50,64000,494,0.00771875,29,0.000453125,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M1,road_edge,W2,30,82000,30495,0.371890243902439,2901,0.0353780487804878,2589,0.0315731707317073,55.4697563798546
6,7,0,2,20260724,23760829,M1,road_edge,W2,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M1,grid_line,W3,25,64000,39528,0.617625,2881,0.045015625,2452,0.0383125,55.4697563798546
6,7,0,2,20260724,23760829,M1,grid_line,W3,50,64000,244,0.0038125,32,0.0005,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M1,road_edge,W3,30,82000,28234,0.344317073170732,2903,0.0354024390243902,2466,0.0300731707317073,55.4697563798546
6,7,0,2,20260724,23760829,M1,road_edge,W3,60,82000,0,0,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M2L,grid_line,W1,25,64000,32557,0.508703125,0,0,9667,0.151046875,55.214113197033
6,7,0,2,20260724,23760829,M2L,grid_line,W1,50,64000,11,0.000171875,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M2L,road_edge,W1,30,82000,16121,0.19659756097561,0,0,5038,0.0614390243902439,55.214113197033
6,7,0,2,20260724,23760829,M2L,road_edge,W1,60,82000,0,0,0,0,0,0,55.214113197033
6,7,0,2,20260724,23760829,M2L,grid_line,W2,25,64000,32561,0.508765625,0,0,10210,0.15953125,55.4697563798546
6,7,0,2,20260724,23760829,M2L,grid_line,W2,50,64000,465,0.007265625,0,0,0,0,55.4697563798546
6,7,0,2,20260724,23760829,M2L,road_edge,W2,30,82000,20011,0.244036585365854,0,0,10172,0.124048780487805,55.4697563798546
