loc,SAA_mean_T_total_kg,DRO_mean_T_total_kg,state_count,delta_kg,delta_pct
1,235.6326541745083,268.81928763859366,5,33.18663346408536,14.084055361659473
2,251.07056160161466,285.10352284733546,5,34.0329612457208,13.555138057054448
3,259.1440962278046,286.9469265290319,5,27.80283030122729,10.72871452830119
4,253.8253825382538,291.0767196252879,5,37.25133708703413,14.67597003677125
5,193.84665739301198,224.85880219856966,5,31.012144805557682,15.998287111385418
6,128.65832037749223,162.55722910206396,5,33.898908724571726,26.34801124801725
7,55.50555055505551,84.00925658087822,5,28.50370602582271,51.352893072468696
