site,SAA_mean_T_kg,DRO_mean_T_kg,delta_kg,delta_pct,share_of_total_delta_pct
1,86.95414996045055,101.708220138034,14.754070177583426,16.967643504414724,45.76151701742714
2,34.64762060621648,40.051837454678186,5.4042168484617035,15.59765650254228,16.76182628251894
3,17.160157574198973,21.576676932680197,4.416519358481223,25.7370559645772,13.698364136020261
4,58.04996084023985,65.71637183485916,7.666410994619324,13.206573929857019,23.778292564033663
