path_id,dissipation_stage,inventory_at_resolution_kg,remaining_formal_demand_kg,inventory_minus_remaining_demand_kg,positive_preventive_inventory_kg
2564,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2565,4,145.293409272,144,1.29340927205,6.30269498349
2568,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2569,6,145.079651007,45.4960659317,99.5835850757,99.5835850757
2572,4,154.458409272,144,10.458409272,12.4762758297
2573,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2574,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2575,4,265.413409272,144,121.413409272,121.413409272
2583,5,106.282481134,104.989071862,1.29340927205,6.30269498349
2588,6,150.193419432,45.4960659317,104.6973535,104.6973535
2589,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2591,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2593,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2596,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
2600,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2603,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2612,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2614,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2620,6,102.050572258,45.4960659317,56.5545063261,56.5545063261
2624,6,102.383267114,45.4960659317,56.8872011821,56.8872011821
2625,6,140.910905162,45.4960659317,95.4148392299,95.4148392299
2627,4,145.293409272,144,1.29340927205,6.30269498349
2628,5,161.351253753,104.989071862,56.3621818906,56.3621818906
2629,4,145.293409272,144,1.29340927205,6.30269498349
2631,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2633,4,163.233409272,144,19.233409272,21.2512758297
2634,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2638,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2639,4,145.293409272,144,1.29340927205,6.30269498349
2642,4,163.233409272,144,19.233409272,21.2512758297
2644,4,163.233409272,144,19.233409272,21.2512758297
2645,4,163.233409272,144,19.233409272,21.2512758297
2646,4,163.233409272,144,19.233409272,21.2512758297
2647,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2649,5,156.451144954,104.989071862,51.4620730918,51.4620730918
2653,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2656,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2659,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2661,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2662,4,163.233409272,144,19.233409272,21.2512758297
2663,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2665,6,120.02312175,45.4960659317,74.5270558179,74.5270558179
2667,7,128.238409272,0,128.238409272,128.238409272
2668,4,151.533409272,144,7.53340927205,10.2026949835
2677,6,96.9581390235,45.4960659317,51.4620730918,51.4620730918
2678,5,161.876273045,104.989071862,56.8872011821,56.8872011821
2683,4,145.293409272,144,1.29340927205,6.30269498349
2690,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2693,6,96.9581390235,45.4960659317,51.4620730918,51.4620730918
2696,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2698,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2701,4,147.633409272,144,3.63340927205,4.91642247452
2702,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2703,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2704,4,160.308409272,144,16.308409272,18.3262758297
2705,4,168.306875181,144,24.3068751806,24.6922426098
2707,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2709,5,186.356815296,104.989071862,81.367743434,81.367743434
2712,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2713,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
2714,4,155.546921843,144,11.546921843,13.5647884007
2715,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2717,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2718,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2719,6,156.407475452,45.4960659317,110.911409521,110.911409521
2732,5,164.181592527,104.989071862,59.1925206646,59.1925206646
2737,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2742,5,169.087932553,104.989071862,64.098860691,64.098860691
2745,4,147.633409272,144,3.63340927205,6.30269498349
2749,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2750,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2751,5,165.405036381,104.989071862,60.415964519,60.415964519
2752,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2757,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2762,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2763,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2764,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2765,5,171.212025242,104.989071862,66.2229533795,66.2229533795
2773,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
2777,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2784,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2787,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
2788,5,106.282481134,104.989071862,1.29340927205,6.30269498349
2790,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2791,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2792,5,197.546367222,104.989071862,92.5572953597,92.5572953597
2794,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2795,4,147.633409272,144,3.63340927205,4.91642247452
2796,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2800,4,151.533409272,144,7.53340927205,10.2026949835
2804,5,199.257181415,104.989071862,94.2681095524,94.2681095524
2805,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2807,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2810,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
2811,4,163.233409272,144,19.233409272,21.2512758297
2815,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2826,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2828,5,161.055071273,104.989071862,56.0659994104,56.0659994104
2831,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2832,4,160.308409272,144,16.308409272,18.3262758297
2835,6,154.411588834,45.4960659317,108.915522902,108.915522902
2838,4,154.458409272,144,10.458409272,12.4762758297
2839,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2844,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2847,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2848,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2849,4,160.308409272,144,16.308409272,18.3262758297
2852,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2860,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2866,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2868,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2871,4,148.218409272,144,4.21840927205,8.57627582974
2872,4,259.563409272,144,115.563409272,115.563409272
2873,5,171.212025242,104.989071862,66.2229533795,66.2229533795
2874,5,161.351253753,104.989071862,56.3621818906,56.3621818906
2878,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2881,5,106.282481134,104.989071862,1.29340927205,6.30269498349
2885,4,156.408409272,144,12.408409272,12.5758443706
2888,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2889,5,220.187141716,104.989071862,115.198069853,115.198069853
2890,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
2891,4,160.308409272,144,16.308409272,18.3262758297
2892,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2896,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2897,4,160.308409272,144,16.308409272,18.3262758297
2902,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2907,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2911,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2912,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2913,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2923,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2929,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2931,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2932,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
2935,4,145.293409272,144,1.29340927205,6.30269498349
2939,4,151.533409272,144,7.53340927205,10.2026949835
2941,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2942,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2948,4,147.633409272,144,3.63340927205,4.91642247452
2952,6,153.564449249,45.4960659317,108.068383317,108.068383317
2954,4,160.308409272,144,16.308409272,18.3262758297
2959,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2963,4,136.518409272,144,-7.48159072795,5.60813793862
2965,6,114.219539382,45.4960659317,68.7234734504,68.7234734504
2966,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2967,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2968,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2978,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2983,4,145.293409272,144,1.29340927205,6.30269498349
2986,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2988,4,147.633409272,144,3.63340927205,5.26920416384
2989,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2991,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
2992,4,136.518409272,144,-7.48159072795,5.60813793862
2994,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
2995,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3003,4,160.308409272,144,16.308409272,18.3262758297
3006,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3009,6,135.013897521,45.4960659317,89.5178315897,89.5178315897
3010,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3011,5,173.712545313,104.989071862,68.7234734504,68.7234734504
3012,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3014,6,135.013897521,45.4960659317,89.5178315897,89.5178315897
3018,4,160.308409272,144,16.308409272,18.3262758297
3021,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3023,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3031,4,163.233409272,144,19.233409272,21.2512758297
3034,4,147.633409272,144,3.63340927205,6.30269498349
3035,4,163.233409272,144,19.233409272,21.2512758297
3036,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3039,4,151.533409272,144,7.53340927205,10.2026949835
3041,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3046,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3050,4,147.633409272,144,3.63340927205,6.30269498349
3051,4,160.308409272,144,16.308409272,18.3262758297
3054,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3057,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3065,7,156.407488791,0,156.407488791,156.407488791
3069,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3073,4,256.638409272,144,112.638409272,112.638409272
3075,4,147.633409272,144,3.63340927205,6.30269498349
3076,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3082,4,147.633409272,144,3.63340927205,5.26920416384
3084,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3088,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3089,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3093,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3097,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3098,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3100,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3103,4,160.308409272,144,16.308409272,18.3262758297
3104,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3105,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3107,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3112,5,156.451144954,104.989071862,51.4620730918,51.4620730918
3113,5,161.351253753,104.989071862,56.3621818906,56.3621818906
3116,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3118,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3120,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3123,5,201.993402124,104.989071862,97.0043302612,97.0043302612
3124,4,151.533409272,144,7.53340927205,10.2026949835
3126,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3130,6,168.469475204,45.4960659317,122.973409272,122.973409272
3131,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3132,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3133,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3134,4,157.383409272,144,13.383409272,15.4012758297
3137,5,194.506903452,104.989071862,89.5178315897,89.5178315897
3138,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3139,5,111.547481134,104.989071862,6.55840927205,8.57627582974
3141,4,160.308409272,144,16.308409272,18.3262758297
3144,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3146,5,111.547481134,104.989071862,6.55840927205,8.57627582974
3149,4,156.408409272,144,12.408409272,13.808762375
3152,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3156,5,160.740063368,104.989071862,55.7509915057,55.7509915057
3158,5,198.55718837,104.989071862,93.5681165077,93.5681165077
3164,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3165,4,163.233409272,144,19.233409272,21.2512758297
3168,4,162.258409272,144,18.258409272,21.5899129137
3171,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3172,5,158.596992527,104.989071862,53.6079206642,53.6079206642
3173,6,135.013897521,45.4960659317,89.5178315897,89.5178315897
3178,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3180,4,145.293409272,144,1.29340927205,6.30269498349
3182,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3184,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3188,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3193,5,171.838562092,104.989071862,66.84949023,66.84949023
3197,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3198,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3199,5,227.962481134,104.989071862,122.973409272,122.973409272
3203,6,133.336589142,45.4960659317,87.84052321,87.84052321
3205,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3208,6,154.126585052,45.4960659317,108.63051912,108.63051912
3212,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3213,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3214,4,160.308409272,144,16.308409272,18.3262758297
3218,6,139.764175484,45.4960659317,94.2681095524,94.2681095524
3219,4,147.633409272,144,3.63340927205,6.30269498349
3220,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3221,4,160.308409272,144,16.308409272,18.3262758297
3222,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3225,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3228,5,158.757994231,104.989071862,53.7689223683,53.7689223683
3234,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3241,5,191.378655387,104.989071862,86.3895835248,86.3895835248
3246,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3252,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3253,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3254,5,197.687796251,104.989071862,92.6987243889,92.6987243889
3255,4,156.408409272,144,12.408409272,12.5758443706
3259,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3260,6,169.303998655,45.4960659317,123.807932723,123.807932723
3264,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3265,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3267,6,99.2649883,45.4960659317,53.7689223683,53.7689223683
3271,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3275,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3278,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3285,4,151.533409272,144,7.53340927205,10.2026949835
3286,4,151.533409272,144,7.53340927205,10.2026949835
3287,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3288,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3289,4,136.518409272,144,-7.48159072795,5.60813793862
3295,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3296,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3301,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3302,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3304,4,147.633409272,144,3.63340927205,4.91642247452
3305,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3306,5,207.487481134,104.989071862,102.498409272,102.498409272
3307,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3311,4,145.293409272,144,1.29340927205,6.30269498349
3319,4,154.458409272,144,10.458409272,12.4762758297
3322,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3331,4,154.458409272,144,10.458409272,12.4762758297
3333,5,155.671992527,104.989071862,50.6829206642,50.6829206642
3334,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3335,4,150.558409272,144,6.55840927205,8.57627582974
3336,5,227.962481134,104.989071862,122.973409272,122.973409272
3339,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3343,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3344,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
3347,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3348,4,147.633409272,144,3.63340927205,6.30269498349
3350,4,163.233409272,144,19.233409272,21.2512758297
3351,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3352,4,145.293409272,144,1.29340927205,6.30269498349
3361,5,210.022481134,104.989071862,105.033409272,105.033409272
3366,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3368,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3372,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3373,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3375,5,168.913562092,104.989071862,63.92449023,63.92449023
3377,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3378,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3382,5,165.405036381,104.989071862,60.415964519,60.415964519
3385,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3389,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3391,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3392,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3394,5,210.022481134,104.989071862,105.033409272,105.033409272
3397,4,160.308409272,144,16.308409272,18.3262758297
3398,4,163.233409272,144,19.233409272,21.2512758297
3400,5,161.543578189,104.989071862,56.5545063261,56.5545063261
3401,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3405,4,136.518409272,144,-7.48159072795,5.60813793862
3407,4,163.233409272,144,19.233409272,21.2512758297
3413,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3415,4,159.333409272,144,15.333409272,16.8911297703
3422,4,163.233409272,144,19.233409272,21.2512758297
3425,4,145.293409272,144,1.29340927205,6.30269498349
3426,6,99.2649883,45.4960659317,53.7689223683,53.7689223683
3429,5,186.356815296,104.989071862,81.367743434,81.367743434
3432,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3435,5,220.187141716,104.989071862,115.198069853,115.198069853
3437,4,154.458409272,144,10.458409272,12.4762758297
3445,5,163.107023986,104.989071862,58.1179521237,58.1179521237
3446,6,165.499352345,45.4960659317,120.003286414,120.003286414
3455,4,160.308409272,144,16.308409272,18.3262758297
3456,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3459,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3461,6,188.750862639,45.4960659317,143.254796707,143.254796707
3462,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3463,5,106.282481134,104.989071862,1.29340927205,6.30269498349
3464,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3465,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
3467,5,161.351253753,104.989071862,56.3621818906,56.3621818906
3469,4,151.533409272,144,7.53340927205,10.2026949835
3472,4,154.068409272,144,10.068409272,10.1570471812
3476,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3479,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3481,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3488,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3500,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3501,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3502,4,159.333409272,144,15.333409272,16.8911297703
3513,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3516,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3528,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3529,6,168.469475204,45.4960659317,122.973409272,122.973409272
3531,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3534,5,156.451144954,104.989071862,51.4620730918,51.4620730918
3540,5,203.382783755,104.989071862,98.3937118926,98.3937118926
3541,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3542,6,190.397645474,45.4960659317,144.901579542,144.901579542
3543,5,173.991218643,104.989071862,69.0021467804,69.0021467804
3547,5,223.828846024,104.989071862,118.839774161,118.839774161
3549,4,154.458409272,144,10.458409272,12.4762758297
3551,5,106.282481134,104.989071862,1.29340927205,6.30269498349
3552,4,163.233409272,144,19.233409272,21.2512758297
3554,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3556,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3559,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3561,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3565,5,156.451144954,104.989071862,51.4620730918,51.4620730918
3567,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3568,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3570,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3572,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3573,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3574,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3576,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3577,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3578,5,227.962481134,104.989071862,122.973409272,122.973409272
3579,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3581,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3583,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3588,4,154.068409272,144,10.068409272,10.1570471812
3599,5,158.596992527,104.989071862,53.6079206642,53.6079206642
3602,5,157.552841196,104.989071862,52.5637693332,52.5637693332
3605,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3607,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3610,4,151.533409272,144,7.53340927205,10.2026949835
3614,4,136.518409272,144,-7.48159072795,5.60813793862
3616,5,199.177550046,104.989071862,94.1884781839,94.1884781839
3617,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3621,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3627,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3629,4,160.308409272,144,16.308409272,18.3262758297
3633,4,149.443112104,144,5.44311210419,6.8672898456
3634,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3635,5,200.403911092,104.989071862,95.4148392299,95.4148392299
3639,4,163.233409272,144,19.233409272,21.2512758297
3646,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
3647,6,159.694475204,45.4960659317,114.198409272,114.198409272
3648,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3649,4,160.308409272,144,16.308409272,18.3262758297
3654,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3656,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3659,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3665,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3666,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3667,4,160.308409272,144,16.308409272,18.3262758297
3671,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3676,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3679,5,223.828846024,104.989071862,118.839774161,118.839774161
3680,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3682,4,145.293409272,144,1.29340927205,6.30269498349
3683,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3685,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3688,5,168.913562092,104.989071862,63.92449023,63.92449023
3696,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3699,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3708,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3709,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3711,4,154.458409272,144,10.458409272,12.4762758297
3714,5,222.112481134,104.989071862,117.123409272,117.123409272
3716,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3721,5,199.177550046,104.989071862,94.1884781839,94.1884781839
3725,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3736,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3738,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3740,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3743,4,163.233409272,144,19.233409272,21.2512758297
3748,3,187.986245268,189.496065932,-1.50982066324,5.60813793862
3759,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3761,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3766,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3774,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3776,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3777,6,139.764175484,45.4960659317,94.2681095524,94.2681095524
3781,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
3782,4,136.518409272,144,-7.48159072795,5.60813793862
3785,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3790,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3791,5,165.405036381,104.989071862,60.415964519,60.415964519
3797,5,186.356815296,104.989071862,81.367743434,81.367743434
3799,4,151.363143683,144,7.36314368349,8.84644556089
3801,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3807,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3808,5,161.876273045,104.989071862,56.8872011821,56.8872011821
3809,5,108.622481134,104.989071862,3.63340927205,4.91642247452
3810,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3812,4,145.293409272,144,1.29340927205,6.30269498349
3814,6,96.9581390235,45.4960659317,51.4620730918,51.4620730918
3817,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3820,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3821,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3822,6,168.469475204,45.4960659317,122.973409272,122.973409272
3823,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3824,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3826,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3828,4,151.533409272,144,7.53340927205,10.2026949835
3829,7,100.067179364,0,100.067179364,100.067179364
3838,5,168.913562092,104.989071862,63.92449023,63.92449023
3841,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3846,4,147.633409272,144,3.63340927205,4.91642247452
3848,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3849,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
3851,4,163.233409272,144,19.233409272,21.2512758297
3856,6,112.829162006,45.4960659317,67.3330960747,67.3330960747
3861,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
3863,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3866,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
3867,5,156.451144954,104.989071862,51.4620730918,51.4620730918
3869,5,173.712545313,104.989071862,68.7234734504,68.7234734504
