source_step,evaluation_scope,distribution_label,seed_id,decision_label,eta,TerminalLOH_total_kg_change_vs_SAA,inventory_increase_ratio,direct_inventory_increment_model_units,mean_total_cost_change_vs_SAA,mean_total_cost_percent_change_vs_SAA,mean_operating_loss_change_vs_SAA,mean_shortage_kg_change_vs_SAA,mean_service_rate_change_vs_SAA,operating_loss_q95_change_vs_SAA,operating_loss_q99_change_vs_SAA,operating_loss_q995_change_vs_SAA,operating_loss_CVaR995_change_vs_SAA,extra_inventory_per_kg_mean_shortage_reduced,extra_inventory_per_operating_loss_unit_reduced,operating_loss_reduction_per_extra_inventory_kg,shortage_reduction_per_extra_inventory_kg,net_safety_premium_model_units,net_safety_premium_percent
C1,nominal-and-same-path-second-layer-redraw,nominal,,ETA_0.003,0.003,4.62183570688501,0.00683267590812602,9.24367141377002,0.291720520099261,0.00254891778118806,-8.95195089369918,-0.00449654590376003,8.34183529196952e-06,-2.24482548430387,-1047.69796711401,-836.800847414997,-160.41168358404,1027.86356590293,0.516293684110587,1.93688210949682,0.000972891766157257,0.291720520099261,0.00254891778118806
C1,nominal-and-same-path-second-layer-redraw,validation-1,,ETA_0.003,0.003,4.62183570688501,0.00683267590812602,9.24367141377002,-1.96204892899914,-0.0177876173229058,-11.2057203428085,-0.00561793576846981,9.56499172299896e-06,-202.882921670898,0,-237.447960912978,-195.50087007205,822.692871076361,0.412453244012213,2.42451723805666,0.00121552043922741,-1.96204892899914,-0.0177876173229058
C1,nominal-and-same-path-second-layer-redraw,validation-2,,ETA_0.003,0.003,4.62183570688501,0.00683267590812602,9.24367141377002,0.0276718279001216,0.000244713211110363,-9.21599958588922,-0.00462482718688051,8.02625382390065e-06,0,0,0,-237.291220533021,999.35316934566,0.501501292812728,1.99401280581229,0.00100064724931504,0.0276718279001216,0.000244713211110363
C1,nominal-and-same-path-second-layer-redraw,nominal,,ETA_0.01,0.01,17.0368707551011,0.0251864029231561,34.0737415102021,7.28772789180039,0.0636767656987226,-26.786013618299,-0.0133110182380802,2.66075099409901e-05,-2.26975245650101,-1048.61323784702,-836.800847414997,-1056.520995503,1279.90740079988,0.636036067101163,1.57223788354906,0.000781306522155469,7.28772789180039,0.0636767656987226
C1,nominal-and-same-path-second-layer-redraw,validation-1,,ETA_0.01,0.01,17.0368707551011,0.0251864029231561,34.0737415102021,-4.33953729130008,-0.039341541158966,-38.4132788015595,-0.0192034671056902,3.50858193470804e-05,-202.882921670898,-660.617290711001,-1886.15786754098,-953.73108523502,887.176813506392,0.443515140769743,2.25471445746914,0.00112717102698807,-4.33953729130008,-0.039341541158966
C1,nominal-and-same-path-second-layer-redraw,validation-2,,ETA_0.01,0.01,17.0368707551011,0.0251864029231561,34.0737415102021,5.59055934090065,0.0494395864686924,-28.4831821693388,-0.0141676988288806,2.56610784459266e-05,-36.0076810229948,0,0,-815.448115880019,1202.51502808429,0.598137899544129,1.67185527076975,0.000831590438909598,5.59055934090065,0.0494395864686924
C1,fixed-state19-pressure-replicas,fixed-stress-135-replicas,,ETA_0.003,0.003,4.62183570688501,0.00683267590812602,9.24367141377002,-297.942404723028,-0.0559496737155181,-307.186076137004,-0.155459845626012,0.000255703204188995,0,,,,29.7300932486688,0.0150457200567375,66.4640838875771,0.0336359523542623,-297.942404723028,-0.0559496737155181
C1,fixed-state19-pressure-replicas,fixed-stress-135-replicas,,ETA_0.01,0.01,17.0368707551011,0.0251864029231561,34.0737415102021,-1596.33071263705,-0.299769959221251,-1630.40445414698,-0.82470977046097,0.00136149822502496,0,,,,20.6580197850431,0.0104494751052522,95.6985867641693,0.0484073502884349,-1596.33071263705,-0.299769959221251
C2,independent-typhoon-path-seeds,independent-path-nominal,1,ETA_0.003,0.003,4.62183570688501,0.00683267590812602,9.24367141377002,-4.34152549169994,-0.03712677246437,-13.5851969058003,-0.00688779075287016,1.16898170390289e-05,-126.256495170797,-203.252264828014,-1717.83000347402,-412.473617494979,671.018599825942,0.340211168003879,2.93935089158684,0.00149027165604559,-4.34152549169994,-0.03712677246437
C2,independent-typhoon-path-seeds,independent-path-nominal,1,ETA_0.01,0.01,17.0368707551011,0.0251864029231561,34.0737415102021,-11.1853584552991,-0.0956521524741077,-45.2590999656004,-0.0227399370480796,4.2711288297026e-05,-229.332150094699,-1264.00441885702,-1717.83000347402,-981.700912485016,749.204833728412,0.376429729447782,2.65653831717008,0.00133474846261136,-11.1853584552991,-0.0956521524741077
C2,independent-typhoon-path-seeds,independent-path-nominal,2,ETA_0.003,0.003,4.62183570688501,0.00683267590812602,9.24367141377002,0.862600314900192,0.00768792373877744,-8.38107109905104,-0.00421060121333028,7.10293794403682e-06,-15.0418369438994,0,0,-84.8505388019839,1097.66645491214,0.551461221634109,1.81336413290633,0.000911023558682078,0.862600314900192,0.00768792373877744
C2,independent-typhoon-path-seeds,independent-path-nominal,2,ETA_0.01,0.01,17.0368707551011,0.0251864029231561,34.0737415102021,6.76959471560076,0.060334000599097,-27.3041467947605,-0.01351598926699,2.4760855942052e-05,-75.0881368108021,0,-171.416243805026,-849.876884726982,1260.49750547746,0.623966421040863,1.60265034508085,0.00079333754779722,6.76959471560076,0.060334000599097
