source_step,evaluation_scope,distribution_label,seed_id,decision_label,eta,mean_shortage_kg,shortage_q95_kg,shortage_q99_kg,shortage_q995_kg,shortage_CVaR995_kg,maximum_shortage_kg,mean_service_rate,expected_equivalent_unrestored_kWh,expected_equivalent_unrestored_MWh,equivalent_unrestored_q95_kWh,equivalent_unrestored_q95_MWh,equivalent_unrestored_q99_kWh,equivalent_unrestored_q99_MWh,equivalent_unrestored_q995_kWh,equivalent_unrestored_q995_MWh,equivalent_unrestored_CVaR995_kWh,equivalent_unrestored_CVaR995_MWh,maximum_equivalent_unrestored_kWh,maximum_equivalent_unrestored_MWh,expected_equivalent_restored_kWh_vs_SAA,conversion_scope,cvar_source_note
C1,nominal-and-same-path-second-layer-redraw,nominal,,SAA,0,4.60246206438826,29.4574912036658,92.4637918337288,131.194937675586,,301.121021193028,0.987277179106841,84.3700333333334,0.0843700333333334,540,0.54,1695,1.695,2405.00000000001,2.40500000000001,,,5519.99999999999,5.51999999999999,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,not available in C1 lightweight summaries
C3,markov-transition-perturbation,combined-mild,2,ETA_0.003,0.003,7.67367489657591,45.8227640945913,157.652128849249,205.656929329297,242.964473268914,351.035103510351,0.979607844333084,140.669971366581,0.140669971366581,840,0.84,2890.00000000001,2.89000000000001,3770.00000000001,3.77000000000001,4453.9032417291,4.4539032417291,6435,6.435,0.198728633418671,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,2,ETA_0.01,0.01,7.65158746227824,45.8227640945913,156.288356108338,205.656929329297,242.735556111105,351.035103510351,0.97964819785546,140.265075564754,0.140265075564754,840,0.84,2865,2.865,3770.00000000001,3.77000000000001,4449.70684685073,4.44970684685072,6435,6.435,0.603624435246405,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,3,SAA,0,7.7935156242897,45.8227640945913,161.470692523798,214.930583967488,259.451178371426,411.586613206775,0.980206460669418,142.866831666667,0.142866831666667,840,0.84,2960,2.96,3940.00000000001,3.94000000000001,4756.12927631579,4.75612927631579,7545,7.545,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,3,ETA_0.003,0.003,7.78269098695618,45.8227640945913,160.925183427434,214.930583967488,259.433430785093,411.586613206775,0.980225302983723,142.668399827387,0.142668399827387,840,0.84,2950.00000000001,2.95000000000001,3940.00000000001,3.94000000000001,4755.80393643693,4.75580393643693,7545,7.545,0.198431839279432,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,3,ETA_0.01,0.01,7.76466072013583,45.8227640945913,160.207838965715,214.385074871124,259.24209047699,411.586613206775,0.980260576090005,142.33787799117,0.14233787799117,840,0.84,2936.85,2.93685000000001,3930.00000000001,3.93000000000001,4752.29638157895,4.75229638157895,7545,7.545,0.528953675496667,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,1,SAA,0,13.6446076425824,90.8272645446363,226.9317840875,265.662929929357,301.032088854818,411.586613206775,0.966572039075349,250.126124999999,0.250126124999999,1665,1.665,4160.00000000001,4.16000000000001,4870.00000000001,4.87000000000001,5518.36973684211,5.51836973684211,7545,7.545,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,1,ETA_0.003,0.003,13.6228774297004,90.8272645446363,226.9317840875,265.662929929357,300.961099481361,411.586613206775,0.966610308804326,249.727777602553,0.249727777602553,1665,1.665,4160.00000000001,4.16000000000001,4870.00000000001,4.87000000000001,5517.06839514257,5.51706839514257,7545,7.545,0.39834739744638,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,1,ETA_0.01,0.01,13.5801938991812,90.5695114966041,226.386274991135,265.117420832992,300.537228558085,411.586613206775,0.966689161607449,248.94532446284,0.24894532446284,1660.275,1.660275,4149.99999999999,4.14999999999999,4859.99999999999,4.85999999999999,5509.29820531254,5.50929820531254,7545,7.545,1.1808005371591,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,2,SAA,0,12.569590049914,84.008400840084,205.656929329297,242.751547882061,280.413603561313,401.76744947222,0.968571995248611,230.419439999999,0.230419439999999,1540,1.54,3770.00000000001,3.77000000000001,4450,4.45,5140.40197368421,5.14040197368421,7365,7.365,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,2,ETA_0.003,0.003,12.5503116212977,84.008400840084,205.656929329297,242.751547882061,280.360361357671,401.76744947222,0.968604899337291,230.066037485819,0.230066037485819,1540,1.54,3770.00000000001,3.77000000000001,4450,4.45,5139.42596422815,5.13942596422815,7365,7.365,0.353402514179698,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,2,ETA_0.01,0.01,12.5118551735767,84.008400840084,205.656929329297,241.115020592968,279.382908774939,401.76744947222,0.968675342874472,229.361073114421,0.229361073114421,1540,1.54,3770.00000000001,3.77000000000001,4419.99999999999,4.41999999999999,5121.50779220779,5.12150779220779,7365,7.365,1.05836688557721,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,3,SAA,0,13.0168569584231,86.4631917737228,211.657529389303,249.843166134795,300.25669432972,451.954286337725,0.968702103796655,238.618513333333,0.238618513333333,1585,1.585,3880.00000000001,3.88000000000001,4580,4.58,5504.15559210526,5.50415559210526,8285.00000000001,8.28500000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,3,ETA_0.003,0.003,12.9986010199144,86.4631917737228,211.657529389303,249.843166134795,300.238946882226,451.954286337725,0.968732933805432,238.283854596561,0.238283854596561,1585,1.585,3880.00000000001,3.88000000000001,4580,4.58,5503.83025477153,5.50383025477153,8285.00000000001,8.28500000000001,0.334658736772234,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-medium,3,ETA_0.01,0.01,12.9617265564606,86.1904372255407,211.657529389303,249.570411586613,300.136000442149,451.954286337725,0.968803191573825,237.607890369758,0.237607890369758,1580,1.58,3880.00000000001,3.88000000000001,4575,4.575,5501.94309210526,5.50194309210526,8285.00000000001,8.28500000000001,1.01062296357555,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,1,SAA,0,23.0820501141022,150.01500150015,268.117720862995,297.302457518479,343.567048092369,465.592013746829,0.946006304799963,423.128601666665,0.423128601666664,2750,2.75,4914.99999999999,4.91499999999999,5450,5.45,6298.09934210526,6.29809934210526,8535,8.535,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,1,ETA_0.003,0.003,23.0424933785967,150.287756048332,268.117720862995,297.302457518479,343.531553336221,465.592013746829,0.94607516200678,422.403467369745,0.422403467369745,2755,2.755,4914.99999999999,4.91499999999999,5450,5.45,6297.44866998293,6.29744866998293,8535,8.535,0.725134296919061,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,1,ETA_0.01,0.01,22.9713694178969,150.01500150015,267.844966314813,297.302457518479,343.23235931518,465.592013746829,0.946201850702808,421.099658484177,0.421099658484177,2750,2.75,4910,4.91,5450,5.45,6291.96399478622,6.29196399478622,8535,8.535,2.02894318248746,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,2,SAA,0,21.6361492512886,138.013801380138,262.389875351171,290.483593813927,333.622076322465,431.224940675886,0.949445920546843,396.623069999997,0.396623069999997,2530,2.53,4809.99999999999,4.80999999999999,5325,5.325,6115.79309210526,6.11579309210526,7905,7.905,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,2,ETA_0.003,0.003,21.6012627036338,137.741046831956,262.147099586296,290.483593813927,333.551087087846,431.224940675886,0.949505995319544,395.983547251663,0.395983547251663,2525,2.525,4805.54955606619,4.80554955606619,5325,5.325,6114.49175295085,6.11449175295085,7905,7.905,0.639522748333965,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,2,ETA_0.01,0.01,21.5417730143473,137.195537735592,262.117120802989,290.483593813927,333.25414479247,431.224940675886,0.949615095973878,394.893012012508,0.394893012012508,2515.00000000001,2.51500000000001,4804.99999999999,4.80499999999999,5325,5.325,6109.04835526316,6.10904835526316,7905,7.905,1.73005798748946,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,3,SAA,0,21.7025738937529,137.741046831956,261.041104110411,295.665930229387,340.591672803644,451.954286337725,0.950102323688373,397.840733333331,0.397840733333331,2525,2.525,4785.275,4.785275,5420.00000000001,5.42000000000001,6243.55625,6.24355625,8285.00000000001,8.28500000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,3,ETA_0.003,0.003,21.6670045662393,138.013801380138,261.041104110411,295.665930229387,340.60941997346,451.954286337725,0.950163538461252,397.188694206016,0.397188694206016,2530,2.53,4785.275,4.785275,5420.00000000001,5.42000000000001,6243.88158224348,6.24388158224348,8285.00000000001,8.28500000000001,0.652039127315542,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-strong,3,ETA_0.01,0.01,21.5930436174261,137.468292283774,259.116820772986,295.665930229387,340.530671682302,451.954286337725,0.95030280507366,395.832879072847,0.395832879072847,2520,2.52,4749.99999999999,4.74999999999999,5420.00000000001,5.42000000000001,6242.43800794412,6.24243800794412,8285.00000000001,8.28500000000001,2.00785426048469,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
