source_step,evaluation_scope,distribution_label,seed_id,decision_label,eta,mean_total_cost,mean_operating_loss,mean_shortage_kg,mean_service_rate,operating_loss_q95,operating_loss_q99,operating_loss_q995,operating_loss_CVaR995,shortage_q95_kg,shortage_q99_kg,shortage_q995_kg,maximum_shortage_kg,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,capacity_binding_count,direct_inventory_model_cost,SAA_TerminalLOH_total_kg,SAA_direct_inventory_model_cost,SAA_mean_total_cost,SAA_mean_operating_loss,SAA_mean_shortage_kg,SAA_mean_service_rate,SAA_operating_loss_q95,SAA_operating_loss_q99,SAA_operating_loss_q995,SAA_operating_loss_CVaR995,SAA_shortage_q95_kg,SAA_shortage_q99_kg,SAA_shortage_q995_kg,SAA_maximum_shortage_kg,TerminalLOH_total_kg_change_vs_SAA,TerminalLOH_total_kg_percent_change_vs_SAA,direct_inventory_model_cost_change_vs_SAA,direct_inventory_model_cost_percent_change_vs_SAA,mean_total_cost_change_vs_SAA,mean_total_cost_percent_change_vs_SAA,mean_operating_loss_change_vs_SAA,mean_operating_loss_percent_change_vs_SAA,mean_shortage_kg_change_vs_SAA,mean_shortage_kg_percent_change_vs_SAA,mean_service_rate_change_vs_SAA,mean_service_rate_percent_change_vs_SAA,operating_loss_q95_change_vs_SAA,operating_loss_q95_percent_change_vs_SAA,operating_loss_q99_change_vs_SAA,operating_loss_q99_percent_change_vs_SAA,operating_loss_q995_change_vs_SAA,operating_loss_q995_percent_change_vs_SAA,operating_loss_CVaR995_change_vs_SAA,operating_loss_CVaR995_percent_change_vs_SAA,shortage_q95_kg_change_vs_SAA,shortage_q95_kg_percent_change_vs_SAA,shortage_q99_kg_change_vs_SAA,shortage_q99_kg_percent_change_vs_SAA,shortage_q995_kg_change_vs_SAA,shortage_q995_kg_percent_change_vs_SAA,maximum_shortage_kg_change_vs_SAA,maximum_shortage_kg_percent_change_vs_SAA,objective_reconstruction_error
C3,markov-transition-perturbation,nominal,3,ETA_0.01,0.01,11129.1878242067,9742.25152371319,4.42208460420597,0.987908538168659,57189.8900844614,178458.19584968,250349.11998807,369767.274115769,27.2754548182091,86.7359463219049,123.285055778305,328.941985107602,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11119.0253145474,9766.16275556414,4.43390193564812,0.987885422634629,57189.8900844614,178477.264169171,254934.396569107,370298.163114822,27.2754548182091,86.7359463219049,125.452090663612,328.941985107602,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,10.1625096592998,0.091397486486552,-23.9112318509506,-0.244837531888637,-0.0118173314421508,-0.266522165209399,2.31155340300049e-05,0.00233990030628827,0,0,-19.0683194909943,-0.0106838927522557,-4585.276581037,-1.79861040438066,-530.888999052986,-0.143367980707041,0,0,0,0,-2.167034885307,-1.72738044766245,0,0,1.37333699967712e-10
C3,markov-transition-perturbation,intensity-only,1,SAA,0,27117.6055043047,25764.7429453225,12.3238352017019,0.969137030980048,171628.013412965,435395.629330873,492835.383571076,559252.034162699,83.7356462919019,216.56711125658,244.933584267518,401.76744947222,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,27117.6055043047,25764.7429453225,12.3238352017019,0.969137030980048,171628.013412965,435395.629330873,492835.383571076,559252.034162699,83.7356462919019,216.56711125658,244.933584267518,401.76744947222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.69521352089942e-10
C3,markov-transition-perturbation,intensity-only,1,ETA_0.003,0.003,27090.7356260723,25728.6293956754,12.3055640783673,0.969169146590969,171300.634573647,434307.146290562,492849.053977861,559216.902993797,83.4628917437198,216.56711125658,244.933584267518,401.76744947222,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,27117.6055043047,25764.7429453225,12.3238352017019,0.969137030980048,171628.013412965,435395.629330873,492835.383571076,559252.034162699,83.7356462919019,216.56711125658,244.933584267518,401.76744947222,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-26.8698782324027,-0.0990864706994035,-36.1135496470997,-0.140166543573671,-0.0182711233345998,-0.148258419847067,3.21156109209797e-05,0.00331383590703396,-327.378839318,-0.190749069926174,-1088.48304031102,-0.249998614359963,13.6704067850369,0.00277382818700666,-35.1311689020367,-0.00628181334282215,-0.272754548182107,-0.32573289902282,0,0,0,0,0,0,-4.25188773078844e-11
C3,markov-transition-perturbation,intensity-only,1,ETA_0.01,0.01,27049.3690676874,25662.4327671949,12.2723566702446,0.969231581110132,169453.679336586,433845.674164093,492813.267869103,558769.926538124,83.4628917437198,216.56711125658,244.933584267518,401.76744947222,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,27117.6055043047,25764.7429453225,12.3238352017019,0.969137030980048,171628.013412965,435395.629330873,492835.383571076,559252.034162699,83.7356462919019,216.56711125658,244.933584267518,401.76744947222,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-68.2364366173024,-0.251631496764972,-102.310178127602,-0.397093727442664,-0.0514785314573007,-0.417715188614269,9.45501300839702e-05,0.00975611570516045,-2174.33407637899,-1.26688763281737,-1549.95516678004,-0.355987764314964,-22.1157019729726,-0.00448744199588971,-482.10762457503,-0.0862057882895021,-0.272754548182107,-0.32573289902282,0,0,0,0,0,0,-8.72205419000238e-10
C3,markov-transition-perturbation,intensity-only,2,SAA,0,25038.0941435712,23685.2315845888,11.279137731955,0.971242927407562,158200.401679791,393323.492533941,465695.2829993,544413.160686015,77.4772931838638,195.837765594741,231.841365954777,357.581212666721,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,25038.0941435712,23685.2315845888,11.279137731955,0.971242927407562,158200.401679791,393323.492533941,465695.2829993,544413.160686015,77.4772931838638,195.837765594741,231.841365954777,357.581212666721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.69432517699897e-10
C3,markov-transition-perturbation,intensity-only,2,ETA_0.003,0.003,25008.1096171292,23646.0033867323,11.2593168025685,0.971277195585115,158200.401679791,393323.492533941,465695.2829993,544344.92171684,77.4772931838638,195.837765594741,231.841365954777,357.581212666721,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,25038.0941435712,23685.2315845888,11.279137731955,0.971242927407562,158200.401679791,393323.492533941,465695.2829993,544413.160686015,77.4772931838638,195.837765594741,231.841365954777,357.581212666721,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-29.9845264420001,-0.119755626247211,-39.2281978565006,-0.165623028495213,-0.0198209293864995,-0.175730892356644,3.42681775530318e-05,0.00352828078187404,0,0,0,0,0,0,-68.2389691750286,-0.0125344084424852,0,0,0,0,0,0,0,0,-3.88808985007927e-11
C3,markov-transition-perturbation,intensity-only,2,ETA_0.01,0.01,24977.9604261237,23591.0241256309,11.2319133544901,0.971327847690991,158146.030428511,393153.688326655,465695.2829993,544169.566029119,77.4622916837138,195.837765594741,231.841365954777,357.581212666721,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,25038.0941435712,23685.2315845888,11.279137731955,0.971242927407562,158200.401679791,393323.492533941,465695.2829993,544413.160686015,77.4772931838638,195.837765594741,231.841365954777,357.581212666721,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-60.1337174475011,-0.24016890863453,-94.2074589579024,-0.397747679272007,-0.0472243774649002,-0.418687834009762,8.49202834289908e-05,0.00874346479470998,-54.371251279983,-0.0343685924325491,-169.804207285983,-0.0431716412848972,0,0,-243.594656896079,-0.044744446770744,-0.0150015001499924,-0.0193624474133238,0,0,0,0,0,0,-5.70253178011626e-10
C3,markov-transition-perturbation,intensity-only,3,SAA,0,25645.3699783618,24292.5074193795,11.5773291874642,0.971594970176695,158819.789916764,416716.340750711,489604.791908788,570243.968716383,77.4772931838638,207.838965714753,244.388075171153,424.678831519516,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,25645.3699783618,24292.5074193795,11.5773291874642,0.971594970176695,158819.789916764,416716.340750711,489604.791908788,570243.968716383,77.4772931838638,207.838965714753,244.388075171153,424.678831519516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.71295924298465e-10
C3,markov-transition-perturbation,intensity-only,3,ETA_0.003,0.003,25626.1479602231,24264.0417298261,11.5630454657671,0.971619456491212,158810.501770177,416716.340750711,489604.791908788,570243.957759667,77.4772931838638,207.838965714753,244.388075171153,424.678831519516,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,25645.3699783618,24292.5074193795,11.5773291874642,0.971594970176695,158819.789916764,416716.340750711,489604.791908788,570243.968716383,77.4772931838638,207.838965714753,244.388075171153,424.678831519516,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-19.2220181386983,-0.0749531714883304,-28.465689553399,-0.117178885909037,-0.0142837216970992,-0.123376656790285,2.44863145169028e-05,0.00252021832847176,-9.28814658700139,-0.00584822999191047,0,0,0,0,-0.0109567160252482,-1.92140848940703e-06,0,0,0,0,0,0,0,0,5.93445292906836e-11
C3,markov-transition-perturbation,intensity-only,3,ETA_0.01,0.01,25594.9140832684,24207.9777827757,11.5350682970163,0.971671953784754,158586.253874744,416716.340750711,489604.791908788,570243.911928601,77.4622916837138,207.838965714753,244.388075171153,424.678831519516,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,25645.3699783618,24292.5074193795,11.5773291874642,0.971594970176695,158819.789916764,416716.340750711,489604.791908788,570243.968716383,77.4772931838638,207.838965714753,244.388075171153,424.678831519516,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-50.4558950934006,-0.196744656583128,-84.5296366038019,-0.347965877480263,-0.0422608904478992,-0.365031431374162,7.6983608058967e-05,0.00792342595649365,-233.536042020016,-0.147044673804448,0,0,0,0,-0.0567877819994465,-9.95850637881809e-06,-0.0150015001499924,-0.0193624474133238,0,0,0,0,0,0,-6.72116584610194e-10
C3,markov-transition-perturbation,location-only,1,SAA,0,12243.5108626721,10890.6483036888,4.97915746120067,0.986058238833348,69941.9118850043,190025.528698935,265068.090044774,379405.256628578,33.2760548782151,93.8275645746393,131.194937675586,401.76744947222,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,12243.5108626721,10890.6483036888,4.97915746120067,0.986058238833348,69941.9118850043,190025.528698935,265068.090044774,379405.256628578,33.2760548782151,93.8275645746393,131.194937675586,401.76744947222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29148247651756e-10
C3,markov-transition-perturbation,location-only,1,ETA_0.003,0.003,12242.100778405,10879.9945480078,4.97379409778724,0.986067517666639,69941.9118850043,190025.528698935,265068.090044774,379180.487229241,33.2760548782151,93.8275645746393,131.194937675586,401.76744947222,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,12243.5108626721,10890.6483036888,4.97915746120067,0.986058238833348,69941.9118850043,190025.528698935,265068.090044774,379405.256628578,33.2760548782151,93.8275645746393,131.194937675586,401.76744947222,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-1.41008426709959,-0.0115169928210595,-10.6537556809999,-0.0978248069712373,-0.00536336341343002,-0.107716284436136,9.27883329104873e-06,0.000941002562082636,0,0,0,0,0,0,-224.769399337005,-0.0592425633040305,0,0,0,0,0,0,0,0,2.59433363680728e-10
C3,markov-transition-perturbation,location-only,1,ETA_0.01,0.01,12250.4338166289,10863.4975161354,4.96568822124035,0.986082939469877,69941.9118850043,190025.528698935,262820.155019305,378803.140831547,33.2760548782151,93.8275645746393,130.103919482857,401.76744947222,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,12243.5108626721,10890.6483036888,4.97915746120067,0.986058238833348,69941.9118850043,190025.528698935,265068.090044774,379405.256628578,33.2760548782151,93.8275645746393,131.194937675586,401.76744947222,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,6.92295395680048,0.0565438625770907,-27.1507875534007,-0.249303685109402,-0.0134692399603207,-0.27051243237993,2.47006365290403e-05,0.00250498759163199,0,0,0,0,-2247.93502546899,-0.848059464679163,-602.115797031031,-0.15869990900534,0,0,0,0,-1.091018192729,-0.831600831601311,0,0,1.28238752949983e-10
C3,markov-transition-perturbation,location-only,2,SAA,0,11924.6473768619,10571.7848178787,4.81882715544282,0.986223675223682,68338.2928410335,184423.599796028,252976.155016209,371101.236916001,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11924.6473768619,10571.7848178787,4.81882715544282,0.986223675223682,68338.2928410335,184423.599796028,252976.155016209,371101.236916001,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91038304567337e-11
C3,markov-transition-perturbation,location-only,2,ETA_0.003,0.003,11927.1727409892,10565.066510592,4.81545099815644,0.986229131348246,68338.2928410335,184423.422182847,252976.155016209,371101.712317525,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11924.6473768619,10571.7848178787,4.81882715544282,0.986223675223682,68338.2928410335,184423.599796028,252976.155016209,371101.236916001,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,2.52536412729933,0.0211776838969632,-6.71830728670102,-0.0635494138637708,-0.00337615728637974,-0.0700618050300145,5.45612456392952e-06,0.000553233987481799,0,0,-0.177613181003835,-9.63071869328409e-05,0,0,0.475401523988694,0.000128105615583357,0,0,0,0,0,0,0,0,2.59433363680728e-10
C3,markov-transition-perturbation,location-only,2,ETA_0.01,0.01,11929.0131752036,10542.0768747101,4.80409363934588,0.986250775616854,68111.22623229,184102.908064233,252976.155016209,371021.900542995,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11924.6473768619,10571.7848178787,4.81882715544282,0.986223675223682,68338.2928410335,184423.599796028,252976.155016209,371101.236916001,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,4.3657983416997,0.0366115508804975,-29.7079431686016,-0.281011614220149,-0.01473351609694,-0.305749005342484,2.71003931719971e-05,0.00274789521412073,-227.066608743495,-0.332268482725623,-320.691731794999,-0.173888662920409,0,0,-79.3363730059937,-0.0213786334061591,0,0,0,0,0,0,0,0,1.28238752949983e-10
C3,markov-transition-perturbation,location-only,3,SAA,0,11921.7427676542,10568.880208671,4.81144878124177,0.986793834292407,68191.6810985052,188404.496622148,261309.403285949,368873.029231722,32.7305457818509,92.1910372855467,129.285655838311,328.941985107602,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11921.7427676542,10568.880208671,4.81144878124177,0.986793834292407,68191.6810985052,188404.496622148,261309.403285949,368873.029231722,32.7305457818509,92.1910372855467,129.285655838311,328.941985107602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91038304567337e-11
C3,markov-transition-perturbation,location-only,3,ETA_0.003,0.003,11921.4056983572,10559.29946796,4.8066239349639,0.986802510363495,68168.3976312615,187838.727001756,261309.403285949,368745.253452343,32.7305457818509,91.6455281891826,129.285655838311,328.941985107602,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11921.7427676542,10568.880208671,4.81144878124177,0.986793834292407,68191.6810985052,188404.496622148,261309.403285949,368873.029231722,32.7305457818509,92.1910372855467,129.285655838311,328.941985107602,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-0.337069296998379,-0.00282734918516199,-9.58074071100054,-0.0906504806738205,-0.00482484627787017,-0.100278450363654,8.67607108800961e-06,0.000879218210177701,-23.283467243702,-0.0341441461313562,-565.769620392006,-0.300295179008746,0,0,-127.775779379008,-0.0346395017399715,0,0,-0.5455090963641,-0.591715976331272,0,0,0,0,2.61252353084274e-10
C3,markov-transition-perturbation,location-only,3,ETA_0.01,0.01,11927.592927917,10540.6566274234,4.79748810311496,0.986821814086398,68168.3976312615,186972.113146621,261309.403285949,368242.936650185,32.7305457818509,91.6455281891825,129.285655838311,328.941985107602,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11921.7427676542,10568.880208671,4.81144878124177,0.986793834292407,68191.6810985052,188404.496622148,261309.403285949,368873.029231722,32.7305457818509,92.1910372855467,129.285655838311,328.941985107602,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,5.85016026280027,0.0490713512010408,-28.223581247601,-0.267044196644841,-0.0139606781268107,-0.290155393137275,2.79797939910509e-05,0.00283542448470142,-23.283467243702,-0.0341441461313562,-1432.38347552699,-0.760270323271365,0,0,-630.092581537028,-0.170815573816651,0,0,-0.545509096364199,-0.59171597633138,0,0,0,0,2.28283170145005e-10
C3,markov-transition-perturbation,lfw-only,1,SAA,0,12322.2723737761,10969.4098147928,5.00955450090464,0.986282109992434,69253.185546423,188251.21006676,267425.61378742,392830.579701289,32.7305457818509,92.7365463819109,132.013201320132,403.403976761313,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,12322.2723737761,10969.4098147928,5.00955450090464,0.986282109992434,69253.185546423,188251.21006676,267425.61378742,392830.579701289,32.7305457818509,92.7365463819109,132.013201320132,403.403976761313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30967237055302e-10
C3,markov-transition-perturbation,lfw-only,1,ETA_0.003,0.003,12311.8094574593,10949.703227062,4.99962185844816,0.986299341452182,69253.185546423,188251.21006676,267425.61378742,392357.508768991,32.7305457818509,92.7365463819109,132.013201320132,403.403976761313,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,12322.2723737761,10969.4098147928,5.00955450090464,0.986282109992434,69253.185546423,188251.21006676,267425.61378742,392830.579701289,32.7305457818509,92.7365463819109,132.013201320132,403.403976761313,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-10.4629163168011,-0.0849106073898182,-19.7065877307996,-0.179650391985759,-0.00993264245648007,-0.198273967369482,1.72314597479684e-05,0.00174711267429362,0,0,0,0,0,0,-473.070932298026,-0.120426198148258,0,0,0,0,0,0,0,0,3.5947778087575e-10
C3,markov-transition-perturbation,lfw-only,1,ETA_0.01,0.01,12306.0661086018,10919.1298081082,4.98438843753933,0.986327161105965,69253.185546423,188251.21006676,266344.297127754,391354.565274503,32.7305457818509,92.7365463819109,131.74044677195,403.403976761313,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,12322.2723737761,10969.4098147928,5.00955450090464,0.986282109992434,69253.185546423,188251.21006676,267425.61378742,392830.579701289,32.7305457818509,92.7365463819109,132.013201320132,403.403976761313,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-16.2062651742999,-0.131520101834379,-50.2800066845994,-0.458365650782727,-0.0251660633653099,-0.502361304997587,4.50511135309251e-05,0.00456777154066707,0,0,0,0,-1081.31665966596,-0.404342966386724,-1476.01442678599,-0.375738168833078,0,0,0,0,-0.272754548182007,-0.206611570247871,0,0,2.28283170145005e-10
C3,markov-transition-perturbation,lfw-only,2,SAA,0,12053.7286167271,10700.8660577439,4.87646728309195,0.986709907085062,66863.8360674633,199182.007951819,277817.233409395,383671.552138312,31.6545290892725,98.1916373455527,137.468292283774,331.669530589423,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,12053.7286167271,10700.8660577439,4.87646728309195,0.986709907085062,66863.8360674633,199182.007951819,277817.233409395,383671.552138312,31.6545290892725,98.1916373455527,137.468292283774,331.669530589423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91038304567337e-11
C3,markov-transition-perturbation,lfw-only,2,ETA_0.003,0.003,12050.3860731202,10688.2798427229,4.87015737058216,0.986720327293115,66863.8360674633,199182.007951819,277817.233409395,383553.540706386,31.6545290892725,98.1916373455527,137.468292283774,333.018315495412,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,12053.7286167271,10700.8660577439,4.87646728309195,0.986709907085062,66863.8360674633,199182.007951819,277817.233409395,383671.552138312,31.6545290892725,98.1916373455527,137.468292283774,331.669530589423,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-3.3425436068992,-0.0277303705200457,-12.5862150209996,-0.117618657715011,-0.00630991250978941,-0.129395157262053,1.04202080529747e-05,0.00105605588614774,0,0,0,0,0,0,-118.011431926046,-0.0307584524493241,0,0,0,0,0,0,1.34878490598902,0.40666530434437,3.5947778087575e-10
C3,markov-transition-perturbation,lfw-only,2,ETA_0.01,0.01,12043.7147661999,10656.7784657064,4.85449319134202,0.986748758964524,66489.849958281,198202.650306422,277817.233409395,382249.863607326,31.6395275891225,97.9188827973706,137.468292283774,327.033445367421,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,12053.7286167271,10700.8660577439,4.87646728309195,0.986709907085062,66863.8360674633,199182.007951819,277817.233409395,383671.552138312,31.6545290892725,98.1916373455527,137.468292283774,331.669530589423,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-10.0138505271989,-0.0830767876530964,-44.0875920375001,-0.412000223155725,-0.0219740917499296,-0.45061497338698,3.88518794619541e-05,0.00393751792527657,-373.986109182297,-0.559324937332279,-979.357645396987,-0.491689814490618,0,0,-1421.68853098602,-0.370548330482816,-0.0150015001499995,-0.0473913230795253,-0.272754548182107,-0.277777777777794,0,0,-4.63608522200201,-1.39780256985411,1.28238752949983e-10
C3,markov-transition-perturbation,lfw-only,3,SAA,0,11989.0838509296,10636.2212919464,4.83401867459474,0.987262757495242,64337.4585124693,191649.658327816,263670.230736014,389414.750818279,30.5485093963942,94.3730736710035,129.831164934675,328.941985107602,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11989.0838509296,10636.2212919464,4.83401867459474,0.987262757495242,64337.4585124693,191649.658327816,263670.230736014,389414.750818279,30.5485093963942,94.3730736710035,129.831164934675,328.941985107602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09228198602796e-11
C3,markov-transition-perturbation,lfw-only,3,ETA_0.003,0.003,11985.3099004678,10623.2036700705,4.8274753746505,0.987274036771781,64337.1824832453,191649.658327816,263670.230736014,389286.696907712,30.5485093963942,94.3730736710035,129.831164934675,328.941985107602,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11989.0838509296,10636.2212919464,4.83401867459474,0.987262757495242,64337.4585124693,191649.658327816,263670.230736014,389414.750818279,30.5485093963942,94.3730736710035,129.831164934675,328.941985107602,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-3.77395046180027,-0.031478222262226,-13.0176218759007,-0.122389535894269,-0.00654329994424074,-0.135359426280853,1.12792765391001e-05,0.00114247969483995,-0.276029223998194,-0.00042903345948099,0,0,0,0,-128.053910567018,-0.0328836825769793,0,0,0,0,0,0,0,0,3.61296770279296e-10
C3,markov-transition-perturbation,lfw-only,3,ETA_0.01,0.01,11982.0976587245,10595.161358231,4.81355594921324,0.987300404316275,64293.9685617096,191649.658327816,263670.230736014,388593.32534679,30.5485093963942,93.8275645746393,129.831164934675,328.941985107602,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11989.0838509296,10636.2212919464,4.83401867459474,0.987262757495242,64337.4585124693,191649.658327816,263670.230736014,389414.750818279,30.5485093963942,94.3730736710035,129.831164934675,328.941985107602,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-6.98619220510045,-0.0582712765376043,-41.0599337153999,-0.386038731128036,-0.0204627253815008,-0.423306709364674,3.76468210330216e-05,0.00381325242416055,-43.4899507597002,-0.0675966253023055,0,0,0,0,-821.425471488968,-0.210938458228124,0,0,-0.545509096364199,-0.578034682080943,0,0,0,0,1.28238752949983e-10
C3,markov-transition-perturbation,combined-mild,1,SAA,0,19104.5608350658,17751.6982760828,8.36448281191755,0.978406154639545,107144.233050266,340238.447028274,443297.699594134,536312.444113952,52.0961187027794,168.562310776532,220.931184027494,401.76744947222,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,19104.5608350658,17751.6982760828,8.36448281191755,0.978406154639545,107144.233050266,340238.447028274,443297.699594134,536312.444113952,52.0961187027794,168.562310776532,220.931184027494,401.76744947222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69166014529765e-10
C3,markov-transition-perturbation,combined-mild,1,ETA_0.003,0.003,19087.698156962,17725.5919265646,8.35127691841873,0.978428818079064,107144.233050266,340238.166686883,437008.224724076,536054.094504184,52.0961187027794,168.562310776532,217.658129449309,401.76744947222,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,19104.5608350658,17751.6982760828,8.36448281191755,0.978406154639545,107144.233050266,340238.447028274,443297.699594134,536312.444113952,52.0961187027794,168.562310776532,220.931184027494,401.76744947222,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-16.8626781038001,-0.0882651961978065,-26.1063495181988,-0.147063954739319,-0.0132058934988208,-0.157880574277771,2.26634395190661e-05,0.00231636313933609,0,0,-0.280341390985996,-8.23955650616695e-05,-6289.47487005801,-1.41879258020432,-258.349609768018,-0.0481714740359681,0,0,0,0,-3.273054578185,-1.48148148148144,0,0,4.59522198070772e-10
C3,markov-transition-perturbation,combined-mild,1,ETA_0.01,0.01,19071.1959184646,17684.2596179712,8.33062980500338,0.978467354221979,106957.429191822,340236.994041249,437004.26201284,535487.092992019,51.5506096064152,168.562310776532,217.658129449309,401.76744947222,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,19104.5608350658,17751.6982760828,8.36448281191755,0.978406154639545,107144.233050266,340238.447028274,443297.699594134,536312.444113952,52.0961187027794,168.562310776532,220.931184027494,401.76744947222,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-33.3649166012001,-0.174643724549584,-67.4386581115978,-0.379899754168643,-0.0338530069141711,-0.404723252774673,6.11995824340017e-05,0.00625502835849885,-186.803858444007,-0.174348028938123,-1.45298702502623,-0.000427049628787392,-6293.43758129398,-1.41968649669421,-825.351121932967,-0.153893710838006,-0.545509096364199,-1.0471204188482,0,0,-3.273054578185,-1.48148148148144,0,0,2.63753463514149e-11
