arm,terminal_gap_penalty_yuan_per_kg,shortage_penalty_yuan_per_kg,c0_yuan_per_kg,beta_multiplier,eta,training_seed,budget_s,actual_training_wall_time_s,completed_iterations,final_LB,cumulative_cuts,forward_operating_solves,backward_cut_solves,warning_count,error_count,fresh_initial_cuts,checkpoint_path,checkpoint_bytes,full_cut_audit_pass,training_identity,convergence_scope,final_stage1_production_kg,Pmax_kw
TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE,1000,200,0,2,0.0,20260513,18000,18022.5026092,333,55170.8723314909,349983,1186,349983,0,0,0,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\Temporal3p5_SAA_TerminalLOH_BaseMSP5h_clean\training\runs\run-20260904-233558\training\checkpoint\checkpoint_final.mat,331093960,1,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,64.8906085535876,[300 200 120 150]
