path_id,cohort,terminal_state,target_total_SAA,target_total_DRO,service_SAA,service_DRO,total_H2_production_SAA,total_H2_production_DRO,total_HTT_SAA,total_HTT_DRO,actual_operating_cost_SAA,actual_operating_cost_DRO,reported_objective_SAA,reported_objective_DRO,selection_reason
21,A_PHYSICAL_DISSIPATION,27,0.0,0.0,1.0,1.0,64.8906085535876,96.3037341774966,0.0,0.0,27898.8416697797,28489.8121744092,27898.8416697797,28489.8121744092,MEDIAN-REPRESENTATIVE
897,B_TRUE_STAGE7_ZERO_TARGET,71,0.0,0.0,1.0,1.0,79.9056085535876,152.778656267236,0.0,0.0,56335.0593186054,57710.5416353376,56335.0593186054,57710.5416353376,MEDIAN-REPRESENTATIVE
806,C_COMMON_POSITIVE_ADEQUATE,215,65.46109156370183,151.78834986028312,1.0,1.0,299.678542906354,331.091668530262,21.8914079888003,33.948608147782,67938.3561067745,69343.2560687718,67938.3561067745,69343.2560687718,MEDIAN-REPRESENTATIVE
19,C_COMMON_POSITIVE_ADEQUATE,143,39.2766549382211,142.9135556154491,1.0,1.0,202.888605584673,271.411241515896,6.65894982441849,4.89396494207646,80609.6244051235,81784.9772128782,80609.6244051235,81784.9772128782,TAIL-STRESS
4516,D_COMMON_POSITIVE_PURE_QUANTITY,199,312.16758039440276,367.4029865722873,0.7336975211942892,0.7336261188262945,179.558542906354,210.971668530262,13.7217646820988,42.3705751642831,58554.8292801163,61977.3383577562,141685.829741927,159843.897845827,MEDIAN-REPRESENTATIVE
1108,D_COMMON_POSITIVE_PURE_QUANTITY,143,39.2766549382211,142.9135556154491,0.0729166666666561,0.40041119182715457,78.729447552139,133.089711928466,0.0,0.0,75425.0863115699,76413.156468957,111837.818493879,162102.524952168,TAIL-STRESS
7268,E_COMMON_POSITIVE_PURE_LOCATION,199,312.16758039440276,367.4029865722873,0.9862891499231582,0.9689864867492298,357.139434201506,420.390823202896,25.3001087614101,64.4054489105109,66661.844291036,68540.4686909434,70941.9271846741,79934.9260833747,MEDIAN-REPRESENTATIVE
8334,E_COMMON_POSITIVE_PURE_LOCATION,135,38.45839129367475,121.3758547199835,0.9766455782351061,0.6145962588561177,64.8906085535876,105.078734177497,0.0,0.0,56054.8178186054,56812.7071357973,56952.9913092772,103591.415629415,TAIL-STRESS
6526,F_COMMON_POSITIVE_MIXED,191,314.7587486021325,355.12637474337066,0.9000735493422177,0.8802897462175888,299.678542906354,331.091668530262,32.2270664815144,39.4648622965582,63713.3813606551,64568.4027370197,95166.1059219515,107080.671182376,MEDIAN-REPRESENTATIVE
7458,F_COMMON_POSITIVE_MIXED,127,24.5479093363882,140.46817952501132,1.0,0.5421864083640004,64.8906085535876,105.078734177497,0.0,0.0,56054.8178186054,56812.7071357973,56054.8178186054,121120.948914713,TAIL-STRESS
