profile_id,global_hour,occurrence_count,realized_pel1_kw,realized_pel2_kw,realized_pel3_kw,realized_pel4_kw,site,electrical_bus,realized_pel_kw,base_pmax_kw,candidate_pmax_kw,base_remaining_headroom_kw,nameplate_increment_kw,total_increment_needed_to_candidate_kw,solver_success,max_additional_hosting_kw,requested_additional_kw,hosting_ratio,full_hostable,min_voltage_pu,max_voltage_pu,voltage_margin_pu,critical_bus,max_true_s_mva,max_true_s_utilization,critical_branch_id,critical_branch_from,critical_branch_to,max_octagon_utilization,voltage_limited_flag,branch_limited_flag,substation_limited_flag,unclassified_limited_flag,root_grid_import_kw,root_reactive_import_kvar,pv_used_kw,max_p_balance_error_kw,max_q_balance_error_kvar,max_voltage_drop_error,slack_voltage_error,max_octagon_violation_kva,true_circle_violation_mva,max_additional_site_hosting_kw,max_new_pel_kw,FULL_TO_CANDIDATE_HOSTABLE
403,29,1,9.86769553952,0,0,150,1,24,9.86769553952,300,375,290.13230446,75,365.13230446,True,365.13230446,365.13230446,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,365.13230446,375,YES
403,29,1,9.86769553952,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.927003781832,1,0.0270037818322,18,3.40857543826,0.568095906377,1,1,2,0.588450213074,False,False,False,False,3005.86883054,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
403,29,1,9.86769553952,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928794433667,1,0.0287944336672,18,3.32072473298,0.553454122163,1,1,2,0.575694098662,False,False,False,False,2905.86883054,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
403,29,1,9.86769553952,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936928340708,1,0.0369283407085,33,3.22273928752,0.537123214587,1,1,2,0.561343469949,False,False,False,False,2793.36883054,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
404,29,1,11.6533413664,0,0,63.2112262828,1,24,11.6533413664,300,375,288.346658634,75,363.346658634,True,363.346658634,363.346658634,1,True,0.939692604202,1,0.0396926042021,18,3.43359632823,0.572266054706,1,1,2,0.592065746284,False,False,False,False,3034.21236128,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,363.346658634,375,YES
404,29,1,11.6533413664,0,0,63.2112262828,2,14,0,200,250,200,50,250,True,250,250,1,True,0.928252561238,1,0.028252561238,18,3.33385595742,0.55564265957,1,1,2,0.577607116827,False,False,False,False,2920.86570265,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
404,29,1,11.6533413664,0,0,63.2112262828,3,18,0,120,150,120,30,150,True,150,150,1,True,0.930040808742,1,0.0300408087418,18,3.2466016701,0.54110027835,1,1,2,0.564851002415,False,False,False,False,2820.86570265,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
404,29,1,11.6533413664,0,0,63.2112262828,4,31,63.2112262828,150,187.5,86.7887737172,37.5,124.288773717,True,124.288773717,124.288773717,1,True,0.936921382019,1,0.0369213820189,33,3.22428715201,0.537381192002,1,1,2,0.561571248973,False,False,False,False,2795.15447637,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,124.288773717,187.5,YES
405,29,19,12.7954560094,0,0,0,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.940595075662,1,0.0405950756624,18,3.37786720225,0.562977867042,1,1,2,0.584002449938,False,False,False,False,2971.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
405,29,19,12.7954560094,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.929161656124,1,0.0291616561237,18,3.27961233085,0.546602055142,1,1,2,0.569689509931,False,False,False,False,2858.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
405,29,19,12.7954560094,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.930948157359,1,0.0309481573593,18,3.19281971343,0.532136618905,1,1,2,0.556933395519,False,False,False,False,2758.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
405,29,19,12.7954560094,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
406,29,5,12.7954560094,0,0,0,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.940595075662,1,0.0405950756624,18,3.37786720225,0.562977867042,1,1,2,0.584002449938,False,False,False,False,2971.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
406,29,5,12.7954560094,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.929161656124,1,0.0291616561237,18,3.27961233085,0.546602055142,1,1,2,0.569689509931,False,False,False,False,2858.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
406,29,5,12.7954560094,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.930948157359,1,0.0309481573593,18,3.19281971343,0.532136618905,1,1,2,0.556933395519,False,False,False,False,2758.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
406,29,5,12.7954560094,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
407,29,41,12.7954560094,0,0,146.889564037,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.937123577837,1,0.0371235778367,33,3.50776018323,0.584626697205,1,1,2,0.602739850786,False,False,False,False,3117.89069904,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
407,29,41,12.7954560094,0,0,146.889564037,2,14,0,200,250,200,50,250,True,250,250,1,True,0.927037286992,1,0.0270372869916,18,3.40841434608,0.568069057679,1,1,2,0.588426910779,False,False,False,False,3005.68615505,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
407,29,41,12.7954560094,0,0,146.889564037,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928827874233,1,0.0288278742334,18,3.32056488019,0.553427480031,1,1,2,0.575670796367,False,False,False,False,2905.68615505,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
407,29,41,12.7954560094,0,0,146.889564037,4,31,146.889564037,150,187.5,3.11043596332,37.5,40.6104359633,True,40.6104359633,40.6104359633,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,40.6104359633,187.5,YES
408,29,20,12.7954560094,0,0,150,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
408,29,20,12.7954560094,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926992250124,1,0.026992250124,18,3.41115757742,0.568526262903,1,1,2,0.588823681549,False,False,False,False,3008.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
408,29,20,12.7954560094,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928782924192,1,0.0287829241916,18,3.32328703241,0.553881172068,1,1,2,0.576067567137,False,False,False,False,2908.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
408,29,20,12.7954560094,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
409,29,14,12.7954560094,0,0,0,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.940595075662,1,0.0405950756624,18,3.37786720225,0.562977867042,1,1,2,0.584002449938,False,False,False,False,2971.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
409,29,14,12.7954560094,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.929161656124,1,0.0291616561237,18,3.27961233085,0.546602055142,1,1,2,0.569689509931,False,False,False,False,2858.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
409,29,14,12.7954560094,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.930948157359,1,0.0309481573593,18,3.19281971343,0.532136618905,1,1,2,0.556933395519,False,False,False,False,2758.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
409,29,14,12.7954560094,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
410,29,22,12.7954560094,0,0,139.003275401,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.937437699699,1,0.0374376996995,33,3.50075227981,0.583458713302,1,1,2,0.601733866785,False,False,False,False,3110.0044104,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
410,29,22,12.7954560094,0,0,139.003275401,2,14,0,200,250,200,50,250,True,250,250,1,True,0.927151464954,1,0.0271514649538,18,3.40146191085,0.566910318475,1,1,2,0.587420926778,False,False,False,False,2997.79986641,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
410,29,22,12.7954560094,0,0,139.003275401,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928941832111,1,0.0289418321111,18,3.31366612043,0.552277686738,1,1,2,0.574664812366,False,False,False,False,2897.79986641,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
410,29,22,12.7954560094,0,0,139.003275401,4,31,139.003275401,150,187.5,10.9967245989,37.5,48.4967245989,True,48.4967245989,48.4967245989,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,48.4967245989,187.5,YES
411,29,75,12.7954560094,0,0,150,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
411,29,75,12.7954560094,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926992250124,1,0.026992250124,18,3.41115757742,0.568526262903,1,1,2,0.588823681549,False,False,False,False,3008.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
411,29,75,12.7954560094,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928782924192,1,0.0287829241916,18,3.32328703241,0.553881172068,1,1,2,0.576067567137,False,False,False,False,2908.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
411,29,75,12.7954560094,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
412,29,8,12.7954560094,0,0,150,1,24,12.7954560094,300,375,287.204543991,75,362.204543991,True,362.204543991,362.204543991,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,362.204543991,375,YES
412,29,8,12.7954560094,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926992250124,1,0.026992250124,18,3.41115757742,0.568526262903,1,1,2,0.588823681549,False,False,False,False,3008.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
412,29,8,12.7954560094,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928782924192,1,0.0287829241916,18,3.32328703241,0.553881172068,1,1,2,0.576067567137,False,False,False,False,2908.79659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
412,29,8,12.7954560094,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936916931153,1,0.0369169311532,33,3.22527730851,0.537546218085,1,1,2,0.561716938424,False,False,False,False,2796.29659101,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
413,29,41,22.8324484035,0,0,150,1,24,22.8324484035,300,375,277.167551596,75,352.167551596,True,352.167551596,352.167551596,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,352.167551596,375,YES
413,29,41,22.8324484035,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.92695271586,1,0.0269527158599,18,3.42001393216,0.570002322027,1,1,2,0.590104011782,False,False,False,False,3018.8335834,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
413,29,41,22.8324484035,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928743466152,1,0.0287434661521,18,3.33207571635,0.555345952725,1,1,2,0.577347897371,False,False,False,False,2918.8335834,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
413,29,41,22.8324484035,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.93687781569,1,0.0368778156898,33,3.23398319,0.538997198334,1,1,2,0.562997268657,False,False,False,False,2806.3335834,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
414,29,6,26.1205130538,0,0,63.2112262828,1,24,26.1205130538,300,375,273.879486946,75,348.879486946,True,348.879486946,348.879486946,1,True,0.939692604202,1,0.0396926042021,18,3.43359632823,0.572266054706,1,1,2,0.592065746284,False,False,False,False,3034.21236128,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,348.879486946,375,YES
414,29,6,26.1205130538,0,0,63.2112262828,2,14,0,200,250,200,50,250,True,250,250,1,True,0.928195653975,1,0.0281956539751,18,3.3465382375,0.557756372917,1,1,2,0.579452565799,False,False,False,False,2935.33287434,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
414,29,6,26.1205130538,0,0,63.2112262828,3,18,0,120,150,120,30,150,True,150,150,1,True,0.929984010905,1,0.0299840109047,18,3.25917959005,0.543196598341,1,1,2,0.566696451387,False,False,False,False,2835.33287434,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
414,29,6,26.1205130538,0,0,63.2112262828,4,31,63.2112262828,150,187.5,86.7887737172,37.5,124.288773717,True,124.288773717,124.288773717,1,True,0.93686500132,1,0.0368650013195,33,3.236836866,0.539472811,1,1,2,0.563416697946,False,False,False,False,2809.62164805,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,124.288773717,187.5,YES
415,29,36,39.6094154831,0,0,150,1,24,39.6094154831,300,375,260.390584517,75,335.390584517,True,335.390584517,335.390584517,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,335.390584517,375,YES
415,29,36,39.6094154831,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926886630044,1,0.0268866300436,18,3.43483194729,0.572471991214,1,1,2,0.592244100898,False,False,False,False,3035.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
415,29,36,39.6094154831,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928677507768,1,0.0286775077677,18,3.34678179689,0.557796966149,1,1,2,0.579487986486,False,False,False,False,2935.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
415,29,36,39.6094154831,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936812430023,1,0.0368124300228,33,3.24855233483,0.541425389139,1,1,2,0.565137357773,False,False,False,False,2823.11055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
416,29,69,39.6094154831,0,0,150,1,24,39.6094154831,300,375,260.390584517,75,335.390584517,True,335.390584517,335.390584517,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,335.390584517,375,YES
416,29,69,39.6094154831,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926886630044,1,0.0268866300436,18,3.43483194729,0.572471991214,1,1,2,0.592244100898,False,False,False,False,3035.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
416,29,69,39.6094154831,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928677507768,1,0.0286775077677,18,3.34678179689,0.557796966149,1,1,2,0.579487986486,False,False,False,False,2935.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
416,29,69,39.6094154831,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936812430023,1,0.0368124300228,33,3.24855233483,0.541425389139,1,1,2,0.565137357773,False,False,False,False,2823.11055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
417,29,24,39.6094154831,0,0,150,1,24,39.6094154831,300,375,260.390584517,75,335.390584517,True,335.390584517,335.390584517,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,335.390584517,375,YES
417,29,24,39.6094154831,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926886630044,1,0.0268866300436,18,3.43483194729,0.572471991214,1,1,2,0.592244100898,False,False,False,False,3035.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
417,29,24,39.6094154831,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928677507768,1,0.0286775077677,18,3.34678179689,0.557796966149,1,1,2,0.579487986486,False,False,False,False,2935.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
417,29,24,39.6094154831,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936812430023,1,0.0368124300228,33,3.24855233483,0.541425389139,1,1,2,0.565137357773,False,False,False,False,2823.11055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
418,29,102,39.6094154831,0,0,150,1,24,39.6094154831,300,375,260.390584517,75,335.390584517,True,335.390584517,335.390584517,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,335.390584517,375,YES
418,29,102,39.6094154831,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926886630044,1,0.0268866300436,18,3.43483194729,0.572471991214,1,1,2,0.592244100898,False,False,False,False,3035.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
418,29,102,39.6094154831,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928677507768,1,0.0286775077677,18,3.34678179689,0.557796966149,1,1,2,0.579487986486,False,False,False,False,2935.61055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
418,29,102,39.6094154831,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936812430023,1,0.0368124300228,33,3.24855233483,0.541425389139,1,1,2,0.565137357773,False,False,False,False,2823.11055048,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
419,29,1,51.6625973034,0,0,150,1,24,51.6625973034,300,375,248.337402697,75,323.337402697,True,323.337402697,323.337402697,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,323.337402697,375,YES
419,29,1,51.6625973034,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926839148687,1,0.0268391486869,18,3.44548883572,0.574248139287,1,1,2,0.593781618561,False,False,False,False,3047.6637323,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
419,29,1,51.6625973034,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.92863011798,1,0.0286301179795,18,3.35735916617,0.559559861028,1,1,2,0.581025504149,False,False,False,False,2947.6637323,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
419,29,1,51.6625973034,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.93676545177,1,0.0367654517702,33,3.25903244551,0.543172074251,1,1,2,0.566674875436,False,False,False,False,2835.1637323,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
420,29,1,62.1202949703,0,0,150,1,24,62.1202949703,300,375,237.87970503,75,312.87970503,True,312.87970503,312.87970503,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,312.87970503,375,YES
420,29,1,62.1202949703,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926797950484,1,0.0267979504841,18,3.45474250449,0.575790417415,1,1,2,0.595115614441,False,False,False,False,3058.12142997,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
420,29,1,62.1202949703,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928588999236,1,0.0285889992357,18,3.36654444295,0.561090740491,1,1,2,0.582359500029,False,False,False,False,2958.12142997,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
420,29,1,62.1202949703,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936724690137,1,0.0367246901375,33,3.26813408761,0.544689014602,1,1,2,0.568008871315,False,False,False,False,2845.62142997,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
421,29,1,82.8242121426,0,0,150,1,24,82.8242121426,300,375,217.175787857,75,292.175787857,True,292.175787857,292.175787857,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,292.175787857,375,YES
421,29,1,82.8242121426,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926716381796,1,0.0267163817965,18,3.4730828683,0.578847144717,1,1,2,0.597756629803,False,False,False,False,3078.82534714,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
421,29,1,82.8242121426,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.92850758789,1,0.0285075878904,18,3.38475103083,0.564125171804,1,1,2,0.585000515391,False,False,False,False,2978.82534714,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
421,29,1,82.8242121426,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936643985931,1,0.0366439859315,33,3.28617712358,0.547696187264,1,1,2,0.570649886677,False,False,False,False,2866.32534714,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
422,29,2,88.1375552253,0,0,150,1,24,88.1375552253,300,375,211.862444775,75,286.862444775,True,286.862444775,286.862444775,1,True,0.936999655881,1,0.0369996558812,33,3.51052519953,0.585087533256,1,1,2,0.603136621556,False,False,False,False,3121.001135,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,286.862444775,375,YES
422,29,2,88.1375552253,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.926695447285,1,0.026695447285,18,3.47779392035,0.579632320059,1,1,2,0.598434405926,False,False,False,False,3084.13869023,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,250,250,YES
422,29,2,88.1375552253,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.928486693765,1,0.0284866937651,18,3.38942809548,0.564904682579,1,1,2,0.585678291514,False,False,False,False,2984.13869023,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,150,150,YES
422,29,2,88.1375552253,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.936623273312,1,0.0366232733124,33,3.29081264418,0.54846877403,1,1,2,0.5713276628,False,False,False,False,2871.63869023,1607.2147,0,2.98427949019e-13,1.84741111298e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
