profile_id,global_hour,occurrence_count,realized_pel1_kw,realized_pel2_kw,realized_pel3_kw,realized_pel4_kw,joint_nameplate_increment_kw,joint_increment_requested_from_realized_kw,joint_increment_feasible_kw,joint_hosting_ratio,FULL_CANDIDATE_STRESS_FEASIBLE,limiting_or_full_solution_min_voltage_pu,limiting_or_full_solution_max_voltage_pu,voltage_margin_pu,critical_bus,critical_branch_id,critical_branch_from,critical_branch_to,max_true_s_mva,max_true_s_utilization,max_octagon_utilization,voltage_limited_flag,branch_limited_flag,substation_limited_flag,unclassified_limited_flag,STRESS_FAIL_POLICY_INTERPRETATION
215,26,55,300,29.5026984914,120,150,192.5,362.997301509,362.997301509,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
216,26,48,300,30.5152569191,120,150,192.5,361.984743081,361.984743081,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
217,26,1,300,36.5470850182,120,150,192.5,355.952914982,355.952914982,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
218,26,89,300,36.6992539269,79.7802084154,150,192.5,396.020537658,396.020537658,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
219,26,31,300,47.7393707307,120,150,192.5,344.760629269,344.760629269,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
220,26,1,300,72.5742733449,120,150,192.5,319.925726655,319.925726655,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
221,26,5,300,94.2048112773,120,150,192.5,298.295188723,298.295188723,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
222,26,34,300,99.7634831024,120,150,192.5,292.736516898,292.736516898,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
223,26,111,300,104.282227917,120,150,192.5,288.217772083,288.217772083,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
224,26,80,300,104.329349622,120,150,192.5,288.170650378,288.170650378,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
225,26,1,300,115.281166416,120,150,192.5,277.218833584,277.218833584,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
226,26,2,300,118.111387509,40.1516872425,150,192.5,354.236925248,354.236925248,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
227,26,3,300,120.474926846,120,150,192.5,272.025073154,272.025073154,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
228,26,34,300,122.923709848,120,150,192.5,269.576290152,269.576290152,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
229,26,5,300,127.174523308,120,150,192.5,265.325476692,265.325476692,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
230,26,9,300,127.468073941,38.5260735299,150,192.5,346.505852529,346.505852529,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
231,26,24,300,132.134681941,120,150,192.5,260.365318059,260.365318059,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
232,26,149,300,136.376110868,120,150,192.5,256.123889132,256.123889132,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
233,26,21,300,142.757996645,120,150,192.5,249.742003355,249.742003355,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
234,26,3,300,144.255170166,120,150,192.5,248.244829834,248.244829834,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
235,26,23,300,144.933000564,120,150,192.5,247.566999436,247.566999436,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
236,26,1,300,149.766910972,120,150,192.5,242.733089028,242.733089028,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
237,26,31,300,153.250787905,120,150,192.5,239.249212095,239.249212095,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
238,26,11,300,169.70899204,1.38404578989,150,192.5,341.40696217,341.40696217,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
239,26,13,300,174.620295249,120,150,192.5,217.879704751,217.879704751,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
240,26,1,300,185.757475553,120,150,192.5,206.742524447,206.742524447,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
241,26,13,300,187.452057273,120,150,192.5,205.047942727,205.047942727,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
242,26,1,300,188.214257275,120,150,192.5,204.285742725,204.285742725,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
243,26,14,300,200,0,150,192.5,312.5,312.5,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
244,26,1,300,200,43.9385241151,150,192.5,268.561475885,268.561475885,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
245,26,1,300,200,105.149808139,150,192.5,207.350191861,207.350191861,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
246,26,2234,300,200,120,150,192.5,192.5,192.5,1,YES,0.910317139797,1,0.0103171397966,18,1,1,2,4.07377998465,0.678963330774,0.68889233879,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
247,27,461,0,0,0,0,192.5,962.5,962.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
248,27,1,0,0,0,45.685143313,192.5,916.814856687,916.814856687,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
249,27,1,0,0,0,86.7628485649,192.5,875.737151435,875.737151435,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
250,27,1,0,0,0,110.805534918,192.5,851.694465082,851.694465082,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
251,27,19,0,0,0,150,192.5,812.5,812.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
252,27,1,0,0,44.1377812822,0,192.5,918.362218718,918.362218718,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
253,27,2,0,0,109.342905558,0,192.5,853.157094442,853.157094442,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
254,27,7,0,0,120,0,192.5,842.5,842.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
255,27,2,0,0,120,150,192.5,692.5,692.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
256,27,1,0,14.2064399668,0,0,192.5,948.293560033,948.293560033,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
257,27,4,0,200,120,150,192.5,492.5,492.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
258,27,4,178.340984127,0,0,150,192.5,634.159015873,634.159015873,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
259,27,4,183.36479678,0,0,150,192.5,629.13520322,629.13520322,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
260,27,1,234.073166276,0,0,150,192.5,578.426833724,578.426833724,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
261,27,1,254.762699127,0,0,150,192.5,557.737300873,557.737300873,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
262,27,3,300,0,0,44.3795011527,192.5,618.120498847,618.120498847,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
263,27,2,300,0,0,149.420679981,192.5,513.079320019,513.079320019,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
264,27,692,300,0,0,150,192.5,512.5,512.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
265,27,71,300,0,1.05195365288,150,192.5,511.448046347,511.448046347,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
266,27,13,300,0,1.97576655168,150,192.5,510.524233448,510.524233448,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
267,27,17,300,0,9.24136084166,150,192.5,503.258639158,503.258639158,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
268,27,9,300,0,9.24341993441,150,192.5,503.256580066,503.256580066,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
269,27,19,300,0,13.3788072202,150,192.5,499.12119278,499.12119278,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
270,27,3,300,0,22.741583296,150,192.5,489.758416704,489.758416704,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
271,27,1,300,0,23.011504757,146.889564037,192.5,492.598931206,492.598931206,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
272,27,2,300,0,23.5441042127,146.889564037,192.5,492.066331751,492.066331751,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
273,27,16,300,0,31.470175903,150,192.5,481.029824097,481.029824097,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
274,27,2,300,0,31.7973688254,150,192.5,480.702631175,480.702631175,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
275,27,2,300,0,38.6436562376,150,192.5,473.856343762,473.856343762,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
276,27,21,300,0,39.0922061733,150,192.5,473.407793827,473.407793827,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
277,27,24,300,0,39.1082945105,150,192.5,473.39170549,473.39170549,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
278,27,31,300,0,44.7012212403,150,192.5,467.79877876,467.79877876,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
279,27,7,300,0,54.024124794,150,192.5,458.475875206,458.475875206,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
280,27,69,300,0,62.2408900548,150,192.5,450.259109945,450.259109945,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
281,27,33,300,0,62.2408900548,150,192.5,450.259109945,450.259109945,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
282,27,1,300,0,62.2408900548,150,192.5,450.259109945,450.259109945,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
283,27,23,300,0,62.2429491475,150,192.5,450.257050852,450.257050852,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
284,27,16,300,0,62.2429491475,150,192.5,450.257050852,450.257050852,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
285,27,2,300,0,75.7573994685,150,192.5,436.742600531,436.742600531,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
286,27,30,300,0,80.7759320214,150,192.5,431.724067979,431.724067979,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
287,27,4,300,0,82.6051975251,150,192.5,429.894802475,429.894802475,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
288,27,161,300,0,82.7519907553,150,192.5,429.748009245,429.748009245,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
289,27,1,300,0,83.607248347,150,192.5,428.892751653,428.892751653,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
290,27,14,300,0,84.4697051161,150,192.5,428.030294884,428.030294884,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
291,27,6,300,0,84.4697051162,150,192.5,428.030294884,428.030294884,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
292,27,2,300,0,87.3469690714,150,192.5,425.153030929,425.153030929,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
293,27,2,300,0,87.3469690714,150,192.5,425.153030929,425.153030929,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
294,27,20,300,0,87.3469690714,150,192.5,425.153030929,425.153030929,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
295,27,24,300,0,91.6811691829,150,192.5,420.818830817,420.818830817,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
296,27,1,300,0,111.149992159,150,192.5,401.350007841,401.350007841,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
297,27,6,300,0,111.149992159,150,192.5,401.350007841,401.350007841,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
298,27,5,300,0,120,146.889564037,192.5,395.610435963,395.610435963,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
299,27,1193,300,0,120,150,192.5,392.5,392.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
300,27,64,300,109.21075156,120,150,192.5,283.28924844,283.28924844,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
301,27,1,300,126.421958934,120,150,192.5,266.078041066,266.078041066,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
302,27,55,300,132.134681941,91.6811691829,150,192.5,288.684148876,288.684148876,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
303,27,3,300,136.228178116,98.2607448214,150,192.5,278.011077063,278.011077063,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
304,27,1,300,143.586402026,120,150,192.5,248.913597974,248.913597974,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
305,27,9,300,143.588346055,120,150,192.5,248.911653945,248.911653945,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
306,27,34,300,144.255170166,120,150,192.5,248.244829834,248.244829834,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
307,27,5,300,144.300773135,120,150,192.5,248.199226865,248.199226865,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
308,27,1,300,147.065700632,120,150,192.5,245.434299368,245.434299368,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
309,27,58,300,153.250787905,120,150,192.5,239.249212095,239.249212095,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
310,27,2,300,180.199286547,120,150,192.5,212.300713453,212.300713453,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
311,27,12,300,200,0,150,192.5,312.5,312.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
312,27,2,300,200,39.0922061733,150,192.5,273.407793827,273.407793827,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
313,27,119,300,200,94.9457786905,150,192.5,217.554221309,217.554221309,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
314,27,2430,300,200,120,150,192.5,192.5,192.5,1,YES,0.91162585187,1,0.0116258518703,18,1,1,2,4.0096020615,0.668267010251,0.677532754217,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
315,28,458,0,0,0,0,192.5,962.5,962.5,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
316,28,3,0,0,0,62.288091946,192.5,900.211908054,900.211908054,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
317,28,1,0,0,0,98.3980159547,192.5,864.101984045,864.101984045,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
318,28,1,0,0,0,122.440702308,192.5,840.059297692,840.059297692,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
319,28,16,0,0,0,150,192.5,812.5,812.5,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
320,28,1,0,0,96.7999036163,0,192.5,865.700096384,865.700096384,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
321,28,2,0,0,96.8000836899,0,192.5,865.69991631,865.69991631,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
322,28,1,0,0,96.9255252413,139.425382733,192.5,726.149092026,726.149092026,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
323,28,7,0,0,120,0,192.5,842.5,842.5,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
324,28,1,0,0,120,56.0589278567,192.5,786.441072143,786.441072143,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
325,28,1,0,0,120,119.202380463,192.5,723.297619537,723.297619537,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
326,28,1,0,0,120,150,192.5,692.5,692.5,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
327,28,2,0,200,120,0,192.5,642.5,642.5,1,YES,0.912956415176,1,0.0129564151764,18,1,1,2,3.94427518518,0.65737919753,0.665966771248,False,False,False,False,FULL_SIMULTANEOUS_STRESS_FEASIBLE
