complexity_label,initial_state_id,a0,loc0,lfw0,R,distance_variant,D_granularity,rho,dataset_role,weight_D,weight_A,weight_C,distance_median_before_rescale,T1,T2,T3,T4,T_total,capacity_upper_T1,capacity_upper_T2,capacity_upper_T3,capacity_upper_T4,upper_bound_count,wdro_objective,terminal_cost,lambda_rho_cost,alpha_weighted_cost,robust_dual_loss,lambda,active_constraint_count,max_independent_violation,loss_mean,loss_q95,loss_q99,loss_max,service_cost_mean,shortage_kg_mean,shortage_penalty_mean,any_unreachable_scenario_share,loss_any_unreachable_mean,loss_fully_reachable_mean,validation_total_cost,solve_status,evaluation_status,changed_component,weight_multiplier
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.125,0.15,0.261291590891034,84.8144582218116,50.7323459618689,44.7317459018629,87.2814554182691,267.560005503813,300,200,100,150,0,5597.98620500097,535.120011007625,4830.46301775253,232.403176240808,5062.86619399334,241523.150887627,5989,2.5465851649642e-11,175.26492287254,0,0,270909.690295368,7.5086694777358,0.0838781266974023,167.756253394805,0.0025,68623.8343410429,3.71462357888022,710.384933880165,OPTIMAL,OPTIMAL,A,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.125,0.15,0.261291590891034,84.8144582218116,50.7323459618689,44.7317459018629,87.2814554182691,267.560005503813,300,200,100,150,0,5597.98620500097,535.120011007625,4830.46301775253,232.403176240808,5062.86619399334,241523.150887627,5989,2.5465851649642e-11,160.491176587271,0,35.1926801071712,235893.519913682,7.4636687942998,0.0765137538964858,153.027507792972,0.0025,15490.0980493122,122.071109237084,695.611187594896,OPTIMAL,OPTIMAL,A,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,220.474530702069,0,0,264811.765354087,6.04927641665383,0.107212627142708,214.425254285415,0.002,83891.4054316042,52.797314467796,767.579974941052,OPTIMAL,OPTIMAL,A,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,169.21386954312,0,0,258966.255829763,7.45033276399466,0.0808817683895628,161.763536779126,0.0025,66205.3833063332,3.70968549101494,716.319313782103,OPTIMAL,OPTIMAL,A,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,154.468748828562,0,35.1926801071712,223981.422115378,7.43395765126905,0.0735173955886464,147.034791177293,0.0025,15490.0980493122,116.033587674468,701.574193067545,OPTIMAL,OPTIMAL,A,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.375,0.15,0.261291590891034,88.8657517195313,50.7323459618689,44.7317459018629,93.8275645746393,278.157408157902,300,200,100,150,0,4482.42355855346,556.314816315805,3714.79877431275,211.309967924904,3926.10874223766,185739.938715638,5989,0,211.309967924904,0,0,255659.07306648,6.09408571631076,0.102607941104297,205.215882208593,0.002,81603.2323597026,48.1999030115217,767.624784240709,OPTIMAL,OPTIMAL,A,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.375,0.15,0.261291590891034,88.8657517195313,50.7323459618689,44.7317459018629,93.8275645746393,278.157408157902,300,200,100,150,0,4482.42355855346,556.314816315805,3714.79877431275,211.309967924904,3926.10874223766,185739.938715638,5989,0,164.615736604149,0,0,249806.613862744,7.45688586343399,0.0785794253703574,157.158850740715,0.0025,64369.457313095,3.70134668813152,720.930552919953,OPTIMAL,OPTIMAL,A,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.375,0.15,0.261291590891034,88.8657517195313,50.7323459618689,44.7317459018629,93.8275645746393,278.157408157902,300,200,100,150,0,4482.42355855346,556.314816315805,3714.79877431275,211.309967924904,3926.10874223766,185739.938715638,5989,0,149.892747255772,0,35.1926801071712,214878.743305417,7.46264211689015,0.0712150525694409,142.430105138882,0.0025,15490.0980493122,111.446117426057,706.207563571577,OPTIMAL,OPTIMAL,A,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.075,0.220888056548928,67.0646550152416,50.7323459618689,66.5521097564302,93.8275645746393,278.17667530818,300,200,100,150,0,4353.19847193467,556.35335061636,3583.28338386948,213.561737448833,3796.84512131831,179164.169193474,5989,2.02362571144477e-11,211.371610580929,0,0,255605.591893437,6.1942626728911,0.102588673954019,205.177347908038,0.002,81600.9012924621,48.2663406773596,767.724961197289,OPTIMAL,OPTIMAL,C,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.075,0.220888056548928,67.0646550152416,50.7323459618689,66.5521097564302,93.8275645746393,278.17667530818,300,200,100,150,0,4353.19847193467,556.35335061636,3583.28338386948,213.561737448833,3796.84512131831,179164.169193474,5989,2.02362571144477e-11,165.114397533994,0,0,249963.238822028,7.97481394355713,0.0785697917952186,157.139583590437,0.0025,64571.5824500807,3.69467810405253,721.467748150354,OPTIMAL,OPTIMAL,C,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.075,0.220888056548928,67.0646550152416,50.7323459618689,66.5521097564302,93.8275645746393,278.17667530818,300,200,100,150,0,4353.19847193467,556.35335061636,3583.28338386948,213.561737448833,3796.84512131831,179164.169193474,5989,2.02362571144477e-11,150.400379959643,0,35.1926801071712,215148.031299042,7.98954197103911,0.0712054189943021,142.410837988604,0.0025,15520.248411595,111.879457574592,706.753730576003,OPTIMAL,OPTIMAL,C,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,220.474530702069,0,0,264811.765354087,6.04927641665383,0.107212627142708,214.425254285415,0.002,83891.4054316042,52.797314467796,767.579974941052,OPTIMAL,OPTIMAL,C,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,169.21386954312,0,0,258966.255829763,7.45033276399466,0.0808817683895628,161.763536779126,0.0025,66205.3833063332,3.70968549101494,716.319313782103,OPTIMAL,OPTIMAL,C,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,154.468748828562,0,35.1926801071712,223981.422115378,7.43395765126905,0.0735173955886464,147.034791177293,0.0025,15490.0980493122,116.033587674468,701.574193067545,OPTIMAL,OPTIMAL,C,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.225,0.30169512523314,86.2943583170079,50.7323459618689,44.7317459018629,87.2814554182691,269.039905599009,300,200,100,150,0,5572.63749481588,538.079811198018,4805.10044636019,229.457237257669,5034.55768361786,240255.022318009,5989,2.50111042987555e-11,229.457237257669,0,0,273776.603833976,6.00634993128916,0.11172544366319,223.45088732638,0.002,86132.6150515764,57.3066203953074,767.537048455687,OPTIMAL,OPTIMAL,C,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.225,0.30169512523314,86.2943583170079,50.7323459618689,44.7317459018629,87.2814554182691,269.039905599009,300,200,100,150,0,5572.63749481588,538.079811198018,4805.10044636019,229.457237257669,5034.55768361786,240255.022318009,5989,2.50111042987555e-11,173.756152914668,0,0,267955.57673725,7.47979961505953,0.0831381766498042,166.276353299608,0.0025,68020.326357894,3.71462357888022,711.835964112685,OPTIMAL,OPTIMAL,C,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.225,0.30169512523314,86.2943583170079,50.7323459618689,44.7317459018629,87.2814554182691,269.039905599009,300,200,100,150,0,5572.63749481588,538.079811198018,4805.10044636019,229.457237257669,5034.55768361786,240255.022318009,5989,2.50111042987555e-11,158.990116131377,0,35.1926801071712,232938.32069474,7.44250843360184,0.0757738038488877,151.547607697775,0.0025,15490.0980493122,120.566286724909,697.069927329395,OPTIMAL,OPTIMAL,C,1.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.3,0.25,0.15,0.159538192711005,267.622561103672,174.314225838478,100,150,691.93678694215,300,200,100,150,2,35122.5307645461,1383.8735738843,13290.4813101536,20448.1758805082,33738.6571906618,664524.065507678,4059,1.16415321826935e-10,16919.9901546578,95106.8245404003,341084.836395399,820593.853831067,1050.62566206081,7.9346822462985,15869.364492597,0.234,70229.6417084537,634.796337962974,18303.8637285421,OPTIMAL,OPTIMAL,D,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.3,0.25,0.15,0.159538192711005,267.622561103672,174.314225838478,100,150,691.93678694215,300,200,100,150,2,35122.5307645461,1383.8735738843,13290.4813101536,20448.1758805082,33738.6571906618,664524.065507678,4059,1.16415321826935e-10,16307.5863105954,94438.3548522701,285392.551359541,721617.109707151,1038.19638306777,7.63469496376381,15269.3899275276,0.2295,69022.2161638132,606.083972745303,17691.4598844797,OPTIMAL,OPTIMAL,D,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.3,0.25,0.15,0.159538192711005,267.622561103672,174.314225838478,100,150,691.93678694215,300,200,100,150,2,35122.5307645461,1383.8735738843,13290.4813101536,20448.1758805082,33738.6571906618,664524.065507678,4059,1.16415321826935e-10,16565.3606247463,94266.598467263,276731.230816194,869612.505745594,1033.14942190676,7.76610560141975,15532.2112028395,0.2355,68327.7067657833,620.255959979433,17949.2341986306,OPTIMAL,OPTIMAL,D,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,17460.8150533202,95659.381842091,343900.572058103,820593.853831067,1044.6425006962,8.20808627631202,16416.172552624,0.234,72539.1418315604,635.320972239063,18763.792348422,OPTIMAL,OPTIMAL,D,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,16822.7492660922,94630.3732189516,305134.478491258,721617.109707151,1031.97170488496,7.89538878060362,15790.7775612072,0.2295,71263.8156663627,607.013070294564,18125.7265611939,OPTIMAL,OPTIMAL,D,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,16802.959404336,94288.2170837678,276731.230816194,869612.505745594,1032.52630111832,7.88521655160885,15770.4331032177,0.2355,69334.2834834533,620.975335490846,18105.9366994377,OPTIMAL,OPTIMAL,D,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.9,0.25,0.15,0.370355916720101,248.38683290217,151.37877424106,95.30236379782,150,645.06797094105,300,200,100,150,1,44001.6540150066,1290.1359418821,20305.473386859,22406.0446862655,42711.5180731245,1015273.66934295,4111,5.82076609134674e-11,17603.2844465188,97310.057032393,344580.093791566,820593.853831067,1043.24782869249,8.28001830891317,16560.0366178263,0.234,73147.3189785245,635.524550318669,18893.4203884009,OPTIMAL,OPTIMAL,D,1.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.9,0.25,0.15,0.370355916720101,248.38683290217,151.37877424106,95.30236379782,150,645.06797094105,300,200,100,150,1,44001.6540150066,1290.1359418821,20305.473386859,22406.0446862655,42711.5180731245,1015273.66934295,4111,5.82076609134674e-11,16960.8724481142,94630.3732189516,312225.953729075,721617.109707151,1030.51760704891,7.96517742053267,15930.3548410653,0.2295,71864.5714904119,607.337172050256,18251.0083899963,OPTIMAL,OPTIMAL,D,1.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.9,0.25,0.15,0.370355916720101,248.38683290217,151.37877424106,95.30236379782,150,645.06797094105,300,200,100,150,1,44001.6540150066,1290.1359418821,20305.473386859,22406.0446862655,42711.5180731245,1015273.66934295,4111,5.82076609134674e-11,16888.3782923603,94329.1891154352,276731.230816194,869612.505745594,1031.86721342857,7.92825553946584,15856.5110789317,0.2355,69695.9930789028,621.284398009984,18178.5142342424,OPTIMAL,OPTIMAL,D,1.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.125,0.15,0.247869030167962,251.646158549719,151.939284837575,98.3552746285573,150,651.940718015851,300,200,100,150,1,47862.8819207907,1303.8814360317,24054.8440492317,22504.1564355273,46559.000484759,1202742.20246159,4126,4.54747350886464e-13,17482.2748546067,95659.381842091,344569.101100021,820593.853831067,1044.60487186245,8.21883499137211,16437.6699827442,0.234,72630.6561000676,635.380322703467,18786.1562906384,OPTIMAL,OPTIMAL,A,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.125,0.15,0.247869030167962,251.646158549719,151.939284837575,98.3552746285573,150,651.940718015851,300,200,100,150,1,47862.8819207907,1303.8814360317,24054.8440492317,22504.1564355273,46559.000484759,1202742.20246159,4126,4.54747350886464e-13,16843.194298705,94630.3732189516,307471.04203361,721617.109707151,1031.69392078897,7.90575018895801,15811.500377916,0.2295,71352.7607758525,607.0547704696,18147.0757347367,OPTIMAL,OPTIMAL,A,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.125,0.15,0.247869030167962,251.646158549719,151.939284837575,98.3552746285573,150,651.940718015851,300,200,100,150,1,47862.8819207907,1303.8814360317,24054.8440492317,22504.1564355273,46559.000484759,1202742.20246159,4126,4.54747350886464e-13,16820.1250393161,94288.1540531625,276731.230816194,869612.505745594,1032.09027370846,7.89401738280384,15788.0347656077,0.2355,69407.0021585075,621.028163489353,18124.0064753478,OPTIMAL,OPTIMAL,A,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,17460.8150533202,95659.381842091,343900.572058103,820593.853831067,1044.6425006962,8.20808627631202,16416.172552624,0.234,72539.1418315604,635.320972239063,18763.792348422,OPTIMAL,OPTIMAL,A,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,16822.7492660922,94630.3732189516,305134.478491258,721617.109707151,1031.97170488496,7.89538878060362,15790.7775612072,0.2295,71263.8156663627,607.013070294564,18125.7265611939,OPTIMAL,OPTIMAL,A,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,16802.959404336,94288.2170837678,276731.230816194,869612.505745594,1032.52630111832,7.88521655160885,15770.4331032177,0.2355,69334.2834834533,620.975335490846,18105.9366994377,OPTIMAL,OPTIMAL,A,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.375,0.15,0.28223015801524,253.189322543803,162.952239840482,100,150,666.141562384285,300,200,100,150,2,36772.7545222022,1332.28312476857,14380.7837694175,21059.6876280161,35440.4713974336,719039.188470877,4097,1.16415321826935e-10,17276.9416410128,95659.381842091,341084.836395399,820593.853831067,1046.84339523048,8.11504912289119,16230.0982457824,0.234,71753.4434281176,635.294880983446,18609.2247657814,OPTIMAL,OPTIMAL,A,1.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.375,0.15,0.28223015801524,253.189322543803,162.952239840482,100,150,666.141562384285,300,200,100,150,2,36772.7545222022,1332.28312476857,14380.7837694175,21059.6876280161,35440.4713974336,719039.188470877,4097,1.16415321826935e-10,16666.6575343295,94481.2266668939,290703.821868017,721617.109707151,1034.03954166836,7.81630899633057,15632.6179926611,0.2295,70583.991755873,606.919437192268,17998.9406590981,OPTIMAL,OPTIMAL,A,1.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.375,0.15,0.28223015801524,253.189322543803,162.952239840482,100,150,666.141562384285,300,200,100,150,2,36772.7545222022,1332.28312476857,14380.7837694175,21059.6876280161,35440.4713974336,719039.188470877,4097,1.16415321826935e-10,16725.8161355351,94266.598467263,276731.230816194,869612.505745594,1032.44028080877,7.84668792736316,15693.3758547263,0.2355,69006.9179115229,620.911664318428,18058.0992603037,OPTIMAL,OPTIMAL,A,1.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.075,0.255181695827306,254.612999097024,153.833565174699,92.7365463819109,150,651.183110653634,300,200,100,150,1,40085.3942424027,1302.36622130727,16236.7501540112,22546.2778670842,38783.0280210954,811837.507700561,4124,1.16415321826935e-10,17466.8656728615,95659.381842091,343900.572058103,820593.853831067,1044.58238229287,8.2111416452843,16422.2832905686,0.234,72564.9646326224,635.33152588487,18769.2318941687,OPTIMAL,OPTIMAL,C,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.075,0.255181695827306,254.612999097024,153.833565174699,92.7365463819109,150,651.183110653634,300,200,100,150,1,40085.3942424027,1302.36622130727,16236.7501540112,22546.2778670842,38783.0280210954,811837.507700561,4124,1.16415321826935e-10,16829.4051714832,94630.3732189516,305727.82750326,721617.109707151,1031.90579853693,7.89874968647312,15797.4993729462,0.2295,71292.7549404342,607.031684170702,18131.7713927904,OPTIMAL,OPTIMAL,C,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.075,0.255181695827306,254.612999097024,153.833565174699,92.7365463819109,150,651.183110653634,300,200,100,150,1,40085.3942424027,1302.36622130727,16236.7501540112,22546.2778670842,38783.0280210954,811837.507700561,4124,1.16415321826935e-10,16806.301351375,94288.2170837678,276731.230816194,869612.505745594,1032.50734228779,7.8868970045436,15773.7940090872,0.2355,69348.4252863946,620.990446604387,18108.6675726823,OPTIMAL,OPTIMAL,C,0.5
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,17460.8150533202,95659.381842091,343900.572058103,820593.853831067,1044.6425006962,8.20808627631202,16416.172552624,0.234,72539.1418315604,635.320972239063,18763.792348422,OPTIMAL,OPTIMAL,C,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,16822.7492660922,94630.3732189516,305134.478491258,721617.109707151,1031.97170488496,7.89538878060362,15790.7775612072,0.2295,71263.8156663627,607.013070294564,18125.7265611939,OPTIMAL,OPTIMAL,C,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.15,0.26648721399687,254.918535994251,153.833565174699,92.7365463819109,150,651.488647550861,300,200,100,150,1,40102.4047888813,1302.97729510172,16690.4731501999,22108.9543435797,38799.4274937796,834523.657509993,4103,0,16802.959404336,94288.2170837678,276731.230816194,869612.505745594,1032.52630111832,7.88521655160885,15770.4331032177,0.2355,69334.2834834533,620.975335490846,18105.9366994377,OPTIMAL,OPTIMAL,C,1
medium,18,4,4,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.225,0.276531718246791,252.025202520252,153.833565174699,92.7365463819109,150,648.595314076862,300,200,100,150,1,40314.7816358675,1297.19062815372,16858.5063420615,22159.0846656523,39017.5910077137,842925.317103073,4082,1.16415321826935e-10,17519.471038166,95659.381842091,343900.572058103,820593.853831067,1044.06804332107,8.23770149742247,16475.4029948449,0.234,72789.481280957,635.420911778161,18816.6616663197,OPTIMAL,OPTIMAL,C,1.5
