complexity_label,initial_state_id,a0,loc0,lfw0,R,distance_variant,D_granularity,rho,dataset_role,weight_D,weight_A,weight_C,distance_median_before_rescale,T1,T2,T3,T4,T_total,capacity_upper_T1,capacity_upper_T2,capacity_upper_T3,capacity_upper_T4,upper_bound_count,wdro_objective,terminal_cost,lambda_rho_cost,alpha_weighted_cost,robust_dual_loss,lambda,active_constraint_count,max_independent_violation,loss_mean,loss_q95,loss_q99,loss_max,service_cost_mean,shortage_kg_mean,shortage_penalty_mean,any_unreachable_scenario_share,loss_any_unreachable_mean,loss_fully_reachable_mean,validation_total_cost,solve_status,evaluation_status,changed_component,weight_multiplier
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.3,0.25,0.15,0.171049329787623,88.3724736109975,50.7323459618689,44.7317459018629,90.7385458466451,274.575111321374,300,200,100,150,0,5065.13887365995,549.150222642749,4297.54904637757,218.439604639631,4515.9886510172,214877.452318878,5989,2.5465851649642e-11,218.439604639631,0,0,262778.882055458,6.05912875798224,0.106190237940825,212.380475881649,0.002,83383.1846069471,51.7767890037447,767.58982728238,OPTIMAL,OPTIMAL,D,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.3,0.25,0.15,0.171049329787623,88.3724736109975,50.7323459618689,44.7317459018629,90.7385458466451,274.575111321374,300,200,100,150,0,5065.13887365995,549.150222642749,4297.54904637757,218.439604639631,4515.9886510172,214877.452318878,5989,2.5465851649642e-11,168.19535945681,0,0,256933.372531134,7.45421187956687,0.0803705737886214,160.741147577243,0.0025,65798.8066466075,3.70761186996589,717.345582099558,OPTIMAL,OPTIMAL,D,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.3,0.25,0.15,0.171049329787623,88.3724736109975,50.7323459618689,44.7317459018629,90.7385458466451,274.575111321374,300,200,100,150,0,5065.13887365995,549.150222642749,4297.54904637757,218.439604639631,4515.9886510172,214877.452318878,5989,2.5465851649642e-11,153.455246543961,0,35.1926801071712,221962.793906621,7.44284456855153,0.0730062009877049,146.01240197541,0.0025,15490.0980493122,115.017545283891,702.60546918671,OPTIMAL,OPTIMAL,D,0.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,220.474530702069,0,0,264811.765354087,6.04927641665383,0.107212627142708,214.425254285415,0.002,83891.4054316042,52.797314467796,767.579974941052,OPTIMAL,OPTIMAL,D,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,169.21386954312,0,0,258966.255829763,7.45033276399466,0.0808817683895628,161.763536779126,0.0025,66205.3833063332,3.70968549101494,716.319313782103,OPTIMAL,OPTIMAL,D,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.6,0.25,0.15,0.261291590891034,88.3724736109975,50.7323459618689,44.7317459018629,89.7161566447621,273.552722119491,300,200,100,150,0,4967.38064444712,547.105444238983,4199.80066950606,220.474530702069,4420.27520020813,209990.033475303,5989,2.5465851649642e-11,154.468748828562,0,35.1926801071712,223981.422115378,7.43395765126905,0.0735173955886464,147.034791177293,0.0025,15490.0980493122,116.033587674468,701.574193067545,OPTIMAL,OPTIMAL,D,1
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.9,0.25,0.15,0.351533851994445,65.4610915637018,50.7323459618689,63.0709999792486,93.8275645746393,273.092002079459,300,200,100,150,0,4922.59459477576,546.184004158917,4153.82886654069,222.581724076161,4376.41059061685,207691.443327034,5989,0,221.48669244381,0,0,265704.645155257,6.13999807832941,0.10767334718274,215.346694365481,0.002,84128.0147273047,53.3373376645296,767.670696602727,OPTIMAL,OPTIMAL,D,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-1,0.9,0.25,0.15,0.351533851994445,65.4610915637018,50.7323459618689,63.0709999792486,93.8275645746393,273.092002079459,300,200,100,150,0,4922.59459477576,546.184004158917,4153.82886654069,222.581724076161,4376.41059061685,207691.443327034,5989,0,170.243437231341,0,0,260077.903513484,8.01918041218221,0.0811121284095793,162.224256819159,0.0025,66617.4046376686,3.70919863375363,716.427441390258,OPTIMAL,OPTIMAL,D,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,validation-2,0.9,0.25,0.15,0.351533851994445,65.4610915637018,50.7323459618689,63.0709999792486,93.8275645746393,273.092002079459,300,200,100,150,0,4922.59459477576,546.184004158917,4153.82886654069,222.581724076161,4376.41059061685,207691.443327034,5989,0,155.506306255199,0,35.1926801071712,225246.362587644,8.01079503787375,0.0737477556086628,147.495511217326,0.0025,15526.4383659732,116.982667007786,701.690310414117,OPTIMAL,OPTIMAL,D,1.5
simple,7,2,7,0,2000,weight_sensitivity,D33,0.02,nominal,0.6,0.125,0.15,0.261291590891034,84.8144582218116,50.7323459618689,44.7317459018629,87.2814554182691,267.560005503813,300,200,100,150,0,5597.98620500097,535.120011007625,4830.46301775253,232.403176240808,5062.86619399334,241523.150887627,5989,2.5465851649642e-11,232.403176240808,0,0,276713.282581311,5.99248872403562,0.113205343758386,226.410687516773,0.002,86866.7847384102,58.7871811262406,767.523187248433,OPTIMAL,OPTIMAL,A,0.5
