complexity_label,initial_state_id,a0,loc0,lfw0,R,distance_variant,D_granularity,rho,dataset_role,weight_D,weight_A,weight_C,distance_median_before_rescale,T1,T2,T3,T4,T_total,capacity_upper_T1,capacity_upper_T2,capacity_upper_T3,capacity_upper_T4,upper_bound_count,wdro_objective,terminal_cost,lambda_rho_cost,alpha_weighted_cost,robust_dual_loss,lambda,active_constraint_count,max_independent_violation,loss_mean,loss_q95,loss_q99,loss_max,service_cost_mean,shortage_kg_mean,shortage_penalty_mean,any_unreachable_scenario_share,loss_any_unreachable_mean,loss_fully_reachable_mean,validation_total_cost,solve_status,evaluation_status
simple,7,2,7,0,2000,D_only,D33,0,nominal,0.6,0,0,0.180484522206823,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,249.024902490249,300,200,100,150,0,767.392773688212,498.049804980498,0,269.342968707714,269.342968707714,243771.565489118,3999,0,269.342968707714,0,0,313517.729076791,5.86207516381402,0.13174044677195,263.4808935439,0.002,96083.5357550836,77.3305583141749,767.392773688212,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_only,D33,0,validation-1,0.6,0,0,0.180484522206823,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,249.024902490249,300,200,100,150,0,767.392773688212,498.049804980498,0,269.342968707714,269.342968707714,243771.565489118,3999,0,194.275600858998,0,0,307908.673734322,7.98424445062998,0.0931456782041841,186.291356408368,0.0025,76215.7007651061,3.74571322930605,692.325405839496,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_only,D33,0,validation-2,0.6,0,0,0.180484522206823,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,249.024902490249,300,200,100,150,0,767.392773688212,498.049804980498,0,269.342968707714,269.342968707714,243771.565489118,3999,0,179.398359046869,0,35.1926801071712,272906.100780799,7.83574824033375,0.0857813054032676,171.562610806535,0.0025,15523.2797665276,140.942515920351,677.448164027367,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_only,D33,0.02,nominal,0.6,0,0,0.180484522206823,65.4610915637018,50.7323459618689,61.7324172159034,93.8275645746393,271.753419316113,300,200,100,150,0,4808.29651044967,543.506838632227,4026.2214315337,238.568240283744,4264.78967181745,201311.071576685,5988,5.82076609134674e-11,224.146734971628,0,0,268363.123449924,6.12287507945684,0.109011929946086,218.023859892171,0.002,84792.8447343431,54.6703862754927,767.653573603855,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_only,D33,0.02,validation-1,0.6,0,0,0.180484522206823,65.4610915637018,50.7323459618689,61.7324172159034,93.8275645746393,271.753419316113,300,200,100,150,0,4808.29651044967,543.506838632227,4026.2214315337,238.568240283744,4264.78967181745,201311.071576685,5988,5.82076609134674e-11,171.579291818591,0,0,262736.41178153,8.016452236087,0.0817814197912519,163.562839582504,0.0025,67150.9327499199,3.71123803888816,715.086130450817,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_only,D33,0.02,validation-2,0.6,0,0,0.180484522206823,65.4610915637018,50.7323459618689,61.7324172159034,93.8275645746393,271.753419316113,300,200,100,150,0,4808.29651044967,543.506838632227,4026.2214315337,238.568240283744,4264.78967181745,201311.071576685,5988,5.82076609134674e-11,156.836354674459,0,35.1926801071712,227898.13786074,8.00226069378827,0.0744170469903354,148.834093980671,0.0025,15526.4383659732,118.31604888173,700.343193306686,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_plus_A,D33,0,nominal,0.6,0.25,0,0.202288021533821,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,249.024902490249,300,200,100,150,0,767.392773688212,498.049804980498,0,269.342968707714,269.342968707714,243771.565489118,3999,0,269.342968707714,0,0,313517.729076791,5.86207516381402,0.13174044677195,263.4808935439,0.002,96083.5357550836,77.3305583141749,767.392773688212,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_plus_A,D33,0,validation-1,0.6,0.25,0,0.202288021533821,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,249.024902490249,300,200,100,150,0,767.392773688212,498.049804980498,0,269.342968707714,269.342968707714,243771.565489118,3999,0,194.275600858998,0,0,307908.673734322,7.98424445062998,0.0931456782041841,186.291356408368,0.0025,76215.7007651061,3.74571322930605,692.325405839496,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_plus_A,D33,0,validation-2,0.6,0.25,0,0.202288021533821,66.2793552082481,50.7323459618689,44.7317459018629,87.2814554182691,249.024902490249,300,200,100,150,0,767.392773688212,498.049804980498,0,269.342968707714,269.342968707714,243771.565489118,3999,0,179.398359046869,0,35.1926801071712,272906.100780799,7.83574824033375,0.0857813054032676,171.562610806535,0.0025,15523.2797665276,140.942515920351,677.448164027367,OPTIMAL,OPTIMAL
simple,7,2,7,0,2000,D_plus_A,D33,0.02,nominal,0.6,0.25,0,0.202288021533821,71.747218999943,50.7323459618689,66.5521097564302,93.8275645746393,282.859239292881,300,200,100,150,0,4088.21255159839,565.718478585763,3312.24196174877,210.252111263858,3522.49407301263,165612.098087439,5989,0,202.034908703788,0,0,246303.816345734,6.22268876515282,0.0979061099693176,195.812219938635,0.002,79270.1928534015,43.5816863697243,767.753387289551,OPTIMAL,OPTIMAL
