method,stage,markov_state,path_count,beginning_inventory_mean_kg,beginning_inventory_q10_kg,beginning_inventory_q90_kg,inventory_range_kg,corr_begin_inventory_production,corr_begin_inventory_total_htt,corr_begin_inventory_total_p_el,corr_begin_inventory_end_inventory,corr_begin_inventory_shortage,low_q25_production_mean_kg,high_q75_production_mean_kg,low_q25_htt_mean_kg,high_q75_htt_mean_kg,low_inventory_path_id,high_inventory_path_id,low_inventory_state_sequence,high_inventory_state_sequence,definition_cn
chi2_eta003,3,155,27,351.64723203491405,333.10395708552323,380.95646504138836,48.27192635982482,1.91940417363296e-15,-0.9507074838678742,0.8074013138549065,1.0,,114.66793435276591,114.6679343527659,31.348511288318818,0.0,4038,454,65-106-155-84-101-94-87-72,65-114-155-140-165-223-224-224,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,156,38,360.75726968301495,335.44510150969677,391.4782806726792,58.52107863154481,2.2897562138130103e-15,-0.9508640622297861,,0.9864071158452723,-0.9725718298042467,114.66793435276593,114.66793435276591,55.15993249248787,23.145628058539057,2317,389,65-106-156-198-215-224-280-272,65-139-156-142-159-96-152-168,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,157,15,344.0067868226581,337.94110150969675,341.68510150969746,58.52107863154396,-3.805642601087487e-15,-0.5257076719829896,0.9468539274436192,0.9817904306967449,-0.980086927585328,114.66793435276591,114.6679343527659,68.862385455063,15.504061487602375,6751,2239,65-106-157-167-200-272-280-280,65-124-157-142-111-96-112-160,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,163,35,352.8308690355446,333.0270432556085,380.48095314892345,47.99926300025396,0.30741221901899307,-0.9527865635493508,0.6771323086374859,1.0,,114.66793435276591,114.66793435276591,29.11611178679832,0.0,7606,7079,65-106-163-205-190-263-248-320,65-130-163-166-207-216-224-184,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,164,42,353.575630344367,333.10395708552323,391.478280672679,58.52107863154481,,-0.9690199006370009,-0.7905592891497685,0.9561099003525485,-0.9857443723815407,114.66793435276593,114.66793435276593,51.5653649637325,32.84285337806515,9081,3713,65-106-164-149-158-143-136-128,65-139-164-165-110-103-96-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,165,17,356.2707351033702,333.0526811989134,391.47828067267886,58.50251330368036,,-0.8246478087033262,0.5204825929356769,0.9631861747636824,-0.9597224809635099,114.6679343527659,114.66793435276591,70.71524421043404,14.248672411354715,5421,3080,65-98-165-168-152-160-88-136,65-155-165-168-168-152-168-152,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,179,18,380.483912280021,380.48095314892345,381.1397733170843,9.097982197144631,,0.9978764716911707,,0.9999999999999998,-1.7066575917969407e-14,114.66793435276591,114.6679343527659,28.057932416790354,32.22331998207731,3606,210,65-146-179-189-206-279-280-280,65-114-179-197-262-183-192-208,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,180,13,389.08229834232867,381.1270083051022,391.4782806726789,10.521815631290565,-4.997483509902486e-15,-0.9998625616108313,-0.8769924092399883,1.0,4.997483509902486e-15,114.6679343527659,114.6679343527659,47.29851241756784,31.69108294490698,401,2004,65-130-180-181-198-215-224-152,65-131-180-173-182-135-184-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,195,13,379.2236711594151,380.95646504138836,381.10147828113793,23.251386664401025,4.251839346744084e-15,-0.9999433499220391,-4.251839346744084e-15,0.9999007320755262,-0.9984045884374692,114.6679343527659,114.6679343527659,6.666758201355145,0.0,3282,902,65-154-195-268-245-207-280-264,65-122-195-180-189-182-215-208,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,3,212,12,381.980250458758,372.96612689832546,391.4782806726788,19.347134468864624,8.270698772678856e-15,-0.644864564009852,0.28542149789049065,1.0,-8.270698772678856e-15,114.6679343527659,114.6679343527659,57.0402144526227,31.905724046320156,3916,8605,65-146-212-278-263-248-256-328,65-139-212-221-182-191-208-216,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,60,94,346.62939993837773,340.4790701918446,346.7190701918446,108.92598992561892,-0.975589254982372,-0.8051285882792024,-0.9755892549823685,0.9791442481009595,,120.11999999999992,118.27339330406014,54.51200815924473,55.69230193620238,1925,384,65-90-107-60-21-31-24-16,65-138-123-60-78-71-64-168,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,61,169,354.17264829841594,342.340151967671,363.7565012357527,143.88096174601668,-0.9865610830658879,-0.5270651247322435,-0.9865610830658876,0.9570751694451336,,113.83809912524187,101.39669157641131,55.3927459362791,9.125961982859552,5915,7367,65-106-108-61-70-63-80-104,65-115-132-61-22-7-32-48,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,62,156,364.637375329079,346.7190701918446,381.30650123575333,159.49472654435215,-0.989336040905836,-0.4782984073731883,-0.9893360409058354,0.6868591629196246,,108.3866690839881,73.2181616408818,45.92692198922017,10.477724492538073,715,168,65-100-109-62-79-16-8-24,65-131-124-62-95-104-112-32,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,68,217,346.4592827846869,339.4128121996372,346.7190701918446,108.92598992561972,-0.9690748624844947,-0.7944762673993568,-0.9690748624844929,0.9731649707145729,,120.1199999999999,117.53285350094232,49.68526649673407,51.18680482631693,2953,9890,65-106-107-68-69-86-71-64,65-138-115-68-93-86-103-96,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,69,328,355.6992089221883,342.340151967671,369.8191127569532,139.294184644052,-0.9708753811601281,-0.4550599420643714,-0.9708753811601273,0.9275461009859846,,113.75191795705143,98.72061203882465,47.25834364181993,8.67954641696328,2545,12,65-66-107-69-94-167-152-168,65-114-132-69-94-23-32-40,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,70,264,363.1943855229635,346.7190701918446,381.30650123575333,158.19239406767417,-0.9610782556202325,-0.44210805312017876,-0.9610782556202336,0.9134512194749739,,93.99445236425987,74.78806102404216,35.52613686960431,10.230517432254477,572,3463,65-76-109-70-79-104-112-96,65-132-125-70-63-72-104-88,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,76,214,345.084588214303,339.4128121996372,346.7190701918446,108.92598992561881,-0.9635353315328067,-0.6059857577500611,-0.9635353315328071,0.9631671061336994,,119.93565224946704,114.75893097513269,49.9707094465086,50.46146522194646,1010,5897,65-106-107-76-87-96-80-72,65-138-147-76-79-88-80-72,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,77,294,355.1184206407352,341.0373947245925,369.8191127569532,155.00972654435202,-0.9682502722616347,-0.4679326823451668,-0.9682502722616355,0.9219650692022429,,113.97507294045934,99.65323858667327,43.95722267170379,8.575754027318789,479,9474,65-82-107-77-30-47-40-48,65-115-124-77-71-80-96-80,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,78,248,365.029548801718,346.7190701918446,381.30650123575333,158.8039834857371,-0.8896190621153721,-0.5538387339835208,-0.8896190621153723,0.8992144409379765,,108.82222509390095,93.87848879995052,40.493830119416536,9.588414561661805,2598,7381,65-75-109-78-95-88-112-112,65-124-125-78-95-80-72-72,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,84,205,344.8207877121663,338.1379257676711,346.7190701918446,100.57618298051062,-0.9571488445255503,-0.7494890349389508,-0.9571488445255524,0.9762459122074523,,115.98416754116592,112.32978190455763,45.018145753731545,45.60867985991202,725,1755,65-98-107-84-101-111-112-96,65-146-131-84-101-80-96-104,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,85,288,356.11967134831673,340.4790701918438,369.8191127569532,147.1633656288618,-0.9893531528475233,-0.38043026564320936,-0.9893531528475226,0.9538835734852658,,111.53908481872645,90.56394446168834,29.747676926886896,7.207762719794692,5791,8114,65-90-107-85-46-39-16-40,65-122-132-85-48-56-56-56,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,86,248,362.02827865255273,340.4790701918438,381.30650123575333,126.66814665542807,-0.9784102262787812,-0.486557867794868,-0.9784102262787812,0.9478804819724377,,99.60781113827555,74.69637932332428,28.870349876371243,10.369688226524374,834,9268,65-90-107-86-47-40-32-48,65-59-124-86-95-112-104-88,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,92,168,342.692870556059,331.3140701918446,346.7190701918446,84.02871837501556,-0.8843106189848622,-0.8227518547663119,-0.884310618984864,0.9679587357626502,,115.26409479542444,113.20066620840986,43.93233931708524,39.64424621177645,62,3337,65-90-107-92-102-111-96-112,65-82-131-92-54-55-32-48,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,93,235,352.6409522598904,338.9205315836423,363.7565012357527,156.63890752916183,-0.9842429703748236,-0.45699939740259565,-0.9842429703748246,0.9536517217733971,,103.6286072653902,89.60504355639907,32.10492800202533,2.01592627501915,707,8294,65-98-107-93-70-87-80-64,65-139-124-93-79-64-128-152,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,94,189,355.5919438796852,337.554070191844,370.3279290312708,168.7953292023094,-0.9775266676433405,-0.4696664153911358,-0.9775266676433416,0.7796052545629786,,98.20203885415938,63.280367565316595,23.613945482167967,3.958511501663486,2564,8475,65-100-109-94-111-40-24-8,65-130-125-94-111-112-96-168,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,100,112,345.7952591206923,331.3140701918446,346.7190701918446,109.40150181808366,-0.9349964219256945,-0.7425977835307828,-0.9349964219256937,0.9675701436797044,,113.88000000000008,111.66514805140334,42.28928576172682,45.16802836193859,926,8087,65-90-107-100-86-71-80-72,65-130-139-100-109-112-112-96,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,101,175,351.59795748838883,340.4790701918446,363.7565012357527,147.1633656288618,-0.9724307174567732,-0.3247742203230235,-0.9724307174567729,0.8850633388751542,,104.39565186195685,87.8992181595204,30.550548651292036,3.4900161346804337,7254,9878,65-90-107-101-87-72-104-64,65-138-132-101-110-151-184-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,102,147,356.1016408452405,337.554070191844,369.9112643190351,147.29684696936982,-0.9606745120052066,-0.326107904202299,-0.9606745120052045,0.8383817794427463,,90.15907183929757,63.8854185908682,30.066844119934238,3.163200752360668,287,4017,65-108-109-102-111-88-120-192,65-114-140-102-55-48-32-40,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,108,224,339.89410908679935,329.6848892070348,346.7190701918446,109.54651505783437,-0.9473733526474417,-0.46992343103286477,-0.9473733526474426,0.9515275722172767,,113.8800000000001,107.48095586857019,40.209677356099185,46.070732247961324,482,3890,65-98-107-108-93-166-167-160,65-122-155-108-53-47-56-48,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,109,406,346.7439823473879,337.99117072328227,350.0637127971579,137.87126580384682,-0.9086879014225078,-0.3048957355694314,-0.9086879014225068,0.7600672248359635,,103.41620708305715,92.25445983702004,35.133057114379135,10.31811351962188,173,2867,65-90-107-109-110-95-56-40,65-123-148-109-38-55-32-40,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,110,313,349.14150806733073,337.554070191844,363.7565012357527,154.0355778296087,-0.8847908636506927,-0.16180397982564443,-0.8847908636506913,0.6378780684243142,,100.30344997692934,80.83156683085593,16.79180467575178,8.511491874465738,7727,7047,65-108-109-110-103-96-152-144,65-147-165-110-111-112-88-64,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,116,21,388.1296164017683,342.340151967671,439.2314042648689,98.87998419284634,1.321154981708125e-15,0.40260414431573543,,0.9954651409658506,-0.9606131311878949,120.11999999999998,120.11999999999999,44.10688613833524,61.83991975281822,9220,6281,65-82-75-116-133-151-128-208,65-114-131-116-135-144-216-208,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,117,26,391.4103586867768,346.7190701918446,456.3530358624622,133.62697625353348,9.997957193303392e-17,-0.06927478284534459,,0.9920871285048265,-0.923868410417788,120.11999999999998,120.11999999999999,37.78858069067978,37.48640844500322,9790,3800,65-58-99-117-182-191-176-192,65-155-140-117-200-176-192-216,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,118,30,409.5291456732375,355.96919734520543,486.6646494500745,150.59677012447668,-0.3512109196517667,0.34410981741382574,-0.3512109196517664,0.9920929915372921,-0.6952842091435375,120.11999999999999,119.69683770115716,15.472397588257154,25.07854115915103,2698,4995,65-58-75-118-199-192-208-256,65-115-133-118-143-136-144-96,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,124,30,387.44535699310086,346.2811783694272,439.23140426486873,101.36788366140797,-2.361120246793918e-16,-0.4050642590765358,,0.9938226516016769,-0.9523022494883004,120.11999999999996,120.11999999999999,62.08934670772983,54.48158069083867,4041,1074,65-106-91-124-77-103-112-112,65-114-139-124-189-239-184-256,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,125,49,406.45380236404435,346.7190701918446,473.1757382709889,145.84472654435285,,-0.08826750624210775,,0.9961081267645806,-0.9433969518764737,120.11999999999996,120.11999999999996,40.903241286712436,26.277155085135607,2509,2436,65-82-100-125-198-207-248-184,65-122-124-125-136-120-80-8,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,126,39,410.797036322015,349.39478427609527,476.06797973726503,146.87986363438267,,-0.030117425024745296,,0.9981379525659445,-0.5077332023982091,120.11999999999998,120.11999999999998,26.946547177117775,17.662660714450666,4725,15,65-90-75-126-143-224-280-280,65-114-124-126-63-72-96-104,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,132,34,387.4364904337794,342.7763274349231,439.2314042648692,147.44906134191973,,-0.661975596070276,,0.9905208136174154,-0.9215628255524467,120.11999999999995,120.11999999999998,64.26566093968216,44.07626368770003,547,218,65-82-99-132-141-150-167-104,65-146-211-132-159-144-208-224,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,133,48,405.5094458028741,346.30098344728225,467.55615501088164,146.95692455622293,,-0.4538989017096967,,0.9963405543969254,-0.9460545515259567,120.11999999999996,120.11999999999996,54.76445239957617,20.223687915229213,429,3794,65-90-100-133-223-224-200-224,65-138-124-133-206-223-168-104,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,134,43,434.51334658303523,363.0967931281604,484.27263333641037,151.24697435454192,-0.2823089468274566,0.3078157096806116,-0.28230894682745244,0.9880707090141142,-0.5621730655903758,120.11999999999998,119.92633327063756,14.818272923076806,21.760520018464646,4084,9477,65-91-108-134-159-168-168-216,65-115-125-134-151-168-224-216,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,140,31,391.6477755365121,343.79407019184464,439.0863910251189,98.87998419284634,-1.459706032053086e-15,-0.41141338605164973,,0.9929966683226871,-0.9437918756115287,120.11999999999998,120.11999999999999,66.53119561929653,56.64975710710384,5924,2303,65-82-91-140-103-144-128-128,65-114-131-140-213-223-280-280,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,141,42,397.6723163434462,345.9219619062131,467.2187548535296,146.87986363438267,1.5005008215282057e-15,-0.3566199225863066,,0.9945898008082628,-0.9185275884996285,120.11999999999996,120.11999999999998,67.49251612214013,22.75896575161368,7207,728,65-90-75-141-102-111-112-56,65-130-124-141-102-87-72-64,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,142,49,406.7593864636306,346.71907019184414,481.488964163692,157.84411321344567,-0.4027729026417978,0.015423570401583089,-0.40277290264179744,0.992326198020823,-0.649028728515829,120.11999999999996,119.23316398359795,36.61939674455972,28.660144932739403,9608,3870,65-90-75-142-183-176-192-200,65-123-133-142-167-224-224-280,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,148,27,395.2428092358892,340.02744980097077,439.28246431279763,109.67416517765633,5.233084106830596e-17,-0.6746243476866243,,0.9942236385024295,-0.9304586179474199,120.11999999999999,120.11999999999999,51.640442345163464,39.15155357398151,9729,7706,65-90-107-148-133-166-159-168,65-114-123-148-197-190-231-240,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,149,37,400.5742356739791,340.02744980097077,462.97180343817246,157.59481730984407,-0.30108022009055063,-0.10405186620408462,-0.3010802200905508,0.9948549168414781,-0.9204028101092505,120.11999999999998,120.10724735213944,37.58831026244975,18.597610771955612,4552,5827,65-74-107-149-222-191-192-200,65-138-212-149-119-136-112-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,150,32,419.7358115501768,346.71907019184414,471.31459950762064,168.15504430216197,-0.41608146813943453,-0.45981144950700137,-0.4160814681394346,0.9938657441950093,-0.8669336885509965,120.11999999999999,117.47981971155995,41.42600029436501,18.323090523156875,2676,494,65-106-99-150-159-168-200-216,65-140-213-150-191-264-256-272,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,156,18,379.32053924769104,340.4790701918446,439.08639102511864,99.91512128287627,,-0.46815240941340247,,0.9973639421374046,-0.9202640258750622,120.11999999999999,120.11999999999998,59.34316567298086,45.941617950160776,477,3913,65-90-75-156-165-143-104-152,65-114-139-156-111-96-88-96,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,157,36,406.2708350479331,345.57942101444587,472.83305236720287,147.72836932189546,,-0.14793874186049552,,0.9981878605351221,-0.9633933550867562,120.11999999999998,120.11999999999999,34.863946473128955,19.6618364900848,9160,8233,65-82-107-157-127-128-208-192,65-139-132-157-206-279-264-232,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,158,31,398.96687233721394,349.2037790924769,456.3530358624639,153.1114927296585,-1.6719701280987052e-15,0.08460516648781558,,0.9956555361535914,-0.9318649687303522,120.11999999999998,120.11999999999999,31.756029655551373,23.578640799790847,9949,8159,65-83-109-158-167-168-224-208,65-138-211-158-167-168-144-128,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,164,33,380.44064642509994,332.5620701918446,438.6108791326538,109.54651505783477,,-0.6094107156100007,,0.994652250343117,-0.8368197265436079,120.11999999999999,120.11999999999999,61.654864413963864,50.99328776547466,5824,2895,65-98-107-164-149-166-151-144,65-122-115-164-117-198-223-216,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,165,74,403.9864463760357,339.3500192146601,467.55615501088164,156.63890752916183,-0.1880448942986988,-0.022220362192270516,-0.18804489429869883,0.9957098026103233,-0.9282110115262995,120.11999999999993,119.96553741953693,32.333398767253534,26.057009755761367,4809,6077,65-90-107-165-159-144-168-152,65-138-124-165-166-143-80-104,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,166,61,406.1980197503408,337.554070191844,472.7018366295167,164.3103292023091,-0.20828020651909804,0.2956952312193944,-0.20828020651909881,0.996889420626911,-0.9485350501932898,120.11999999999995,119.18382809358195,23.25212098423707,29.067152379889205,483,2447,65-82-107-166-223-216-208-216,65-130-212-166-167-80-104-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,173,13,447.77927993348436,413.59420588881795,504.0418518991859,106.33118753201609,1.1464536632512193e-15,-0.27225427245646655,,0.9982300681872229,-0.7878316651891653,120.11999999999999,120.11999999999999,51.38459881815194,44.636991760631716,4413,2004,65-66-139-173-191-208-184-200,65-131-180-173-182-135-184-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,174,10,482.14661394590695,456.35303586246266,506.1462150254444,49.7931791629822,-2.9671372500794754e-15,0.22365850828756212,,0.999577517614153,-0.6263707547615576,120.11999999999999,120.11999999999999,21.298679510818232,20.503691259049216,2320,4947,65-59-132-174-199-208-280-192,65-131-181-174-183-248-240-248,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,180,12,453.7647570424354,413.7238643129789,495.2846254088078,82.05580505185333,-2.21126966325132e-15,0.3762874401692788,,0.9851856930621063,-0.9381720344381345,120.11999999999999,120.11999999999999,49.17860931541202,62.87325499513336,4170,1538,65-82-131-180-238-255-248-184,65-122-179-180-182-191-184-248,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,181,21,473.91558516260204,430.26107218754544,495.7694126339037,106.33118753201609,-1.9341111717300881e-16,0.05248878642111778,,0.9696787857286975,-0.8128266057224312,120.11999999999999,120.11999999999999,32.212266678579475,56.77992498996089,6369,1736,65-58-139-181-174-247-176-248,65-123-180-181-206-247-256-264,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,188,15,447.9981721148998,399.81502749342803,495.43419463716776,104.10828493655572,9.477476400902055e-17,0.8206437562664576,,0.9904971024846834,-0.9247749052010469,120.11999999999999,120.11999999999998,36.69448111319127,71.69825522386131,5618,9990,65-98-139-188-205-222-279-280,65-122-179-188-173-182-191-176,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,189,17,455.8671780562914,422.5071888474853,495.7334647379825,106.33118753201575,,-0.15559708795841512,,0.9778010154566842,-0.8350329749016598,120.11999999999998,120.11999999999998,42.28397653557192,37.855203696515005,8203,2754,65-74-147-189-239-264-280-280,65-115-180-189-175-184-200-184,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,197,21,474.83895473691786,439.086391025119,495.8970627537258,106.33118753201575,5.799729473510205e-16,0.20662654622941531,,0.9790859777433346,-0.8993676986834541,120.11999999999999,120.11999999999999,40.05350424125021,60.722178627876275,3832,2135,65-74-147-197-263-224-216-256,65-131-180-197-207-192-184-240,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,198,17,463.87677478907744,408.0320558989939,506.1462150254442,106.33118753201614,,-0.7920389816657804,,0.9998311126889511,-0.5505433231459311,120.11999999999998,120.11999999999998,40.52553553115094,18.01918143967999,2493,121,65-74-147-198-215-224-208-192,65-148-181-198-207-200-192-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,205,17,465.07357990634557,431.50528070836407,499.8331256466697,115.05908700057859,,0.18890187375142142,,0.9736295480831867,-0.7385075912991343,120.11999999999998,120.11999999999998,29.262700210919945,42.83599604640889,7606,7255,65-106-163-205-190-263-248-320,65-147-220-205-215-280-224-264,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,213,11,462.35555424714164,428.4690777688022,495.76941263390324,81.99966403417682,-7.524755742971773e-16,-0.499692692807566,,0.9632228076570765,-0.7919691134348917,120.11999999999999,120.11999999999999,48.26998721792887,27.597751886689746,8164,7246,65-58-131-213-198-279-280-280,65-122-188-213-206-271-336-312,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,214,12,462.5573600141038,448.5146351358344,495.04241698421106,112.5711875320165,5.120057161819043e-16,-0.5224790240064383,,0.9917226286978903,-0.5630786249132945,120.11999999999999,120.11999999999999,27.267821889921,13.068522406188327,3848,3179,65-82-163-214-223-208-192-224,65-148-181-214-183-232-184-184,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,221,21,452.4526216730093,391.1056933527297,506.1462150254448,115.05908700057921,6.644401420684796e-17,-0.5644390790047114,,0.9870578342627405,-0.8582862317910604,120.11999999999999,120.11999999999999,41.25067316652743,19.90226953132129,9207,567,65-106-163-221-222-207-200-208,65-147-212-221-166-151-144-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,4,222,17,464.6377928011659,431.50528070836407,506.146215025444,112.57118753201735,,-0.6706917625148704,,0.9857576418946412,-0.7971705153270735,120.11999999999998,120.11999999999999,50.05863651169119,12.715387578904062,6300,9168,65-82-147-222-207-216-224-280,65-131-204-222-223-224-208-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,61,66,440.92520361722484,435.4053863232282,443.87869297623024,82.4556784078843,-0.729132082760537,-0.4625690049703519,-0.7291320827605368,0.9732576818302344,,11.448651425656696,5.304579162020161,6.795228885255482,5.347596441406571,7290,1523,65-74-107-108-61-86-63-88,65-58-131-124-61-71-64-136,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,62,102,440.4880780020301,431.0272404212391,446.4154288883374,137.12896567061904,-0.5450193199756241,-0.025379846311069234,-0.545019319975624,0.9823815921824575,,7.137996656647903,1.8268390509247021,4.452866418121684,6.206557072946464,9960,8988,65-82-91-109-62-71-88-72,65-74-116-133-62-71-80-64,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,69,100,441.0124427465053,431.2289340973641,443.87869297623024,111.60342606217631,-0.6370005049479085,-0.039981973057643984,-0.6370005049479085,0.9778098035121623,,11.66115139759629,4.3481372427752145,0.2583410415731208,0.2553868467916372,260,7296,65-82-107-92-69-120-200-152,65-130-123-116-69-70-7-16,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,70,195,440.60114525994084,430.9613353460435,447.665444848735,135.4958028817441,-0.3687406940308396,0.06623130388419533,-0.36874069403083953,0.9865287319635907,,2.8122514660257285,0.0,4.9945782956785285,7.2517786655411935,707,9896,65-98-107-93-70-87-80-64,65-67-140-133-70-87-72-88,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,77,86,440.53394766382894,430.9613353460438,444.5703863232276,115.64150181808441,-0.762100402187355,0.379373678188117,-0.7621004021873546,0.9519632966567275,,16.57535743299688,6.501536644907742,0.2334779990585736,3.534668914906556,5274,6996,65-90-107-108-77-70-127-160,65-130-147-156-77-72-88-88,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,78,205,438.21127336561636,424.0408560758727,445.1657224255931,140.05396567061882,-0.36210172643646515,0.033906928702100214,-0.3621017264364663,0.996596242760305,,1.6058416149967387,0.0,4.840605682473751,5.2403767342473575,6602,3027,65-74-107-109-78-95-104-96,65-66-140-117-78-87-112-96,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,85,99,440.6298008645635,429.1653863232287,444.5703863232276,106.81618298051012,-0.6674877175678471,0.04405937160028059,-0.6674877175678473,0.9844647992612293,,8.925928807712019,3.630846901961986,3.4112156188276823,2.192281589271486,1315,8357,65-90-107-108-85-110-95-112,65-146-123-124-85-96-104-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,86,181,437.50764616024037,423.7053863232282,446.63347908363767,124.80650181808534,-0.48578534087253167,0.07068221643435686,-0.4857853408725306,0.9739408307589456,,7.112434335469048,0.0,4.287291977295241,6.405828141562613,1770,155,65-106-107-109-86-71-64-72,65-130-123-116-86-159-112-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,93,77,437.72038290537245,429.7492418990553,442.44099095450736,68.33350694129894,-0.4995496311056582,0.3175644777960814,-0.499549631105658,0.9829114779149025,,2.9286788124991965,0.0,6.086744212640751,5.648321037074991,482,9890,65-98-107-108-93-166-167-160,65-138-115-68-93-86-103-96,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,94,178,434.3372340512291,422.4366320277857,445.1657224255931,70.03234173687304,-0.5236593815588804,-0.04307520668528671,-0.5236593815588805,0.9917360439739367,,1.9328285128853673,0.0,5.922939788066719,5.432887757863015,4636,12,65-66-107-109-94-87-152-168,65-114-132-69-94-23-32-40,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,101,76,437.6145483695577,429.1653863232287,439.87462040282674,115.786515057835,-0.31207926317656454,0.14273194659989435,-0.312079263176564,0.9952310665100935,,1.8276639367142036,0.0,5.611331268387337,7.531579568894032,766,8691,65-90-107-108-101-79-96-112,65-122-131-116-101-110-111-112,同一 method、stage、current Markov state 下比较不同进入库存历史
