method,stage,markov_state,site,records,htt_in_mean_kg,htt_out_mean_kg,net_htt_mean_kg,htt_in_active_frequency,htt_out_active_frequency,net_orientation,schema_boundary
chi2_eta003,6,150,4,10,2.16336993910049,0.341801369482521,1.821568569617969,0.5,0.3,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,158,1,4,0.0,11.869288253052051,-11.869288253052051,0.0,0.5,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,158,2,4,0.0,0.6906305850200934,-0.6906305850200934,0.0,0.5,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,158,3,4,0.7072612499408002,0.0,0.7072612499408002,0.75,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,158,4,4,11.852657588131358,0.0,11.852657588131358,0.75,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,166,1,17,0.2620838441215535,0.9236673181908176,-0.6615834740692641,0.11764705882352941,0.29411764705882354,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,166,2,17,0.0,7.6144414928560895,-7.6144414928560895,0.0,0.8823529411764706,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,166,3,17,6.336672711781461,0.38635904073876354,5.950313671042698,0.8823529411764706,0.11764705882352941,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,166,4,17,2.655884014450709,0.3301727185680547,2.325711295882654,0.5294117647058824,0.058823529411764705,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,174,1,4,4.167772461572925,0.0,4.167772461572925,0.5,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,174,2,4,0.0,3.9391620719404603,-3.9391620719404603,0.0,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,174,3,4,1.8065106289634452,1.5817682455095874,0.22474238345385766,0.5,0.25,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,174,4,4,2.4880635932930977,2.94141636637942,-0.45335277308632227,0.25,0.5,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,182,1,7,1.5016061330507,0.0,1.5016061330507,0.14285714285714285,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,182,2,7,0.2774088493651514,2.354527645108051,-2.0771187957429,0.14285714285714285,0.5714285714285714,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,182,3,7,5.913183103626077,2.5324716752443828,3.3807114283816944,0.5714285714285714,0.42857142857142855,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,182,4,7,2.606297746260844,5.4114965119503315,-2.805198765689487,0.42857142857142855,0.5714285714285714,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,190,1,6,4.707081424289901,0.0,4.707081424289901,0.6666666666666666,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,190,2,6,0.24693034320720667,3.3287622342429017,-3.0818318910356948,0.16666666666666666,0.8333333333333334,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,190,3,6,2.321101170892762,0.3247466489524117,1.99635452194035,0.5,0.16666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,190,4,6,0.07781630574520483,3.6994203609397567,-3.621604055194552,0.16666666666666666,0.6666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,198,1,4,6.591292597046545,0.0,6.591292597046545,0.75,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,198,2,4,0.6842095617266675,2.6266532322336924,-1.942443670507025,0.25,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,198,3,4,1.2244028459741445,2.595259829781325,-1.3708569838071805,0.75,0.25,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,198,4,4,1.911050268054665,5.189042210786997,-3.2779919427323323,0.25,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,206,1,7,4.03908464249336,0.0,4.03908464249336,0.5714285714285714,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,206,2,7,0.10589170973221942,2.2605057687144114,-2.154614058982192,0.14285714285714285,0.7142857142857143,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,206,3,7,4.779093914614656,0.10589170973221942,4.673202204882436,0.5714285714285714,0.14285714285714285,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,206,4,7,0.0,6.557672788393622,-6.557672788393622,0.0,0.8571428571428571,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,214,1,7,2.4129830600590956,0.0,2.4129830600590956,0.2857142857142857,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,214,2,7,2.013086725454275,2.199969866199589,-0.1868831407453137,0.7142857142857143,0.2857142857142857,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,214,3,7,0.0,2.7265522038112384,-2.7265522038112384,0.0,0.8571428571428571,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,214,4,7,1.5659009213410502,1.065448636843594,0.5004522844974562,0.2857142857142857,0.2857142857142857,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,222,1,12,1.9089160323585135,0.0,1.9089160323585135,0.5,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,222,2,12,0.7428314610131587,3.939164648323187,-3.1963331873100285,0.25,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,222,3,12,5.3764510761456235,0.8799598765813458,4.496491199564278,0.75,0.16666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,222,4,12,0.11181700730755,3.3208910519203023,-3.2090740446127524,0.08333333333333333,0.5833333333333334,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,230,1,1,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,230,2,1,0.0,0.340837513423423,-0.340837513423423,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,230,3,1,0.0,2.74728929623395,-2.74728929623395,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,230,4,1,3.08812680965737,0.0,3.08812680965737,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,238,1,6,2.6305776442524453,0.0,2.6305776442524453,0.5,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,238,2,6,1.3261201246979,1.150427089528695,0.1756930351692049,0.5,0.3333333333333333,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,238,3,6,0.3846960670692467,6.411780945544888,-6.027084878475641,0.16666666666666666,0.8333333333333334,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,238,4,6,5.34904461941174,2.1282304203577502,3.22081419905399,0.8333333333333334,0.16666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,246,1,3,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,246,2,3,2.6881129966696364,0.8963267006920536,1.7917862959775828,0.3333333333333333,0.6666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,246,3,3,0.0,5.324995558499327,-5.324995558499327,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,246,4,3,3.5332092625217566,0.0,3.5332092625217566,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,254,1,3,6.537812881438523,0.0,6.537812881438523,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,254,2,3,0.0,2.0807128873529765,-2.0807128873529765,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,254,3,3,1.7412686880383335,0.0,1.7412686880383335,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,254,4,3,0.0,6.19836868212388,-6.19836868212388,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,262,1,1,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,262,2,1,1.44510925323445,0.0,1.44510925323445,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,262,3,1,0.0,5.95144507802152,-5.95144507802152,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,262,4,1,4.50633582478707,0.0,4.50633582478707,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,270,1,4,0.540198041068721,0.0,0.540198041068721,0.5,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,270,2,4,0.0,2.423642821189614,-2.423642821189614,0.0,0.5,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,270,3,4,0.0457457960910315,2.527590210774725,-2.4818444146836933,0.25,0.25,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,270,4,4,4.85031269826598,0.4850235034613925,4.365289194804587,0.5,0.25,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,302,1,1,4.37603318746136,0.0,4.37603318746136,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,302,2,1,0.0,9.84216739552694,-9.84216739552694,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,302,3,1,0.0,1.96520161672149,-1.96520161672149,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,6,302,4,1,7.43133582478707,0.0,7.43133582478707,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,1,65,1,10000,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,1,65,2,10000,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,1,65,3,10000,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,1,65,4,10000,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,58,1,795,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,58,2,795,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,58,3,795,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,58,4,795,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,59,1,335,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,59,2,335,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,59,3,335,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,59,4,335,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,60,1,123,47.3353079083676,0.0,47.3353079083676,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,60,2,123,0.0,22.6710909221208,-22.6710909221208,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,60,3,123,0.0,29.4036789617459,-29.4036789617459,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,60,4,123,4.73946197549905,0.0,4.73946197549905,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,66,1,995,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,66,2,995,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,66,3,995,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,66,4,995,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,67,1,468,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,67,2,468,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,67,3,468,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,67,4,468,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,68,1,185,52.92176531378521,0.0,52.92176531378521,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,68,2,185,0.0,21.7045379521725,-21.7045379521725,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,68,3,185,0.0,37.7532437026321,-37.7532437026321,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,68,4,185,6.53601634101945,0.0,6.53601634101945,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,74,1,1182,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,74,2,1182,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,74,3,1182,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,74,4,1182,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,75,1,628,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,75,2,628,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,75,3,628,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,75,4,628,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,76,1,224,52.3712489382051,0.0,52.3712489382051,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,76,2,224,0.0,21.3736280614872,-21.3736280614872,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,76,3,224,0.0,37.7181455278913,-37.7181455278913,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,76,4,224,6.72052465117342,0.0,6.72052465117342,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,82,1,1067,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,82,2,1067,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,82,3,1067,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,82,4,1067,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,83,1,614,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,83,2,614,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,83,3,614,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,83,4,614,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,84,1,184,47.7559520754553,0.0,47.7559520754553,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,84,2,184,0.0,17.5706196225681,-17.5706196225681,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,84,3,184,0.0,36.5283920573934,-36.5283920573934,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,84,4,184,6.34305960450622,0.0,6.34305960450622,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,90,1,570,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,90,2,570,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,90,3,570,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,90,4,570,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,91,1,300,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,91,2,300,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,91,3,300,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,91,4,300,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,92,1,96,44.030386427531106,0.0,44.030386427531106,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,92,2,96,0.0,24.538611309777497,-24.538611309777497,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,92,3,96,0.0,26.8179418109371,-26.8179418109371,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,92,4,96,7.3261666931835,0.0,7.3261666931835,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,98,1,175,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,98,2,175,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,98,3,175,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,98,4,175,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,99,1,74,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,99,2,74,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,99,3,74,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,99,4,74,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,100,1,22,37.5803274910954,0.0,37.5803274910954,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,100,2,22,0.0,16.6884237925845,-16.6884237925845,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,100,3,22,0.0,28.2131801493266,-28.2131801493266,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,100,4,22,7.32127645081567,0.0,7.32127645081567,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,106,1,120,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,106,2,120,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,106,3,120,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,106,4,120,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,107,1,81,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,107,2,81,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,107,3,81,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,107,4,81,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,108,1,20,46.6733765946824,0.0,46.6733765946824,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,108,2,20,0.0,44.7181043123291,-44.7181043123291,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,108,3,20,0.0,18.7950595054429,-18.7950595054429,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,108,4,20,16.8397872230896,0.0,16.8397872230896,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,114,1,46,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,114,2,46,0.0,32.5132280942948,-32.5132280942948,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,114,3,46,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
saa,2,114,4,46,32.5132280942948,0.0,32.5132280942948,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
