"candidate","path","size_bytes","sha256","hashed_after_matlab_exit","source_commit"
"BASE-PMAX-STAGE90B","C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage90b-base-pmax-fresh-zero-cut-10iter\run-004\06_checkpoint\checkpoint_final.mat","305019559","4c8586db71cca8d2c3843013b14cff355a7cac11d10414467a6777632218e14c","True","25f4745c265a256bb1d886a2e4be10137be578fe"
