candidate,path_id,checkpoint_relative_hour,failure_type,tail_group,current_inventory_kg,target_total_kg,arrival_stage,final_intensity,final_location,final_gap,optimistic_margin_kg
B1100,8747,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,37.392948439
B1100,8916,-16,mixed,difficult4,145.293409272,423.861526765,6,4,4,87.496595664,0.671882507
B1100,9063,-16,mixed,difficult4,154.458409272,423.861526765,6,4,4,85.7837225155,9.836882507
B1100,9276,-8,mixed,difficult4,257.252655161,395.525364721,6,4,2,51.7999497552,1.34729044
B1100,9334,-4,pure_quantity,difficult4,323.849042681,386.76593055,5,4,3,26.1817912012,6.893112131
B1100,9428,-16,pure_quantity,extreme1,302.134475204,552.327963649,5,5,3,99.9125481619,29.046511555
B1100,9638,-8,mixed,difficult4,254.111343625,386.76593055,5,4,3,29.8830375765,6.965413075
B1100,9657,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,4.040413075
B1100,9825,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,54.7076288417,38.317612182
B1100,9825,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,54.7076288417,13.365546535
B1100,9955,-8,mixed,difficult4,196.400831545,316.940731494,6,4,5,66.3337975202,19.080100051
B1010,152,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,31.152948439
B1010,201,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,0.920413075
B1010,459,-8,pure_quantity,difficult4,255.042954597,386.76593055,6,4,3,71.0959818836,4.777024047
B1010,467,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,62.9448956867,31.152948439
B1010,477,-4,pure_quantity,difficult4,114.364400036,180.836278269,7,3,4,38.1329427538,1.778121767
B1010,488,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,91.9948037838,31.152948439
B1010,518,-16,pure_quantity,extreme1,302.134475204,546.93138762,5,5,4,109.586929435,28.203087584
B1010,643,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,51.8374642806,32.077612182
B1010,668,-8,pure_quantity,difficult4,182.014475204,316.940731494,4,4,5,49.714476029,1.57374371
B1010,766,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,29.7634886724,0.920413075
B1010,783,-8,mixed,difficult4,335.220415487,455.499334558,6,5,5,32.7616416645,16.221080929
B1010,783,-4,mixed,difficult4,389.698534679,455.499334558,6,5,5,32.7616416645,2.449200121
B1010,801,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,31.152948439
B1010,869,-8,mixed,difficult4,254.111343625,374.764778406,5,4,1,50.3514616849,15.846565219
B1010,869,-4,mixed,difficult4,314.171343625,374.764778406,5,4,1,50.3514616849,7.656565219
B1010,965,-4,mixed,difficult4,483.953035862,546.93138762,6,5,4,61.8597733859,5.271648242
B1010,1165,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,188.294045631,31.152948439
B1010,1320,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,191.219045631,31.152948439
B1010,1432,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.0169071218,14.772948439
B1010,1432,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.0169071218,5.290379483
B1010,1580,-4,mixed,difficult4,324.402726707,386.76593055,4,4,3,24.61068681,5.886796157
B1010,1666,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,57.1249121551,32.077612182
B1010,2000,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,160.561358653,31.152948439
B1010,2052,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,66.8006773112,28.203087584
B1010,2103,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,58.1179800353,32.077612182
B1010,2268,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,9.446882507
B1010,2316,-16,pure_quantity,extreme1,151.533409272,423.861526765,6,4,4,130.592051561,0.671882507
B1010,2419,-8,mixed,difficult4,251.186343625,386.76593055,5,4,3,26.9928568362,0.920413075
B1010,2435,-16,pure_quantity,difficult4,302.134475204,546.93138762,5,5,4,94.5159721332,28.203087584
B1010,2467,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,86.7099746942,22.806511555
B1010,2501,-16,mixed,difficult4,151.533409272,395.525364721,6,4,2,50.4349409882,29.008044551
B1010,3269,-8,mixed,difficult4,334.419629347,455.499334558,7,5,5,58.3914159486,15.420294789
B1010,3349,-16,pure_quantity,difficult4,302.134475204,552.327963649,5,5,3,51.7498731097,22.806511555
B1010,3381,-8,mixed,difficult4,251.186343625,374.764778406,5,4,1,64.9716701245,12.921565219
B1010,3909,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,201.358259651,9.446882507
B1010,3911,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,0.920413075
B1010,3951,-8,pure_quantity,difficult4,302.134475204,423.861526765,4,4,4,78.5279185717,14.772948439
B1010,3997,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.3673461149,14.772948439
B1010,3997,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.3673461149,5.290379483
B1010,4007,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,31.152948439
B1010,4329,-8,mixed,normal95,251.186343625,386.76593055,5,4,3,16.753594571,0.920413075
B1010,4711,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,29.631447778,22.806511555
B1010,4711,-8,mixed,difficult4,416.802409557,552.327963649,5,5,3,29.631447778,0.974445908
B1010,4723,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,168.070694858,31.152948439
B1010,5152,-16,mixed,difficult4,160.308409272,423.861526765,6,4,4,79.4180631879,9.446882507
B1010,5212,-16,mixed,difficult4,154.458409272,423.861526765,6,4,4,79.8866068466,3.596882507
B1010,5265,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,9.446882507
B1010,5334,-8,mixed,difficult4,251.186343625,386.76593055,5,4,3,66.7690306901,0.920413075
B1010,5444,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,0.920413075
B1010,5592,-16,pure_quantity,extreme1,163.233409272,423.861526765,6,4,4,135.272051561,12.371882507
B1010,5685,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,31.152948439
B1010,6098,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,30.665857873,32.077612182
B1010,6098,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,30.665857873,10.245546535
B1010,6098,-4,mixed,difficult4,476.862409557,543.056863022,5,5,2,30.665857873,2.055546535
B1010,6257,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,0.920413075
B1010,6266,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,42.1319777437,28.203087584
B1010,6266,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,42.1319777437,6.371021937
B1010,6526,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,0.920413075
B1010,6663,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,88.1847364306,32.077612182
B1010,7669,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,41.0614092413,28.203087584
B1010,7669,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,41.0614092413,6.371021937
B1010,7786,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,67.7390173926,22.806511555
B1010,7862,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,72.9173932171,31.152948439
B1010,8332,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,149.283117493,31.152948439
B1010,8384,-4,mixed,difficult4,324.402726707,386.76593055,4,4,3,31.5594161696,5.886796157
B1010,8440,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,42.2401159909,14.772948439
B1010,8440,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,42.2401159909,5.290379483
B1010,8716,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,42.5638992717,28.203087584
B1010,8716,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,42.5638992717,6.371021937
B1010,8747,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,31.152948439
B1010,9063,-16,mixed,difficult4,154.458409272,423.861526765,6,4,4,85.7837225155,3.596882507
B1010,9334,-4,pure_quantity,difficult4,323.849042681,386.76593055,5,4,3,26.1817912012,5.333112131
B1010,9428,-16,pure_quantity,extreme1,302.134475204,552.327963649,5,5,3,99.9125481619,22.806511555
B1010,9638,-8,mixed,difficult4,254.111343625,386.76593055,5,4,3,29.8830375765,3.845413075
B1010,9657,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,0.920413075
B1010,9825,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,54.7076288417,32.077612182
B1010,9825,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,54.7076288417,10.245546535
B1010,9955,-8,mixed,difficult4,196.400831545,316.940731494,6,4,5,66.3337975202,15.960100051
B1001,152,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,33.492948439
B1001,201,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,2.090413075
B1001,459,-8,pure_quantity,difficult4,255.042954597,386.76593055,6,4,3,71.0959818836,5.947024047
B1001,467,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,62.9448956867,33.492948439
B1001,477,-4,pure_quantity,difficult4,114.364400036,180.836278269,7,3,4,38.1329427538,2.363121767
B1001,488,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,91.9948037838,33.492948439
B1001,518,-16,pure_quantity,extreme1,302.134475204,546.93138762,5,5,4,109.586929435,30.543087584
B1001,643,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,51.8374642806,34.417612182
B1001,668,-8,pure_quantity,difficult4,182.014475204,316.940731494,4,4,5,49.714476029,2.74374371
B1001,766,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,29.7634886724,2.090413075
B1001,783,-8,mixed,difficult4,335.220415487,455.499334558,6,5,5,32.7616416645,17.391080929
B1001,783,-4,mixed,difficult4,389.698534679,455.499334558,6,5,5,32.7616416645,3.034200121
B1001,801,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,33.492948439
B1001,869,-8,mixed,difficult4,254.111343625,374.764778406,5,4,1,50.3514616849,17.016565219
B1001,869,-4,mixed,difficult4,314.171343625,374.764778406,5,4,1,50.3514616849,8.241565219
B1001,965,-4,mixed,difficult4,483.953035862,546.93138762,6,5,4,61.8597733859,5.856648242
B1001,1165,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,188.294045631,33.492948439
B1001,1320,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,191.219045631,33.492948439
B1001,1432,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.0169071218,15.942948439
B1001,1432,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.0169071218,5.875379483
B1001,1580,-4,mixed,difficult4,324.402726707,386.76593055,4,4,3,24.61068681,6.471796157
B1001,1666,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,57.1249121551,34.417612182
B1001,2000,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,160.561358653,33.492948439
B1001,2052,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,66.8006773112,30.543087584
B1001,2103,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,58.1179800353,34.417612182
B1001,2268,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,11.786882507
B1001,2316,-16,pure_quantity,extreme1,151.533409272,423.861526765,6,4,4,130.592051561,3.011882507
B1001,2419,-8,mixed,difficult4,251.186343625,386.76593055,5,4,3,26.9928568362,2.090413075
B1001,2435,-16,pure_quantity,difficult4,302.134475204,546.93138762,5,5,4,94.5159721332,30.543087584
B1001,2467,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,86.7099746942,25.146511555
B1001,2501,-16,mixed,difficult4,151.533409272,395.525364721,6,4,2,50.4349409882,31.348044551
B1001,3269,-8,mixed,difficult4,334.419629347,455.499334558,7,5,5,58.3914159486,16.590294789
B1001,3349,-16,pure_quantity,difficult4,302.134475204,552.327963649,5,5,3,51.7498731097,25.146511555
B1001,3381,-8,mixed,difficult4,251.186343625,374.764778406,5,4,1,64.9716701245,14.091565219
B1001,3724,-16,pure_quantity,extreme1,182.014475204,455.499334558,5,5,5,100.803445608,1.855140646
B1001,3909,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,201.358259651,11.786882507
B1001,3911,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,2.090413075
B1001,3951,-8,pure_quantity,difficult4,302.134475204,423.861526765,4,4,4,78.5279185717,15.942948439
B1001,3997,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.3673461149,15.942948439
B1001,3997,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.3673461149,5.875379483
B1001,4007,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,33.492948439
B1001,4329,-8,mixed,normal95,251.186343625,386.76593055,5,4,3,16.753594571,2.090413075
B1001,4689,-16,pure_quantity,difficult4,182.014475204,455.499334558,5,5,5,84.1929909333,1.855140646
B1001,4711,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,29.631447778,25.146511555
B1001,4711,-8,mixed,difficult4,416.802409557,552.327963649,5,5,3,29.631447778,2.144445908
B1001,4723,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,168.070694858,33.492948439
B1001,5152,-16,mixed,difficult4,160.308409272,423.861526765,6,4,4,79.4180631879,11.786882507
B1001,5212,-16,mixed,difficult4,154.458409272,423.861526765,6,4,4,79.8866068466,5.936882507
B1001,5265,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,11.786882507
B1001,5334,-8,mixed,difficult4,251.186343625,386.76593055,5,4,3,66.7690306901,2.090413075
B1001,5444,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,2.090413075
B1001,5592,-16,pure_quantity,extreme1,163.233409272,423.861526765,6,4,4,135.272051561,14.711882507
B1001,5685,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,33.492948439
B1001,6098,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,30.665857873,34.417612182
B1001,6098,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,30.665857873,11.415546535
B1001,6098,-4,mixed,difficult4,476.862409557,543.056863022,5,5,2,30.665857873,2.640546535
B1001,6257,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,2.090413075
B1001,6260,-16,pure_quantity,difficult4,182.014475204,455.499334558,5,5,5,84.1929909333,1.855140646
B1001,6266,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,42.1319777437,30.543087584
B1001,6266,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,42.1319777437,7.541021937
B1001,6526,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,2.090413075
B1001,6663,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,88.1847364306,34.417612182
B1001,7669,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,41.0614092413,30.543087584
B1001,7669,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,41.0614092413,7.541021937
B1001,7786,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,67.7390173926,25.146511555
B1001,7862,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,72.9173932171,33.492948439
B1001,8332,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,149.283117493,33.492948439
B1001,8384,-4,mixed,difficult4,324.402726707,386.76593055,4,4,3,31.5594161696,6.471796157
B1001,8440,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,42.2401159909,15.942948439
B1001,8440,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,42.2401159909,5.875379483
B1001,8716,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,42.5638992717,30.543087584
B1001,8716,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,42.5638992717,7.541021937
B1001,8747,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,33.492948439
B1001,9063,-16,mixed,difficult4,154.458409272,423.861526765,6,4,4,85.7837225155,5.936882507
B1001,9334,-4,pure_quantity,difficult4,323.849042681,386.76593055,5,4,3,26.1817912012,5.918112131
B1001,9428,-16,pure_quantity,extreme1,302.134475204,552.327963649,5,5,3,99.9125481619,25.146511555
B1001,9638,-8,mixed,difficult4,254.111343625,386.76593055,5,4,3,29.8830375765,5.015413075
B1001,9657,-8,pure_quantity,difficult4,251.186343625,386.76593055,5,4,3,54.470515063,2.090413075
B1001,9825,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,54.7076288417,34.417612182
B1001,9825,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,54.7076288417,11.415546535
B1001,9955,-8,mixed,difficult4,196.400831545,316.940731494,6,4,5,66.3337975202,17.130100051
B0110,152,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,23.352948439
B0110,459,-8,pure_quantity,difficult4,255.042954597,386.76593055,6,4,3,71.0959818836,0.877024047
B0110,467,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,62.9448956867,23.352948439
B0110,488,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,91.9948037838,23.352948439
B0110,518,-16,pure_quantity,extreme1,302.134475204,546.93138762,5,5,4,109.586929435,20.403087584
B0110,643,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,51.8374642806,24.277612182
B0110,783,-8,mixed,difficult4,335.220415487,455.499334558,6,5,5,32.7616416645,12.321080929
B0110,783,-4,mixed,difficult4,389.698534679,455.499334558,6,5,5,32.7616416645,0.499200121
B0110,801,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,23.352948439
B0110,869,-8,mixed,difficult4,254.111343625,374.764778406,5,4,1,50.3514616849,11.946565219
B0110,869,-4,mixed,difficult4,314.171343625,374.764778406,5,4,1,50.3514616849,5.706565219
B0110,965,-4,mixed,difficult4,483.953035862,546.93138762,6,5,4,61.8597733859,3.321648242
B0110,1165,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,188.294045631,23.352948439
B0110,1320,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,191.219045631,23.352948439
B0110,1432,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.0169071218,10.872948439
B0110,1432,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.0169071218,3.340379483
B0110,1580,-4,mixed,difficult4,324.402726707,386.76593055,4,4,3,24.61068681,3.936796157
B0110,1666,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,57.1249121551,24.277612182
B0110,2000,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,160.561358653,23.352948439
B0110,2052,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,66.8006773112,20.403087584
B0110,2103,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,58.1179800353,24.277612182
B0110,2268,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,1.646882507
B0110,2435,-16,pure_quantity,difficult4,302.134475204,546.93138762,5,5,4,94.5159721332,20.403087584
B0110,2467,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,86.7099746942,15.006511555
B0110,2501,-16,mixed,difficult4,151.533409272,395.525364721,6,4,2,50.4349409882,21.208044551
B0110,3269,-8,mixed,difficult4,334.419629347,455.499334558,7,5,5,58.3914159486,11.520294789
B0110,3349,-16,pure_quantity,difficult4,302.134475204,552.327963649,5,5,3,51.7498731097,15.006511555
B0110,3381,-8,mixed,difficult4,251.186343625,374.764778406,5,4,1,64.9716701245,9.021565219
B0110,3909,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,201.358259651,1.646882507
B0110,3951,-8,pure_quantity,difficult4,302.134475204,423.861526765,4,4,4,78.5279185717,10.872948439
B0110,3997,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.3673461149,10.872948439
B0110,3997,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.3673461149,3.340379483
B0110,4007,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,23.352948439
B0110,4711,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,29.631447778,15.006511555
B0110,4723,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,168.070694858,23.352948439
B0110,5152,-16,mixed,difficult4,160.308409272,423.861526765,6,4,4,79.4180631879,1.646882507
B0110,5265,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,1.646882507
B0110,5592,-16,pure_quantity,extreme1,163.233409272,423.861526765,6,4,4,135.272051561,4.571882507
B0110,5685,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,23.352948439
B0110,6098,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,30.665857873,24.277612182
B0110,6098,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,30.665857873,6.345546535
B0110,6098,-4,mixed,difficult4,476.862409557,543.056863022,5,5,2,30.665857873,0.105546535
B0110,6266,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,42.1319777437,20.403087584
B0110,6266,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,42.1319777437,2.471021937
B0110,6663,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,88.1847364306,24.277612182
B0110,7669,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,41.0614092413,20.403087584
B0110,7669,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,41.0614092413,2.471021937
B0110,7786,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,67.7390173926,15.006511555
B0110,7862,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,72.9173932171,23.352948439
B0110,8332,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,149.283117493,23.352948439
B0110,8384,-4,mixed,difficult4,324.402726707,386.76593055,4,4,3,31.5594161696,3.936796157
B0110,8440,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,42.2401159909,10.872948439
B0110,8440,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,42.2401159909,3.340379483
B0110,8716,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,42.5638992717,20.403087584
B0110,8716,-8,mixed,difficult4,416.802409557,546.93138762,5,5,4,42.5638992717,2.471021937
B0110,8747,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,23.352948439
B0110,9334,-4,pure_quantity,difficult4,323.849042681,386.76593055,5,4,3,26.1817912012,3.383112131
B0110,9428,-16,pure_quantity,extreme1,302.134475204,552.327963649,5,5,3,99.9125481619,15.006511555
B0110,9825,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,54.7076288417,24.277612182
B0110,9825,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,54.7076288417,6.345546535
B0110,9955,-8,mixed,difficult4,196.400831545,316.940731494,6,4,5,66.3337975202,12.060100051
B0101,152,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,63.1664616747,25.692948439
B0101,459,-8,pure_quantity,difficult4,255.042954597,386.76593055,6,4,3,71.0959818836,2.047024047
B0101,467,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,62.9448956867,25.692948439
B0101,477,-4,pure_quantity,difficult4,114.364400036,180.836278269,7,3,4,38.1329427538,0.413121767
B0101,488,-16,mixed,difficult4,182.014475204,423.861526765,5,4,4,91.9948037838,25.692948439
B0101,518,-16,pure_quantity,extreme1,302.134475204,546.93138762,5,5,4,109.586929435,22.743087584
B0101,643,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,51.8374642806,26.617612182
B0101,783,-8,mixed,difficult4,335.220415487,455.499334558,6,5,5,32.7616416645,13.491080929
B0101,783,-4,mixed,difficult4,389.698534679,455.499334558,6,5,5,32.7616416645,1.084200121
B0101,801,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,25.692948439
B0101,869,-8,mixed,difficult4,254.111343625,374.764778406,5,4,1,50.3514616849,13.116565219
B0101,869,-4,mixed,difficult4,314.171343625,374.764778406,5,4,1,50.3514616849,6.291565219
B0101,965,-4,mixed,difficult4,483.953035862,546.93138762,6,5,4,61.8597733859,3.906648242
B0101,1165,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,188.294045631,25.692948439
B0101,1320,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,191.219045631,25.692948439
B0101,1432,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.0169071218,12.042948439
B0101,1432,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.0169071218,3.925379483
B0101,1580,-4,mixed,difficult4,324.402726707,386.76593055,4,4,3,24.61068681,4.521796157
B0101,1666,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,57.1249121551,26.617612182
B0101,2000,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,160.561358653,25.692948439
B0101,2052,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,66.8006773112,22.743087584
B0101,2103,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,58.1179800353,26.617612182
B0101,2268,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,3.986882507
B0101,2435,-16,pure_quantity,difficult4,302.134475204,546.93138762,5,5,4,94.5159721332,22.743087584
B0101,2467,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,86.7099746942,17.346511555
B0101,2501,-16,mixed,difficult4,151.533409272,395.525364721,6,4,2,50.4349409882,23.548044551
B0101,3269,-8,mixed,difficult4,334.419629347,455.499334558,7,5,5,58.3914159486,12.690294789
B0101,3349,-16,pure_quantity,difficult4,302.134475204,552.327963649,5,5,3,51.7498731097,17.346511555
B0101,3381,-8,mixed,difficult4,251.186343625,374.764778406,5,4,1,64.9716701245,10.191565219
B0101,3909,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,201.358259651,3.986882507
B0101,3951,-8,pure_quantity,difficult4,302.134475204,423.861526765,4,4,4,78.5279185717,12.042948439
B0101,3997,-8,mixed,difficult4,302.134475204,423.861526765,4,4,4,44.3673461149,12.042948439
B0101,3997,-4,mixed,difficult4,360.901906248,423.861526765,4,4,4,44.3673461149,3.925379483
B0101,4007,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,25.692948439
B0101,4711,-16,mixed,difficult4,302.134475204,552.327963649,5,5,3,29.631447778,17.346511555
B0101,4723,-16,pure_quantity,extreme1,182.014475204,423.861526765,5,4,4,168.070694858,25.692948439
B0101,5152,-16,mixed,difficult4,160.308409272,423.861526765,6,4,4,79.4180631879,3.986882507
B0101,5265,-16,pure_quantity,extreme1,160.308409272,423.861526765,6,4,4,168.727629244,3.986882507
B0101,5592,-16,pure_quantity,extreme1,163.233409272,423.861526765,6,4,4,135.272051561,6.911882507
B0101,5685,-16,pure_quantity,difficult4,182.014475204,423.861526765,5,4,4,91.5661112779,25.692948439
B0101,6098,-16,mixed,difficult4,302.134475204,543.056863022,5,5,2,30.665857873,26.617612182
B0101,6098,-8,mixed,difficult4,416.802409557,543.056863022,5,5,2,30.665857873,7.515546535
B0101,6098,-4,mixed,difficult4,476.862409557,543.056863022,5,5,2,30.665857873,0.690546535
B0101,6266,-16,mixed,difficult4,302.134475204,546.93138762,5,5,4,42.1319777437,22.743087584
