scheme,method,stage,origin_site,destination_site,active_stage_observations,total_flow_kg,mean_flow_kg_per_active_stage_observation,mean_flow_kg_per_all_oos_path,nonzero_active_stage_share,transport_cost_yuan,weighted_unit_cost_yuan_per_kg,c_d
Reference_08,saa,5,2,4,2577,1829.4984697054338,0.7099334379920199,0.18294984697054337,0.13853317811408614,45413.401483827416,24.82286934688685,0.8
Reference_08,saa,5,3,1,2577,2090.793254494967,0.8113283874640935,0.20907932544949673,0.1715172681412495,61206.35550797994,29.274226601024875,0.8
Reference_08,saa,5,3,2,2577,1793.272595622218,0.6958760557323322,0.17932725956222179,0.1684128831975165,17091.704150494978,9.53101284892195,0.8
Reference_08,saa,5,3,4,2577,2200.983734075666,0.8540875956832233,0.22009837340756658,0.10516103996895615,68846.24810442165,31.279762334697402,0.8
Reference_08,saa,5,4,1,2577,2263.9853914927457,0.8785352702726998,0.22639853914927457,0.1684128831975165,59186.07298196433,26.142427068816172,0.8
Reference_08,saa,5,4,2,2577,215.6701024257278,0.0836903773479735,0.02156701024257278,0.021342646488164533,6271.514028541435,29.07919993547187,0.8
Reference_08,saa,5,4,3,2577,13.85145460681322,0.005375030891274048,0.001385145460681322,0.002328288707799767,577.3700729939926,41.68299210322627,0.8
Reference_08,saa,6,1,2,455,10.18775571543491,0.022390671902054744,0.0010187755715434911,0.017582417582417582,326.92992043227275,32.09047503337356,0.8
Reference_08,saa,6,1,3,455,4.464072550699293,0.00981114846307537,0.0004464072550699293,0.008791208791208791,156.6657081678106,35.09479435840913,0.8
Reference_08,saa,6,1,4,455,155.6766123014524,0.3421464006625327,0.01556766123014524,0.08351648351648351,4415.501926387339,28.36329658714024,0.8
Reference_08,saa,6,2,1,455,251.97048732336788,0.5537812908205887,0.025197048732336788,0.16923076923076924,7312.931712310833,29.022969277055598,0.8
Reference_08,saa,6,2,3,455,280.15489903480875,0.615725052823755,0.028015489903480875,0.26153846153846155,2859.883578839298,10.20822262502703,0.8
Reference_08,saa,6,2,4,455,229.15504440236813,0.5036374602249849,0.022915504440236812,0.15604395604395604,6094.758768503725,26.59665984835174,0.8
Reference_08,saa,6,3,1,455,359.52028669849375,0.7901544762604256,0.035952028669849374,0.17142857142857143,10522.416905796897,29.26793645617379,0.8
Reference_08,saa,6,3,2,455,363.5330158267052,0.798973661157594,0.03635330158267052,0.2153846153846154,3102.3921317766,8.534003781531354,0.8
Reference_08,saa,6,3,4,455,374.7210290615449,0.8235627012341645,0.03747210290615449,0.11208791208791209,11723.811846185718,31.28677319110419,0.8
Reference_08,saa,6,4,1,455,782.1619542772473,1.7190372621477958,0.07821619542772473,0.25934065934065936,20060.68309540557,25.647735722383146,0.8
Reference_08,saa,6,4,2,455,34.033110479062074,0.07479804500892763,0.0034033110479062072,0.02197802197802198,843.237468680815,24.776973271355654,0.8
Reference_08,saa,6,4,3,455,1.52769408682033,0.003357569421583143,0.00015276940868203299,0.002197802197802198,51.6386568587477,33.801699767147724,0.8
Reference_08,chi2_eta003,1,1,2,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,1,3,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,1,4,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,2,1,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,2,3,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,2,4,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,3,1,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,3,2,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,3,4,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,4,1,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,4,2,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,1,4,3,10000,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,1,2,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,1,3,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,1,4,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,2,1,8901,5356.222553946613,0.601755145932661,0.5356222553946612,0.09908998988877654,138807.3142399759,25.9151506200389,0.8
Reference_08,chi2_eta003,2,2,3,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,2,4,8901,5179.515444056568,0.5819026451024105,0.5179515444056568,0.08178856308279969,109968.81642422655,21.23148731034569,0.8
Reference_08,chi2_eta003,2,3,1,8901,31475.674841855198,3.536195353539512,3.1475674841855197,0.1421188630490956,805935.0607333706,25.605012911801584,0.8
Reference_08,chi2_eta003,2,3,2,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,3,4,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,4,1,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,4,2,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,2,4,3,8901,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,3,1,2,7930,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,3,1,3,7930,1.30274189902174,0.00016428018903174527,0.000130274189902174,0.00012610340479192938,42.3068111036051,32.47520566842464,0.8
Reference_08,chi2_eta003,3,1,4,7930,152.80275225928997,0.019268947321474144,0.015280275225928997,0.002269861286254729,4585.3650661821775,30.008393162979825,0.8
Reference_08,chi2_eta003,3,2,1,7930,9625.520578667618,1.2138109178647671,0.9625520578667618,0.17150063051702397,274878.033245094,28.55721215268994,0.8
Reference_08,chi2_eta003,3,2,3,7930,83.26893953804486,0.010500496789160764,0.008326893953804487,0.0018915510718789407,784.7908041054076,9.424772411648684,0.8
Reference_08,chi2_eta003,3,2,4,7930,20341.316896729346,2.5651093186291725,2.0341316896729347,0.1853720050441362,470540.64002523315,23.132260433978626,0.8
Reference_08,chi2_eta003,3,3,1,7930,84333.58014183957,10.6347515941791,8.433358014183957,0.6063051702395965,2284818.9963134257,27.092636082455147,0.8
Reference_08,chi2_eta003,3,3,2,7930,702.3155335456377,0.08856438001836538,0.07023155335456377,0.008827238335435058,5678.765856365057,8.085775673643193,0.8
Reference_08,chi2_eta003,3,3,4,7930,2939.3815646037074,0.3706660232791562,0.29393815646037075,0.036443883984867594,80315.92418723741,27.324089241903422,0.8
Reference_08,chi2_eta003,3,4,1,7930,1.47799698315373,0.00018638045184788527,0.000147799698315373,0.00012610340479192938,42.4311773696755,28.708568321388874,0.8
Reference_08,chi2_eta003,3,4,2,7930,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,3,4,3,7930,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,4,1,2,5865,353.95698831573964,0.060350722645479936,0.035395698831573966,0.012958226768968456,12148.520627226782,34.322025071560276,0.8
Reference_08,chi2_eta003,4,1,3,5865,154.96620104650478,0.026422199666923236,0.015496620104650478,0.008013640238704177,5158.1389037952185,33.28557368614386,0.8
Reference_08,chi2_eta003,4,1,4,5865,3723.555172591401,0.6348772672790111,0.3723555172591401,0.05336743393009378,108530.301076009,29.146956616860745,0.8
Reference_08,chi2_eta003,4,2,1,5865,3989.772700217676,0.6802681500797376,0.39897727002176764,0.1751065643648764,120186.39547175152,30.12361969021301,0.8
Reference_08,chi2_eta003,4,2,3,5865,882.8907804805389,0.1505355124433996,0.08828907804805389,0.03597612958226769,8002.277569160246,9.063723108315589,0.8
Reference_08,chi2_eta003,4,2,4,5865,6627.679694952632,1.1300391636747857,0.6627679694952633,0.16061381074168798,172747.01746643562,26.06447888512063,0.8
Reference_08,chi2_eta003,4,3,1,5865,25402.109371716386,4.331135442747868,2.5402109371716386,0.45711849957374256,698804.6974056228,27.509711385767705,0.8
Reference_08,chi2_eta003,4,3,2,5865,1075.6338732640386,0.1833987848702538,0.10756338732640386,0.043478260869565216,10149.801429012816,9.436111748891825,0.8
Reference_08,chi2_eta003,4,3,4,5865,1797.3960443336086,0.3064613886331813,0.17973960443336087,0.05132139812446718,56173.60478615566,31.252769785071067,0.8
Reference_08,chi2_eta003,4,4,1,5865,585.1828016661036,0.09977541375381131,0.05851828016661036,0.06768968456947996,16123.838184954284,27.55350659494313,0.8
Reference_08,chi2_eta003,4,4,2,5865,108.29223993721561,0.01846415003192082,0.01082922399372156,0.0034100596760443308,3370.9474251737843,31.128245450718833,0.8
Reference_08,chi2_eta003,4,4,3,5865,9.13857349903462,0.0015581540492812652,0.0009138573499034621,0.0010230179028132991,335.9082094194455,36.75718201040131,0.8
Reference_08,chi2_eta003,5,1,2,2577,202.9686693051522,0.07876161013005518,0.02029686693051522,0.022894838960031045,6846.006164134245,33.72937403379067,0.8
Reference_08,chi2_eta003,5,1,3,2577,72.53819929069084,0.028148311715440754,0.007253819929069084,0.011641443538998836,2429.720121433974,33.49573252703822,0.8
Reference_08,chi2_eta003,5,1,4,2577,3085.8055491187115,1.1974410357464926,0.30858055491187114,0.11719053162592162,89729.46335608815,29.078132736430646,0.8
Reference_08,chi2_eta003,5,2,1,2577,2333.8390836554818,0.9056418640494708,0.23338390836554818,0.2689173457508731,66625.01334228463,28.54738949607878,0.8
Reference_08,chi2_eta003,5,2,3,2577,305.4893167296293,0.11854455441584373,0.03054893167296293,0.14047341870391927,2808.2311385124112,9.192567414715231,0.8
Reference_08,chi2_eta003,5,2,4,2577,3523.478978455636,1.367279386284683,0.3523478978455636,0.4136592937524253,85998.16167009466,24.407173193293243,0.8
Reference_08,chi2_eta003,5,3,1,2577,2237.080500728504,0.8680948780475373,0.22370805007285038,0.23282887077997672,63828.340303292134,28.53198187660501,0.8
Reference_08,chi2_eta003,5,3,2,2577,816.4373643859713,0.3168169826876098,0.08164373643859713,0.07605743112145906,8001.985813868068,9.801101912926567,0.8
Reference_08,chi2_eta003,5,3,4,2577,820.1330893623149,0.31825110180920246,0.08201330893623149,0.09701202949165696,25507.682075529752,31.101881397521662,0.8
Reference_08,chi2_eta003,5,4,1,2577,328.1106902168979,0.12732273582339848,0.032811069021689794,0.07411719053162592,9476.867375225222,28.88314114045028,0.8
Reference_08,chi2_eta003,5,4,2,2577,39.29838432084944,0.015249664074834864,0.003929838432084944,0.006208769887466045,1085.00687658552,27.609452534410643,0.8
Reference_08,chi2_eta003,5,4,3,2577,26.56215742154478,0.010307395196563748,0.002656215742154478,0.002328288707799767,989.1802656902591,37.240207939131,0.8
Reference_08,chi2_eta003,6,1,2,455,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,6,1,3,455,0.0,0.0,0.0,0.0,0.0,,0.8
Reference_08,chi2_eta003,6,1,4,455,236.2975714125559,0.5193353217858372,0.02362975714125559,0.06813186813186813,6714.503959903557,28.415459032291924,0.8
Reference_08,chi2_eta003,6,2,1,455,14.571313493181623,0.03202486482017939,0.0014571313493181623,0.013186813186813187,550.8536260452186,37.803978776723206,0.8
Reference_08,chi2_eta003,6,2,3,455,150.64197907766044,0.33108127269815474,0.015064197907766044,0.12307692307692308,1602.8707397907392,10.640266077256005,0.8
Reference_08,chi2_eta003,6,2,4,455,460.4245819349025,1.0119221580986868,0.04604245819349025,0.37362637362637363,11415.880881666573,24.79424715703085,0.8
Reference_08,chi2_eta003,6,3,1,455,61.10824195259687,0.13430382846724587,0.006110824195259687,0.0989010989010989,1900.2019651032047,31.095673912157984,0.8
Reference_08,chi2_eta003,6,3,2,455,125.70808807077523,0.27628151224346204,0.012570808807077524,0.11428571428571428,1162.6922819244128,9.249144583837776,0.8
Reference_08,chi2_eta003,6,3,4,455,429.3346825839277,0.9435927089756655,0.04293346825839277,0.3384615384615385,12570.657787785258,29.279390409666952,0.8
Reference_08,chi2_eta003,6,4,1,455,52.57249038171291,0.11554393490486355,0.005257249038171291,0.03296703296703297,1605.5039421362865,30.538860352233826,0.8
Reference_08,chi2_eta003,6,4,2,455,24.63466665751819,0.054142124522018,0.002463466665751819,0.01098901098901099,846.6612719117675,34.36869204208928,0.8
Reference_08,chi2_eta003,6,4,3,455,1.78780410352779,0.003929239787973165,0.000178780410352779,0.002197802197802198,66.2521348368399,37.0578268089371,0.8
H04,saa,1,1,2,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,1,3,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,1,4,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,2,1,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,2,3,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,2,4,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,3,1,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,3,2,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,3,4,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,4,1,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,4,2,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,1,4,3,10000,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,2,1,2,8901,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,2,1,3,8901,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,2,1,4,8901,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,2,2,1,8901,7643.932010111491,0.8587722739143236,0.764393201011149,0.0859453993933266,98291.88966968354,12.858812655536676,0.4
H04,saa,2,2,3,8901,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,2,2,4,8901,15417.987713648914,1.7321635449554906,1.5417987713648913,0.1462756993596225,163643.4147511263,10.61379849241023,0.4
H04,saa,2,3,1,8901,33634.52758821047,3.778735826110633,3.363452758821047,0.15234243343444556,430577.819273985,12.801660976053387,0.4
H04,saa,2,3,2,8901,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,2,3,4,8901,11931.311447937962,1.3404461799728074,1.1931311447937962,0.04898326030783058,141116.25398148748,11.827388346808766,0.4
H04,saa,2,4,1,8901,1.19294738531697,0.00013402397318469498,0.000119294738531697,0.00011234692731153803,15.3948900306165,12.904919546410696,0.4
H04,saa,2,4,2,8901,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,2,4,3,8901,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,3,1,2,7930,21.340538003071437,0.0026911145022788696,0.002134053800307144,0.001008827238335435,366.06636697137594,17.153567867815227,0.4
H04,saa,3,1,3,7930,0.0,0.0,0.0,0.0,0.0,,0.4
H04,saa,3,1,4,7930,208.21540145505446,0.026256671053600814,0.020821540145505447,0.0034047919293820933,2953.348212845942,14.184100658295701,0.4
H04,saa,3,2,1,7930,12558.318008928592,1.5836466593856955,1.2558318008928593,0.26746532156368225,173576.03846409114,13.82159922536471,0.4
H04,saa,3,2,3,7930,945.9932654723731,0.11929297168630185,0.09459932654723731,0.025977301387137452,3829.9105885466215,4.048560099034311,0.4
H04,saa,3,2,4,7930,13268.048563593911,1.6731460988138587,1.326804856359391,0.19533417402269862,150094.1940971173,11.312454380741379,0.4
H04,saa,3,3,1,7930,58775.55525341439,7.411797635991833,5.87755552534144,0.5703656998738966,798902.4325487155,13.592426802336428,0.4
H04,saa,3,3,2,7930,4105.339172250332,0.5176972474464479,0.4105339172250332,0.0382093316519546,17490.64638917595,4.260463181069761,0.4
H04,saa,3,3,4,7930,3291.6442744919964,0.4150875503773009,0.32916442744919966,0.05498108448928121,44089.08119274833,13.394242365254566,0.4
H04,saa,3,4,1,7930,2358.4541033126347,0.2974090924732209,0.23584541033126347,0.07503152585119799,28523.74144227043,12.094253351043205,0.4
H04,saa,3,4,2,7930,2.40148011496764,0.0003028348190375334,0.00024014801149676402,0.00025220680958385876,26.422253559159202,11.002486922326751,0.4
H04,saa,3,4,3,7930,13.013789625312784,0.001641083180997829,0.0013013789625312784,0.0007566204287515763,184.1123970718483,14.147485273139507,0.4
H04,saa,4,1,2,5865,276.87155090604756,0.0472074255594284,0.027687155090604754,0.010230179028132993,4740.115445916016,17.120269057634264,0.4
H04,saa,4,1,3,5865,141.8596593824518,0.02418749520587413,0.014185965938245181,0.0076726342710997444,2540.815996891066,17.910771870959163,0.4
H04,saa,4,1,4,5865,2573.605670186471,0.43880744589709664,0.25736056701864707,0.04586530264279625,37560.74460836657,14.59459972577893,0.4
H04,saa,4,2,1,5865,2752.3568277113022,0.46928505161318,0.2752356827711302,0.10434782608695652,42252.86035134671,15.351519805112515,0.4
H04,saa,4,2,3,5865,1987.5734204762448,0.33888719871717676,0.1987573420476245,0.060528559249786874,8918.053926373188,4.48690540661201,0.4
H04,saa,4,2,4,5865,13520.437264038688,2.3052748958292604,1.3520437264038687,0.3403239556692242,154707.61437122195,11.442500811915995,0.4
H04,saa,4,3,1,5865,15227.598245668616,2.596350937027888,1.5227598245668617,0.40187553282182437,206909.244649312,13.587779327456705,0.4
H04,saa,4,3,2,5865,2361.5693457051325,0.4026546198985731,0.23615693457051326,0.07041773231031544,10622.868535503912,4.498224265496666,0.4
H04,saa,4,3,4,5865,2408.277562099328,0.4106185101618628,0.2408277562099328,0.07519181585677749,36748.375435274385,15.259194377595053,0.4
H04,saa,4,4,1,5865,1922.4331876865413,0.3277805946609621,0.19224331876865414,0.08115942028985507,25671.81352238448,13.35381311913262,0.4
H04,saa,4,4,2,5865,1061.462720716459,0.18098256107697513,0.1061462720716459,0.030690537084398978,14350.757896169656,13.519794540201353,0.4
H04,saa,4,4,3,5865,242.33244170173438,0.0413184043822224,0.02423324417017344,0.012617220801364024,3994.1584646566625,16.482145092123982,0.4
H04,saa,5,1,2,2577,231.49197353405194,0.08983002465426927,0.023149197353405194,0.03298409002716337,3858.139793268762,16.66640849083797,0.4
H04,saa,5,1,3,2577,39.00459228303597,0.015135658627487765,0.0039004592283035967,0.007372914241365929,789.379765334746,20.238123747240557,0.4
H04,saa,5,1,4,2577,2965.8870296236446,1.1509068799470876,0.29658870296236445,0.11175785797438882,43229.73187015363,14.575650197856408,0.4
H04,saa,5,2,1,2577,3790.136885932003,1.4707554854218086,0.37901368859320034,0.42724097788125726,52776.89435945089,13.92479901064917,0.4
H04,saa,5,2,3,2577,460.1936264950408,0.17857727066163778,0.046019362649504084,0.1237873496313543,2238.943004364849,4.865219497751946,0.4
H04,saa,5,2,4,2577,2904.4612570896306,1.1270707245206182,0.29044612570896305,0.26503686457120684,34057.31457557251,11.725862926365595,0.4
H04,saa,5,3,1,2577,2955.6374572343757,1.146929552671467,0.2955637457234376,0.4086146682188591,41167.36688280631,13.928422371980322,0.4
H04,saa,5,3,2,2577,1624.8177231611678,0.6305074595115127,0.16248177231611677,0.17190531625921615,7622.503423778727,4.691297562257475,0.4
H04,saa,5,3,4,2577,2192.131858346196,0.8506526419659279,0.21921318583461963,0.12572759022118743,34137.21831061515,15.572611738953146,0.4
H04,saa,5,4,1,2577,2451.1262003629226,0.951154908949523,0.24511262003629228,0.20062087698874662,31853.547261933905,12.995474185383664,0.4
H04,saa,5,4,2,2577,852.8935260815638,0.33096372762187193,0.08528935260815637,0.06363989134652696,12256.880653380991,14.370938784929695,0.4
H04,saa,5,4,3,2577,162.76039146990198,0.06315886358940709,0.016276039146990197,0.030267753201396973,2673.06884421844,16.423337521357276,0.4
H04,saa,6,1,2,455,7.1181102673573635,0.015644198389796405,0.0007118110267357364,0.006593406593406593,131.42058932710424,18.46284819859848,0.4
H04,saa,6,1,3,455,6.665269844041321,0.014648944712178726,0.0006665269844041321,0.008791208791208791,118.64906504042445,17.801089500749235,0.4
H04,saa,6,1,4,455,214.62629374080387,0.4717061400896789,0.02146262937408039,0.09010989010989011,3065.624674025831,14.283546626994692,0.4
H04,saa,6,2,1,455,994.7846081377378,2.186339798104919,0.09947846081377378,0.2967032967032967,14427.108060657956,14.502745561841644,0.4
H04,saa,6,2,3,455,376.3819462362867,0.8272130686511795,0.03763819462362867,0.2879120879120879,1890.5925179618098,5.023069084123725,0.4
H04,saa,6,2,4,455,369.42497773165263,0.8119230279816538,0.036942497773165266,0.17802197802197803,4623.06805816634,12.514227074067795,0.4
H04,saa,6,3,1,455,319.4776821483033,0.7021487519742933,0.03194776821483033,0.2153846153846154,4702.9925173183365,14.720879673639242,0.4
H04,saa,6,3,2,455,209.40605431494825,0.46023308640647975,0.020940605431494824,0.2,983.2700621427748,4.695518786977999,0.4
H04,saa,6,3,4,455,294.52192885013363,0.6473009425277664,0.029452192885013363,0.07912087912087912,4689.146549168067,15.921213634160742,0.4
