"checkpoint_sha256_before","checkpoint_sha256_after","checkpoint_unchanged","live_solver_process_count_after","penalty1500_started","pass"
"b6533668ace2ec418f0cab9879aac3b2dc6c422ab5f9e078ad622cb29059328f","b6533668ace2ec418f0cab9879aac3b2dc6c422ab5f9e078ad622cb29059328f","True","0","False","True"
