N,a0,loc0,lfw0,stage,stage_index,distribution_type,seed_pair_count,mean_pairwise_tv,max_pairwise_tv,mean_max_abs_error,std_max_abs_error,mean_tv_to_exact,std_tv_to_exact,seed_count
500,2,2,0,W2,2,joint,10,0.2132,0.226,0.01952899084218,0.00794549576579801,0.15477741657956,0.00790399406690095,5
500,2,2,0,W3,3,intensity,10,0.0226,0.036,0.0152233707333333,0.00801559829429694,0.0171559053555555,0.00765357685767783,5
500,2,2,0,W3,3,loc,10,0.0742,0.102,0.0212159470468271,0.00436316119364625,0.0501188747052105,0.00849047928174546,5
500,2,2,0,W3,3,lfw,10,0.0426,0.068,0.026021,0.00768956305650721,0.0299796,0.00755140733903291,5
500,2,2,0,W3,3,joint,10,0.2254,0.252,0.017226605720859,0.00333810403956707,0.172605635824451,0.0222258485719618,5
500,2,3,0,W1,1,intensity,10,0.0264,0.058,0.0148,0.0130652210084636,0.0158,0.0129884564132925,5
500,2,3,0,W1,1,loc,10,0.0654,0.092,0.0324,0.00572712842531055,0.0472,0.0114542568506211,5
500,2,3,0,W1,1,lfw,10,0.0224,0.042,0.0248,0.0184715998224301,0.0248,0.0184715998224301,5
500,2,3,0,W1,1,joint,10,0.128,0.172,0.027079,0.00987088293923091,0.09812322,0.00943279720745656,5
500,2,3,0,W2,2,intensity,10,0.027,0.048,0.0163324,0.00790357838576935,0.0169967333333334,0.00755603425305454,5
500,2,3,0,W2,2,loc,10,0.0616,0.09,0.02159,0.0023200993752663,0.0424833333333333,0.00661665617127632,5
500,2,3,0,W2,2,lfw,10,0.0272,0.04,0.02626,0.00956075310841148,0.02906,0.012372873554676,5
500,2,3,0,W2,2,joint,10,0.19,0.224,0.0172563885972523,0.00553497604051582,0.145181480920879,0.0159717634755199,5
500,2,3,0,W3,3,intensity,10,0.031,0.056,0.0188233707333333,0.00942269187047298,0.0204420465111111,0.00929587904450805,5
500,2,3,0,W3,3,loc,10,0.0814,0.102,0.0269506892083619,0.00573970170826225,0.0582530958845817,0.00899295179341531,5
500,2,3,0,W3,3,lfw,10,0.049,0.082,0.0295586,0.0142159708356482,0.0341142,0.0117179173149498,5
500,2,3,0,W3,3,joint,10,0.2344,0.268,0.0149099422890618,0.00302422679179437,0.173435226585982,0.00740871563218883,5
500,2,4,0,W1,1,intensity,10,0.0242,0.05,0.0138,0.0104259292151827,0.0146,0.0114149025401008,5
500,2,4,0,W1,1,loc,10,0.059,0.082,0.0268,0.012457929201918,0.0456,0.012280065146407,5
500,2,4,0,W1,1,lfw,10,0.0302,0.048,0.0208,0.006572670690062,0.0208,0.00657267069006199,5
500,2,4,0,W1,1,joint,10,0.1366,0.162,0.02108708,0.00931774270582741,0.09811322,0.00653032923764186,5
500,2,4,0,W2,2,intensity,10,0.0374,0.078,0.0226028,0.0182528204313745,0.0226758,0.0182444408026117,5
500,2,4,0,W2,2,loc,10,0.083,0.118,0.02432,0.0081260076298266,0.05472,0.0144898930292808,5
500,2,4,0,W2,2,lfw,10,0.0292,0.052,0.01798,0.00819066541863361,0.01928,0.0074549983232728,5
500,2,4,0,W2,2,joint,10,0.1942,0.21,0.014449884793952,0.00137018363072353,0.149147316563,0.0129362610119487,5
500,2,4,0,W3,3,intensity,10,0.0506,0.108,0.0317083943111112,0.0206374359861839,0.0327980380888889,0.0199029914463831,5
500,2,4,0,W3,3,loc,10,0.0782,0.098,0.0191070727475871,0.00424126510669457,0.0494713789213849,0.0055366383301412,5
500,2,4,0,W3,3,lfw,10,0.0424,0.068,0.027579,0.00894273291561365,0.0293576,0.00909621145312707,5
500,2,4,0,W3,3,joint,10,0.2226,0.242,0.0145838635712444,0.00301017124947938,0.16866085810028,0.0124045968056646,5
500,2,5,0,W1,1,intensity,10,0.0274,0.06,0.0164,0.0125219806739988,0.0168,0.0125976188226188,5
500,2,5,0,W1,1,loc,10,0.0688,0.122,0.0296,0.0107144761887831,0.0468,0.0175840837122666,5
500,2,5,0,W1,1,lfw,10,0.0356,0.058,0.0244,0.00792464510246359,0.0244,0.00792464510246359,5
500,2,5,0,W1,1,joint,10,0.1376,0.164,0.02421608,0.00840214575016406,0.09586196,0.00988701927443252,5
500,2,5,0,W2,2,intensity,10,0.0354,0.074,0.0188030666666666,0.0162217447229191,0.021257,0.0163684671769296,5
500,2,5,0,W2,2,loc,10,0.0882,0.104,0.0280757894736842,0.00534414220952987,0.0607442105263158,0.00875314395436706,5
500,2,5,0,W2,2,lfw,10,0.0394,0.064,0.0258,0.0131438198405182,0.0294,0.0119524056156073,5
500,2,5,0,W2,2,joint,10,0.195,0.216,0.0198154627004206,0.00624812533132307,0.149086103115705,0.0189649983445196,5
500,2,5,0,W3,3,intensity,10,0.0428,0.0900000000000001,0.0238064649333333,0.019893948160969,0.0250693898444445,0.0197807453569192,5
500,2,5,0,W3,3,loc,10,0.074,0.096,0.0263874317260846,0.0111636309585499,0.0551930884620374,0.0121621810875878,5
500,2,5,0,W3,3,lfw,10,0.063,0.096,0.0389326,0.0177528391757488,0.0413326,0.0192906911695771,5
500,2,5,0,W3,3,joint,10,0.228,0.248,0.0134247343903474,0.00250848605785988,0.173669543126907,0.00915759196976974,5
500,2,6,0,W1,1,intensity,10,0.0266,0.056,0.0148,0.0143596657342711,0.0156,0.0143631472874158,5
500,2,6,0,W1,1,loc,10,0.0596,0.078,0.0284,0.00554977477020466,0.0424,0.00726636084983398,5
500,2,6,0,W1,1,lfw,10,0.026,0.038,0.0196,0.00572712842531056,0.0196,0.00572712842531055,5
500,2,6,0,W1,1,joint,10,0.1302,0.152,0.0243015,0.00985242920553098,0.10203716,0.0112518519974713,5
500,2,6,0,W2,2,intensity,10,0.0226,0.046,0.0121562,0.0081268661364637,0.0145334666666667,0.00951755322957419,5
500,2,6,0,W2,2,loc,10,0.0812,0.108,0.0278153530166881,0.00598812159539614,0.0602871373555841,0.0138110183589941,5
500,2,6,0,W2,2,lfw,10,0.0414,0.076,0.02536,0.0143700382741313,0.02948,0.0160284746623002,5
500,2,6,0,W2,2,joint,10,0.1966,0.214,0.0194065333986709,0.00543494420558117,0.148196961071458,0.0105740390177644,5
500,2,6,0,W3,3,intensity,10,0.0276,0.048,0.0153230161777778,0.00603139825841359,0.0170287180888889,0.00744993729560876,5
500,2,6,0,W3,3,loc,10,0.079,0.102,0.0232875791746291,0.00832918682864853,0.0603943991535766,0.0194641894855527,5
500,2,6,0,W3,3,lfw,10,0.0582,0.098,0.035001,0.0167143866773507,0.0374036,0.0183884696019,5
500,2,6,0,W3,3,joint,10,0.2358,0.27,0.0177050594895923,0.00312436546772563,0.179663162940289,0.011659769543045,5
500,2,7,0,W1,1,intensity,10,0.0204,0.032,0.0184,0.0114149025401008,0.0194,0.0109453186340097,5
500,2,7,0,W1,1,loc,10,0.0588,0.088,0.0256,0.00740270220932869,0.0396,0.0125219806739988,5
500,2,7,0,W1,1,lfw,10,0.0282,0.054,0.02,0.0127279220613579,0.02,0.0127279220613579,5
500,2,7,0,W1,1,joint,10,0.1198,0.136,0.02071808,0.00680808915423409,0.0910722,0.0121910099915881,5
500,2,7,0,W2,2,intensity,10,0.0344,0.07,0.0203239333333334,0.0203323126948761,0.0214647333333334,0.0211405544463716,5
500,2,7,0,W2,2,loc,10,0.0708,0.096,0.0262742566443208,0.0102911459314006,0.0467846793134598,0.0109298710874578,5
500,2,7,0,W2,2,lfw,10,0.0296,0.056,0.0185,0.0104537074762976,0.0197,0.0104976187776085,5
500,2,7,0,W2,2,joint,10,0.1854,0.206,0.020155191760208,0.00421059761866229,0.138131990802251,0.000634932385959148,5
500,2,7,0,W3,3,intensity,10,0.0358,0.08,0.0232528940666668,0.0279702849576563,0.0248928858888889,0.0280952028809366,5
500,2,7,0,W3,3,loc,10,0.0686,0.096,0.0223310257011981,0.00214839702646606,0.0483551889787715,0.00897465840487068,5
500,2,7,0,W3,3,lfw,10,0.0336,0.06,0.0184618,0.0103422709885208,0.0218194,0.0109417436361852,5
500,2,7,0,W3,3,joint,10,0.1998,0.226,0.0176307390748267,0.00154624282746331,0.147589911064316,0.0181009380255576,5
500,3,1,0,W1,1,intensity,10,0.0382,0.064,0.0238666666666666,0.0104658173753099,0.0268,0.0101887737785816,5
500,3,1,0,W1,1,loc,10,0.0566,0.084,0.0244,0.0119498953970317,0.0396,0.0168760184877832,5
500,3,1,0,W1,1,lfw,10,0.0166,0.028,0.0176,0.00920869154657708,0.0176,0.00920869154657707,5
500,3,1,0,W1,1,joint,10,0.151,0.182,0.0176375,0.00745931674149854,0.110342533333333,0.0208218282139735,5
500,3,1,0,W2,2,intensity,10,0.0432,0.066,0.0250133333333333,0.00679297459571462,0.0299767777777777,0.00512217331562574,5
500,3,1,0,W2,2,loc,10,0.0754,0.114,0.0324270930232558,0.0112930335801197,0.0567586434108527,0.0175803355636557,5
500,3,1,0,W2,2,lfw,10,0.0276,0.038,0.02286,0.00863759225710499,0.02738,0.0125166688859297,5
500,3,1,0,W2,2,joint,10,0.2342,0.246,0.0208686588265056,0.00397147367655811,0.174402517091634,0.00886868657785406,5
500,3,1,0,W3,3,intensity,10,0.0338,0.052,0.018604134925926,0.00824369748415414,0.0229477699629628,0.00782832787412481,5
500,3,1,0,W3,3,loc,10,0.0658,0.082,0.0218820806708581,0.00683764235911858,0.0470192441026681,0.0117947093775314,5
500,3,1,0,W3,3,lfw,10,0.058,0.096,0.0357582,0.0171898475618605,0.037845,0.0172658133894699,5
500,3,1,0,W3,3,joint,10,0.2684,0.278,0.0164381697442173,0.00328222786012679,0.201932821505313,0.010523327349753,5
500,3,2,0,W1,1,intensity,10,0.0356,0.056,0.0210666666666668,0.0100177620033397,0.0249333333333334,0.00986970673886071,5
500,3,2,0,W1,1,loc,10,0.0372,0.07,0.02,0.00632455532033676,0.0376,0.00909945053286187,5
500,3,2,0,W1,1,lfw,10,0.0174,0.03,0.0124,0.00684105255059483,0.0124,0.00684105255059483,5
500,3,2,0,W1,1,joint,10,0.1424,0.174,0.0201375,0.00685571157867652,0.1039866,0.0152345852241792,5
500,3,2,0,W2,2,intensity,10,0.0562,0.084,0.0314505555555556,0.0231657567433882,0.0390947777777779,0.0249313926340438,5
500,3,2,0,W2,2,loc,10,0.0688,0.086,0.0256648837209302,0.00593396171349634,0.0491572093023256,0.00996085416615755,5
500,3,2,0,W2,2,lfw,10,0.0448,0.078,0.02622,0.0150123948788992,0.02918,0.0142482279599956,5
500,3,2,0,W2,2,joint,10,0.2472,0.274,0.0166697879970488,0.0021061620876002,0.183340298262637,0.0248832257939799,5
500,3,2,0,W3,3,intensity,10,0.0548,0.092,0.0298987764814815,0.0115499877991108,0.0368028978148149,0.0124553071757967,5
500,3,2,0,W3,3,loc,10,0.0836,0.106,0.0219648850877193,0.0069412066096288,0.0583860562616232,0.01531278108225,5
500,3,2,0,W3,3,lfw,10,0.0312,0.054,0.020647,0.012035304815417,0.02147,0.0118547933132552,5
500,3,2,0,W3,3,joint,10,0.2718,0.306,0.01178935965448,0.00186234648098801,0.207778792224115,0.014153870434795,5
500,3,3,0,W1,1,intensity,10,0.0242,0.04,0.0171999999999998,0.0128486921081052,0.0212666666666666,0.0114561967705011,5
500,3,3,0,W1,1,loc,10,0.0796,0.114,0.0356,0.0126015872016187,0.0584,0.0227771815640127,5
500,3,3,0,W1,1,lfw,10,0.0208,0.038,0.014,0.00848528137423856,0.014,0.00848528137423857,5
500,3,3,0,W1,1,joint,10,0.1592,0.168,0.02415,0.00765192479870257,0.118040866666667,0.015309665611324,5
500,3,3,0,W2,2,intensity,10,0.0354,0.056,0.0218387777777777,0.00720437699605159,0.0279517777777777,0.00844746092322322,5
500,3,3,0,W2,2,loc,10,0.0808,0.128,0.0235166666666667,0.0091840138888784,0.0530066666666667,0.0205116247528078,5
500,3,3,0,W2,2,lfw,10,0.0292,0.044,0.0195,0.0122088082956528,0.02198,0.0147785993923646,5
500,3,3,0,W2,2,joint,10,0.2436,0.28,0.0149825436469852,0.00263241651469439,0.191252505830745,0.0196761837007876,5
500,3,3,0,W3,3,intensity,10,0.0394,0.06,0.0248169875185185,0.00495277669142541,0.0309549690000001,0.00852664739184988,5
500,3,3,0,W3,3,loc,10,0.0864,0.112,0.0207559622324387,0.00579765479780832,0.0612834809230429,0.0180171783611812,5
500,3,3,0,W3,3,lfw,10,0.0366,0.058,0.021399,0.0108109352971887,0.0228618,0.0104083943862634,5
500,3,3,0,W3,3,joint,10,0.2804,0.3,0.0153378530715859,0.00550263924484758,0.214465673557698,0.00981728998010897,5
500,3,4,0,W1,1,intensity,10,0.0286,0.046,0.0168,0.0136129023764633,0.0186666666666666,0.0124432043032871,5
500,3,4,0,W1,1,loc,10,0.0818,0.104,0.0432,0.00715541752799934,0.0552,0.00672309452558864,5
500,3,4,0,W1,1,lfw,10,0.0326,0.066,0.0232,0.0157860698085369,0.0232,0.0157860698085369,5
500,3,4,0,W1,1,joint,10,0.171,0.22,0.0249750000000001,0.00824640073001549,0.1299995,0.0124902214663223,5
500,3,4,0,W2,2,intensity,10,0.0356,0.06,0.0222072222222221,0.0120620687091064,0.0296375555555554,0.0117110117642842,5
500,3,4,0,W2,2,loc,10,0.0654,0.1,0.0232,0.0112320968656792,0.04256,0.0151946701181697,5
500,3,4,0,W2,2,lfw,10,0.0414,0.076,0.032,0.00483011387029332,0.03762,0.00632075944804104,5
500,3,4,0,W2,2,joint,10,0.2408,0.266,0.0165136648371555,0.00408246946852841,0.18378647367956,0.0129092623601434,5
500,3,4,0,W3,3,intensity,10,0.0446,0.074,0.0237720174444442,0.0112542500581757,0.032829099148148,0.0167815044136276,5
500,3,4,0,W3,3,loc,10,0.0816,0.096,0.0250245947368421,0.00333020467079756,0.057774788139568,0.00753329514970619,5
500,3,4,0,W3,3,lfw,10,0.0386,0.054,0.0232618,0.010530857951753,0.0254378,0.0109894073634569,5
500,3,4,0,W3,3,joint,10,0.2776,0.308,0.0132978638162634,0.00136908780410462,0.21281040167521,0.0120631126921733,5
500,3,5,0,W1,1,intensity,10,0.0406,0.062,0.022,0.0157674066070207,0.0247333333333334,0.0154747105519514,5
500,3,5,0,W1,1,loc,10,0.0504,0.07,0.0232,0.00414728827066555,0.0376,0.0069856996786292,5
500,3,5,0,W1,1,lfw,10,0.021,0.032,0.016,0.00860232526704263,0.016,0.00860232526704263,5
500,3,5,0,W1,1,joint,10,0.1426,0.162,0.018275,0.00361464036938668,0.104519366666667,0.00811990878215736,5
500,3,5,0,W2,2,intensity,10,0.0368,0.058,0.020649,0.00933431015390969,0.0239393333333334,0.00825516223079765,5
500,3,5,0,W2,2,loc,10,0.0706,0.088,0.0200147368421053,0.00780215752531705,0.0486715789473684,0.0161235081553444,5
500,3,5,0,W2,2,lfw,10,0.0324,0.052,0.02046,0.00762253238759929,0.02308,0.00714366852534464,5
500,3,5,0,W2,2,joint,10,0.2286,0.264,0.0166877162338538,0.00300039975066051,0.175140516652711,0.0111764716274564,5
500,3,5,0,W3,3,intensity,10,0.0438,0.07,0.0241591252962962,0.0047964640375123,0.0299857468518518,0.0105855422766784,5
500,3,5,0,W3,3,loc,10,0.0776,0.098,0.0277850996674399,0.00780229204483907,0.0598206080421621,0.00992457641333516,5
500,3,5,0,W3,3,lfw,10,0.0384,0.074,0.025751,0.0111562372689003,0.0264184,0.0119464512429424,5
500,3,5,0,W3,3,joint,10,0.2786,0.308,0.0145829269997831,0.00506996779516071,0.220066833452517,0.0176548223478631,5
500,3,6,0,W1,1,intensity,10,0.0312,0.064,0.0187999999999998,0.0101532698619161,0.0215333333333332,0.0114421248997826,5
500,3,6,0,W1,1,loc,10,0.0516,0.078,0.0264,0.00517687164221791,0.0384,0.0074027022093287,5
500,3,6,0,W1,1,lfw,10,0.0298,0.052,0.02,0.0114017542509914,0.02,0.0114017542509914,5
500,3,6,0,W1,1,joint,10,0.1546,0.18,0.024775,0.00846657029144621,0.1144614,0.00868754802912377,5
500,3,6,0,W2,2,intensity,10,0.027,0.04,0.0162534444444443,0.00265920235418318,0.0187762222222221,0.00504268831705497,5
500,3,6,0,W2,2,loc,10,0.0638,0.084,0.0237154300385109,0.0090052186052569,0.0474424646983312,0.00820359193443061,5
500,3,6,0,W2,2,lfw,10,0.028,0.048,0.01896,0.00808566632999405,0.02064,0.00924975675355842,5
500,3,6,0,W2,2,joint,10,0.2292,0.246,0.0149336679865182,0.00278552315485714,0.170297566864123,0.00800367780962197,5
500,3,6,0,W3,3,intensity,10,0.05,0.08,0.0245877950370368,0.0151660987912733,0.0322249824074073,0.018027090904573,5
500,3,6,0,W3,3,loc,10,0.0852,0.104,0.0269653758486618,0.0114483594348135,0.0583237665069506,0.00799702885314046,5
500,3,6,0,W3,3,lfw,10,0.0444,0.068,0.0290194,0.00778451018369171,0.031753,0.0111551530469107,5
500,3,6,0,W3,3,joint,10,0.278,0.296,0.0132488461648514,0.00130854972124059,0.206036579832854,0.00930520887449693,5
500,3,7,0,W1,1,intensity,10,0.0318,0.058,0.0189333333333334,0.00976786113287395,0.0216666666666668,0.0102007624987328,5
500,3,7,0,W1,1,loc,10,0.056,0.076,0.0236,0.00409878030638383,0.04,0.00761577310586391,5
500,3,7,0,W1,1,lfw,10,0.0146,0.024,0.0108,0.00363318042491699,0.0108,0.00363318042491699,5
500,3,7,0,W1,1,joint,10,0.1504,0.174,0.0201313333333334,0.00320851609869044,0.1137235,0.00529658158626857,5
500,3,7,0,W2,2,intensity,10,0.0408,0.074,0.0233882222222223,0.0110569624970195,0.0287101111111113,0.0135512090845917,5
500,3,7,0,W2,2,loc,10,0.0722,0.102,0.0273190053725098,0.0071103487682789,0.0504016127038463,0.0126128684019766,5
500,3,7,0,W2,2,lfw,10,0.0324,0.044,0.02018,0.00683864021571538,0.0213,0.00585960749538736,5
500,3,7,0,W2,2,joint,10,0.2296,0.292,0.0168303597736895,0.00710444443926762,0.171878611901899,0.0205213586398547,5
500,3,7,0,W3,3,intensity,10,0.0486,0.084,0.0255488254444445,0.0135959497718581,0.0311369078148146,0.0122027964459053,5
500,3,7,0,W3,3,loc,10,0.065,0.088,0.0218811621408996,0.00859554238436451,0.0438453324804323,0.0104490503182306,5
500,3,7,0,W3,3,lfw,10,0.0446,0.07,0.026199,0.0106803895996354,0.0282424,0.0141533213699117,5
500,3,7,0,W3,3,joint,10,0.269,0.316,0.0139771429870647,0.00370143189668047,0.196309490149711,0.0133731827331091,5
500,4,1,0,W1,1,intensity,10,0.0434,0.078,0.0274666666666666,0.0129112354172638,0.0318666666666666,0.0104578519145507,5
500,4,1,0,W1,1,loc,10,0.046,0.064,0.0232,0.00657267069006199,0.032,0.00916515138991167,5
500,4,1,0,W1,1,lfw,10,0.0118,0.018,0.00800000000000001,0.00316227766016838,0.008,0.00316227766016838,5
500,4,1,0,W1,1,joint,10,0.1428,0.184,0.0189405933333333,0.00229909118136323,0.106417233333333,0.00786643289938689,5
500,4,1,0,W2,2,intensity,10,0.0358,0.054,0.0214222666666667,0.0100190006159898,0.0262092666666667,0.00945624002927963,5
500,4,1,0,W2,2,loc,10,0.0572,0.074,0.0242272093023256,0.00819191244896693,0.0405286046511628,0.00886302308219997,5
500,4,1,0,W2,2,lfw,10,0.0296,0.042,0.02202,0.00692148827926479,0.0239,0.00729931503635785,5
500,4,1,0,W2,2,joint,10,0.2364,0.258,0.0175589558858189,0.00412440950452353,0.178929862468812,0.00929877811030838,5
500,4,1,0,W3,3,intensity,10,0.0496,0.078,0.0269782749407409,0.00788375151509653,0.0351685052148149,0.00688156662892386,5
500,4,1,0,W3,3,loc,10,0.0536,0.082,0.0281801363011538,0.00987296444606509,0.0467351489611502,0.0108884576988277,5
500,4,1,0,W3,3,lfw,10,0.0452,0.072,0.0253786,0.00827253871553347,0.0301806,0.00687171621940256,5
500,4,1,0,W3,3,joint,10,0.2716,0.29,0.0137421573690313,0.00209233629662754,0.20793186475169,0.010986833882803,5
500,4,2,0,W1,1,intensity,10,0.0288,0.048,0.0144,0.0065379235575557,0.0174666666666666,0.00885249494022246,5
500,4,2,0,W1,1,loc,10,0.0798,0.104,0.034,0.0042426406871193,0.0528,0.0110090871556183,5
500,4,2,0,W1,1,lfw,10,0.0224,0.044,0.0144,0.0140285423334002,0.0144,0.0140285423334002,5
500,4,2,0,W1,1,joint,10,0.16,0.186,0.023824,0.00676130756584852,0.122882106666667,0.0180726067304053,5
500,4,2,0,W2,2,intensity,10,0.0356,0.06,0.0177998222222222,0.0107893906813736,0.0211600222222222,0.0124211449347524,5
500,4,2,0,W2,2,loc,10,0.06,0.084,0.0228491860465116,0.00841292095859967,0.0425472480620155,0.015371307404443,5
500,4,2,0,W2,2,lfw,10,0.0354,0.062,0.02614,0.0146563296906149,0.02902,0.0162218063112589,5
500,4,2,0,W2,2,joint,10,0.2412,0.282,0.0191034862042903,0.00421495842230164,0.185539274349697,0.0184002618927243,5
500,4,2,0,W3,3,intensity,10,0.0344,0.05,0.0181088922962962,0.00724164057149801,0.0230685250814816,0.00604163045557532,5
500,4,2,0,W3,3,loc,10,0.08,0.114,0.0256523225482243,0.00809377978429198,0.0532303063135123,0.0158819671989444,5
500,4,2,0,W3,3,lfw,10,0.0504,0.094,0.0287586,0.0201839623166513,0.0333392,0.0213001578210116,5
500,4,2,0,W3,3,joint,10,0.2924,0.318,0.0156895360281538,0.00389577479477019,0.21845353580704,0.0133060620380345,5
500,4,3,0,W1,1,intensity,10,0.0308,0.062,0.0188666666666666,0.0120498962651136,0.0197333333333332,0.0118822930820986,5
500,4,3,0,W1,1,loc,10,0.0496,0.07,0.024,0.00469041575982343,0.0396,0.0093166517590817,5
500,4,3,0,W1,1,lfw,10,0.018,0.032,0.0112,0.00867179335547152,0.0112,0.00867179335547152,5
500,4,3,0,W1,1,joint,10,0.134,0.166,0.0142817733333333,0.00332880520585924,0.102457186666667,0.010798305268436,5
500,4,3,0,W2,2,intensity,10,0.0372,0.056,0.028863111111111,0.00893478099934031,0.031279422222222,0.00918106164999383,5
500,4,3,0,W2,2,loc,10,0.0692,0.088,0.0294366666666667,0.0123542581503077,0.0470433333333333,0.0132705113775703,5
500,4,3,0,W2,2,lfw,10,0.0216,0.028,0.02136,0.00515926351333211,0.02194,0.00604383983904272,5
500,4,3,0,W2,2,joint,10,0.241,0.266,0.016714716133084,0.0062884984120602,0.187073177413576,0.0101873047245784,5
500,4,3,0,W3,3,intensity,10,0.0532,0.082,0.0278643026444446,0.0105953225808384,0.0353934838814815,0.011940883697162,5
500,4,3,0,W3,3,loc,10,0.0794,0.106,0.0243699602713178,0.00507184222476586,0.0560559849382034,0.00683886788725339,5
500,4,3,0,W3,3,lfw,10,0.0252,0.038,0.017131,0.0108111507250616,0.0188408,0.0111780558998423,5
500,4,3,0,W3,3,joint,10,0.3158,0.354,0.0153539546403111,0.00319316535654446,0.240189482527772,0.00983465847011236,5
500,4,4,0,W1,1,intensity,10,0.0356,0.058,0.0244000000000002,0.00824755856130896,0.0262000000000002,0.00881791106530075,5
500,4,4,0,W1,1,loc,10,0.0542,0.078,0.0228,0.00576194411635517,0.0364,0.0111713920350152,5
500,4,4,0,W1,1,lfw,10,0.0222,0.046,0.0148,0.00807465169527455,0.0148,0.00807465169527454,5
500,4,4,0,W1,1,joint,10,0.1526,0.204,0.0205495,0.00674263310955006,0.115057453333333,0.010745481117521,5
500,4,4,0,W2,2,intensity,10,0.0506,0.07,0.0311479333333335,0.014899655091625,0.0361607333333335,0.0163796499208132,5
500,4,4,0,W2,2,loc,10,0.0796,0.124,0.02672,0.0134295197233557,0.053,0.0169805771397795,5
500,4,4,0,W2,2,lfw,10,0.026,0.046,0.0164,0.00919510739469639,0.01716,0.00876629910509563,5
500,4,4,0,W2,2,joint,10,0.2514,0.262,0.0152039556940907,0.00356589455252352,0.196442100186919,0.0115316356948741,5
500,4,4,0,W3,3,intensity,10,0.0504,0.068,0.0266933867703705,0.00896038561959458,0.0366795115851853,0.0106041914735718,5
500,4,4,0,W3,3,loc,10,0.0794,0.106,0.0250070750305998,0.00345320411679519,0.0558507498078877,0.0107213457957795,5
500,4,4,0,W3,3,lfw,10,0.053,0.108,0.0292638,0.0276573018785275,0.0305486,0.027739075738027,5
500,4,4,0,W3,3,joint,10,0.3148,0.368,0.0142928174063407,0.00266422347918913,0.232448897623709,0.0160218870804533,5
500,4,5,0,W1,1,intensity,10,0.0454,0.066,0.0294,0.00459105410312049,0.03,0.00514241620684738,5
500,4,5,0,W1,1,loc,10,0.0758,0.136,0.0324,0.0264348255148393,0.0504,0.0281211664053965,5
500,4,5,0,W1,1,lfw,10,0.0154,0.028,0.01,0.00979795897113272,0.01,0.00979795897113271,5
500,4,5,0,W1,1,joint,10,0.1694,0.21,0.030369,0.0171673019138127,0.125940173333333,0.0199448215818097,5
500,4,5,0,W2,2,intensity,10,0.0496,0.078,0.0280748444444443,0.00840558180013508,0.0362601333333333,0.0110881736190489,5
500,4,5,0,W2,2,loc,10,0.0852,0.114,0.0277378947368421,0.0052598415867786,0.056398947368421,0.0147622672589965,5
500,4,5,0,W2,2,lfw,10,0.0322,0.052,0.02284,0.00714338855166092,0.02366,0.00632953394808814,5
500,4,5,0,W2,2,joint,10,0.2574,0.28,0.0170355359803989,0.00398500917521486,0.196561420632747,0.0101768575976595,5
