a0,loc0,lfw0,stage,stage_index,distribution_type,state_a,state_loc,state_lfw,exact_probability
2,4,0,W3,3,joint,5,-1,2,5.55654090229539e-06
2,4,0,W3,3,joint,6,-1,2,3.53152544471424e-07
2,4,0,W3,3,joint,1,0,2,0.00474352943711804
2,4,0,W3,3,joint,2,0,2,0.0078836531384313
2,4,0,W3,3,joint,3,0,2,0.0002896116959419
2,4,0,W3,3,joint,4,0,2,0.000140176510375231
2,4,0,W3,3,joint,5,0,2,1.10639935574873e-05
2,4,0,W3,3,joint,6,0,2,7.0318522720277e-07
2,4,0,W3,3,joint,1,1,2,0.00827928832248064
2,4,0,W3,3,joint,2,1,2,0.0137600152445049
2,4,0,W3,3,joint,3,1,2,0.000505484105042758
2,4,0,W3,3,joint,4,1,2,0.000244662073002933
2,4,0,W3,3,joint,5,1,2,1.9310935849522e-05
2,4,0,W3,3,joint,6,1,2,1.227329421541e-06
2,4,0,W3,3,joint,1,2,2,0.0122956052420728
2,4,0,W3,3,joint,2,2,2,0.0204350554034871
2,4,0,W3,3,joint,3,2,2,0.000750696529660894
2,4,0,W3,3,joint,4,2,2,0.00036334865391545
2,4,0,W3,3,joint,5,2,2,2.86787504930824e-05
2,4,0,W3,3,joint,6,2,2,1.82271198700423e-06
2,4,0,W3,3,joint,1,3,2,0.0162937580837457
2,4,0,W3,3,joint,2,3,2,0.027079907220267
2,4,0,W3,3,joint,3,3,2,0.000994799963709639
2,4,0,W3,3,joint,4,3,2,0.00048149846635406
2,4,0,W3,3,joint,5,3,2,3.80041985309877e-05
2,4,0,W3,3,joint,6,3,2,2.41540189261833e-06
2,4,0,W3,3,joint,1,4,2,0.018526493609878
2,4,0,W3,3,joint,2,4,2,0.0307906699911574
2,4,0,W3,3,joint,3,4,2,0.00113111751604801
2,4,0,W3,3,joint,4,4,2,0.000547478256042936
2,4,0,W3,3,joint,5,4,2,4.32119181845016e-05
2,4,0,W3,3,joint,6,4,2,2.74638468908664e-06
2,4,0,W3,3,joint,1,5,2,0.0189746143900838
2,4,0,W3,3,joint,2,5,2,0.0315354379623691
2,4,0,W3,3,joint,3,5,2,0.0011584771057507
2,4,0,W3,3,joint,4,5,2,0.000560720717806603
2,4,0,W3,3,joint,5,5,2,4.42571326162655e-05
2,4,0,W3,3,joint,6,5,2,2.81281453142672e-06
2,4,0,W3,3,joint,1,6,2,0.0164987842750168
2,4,0,W3,3,joint,2,6,2,0.027420656739734
2,4,0,W3,3,joint,3,6,2,0.0010073176435836
2,4,0,W3,3,joint,4,6,2,0.000487557215732324
2,4,0,W3,3,joint,5,6,2,3.84824096371716e-05
2,4,0,W3,3,joint,6,6,2,2.44579516640375e-06
2,4,0,W3,3,joint,1,7,2,0.0127714986891243
2,4,0,W3,3,joint,2,7,2,0.0212259810037478
2,4,0,W3,3,joint,3,7,2,0.000779751753227079
2,4,0,W3,3,joint,4,7,2,0.000377411828520446
2,4,0,W3,3,joint,5,7,2,2.9788742979063e-05
2,4,0,W3,3,joint,6,7,2,1.89325887537615e-06
2,4,0,W3,3,joint,1,8,2,0.00828458619356674
2,4,0,W3,3,joint,2,8,2,0.0137688202026207
2,4,0,W3,3,joint,3,8,2,0.000505807561542916
2,4,0,W3,3,joint,4,8,2,0.000244818630918534
2,4,0,W3,3,joint,5,8,2,1.93232928112194e-05
2,4,0,W3,3,joint,6,8,2,1.22811478289118e-06
2,4,0,W3,3,joint,1,9,2,0.00459323375829752
2,4,0,W3,3,joint,2,9,2,0.00763386466009818
2,4,0,W3,3,joint,3,9,2,0.000280435535655986
2,4,0,W3,3,joint,4,9,2,0.000135735107816056
2,4,0,W3,3,joint,5,9,2,1.07134380388103e-05
2,4,0,W3,3,joint,6,9,2,6.80905255620426e-07
2,4,0,W3,3,joint,1,10,2,0.00202074795420957
2,4,0,W3,3,joint,2,10,2,0.00335844357294887
2,4,0,W3,3,joint,3,10,2,0.000123374851963672
2,4,0,W3,3,joint,4,10,2,5.97153238583211e-05
2,4,0,W3,3,joint,5,10,2,4.71327155086945e-06
2,4,0,W3,3,joint,6,10,2,2.99557561123453e-07
2,4,0,W3,3,joint,1,-2,3,0.00129526443081224
2,4,0,W3,3,joint,2,-2,3,0.00215270414792142
2,4,0,W3,3,joint,3,-2,3,7.90811427384464e-05
2,4,0,W3,3,joint,4,-2,3,3.82764880731363e-05
2,4,0,W3,3,joint,5,-2,3,3.02112541046142e-06
2,4,0,W3,3,joint,6,-2,3,1.92011207085866e-07
2,4,0,W3,3,joint,1,-1,3,0.00316130063605768
2,4,0,W3,3,joint,2,-1,3,0.00525401982033928
2,4,0,W3,3,joint,3,-1,3,0.000193010215437204
2,4,0,W3,3,joint,4,-1,3,9.34199096440721e-05
2,4,0,W3,3,joint,5,-1,3,7.37354122795808e-06
2,4,0,W3,3,joint,6,-1,3,4.68634154270806e-07
2,4,0,W3,3,joint,1,0,3,0.00629467333825868
2,4,0,W3,3,joint,2,0,3,0.0104616239608946
2,4,0,W3,3,joint,3,0,3,0.000384315317330663
2,4,0,W3,3,joint,4,0,3,0.000186014518135929
2,4,0,W3,3,joint,5,0,3,1.46819422508514e-05
2,4,0,W3,3,joint,6,0,3,9.3312824558329e-07
2,4,0,W3,3,joint,1,1,3,0.0109866326654312
2,4,0,W3,3,joint,2,1,3,0.0182595685853362
2,4,0,W3,3,joint,3,1,3,0.000670778449065419
2,4,0,W3,3,joint,4,1,3,0.000324667075060956
2,4,0,W3,3,joint,5,1,3,2.56256516672239e-05
2,4,0,W3,3,joint,6,1,3,1.62866867159748e-06
2,4,0,W3,3,joint,1,2,3,0.0163162934943336
2,4,0,W3,3,joint,2,2,3,0.027117360631859
2,4,0,W3,3,joint,3,2,3,0.000996175841853884
2,4,0,W3,3,joint,4,2,3,0.000482164412514606
2,4,0,W3,3,joint,5,2,3,3.80567610039027e-05
2,4,0,W3,3,joint,6,2,3,2.41874256289864e-06
2,4,0,W3,3,joint,1,3,3,0.0216218505544058
2,4,0,W3,3,joint,2,3,3,0.035935092686069
2,4,0,W3,3,joint,3,3,3,0.00132010160187142
2,4,0,W3,3,joint,4,3,3,0.000638949457097239
2,4,0,W3,3,joint,5,3,3,5.04316497675705e-05
2,4,0,W3,3,joint,6,3,3,3.20524328903112e-06
2,4,0,W3,3,joint,1,4,3,0.0245846951986812
2,4,0,W3,3,joint,2,4,3,0.0408592825299752
2,4,0,W3,3,joint,3,4,3,0.0015009952747401
2,4,0,W3,3,joint,4,4,3,0.000726504773981878
2,4,0,W3,3,joint,5,4,3,5.7342304479564e-05
2,4,0,W3,3,joint,6,4,3,3.6444581420156e-06
2,4,0,W3,3,joint,1,5,3,0.0251793523974768
2,4,0,W3,3,joint,2,5,3,0.0418475911625497
2,4,0,W3,3,joint,3,5,3,0.00153730150665671
2,4,0,W3,3,joint,4,5,3,0.000744077548031597
2,4,0,W3,3,joint,5,5,3,5.87293061844347e-05
2,4,0,W3,3,joint,6,5,3,3.73261067969583e-06
2,4,0,W3,3,joint,1,6,3,0.0218939207327292
2,4,0,W3,3,joint,2,6,3,0.0363872680005994
2,4,0,W3,3,joint,3,6,3,0.00133671258885991
2,4,0,W3,3,joint,4,6,3,0.000646989430007731
2,4,0,W3,3,joint,5,6,3,5.10662368909476e-05
2,4,0,W3,3,joint,6,6,3,3.24557522597715e-06
2,4,0,W3,3,joint,1,7,3,0.0169478050792659
2,4,0,W3,3,joint,2,7,3,0.0281669205333007
2,4,0,W3,3,joint,3,7,3,0.00103473218340161
2,4,0,W3,3,joint,4,7,3,0.000500826274196048
2,4,0,W3,3,joint,5,7,3,3.95297233202101e-05
2,4,0,W3,3,joint,6,7,3,2.5123584291473e-06
2,4,0,W3,3,joint,1,8,3,0.01099366295128
2,4,0,W3,3,joint,2,8,3,0.0182712527829007
2,4,0,W3,3,joint,3,8,3,0.000671207676507689
2,4,0,W3,3,joint,4,8,3,0.000324874827737585
2,4,0,W3,3,joint,5,8,3,2.56420493808609e-05
2,4,0,W3,3,joint,6,8,3,1.6297108477276e-06
2,4,0,W3,3,joint,1,9,3,0.00609523066274282
2,4,0,W3,3,joint,2,9,3,0.0101301541353963
2,4,0,W3,3,joint,3,9,3,0.00037213853372153
2,4,0,W3,3,joint,4,9,3,0.000180120767787307
2,4,0,W3,3,joint,5,9,3,1.42167543551617e-05
2,4,0,W3,3,joint,6,9,3,9.03562677380186e-07
2,4,0,W3,3,joint,1,10,3,0.00268153669948168
2,4,0,W3,3,joint,2,10,3,0.00445666154219787
2,4,0,W3,3,joint,3,10,3,0.000163718682799862
2,4,0,W3,3,joint,4,10,3,7.92423578180279e-05
2,4,0,W3,3,joint,5,10,3,6.25452106085302e-06
2,4,0,W3,3,joint,6,10,3,3.97513500922472e-07
2,5,0,W1,1,intensity,1,NaN,NaN,0.142
2,5,0,W1,1,intensity,2,NaN,NaN,0.841
2,5,0,W1,1,intensity,3,NaN,NaN,0.012
2,5,0,W1,1,intensity,4,NaN,NaN,0.005
2,5,0,W1,1,intensity,5,NaN,NaN,0
2,5,0,W1,1,intensity,6,NaN,NaN,0
2,5,0,W1,1,loc,NaN,-2,NaN,0
2,5,0,W1,1,loc,NaN,-1,NaN,0
2,5,0,W1,1,loc,NaN,0,NaN,0
2,5,0,W1,1,loc,NaN,1,NaN,0
2,5,0,W1,1,loc,NaN,2,NaN,0.04
2,5,0,W1,1,loc,NaN,3,NaN,0.1
2,5,0,W1,1,loc,NaN,4,NaN,0.22
2,5,0,W1,1,loc,NaN,5,NaN,0.18
2,5,0,W1,1,loc,NaN,6,NaN,0.28
2,5,0,W1,1,loc,NaN,7,NaN,0.13
2,5,0,W1,1,loc,NaN,8,NaN,0.05
2,5,0,W1,1,loc,NaN,9,NaN,0
2,5,0,W1,1,loc,NaN,10,NaN,0
2,5,0,W1,1,lfw,NaN,NaN,0,0.23
2,5,0,W1,1,lfw,NaN,NaN,1,0.75
2,5,0,W1,1,lfw,NaN,NaN,2,0.02
2,5,0,W1,1,lfw,NaN,NaN,3,0
2,5,0,W1,1,joint,1,-2,0,0
2,5,0,W1,1,joint,2,-2,0,0
2,5,0,W1,1,joint,3,-2,0,0
2,5,0,W1,1,joint,4,-2,0,0
2,5,0,W1,1,joint,5,-2,0,0
2,5,0,W1,1,joint,6,-2,0,0
2,5,0,W1,1,joint,1,-1,0,0
2,5,0,W1,1,joint,2,-1,0,0
2,5,0,W1,1,joint,3,-1,0,0
2,5,0,W1,1,joint,4,-1,0,0
2,5,0,W1,1,joint,5,-1,0,0
2,5,0,W1,1,joint,6,-1,0,0
2,5,0,W1,1,joint,1,0,0,0
2,5,0,W1,1,joint,2,0,0,0
2,5,0,W1,1,joint,3,0,0,0
2,5,0,W1,1,joint,4,0,0,0
2,5,0,W1,1,joint,5,0,0,0
2,5,0,W1,1,joint,6,0,0,0
2,5,0,W1,1,joint,1,1,0,0
2,5,0,W1,1,joint,2,1,0,0
2,5,0,W1,1,joint,3,1,0,0
2,5,0,W1,1,joint,4,1,0,0
2,5,0,W1,1,joint,5,1,0,0
2,5,0,W1,1,joint,6,1,0,0
2,5,0,W1,1,joint,1,2,0,0.0013064
2,5,0,W1,1,joint,2,2,0,0.0077372
2,5,0,W1,1,joint,3,2,0,0.0001104
2,5,0,W1,1,joint,4,2,0,4.6e-05
2,5,0,W1,1,joint,5,2,0,0
2,5,0,W1,1,joint,6,2,0,0
2,5,0,W1,1,joint,1,3,0,0.003266
2,5,0,W1,1,joint,2,3,0,0.019343
2,5,0,W1,1,joint,3,3,0,0.000276
2,5,0,W1,1,joint,4,3,0,0.000115
2,5,0,W1,1,joint,5,3,0,0
2,5,0,W1,1,joint,6,3,0,0
2,5,0,W1,1,joint,1,4,0,0.0071852
2,5,0,W1,1,joint,2,4,0,0.0425546
2,5,0,W1,1,joint,3,4,0,0.0006072
2,5,0,W1,1,joint,4,4,0,0.000253
2,5,0,W1,1,joint,5,4,0,0
2,5,0,W1,1,joint,6,4,0,0
2,5,0,W1,1,joint,1,5,0,0.0058788
2,5,0,W1,1,joint,2,5,0,0.0348174
2,5,0,W1,1,joint,3,5,0,0.0004968
2,5,0,W1,1,joint,4,5,0,0.000207
2,5,0,W1,1,joint,5,5,0,0
2,5,0,W1,1,joint,6,5,0,0
2,5,0,W1,1,joint,1,6,0,0.0091448
2,5,0,W1,1,joint,2,6,0,0.0541604
2,5,0,W1,1,joint,3,6,0,0.0007728
2,5,0,W1,1,joint,4,6,0,0.000322
2,5,0,W1,1,joint,5,6,0,0
2,5,0,W1,1,joint,6,6,0,0
2,5,0,W1,1,joint,1,7,0,0.0042458
2,5,0,W1,1,joint,2,7,0,0.0251459
2,5,0,W1,1,joint,3,7,0,0.0003588
2,5,0,W1,1,joint,4,7,0,0.0001495
2,5,0,W1,1,joint,5,7,0,0
2,5,0,W1,1,joint,6,7,0,0
2,5,0,W1,1,joint,1,8,0,0.001633
2,5,0,W1,1,joint,2,8,0,0.0096715
2,5,0,W1,1,joint,3,8,0,0.000138
2,5,0,W1,1,joint,4,8,0,5.75e-05
2,5,0,W1,1,joint,5,8,0,0
2,5,0,W1,1,joint,6,8,0,0
2,5,0,W1,1,joint,1,9,0,0
2,5,0,W1,1,joint,2,9,0,0
2,5,0,W1,1,joint,3,9,0,0
2,5,0,W1,1,joint,4,9,0,0
2,5,0,W1,1,joint,5,9,0,0
2,5,0,W1,1,joint,6,9,0,0
2,5,0,W1,1,joint,1,10,0,0
2,5,0,W1,1,joint,2,10,0,0
2,5,0,W1,1,joint,3,10,0,0
2,5,0,W1,1,joint,4,10,0,0
2,5,0,W1,1,joint,5,10,0,0
2,5,0,W1,1,joint,6,10,0,0
2,5,0,W1,1,joint,1,-2,1,0
2,5,0,W1,1,joint,2,-2,1,0
2,5,0,W1,1,joint,3,-2,1,0
2,5,0,W1,1,joint,4,-2,1,0
2,5,0,W1,1,joint,5,-2,1,0
2,5,0,W1,1,joint,6,-2,1,0
2,5,0,W1,1,joint,1,-1,1,0
2,5,0,W1,1,joint,2,-1,1,0
2,5,0,W1,1,joint,3,-1,1,0
2,5,0,W1,1,joint,4,-1,1,0
2,5,0,W1,1,joint,5,-1,1,0
2,5,0,W1,1,joint,6,-1,1,0
2,5,0,W1,1,joint,1,0,1,0
2,5,0,W1,1,joint,2,0,1,0
2,5,0,W1,1,joint,3,0,1,0
2,5,0,W1,1,joint,4,0,1,0
2,5,0,W1,1,joint,5,0,1,0
2,5,0,W1,1,joint,6,0,1,0
2,5,0,W1,1,joint,1,1,1,0
2,5,0,W1,1,joint,2,1,1,0
2,5,0,W1,1,joint,3,1,1,0
2,5,0,W1,1,joint,4,1,1,0
2,5,0,W1,1,joint,5,1,1,0
2,5,0,W1,1,joint,6,1,1,0
2,5,0,W1,1,joint,1,2,1,0.00426
2,5,0,W1,1,joint,2,2,1,0.02523
2,5,0,W1,1,joint,3,2,1,0.00036
2,5,0,W1,1,joint,4,2,1,0.00015
2,5,0,W1,1,joint,5,2,1,0
2,5,0,W1,1,joint,6,2,1,0
2,5,0,W1,1,joint,1,3,1,0.01065
2,5,0,W1,1,joint,2,3,1,0.063075
2,5,0,W1,1,joint,3,3,1,0.0009
2,5,0,W1,1,joint,4,3,1,0.000375
2,5,0,W1,1,joint,5,3,1,0
2,5,0,W1,1,joint,6,3,1,0
2,5,0,W1,1,joint,1,4,1,0.02343
2,5,0,W1,1,joint,2,4,1,0.138765
2,5,0,W1,1,joint,3,4,1,0.00198
2,5,0,W1,1,joint,4,4,1,0.000825
2,5,0,W1,1,joint,5,4,1,0
2,5,0,W1,1,joint,6,4,1,0
2,5,0,W1,1,joint,1,5,1,0.01917
2,5,0,W1,1,joint,2,5,1,0.113535
2,5,0,W1,1,joint,3,5,1,0.00162
2,5,0,W1,1,joint,4,5,1,0.000675
2,5,0,W1,1,joint,5,5,1,0
2,5,0,W1,1,joint,6,5,1,0
2,5,0,W1,1,joint,1,6,1,0.02982
2,5,0,W1,1,joint,2,6,1,0.17661
2,5,0,W1,1,joint,3,6,1,0.00252
2,5,0,W1,1,joint,4,6,1,0.00105
2,5,0,W1,1,joint,5,6,1,0
2,5,0,W1,1,joint,6,6,1,0
2,5,0,W1,1,joint,1,7,1,0.013845
2,5,0,W1,1,joint,2,7,1,0.0819975
2,5,0,W1,1,joint,3,7,1,0.00117
2,5,0,W1,1,joint,4,7,1,0.0004875
2,5,0,W1,1,joint,5,7,1,0
2,5,0,W1,1,joint,6,7,1,0
2,5,0,W1,1,joint,1,8,1,0.005325
2,5,0,W1,1,joint,2,8,1,0.0315375
2,5,0,W1,1,joint,3,8,1,0.00045
2,5,0,W1,1,joint,4,8,1,0.0001875
2,5,0,W1,1,joint,5,8,1,0
2,5,0,W1,1,joint,6,8,1,0
2,5,0,W1,1,joint,1,9,1,0
2,5,0,W1,1,joint,2,9,1,0
2,5,0,W1,1,joint,3,9,1,0
2,5,0,W1,1,joint,4,9,1,0
2,5,0,W1,1,joint,5,9,1,0
2,5,0,W1,1,joint,6,9,1,0
2,5,0,W1,1,joint,1,10,1,0
2,5,0,W1,1,joint,2,10,1,0
2,5,0,W1,1,joint,3,10,1,0
2,5,0,W1,1,joint,4,10,1,0
2,5,0,W1,1,joint,5,10,1,0
2,5,0,W1,1,joint,6,10,1,0
2,5,0,W1,1,joint,1,-2,2,0
2,5,0,W1,1,joint,2,-2,2,0
2,5,0,W1,1,joint,3,-2,2,0
2,5,0,W1,1,joint,4,-2,2,0
2,5,0,W1,1,joint,5,-2,2,0
2,5,0,W1,1,joint,6,-2,2,0
2,5,0,W1,1,joint,1,-1,2,0
2,5,0,W1,1,joint,2,-1,2,0
2,5,0,W1,1,joint,3,-1,2,0
2,5,0,W1,1,joint,4,-1,2,0
2,5,0,W1,1,joint,5,-1,2,0
2,5,0,W1,1,joint,6,-1,2,0
2,5,0,W1,1,joint,1,0,2,0
2,5,0,W1,1,joint,2,0,2,0
2,5,0,W1,1,joint,3,0,2,0
2,5,0,W1,1,joint,4,0,2,0
2,5,0,W1,1,joint,5,0,2,0
2,5,0,W1,1,joint,6,0,2,0
2,5,0,W1,1,joint,1,1,2,0
2,5,0,W1,1,joint,2,1,2,0
2,5,0,W1,1,joint,3,1,2,0
2,5,0,W1,1,joint,4,1,2,0
2,5,0,W1,1,joint,5,1,2,0
2,5,0,W1,1,joint,6,1,2,0
2,5,0,W1,1,joint,1,2,2,0.0001136
2,5,0,W1,1,joint,2,2,2,0.0006728
2,5,0,W1,1,joint,3,2,2,9.6e-06
2,5,0,W1,1,joint,4,2,2,4e-06
2,5,0,W1,1,joint,5,2,2,0
2,5,0,W1,1,joint,6,2,2,0
2,5,0,W1,1,joint,1,3,2,0.000284
2,5,0,W1,1,joint,2,3,2,0.001682
2,5,0,W1,1,joint,3,3,2,2.4e-05
2,5,0,W1,1,joint,4,3,2,1e-05
2,5,0,W1,1,joint,5,3,2,0
2,5,0,W1,1,joint,6,3,2,0
2,5,0,W1,1,joint,1,4,2,0.0006248
2,5,0,W1,1,joint,2,4,2,0.0037004
2,5,0,W1,1,joint,3,4,2,5.28e-05
2,5,0,W1,1,joint,4,4,2,2.2e-05
2,5,0,W1,1,joint,5,4,2,0
2,5,0,W1,1,joint,6,4,2,0
2,5,0,W1,1,joint,1,5,2,0.0005112
2,5,0,W1,1,joint,2,5,2,0.0030276
2,5,0,W1,1,joint,3,5,2,4.32e-05
2,5,0,W1,1,joint,4,5,2,1.8e-05
2,5,0,W1,1,joint,5,5,2,0
2,5,0,W1,1,joint,6,5,2,0
2,5,0,W1,1,joint,1,6,2,0.0007952
2,5,0,W1,1,joint,2,6,2,0.0047096
2,5,0,W1,1,joint,3,6,2,6.72e-05
2,5,0,W1,1,joint,4,6,2,2.8e-05
2,5,0,W1,1,joint,5,6,2,0
2,5,0,W1,1,joint,6,6,2,0
2,5,0,W1,1,joint,1,7,2,0.0003692
2,5,0,W1,1,joint,2,7,2,0.0021866
2,5,0,W1,1,joint,3,7,2,3.12e-05
2,5,0,W1,1,joint,4,7,2,1.3e-05
2,5,0,W1,1,joint,5,7,2,0
2,5,0,W1,1,joint,6,7,2,0
2,5,0,W1,1,joint,1,8,2,0.000142
2,5,0,W1,1,joint,2,8,2,0.000841
2,5,0,W1,1,joint,3,8,2,1.2e-05
2,5,0,W1,1,joint,4,8,2,5e-06
2,5,0,W1,1,joint,5,8,2,0
2,5,0,W1,1,joint,6,8,2,0
2,5,0,W1,1,joint,1,9,2,0
2,5,0,W1,1,joint,2,9,2,0
2,5,0,W1,1,joint,3,9,2,0
2,5,0,W1,1,joint,4,9,2,0
2,5,0,W1,1,joint,5,9,2,0
2,5,0,W1,1,joint,6,9,2,0
2,5,0,W1,1,joint,1,10,2,0
2,5,0,W1,1,joint,2,10,2,0
2,5,0,W1,1,joint,3,10,2,0
2,5,0,W1,1,joint,4,10,2,0
2,5,0,W1,1,joint,5,10,2,0
2,5,0,W1,1,joint,6,10,2,0
2,5,0,W1,1,joint,1,-2,3,0
2,5,0,W1,1,joint,2,-2,3,0
2,5,0,W1,1,joint,3,-2,3,0
2,5,0,W1,1,joint,4,-2,3,0
2,5,0,W1,1,joint,5,-2,3,0
2,5,0,W1,1,joint,6,-2,3,0
2,5,0,W1,1,joint,1,-1,3,0
2,5,0,W1,1,joint,2,-1,3,0
2,5,0,W1,1,joint,3,-1,3,0
2,5,0,W1,1,joint,4,-1,3,0
2,5,0,W1,1,joint,5,-1,3,0
2,5,0,W1,1,joint,6,-1,3,0
2,5,0,W1,1,joint,1,0,3,0
2,5,0,W1,1,joint,2,0,3,0
2,5,0,W1,1,joint,3,0,3,0
2,5,0,W1,1,joint,4,0,3,0
2,5,0,W1,1,joint,5,0,3,0
2,5,0,W1,1,joint,6,0,3,0
2,5,0,W1,1,joint,1,1,3,0
2,5,0,W1,1,joint,2,1,3,0
2,5,0,W1,1,joint,3,1,3,0
2,5,0,W1,1,joint,4,1,3,0
2,5,0,W1,1,joint,5,1,3,0
2,5,0,W1,1,joint,6,1,3,0
2,5,0,W1,1,joint,1,2,3,0
2,5,0,W1,1,joint,2,2,3,0
2,5,0,W1,1,joint,3,2,3,0
2,5,0,W1,1,joint,4,2,3,0
2,5,0,W1,1,joint,5,2,3,0
2,5,0,W1,1,joint,6,2,3,0
2,5,0,W1,1,joint,1,3,3,0
2,5,0,W1,1,joint,2,3,3,0
2,5,0,W1,1,joint,3,3,3,0
2,5,0,W1,1,joint,4,3,3,0
2,5,0,W1,1,joint,5,3,3,0
2,5,0,W1,1,joint,6,3,3,0
2,5,0,W1,1,joint,1,4,3,0
2,5,0,W1,1,joint,2,4,3,0
2,5,0,W1,1,joint,3,4,3,0
2,5,0,W1,1,joint,4,4,3,0
2,5,0,W1,1,joint,5,4,3,0
2,5,0,W1,1,joint,6,4,3,0
2,5,0,W1,1,joint,1,5,3,0
2,5,0,W1,1,joint,2,5,3,0
2,5,0,W1,1,joint,3,5,3,0
2,5,0,W1,1,joint,4,5,3,0
2,5,0,W1,1,joint,5,5,3,0
2,5,0,W1,1,joint,6,5,3,0
2,5,0,W1,1,joint,1,6,3,0
2,5,0,W1,1,joint,2,6,3,0
2,5,0,W1,1,joint,3,6,3,0
2,5,0,W1,1,joint,4,6,3,0
2,5,0,W1,1,joint,5,6,3,0
2,5,0,W1,1,joint,6,6,3,0
2,5,0,W1,1,joint,1,7,3,0
2,5,0,W1,1,joint,2,7,3,0
2,5,0,W1,1,joint,3,7,3,0
2,5,0,W1,1,joint,4,7,3,0
2,5,0,W1,1,joint,5,7,3,0
2,5,0,W1,1,joint,6,7,3,0
2,5,0,W1,1,joint,1,8,3,0
2,5,0,W1,1,joint,2,8,3,0
2,5,0,W1,1,joint,3,8,3,0
2,5,0,W1,1,joint,4,8,3,0
2,5,0,W1,1,joint,5,8,3,0
2,5,0,W1,1,joint,6,8,3,0
2,5,0,W1,1,joint,1,9,3,0
2,5,0,W1,1,joint,2,9,3,0
2,5,0,W1,1,joint,3,9,3,0
2,5,0,W1,1,joint,4,9,3,0
2,5,0,W1,1,joint,5,9,3,0
2,5,0,W1,1,joint,6,9,3,0
2,5,0,W1,1,joint,1,10,3,0
2,5,0,W1,1,joint,2,10,3,0
2,5,0,W1,1,joint,3,10,3,0
2,5,0,W1,1,joint,4,10,3,0
2,5,0,W1,1,joint,5,10,3,0
2,5,0,W1,1,joint,6,10,3,0
2,5,0,W2,2,intensity,1,NaN,NaN,0.261662
2,5,0,W2,2,intensity,2,NaN,NaN,0.710781
2,5,0,W2,2,intensity,3,NaN,NaN,0.0187386666666667
2,5,0,W2,2,intensity,4,NaN,NaN,0.00845333333333333
2,5,0,W2,2,intensity,5,NaN,NaN,0.00034
2,5,0,W2,2,intensity,6,NaN,NaN,2.5e-05
2,5,0,W2,2,loc,NaN,-2,NaN,0
2,5,0,W2,2,loc,NaN,-1,NaN,0.0016
2,5,0,W2,2,loc,NaN,0,NaN,0.008
2,5,0,W2,2,loc,NaN,1,NaN,0.0276
2,5,0,W2,2,loc,NaN,2,NaN,0.0584
2,5,0,W2,2,loc,NaN,3,NaN,0.1068
2,5,0,W2,2,loc,NaN,4,NaN,0.1456
2,5,0,W2,2,loc,NaN,5,NaN,0.185705263157895
2,5,0,W2,2,loc,NaN,6,NaN,0.168263157894737
2,5,0,W2,2,loc,NaN,7,NaN,0.147778947368421
2,5,0,W2,2,loc,NaN,8,NaN,0.0912736842105263
2,5,0,W2,2,loc,NaN,9,NaN,0.0456368421052632
2,5,0,W2,2,loc,NaN,10,NaN,0.0133421052631579
2,5,0,W2,2,lfw,NaN,NaN,0,0.0904
2,5,0,W2,2,lfw,NaN,NaN,1,0.3085
2,5,0,W2,2,lfw,NaN,NaN,2,0.5711
2,5,0,W2,2,lfw,NaN,NaN,3,0.03
2,5,0,W2,2,joint,1,-2,0,0
2,5,0,W2,2,joint,2,-2,0,0
2,5,0,W2,2,joint,3,-2,0,0
2,5,0,W2,2,joint,4,-2,0,0
2,5,0,W2,2,joint,5,-2,0,0
2,5,0,W2,2,joint,6,-2,0,0
2,5,0,W2,2,joint,1,-1,0,3.784679168e-05
2,5,0,W2,2,joint,2,-1,0,0.00010280736384
2,5,0,W2,2,joint,3,-1,0,2.71036074666667e-06
2,5,0,W2,2,joint,4,-1,0,1.22269013333333e-06
2,5,0,W2,2,joint,5,-1,0,4.91776e-08
2,5,0,W2,2,joint,6,-1,0,3.616e-09
2,5,0,W2,2,joint,1,0,0,0.0001892339584
2,5,0,W2,2,joint,2,0,0,0.0005140368192
2,5,0,W2,2,joint,3,0,0,1.35518037333333e-05
2,5,0,W2,2,joint,4,0,0,6.11345066666667e-06
2,5,0,W2,2,joint,5,0,0,2.45888e-07
2,5,0,W2,2,joint,6,0,0,1.808e-08
2,5,0,W2,2,joint,1,1,0,0.00065285715648
2,5,0,W2,2,joint,2,1,0,0.00177342702624
2,5,0,W2,2,joint,3,1,0,4.675372288e-05
2,5,0,W2,2,joint,4,1,0,2.10914048e-05
2,5,0,W2,2,joint,5,1,0,8.483136e-07
2,5,0,W2,2,joint,6,1,0,6.2376e-08
2,5,0,W2,2,joint,1,2,0,0.00138140789632
2,5,0,W2,2,joint,2,2,0,0.00375246878016
2,5,0,W2,2,joint,3,2,0,9.89281672533333e-05
2,5,0,W2,2,joint,4,2,0,4.46281898666667e-05
2,5,0,W2,2,joint,5,2,0,1.7949824e-06
2,5,0,W2,2,joint,6,2,0,1.31984e-07
2,5,0,W2,2,joint,1,3,0,0.00252627334464
2,5,0,W2,2,joint,2,3,0,0.00686239153632
2,5,0,W2,2,joint,3,3,0,0.00018091657984
2,5,0,W2,2,joint,4,3,0,8.16145664e-05
2,5,0,W2,2,joint,5,3,0,3.2826048e-06
2,5,0,W2,2,joint,6,3,0,2.41368e-07
2,5,0,W2,2,joint,1,4,0,0.00344405804288
