"candidate","path","size_bytes","sha256","hashed_after_matlab_exit","source_commit"
"ARM-B1011","C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\06_checkpoint\checkpoint_final.mat","305034553","37244755f38656c4adb3ce4561cbe574f783f76ee4311f9ba40c74a22a988cc4","True","b9a3c3b492fb6529e709f3f5d2248ea9c178d4bb"
