time_h,event,station_total_kg,onboard_total_kg,consumed_H2_kg,original_total_kg,mass_error_kg,case
0.7240736914387008,INSTANT_COMPLETE,195.9312153119796,24.3996399639964,3.6003600360036003,223.9312153119796,0.0,FROZEN-INTEGRATION
0.8017980504130598,INTERVAL_END,195.9312153119796,24.3996399639964,3.6003600360036003,223.9312153119796,0.0,FROZEN-INTEGRATION
0.8017980504130598,INSTANT_COMPLETE,195.9312153119796,24.3996399639964,3.6003600360036003,223.9312153119796,0.0,FROZEN-INTEGRATION
0.9683587446565214,INTERVAL_END,195.9312153119796,24.3996399639964,3.6003600360036003,223.9312153119796,0.0,FROZEN-INTEGRATION
0.9683587446565214,INSTANT_COMPLETE,195.9312153119796,24.3996399639964,3.6003600360036003,223.9312153119796,0.0,FROZEN-INTEGRATION
1.0,INTERVAL_END,195.9312153119796,24.3996399639964,3.6003600360036003,223.9312153119796,0.0,FROZEN-INTEGRATION
1.0,INSTANT_COMPLETE,195.9312153119796,24.3996399639964,3.6003600360036003,223.9312153119796,0.0,FROZEN-INTEGRATION
1.026051052348829,INTERVAL_END,195.9312153119796,24.257529103734942,3.7424708962650577,223.9312153119796,0.0,FROZEN-INTEGRATION
1.026051052348829,INSTANT_COMPLETE,195.9312153119796,24.257529103734942,3.7424708962650577,223.9312153119796,0.0,FROZEN-INTEGRATION
1.0781362606843181,INTERVAL_END,195.9312153119796,23.973399554404615,4.026600445595385,223.9312153119796,0.0,FROZEN-INTEGRATION
1.0781362606843181,TRANSFERRED,185.9312153119796,33.973399554404615,4.026600445595385,223.9312153119796,0.0,FROZEN-INTEGRATION
1.0781362606843181,INSTANT_COMPLETE,185.9312153119796,33.973399554404615,4.026600445595385,223.9312153119796,0.0,FROZEN-INTEGRATION
1.1302214690198071,INTERVAL_END,185.9312153119796,33.68927000507429,4.310729994925712,223.9312153119796,0.0,FROZEN-INTEGRATION
1.1302214690198071,INSTANT_COMPLETE,185.9312153119796,33.68927000507429,4.310729994925712,223.9312153119796,0.0,FROZEN-INTEGRATION
1.15,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.15,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.187917304576824,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.187917304576824,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.3,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.3,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.352085489663719,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.352085489663719,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.354488183949269,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
