relative_path,bytes,sha256,lightweight
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/01_baseline_reproduction/baseline_cross_audit.csv,1497,15bf83b1360e1aff80ed0130382d1ea641c0e480b8f61aa2ff4e189ddd770bb8,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/01_baseline_reproduction/baseline_path_identity_QA.csv,173,00bcafbc2a4d4ad4d18670c3fdc6d85b9809eaae22d8da2ac58df3d45a1f7635,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/01_baseline_reproduction/repository_preflight.csv,887,4de7c700f279e3318f30eacb7694ddd30aa2a1ed05a0f8c71de4d9cad310cc5d,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/02_joint_effective_capacity/joint_site_resolved_definition.md,1066,992b7dfb22fd64d7edfdb526b8514697174dc40aa989e17140aeb98ac7b29156,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/03_grid_aware_recoverability/all125_site_ablation_by_event.csv,63238,53b1a6211a0c600e6cfd9158e31a82a75a196c6d215a565bafde8053cfb081d0,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/04_bus18_site3/site3_bus18_recovery_loss.csv,2078,7870b9a314b1b315b9be8e2d07c2b0812dc4908ae80f356e0acd540e4953164b,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/05_candidate_comparison/s4_vs_all125_grid_aware_comparison.csv,651,51c0f17cb0c2f5e14a380714502082a6f5bc88fa9c69a8b65d0da183119dac92,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/06_tail_analysis/all125_grid_aware_tail_retention.csv,253,714a4477b665d1499d6e216597bf653a13268e20687716559d92466d9453bafb,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/07_workflow_gate/final_status.csv,732,b4841181616883546ef96426dee3eba113d53e03aecfce7c285a2d4516e62936,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/07_workflow_gate/workflow_gate_evaluation.csv,541,ede45de3a97cd78b7a8d7d958946dc98cfae6bb40bad052c911af7de9d3465d1,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/07_workflow_gate/workflow_gate_thresholds.csv,176,36c8a47e94f5c194cf12a8ff99cc759c8d87788d36f92e6f5b86da88fae7faff,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/08_summary/README.md,4408,af737f991d8b4db4496bb13d6394c147772bc0c75a2d366c4f7c1ab3a692e156,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/09_qa/independent_qa.csv,46474,8c73a14801fe6019b1c6194957d8c641d22d73a54c0ade5465b580c61529be6b,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/09_qa/main_qa.csv,1423,cf70527c93b34eda9b8b369334a2d273e5dbbdbfd6654357e918d896bd9f83c9,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/05_analysis/10_deep_penalty1000/20_all125_grid_aware_recoverability/09_qa/visual_audit.csv,743,4926b6c5b02be3a6d60b0c28266bfba43b6e55bb28ac45ae727dceea2fba7d93,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/01_氢侧救回与电网保留.png,40832,694fdf4d98f253298d93484bcc7336879e7d81dafdc8fb43be8702b2a67206a5,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/02_检查点retention.png,30539,40481398b67608c5ee01430b83cd2e3ab0ef98b718526f96e8b38435998b2264,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/03_full_stress与实际支持.png,38575,1474dfaa4b81c79ce5da29a1814008abda585174bedaf8febdc28097674b8ebe,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/04_failure_type_retention.png,29179,e7a130f458d10dd3422ba1696b25930b798c0c5c41c60e1dae848b05c43d43d6,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/05_tail_retention.png,27514,f537334aaff00aafd42a6e0ccf55b77930840cf68d9d08ed66394877813d470b,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/06_四站贡献.png,31560,b81a49cbc0d8906ea911a1af1c4fab7419499592d5276a9a769e17b7c94369d2,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/07_四站ablation_loss.png,26664,290d3e8d344030301813794f8a6b85589d77f1e5f88c74f2ea83bcd5d91dee43,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/08_Site3必要性与bus18.png,34610,b00266c77b379270ad1ba3e49972aade897ef1f81c58be8fa533edae32fef26c,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/09_bus18电压裕度与恢复损失.png,66751,cce7758e10b176a0bbbadd7479f9f8b2873392237969d8190d2be400538ed787,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/10_grid_loss事件分布.png,33913,8608c1ef02dd43758fac72767ad4955b70e13773c4385c1c8f92fbe0e80633d8,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/11_两候选绝对保留.png,29880,5f7c2995afd58497f5f76902d7954a3b94274d32a6b03db86c2ddb7291b95b75,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/12_两候选单位kW效率.png,35393,2f043a1c32d3b49bf41810f6f7dfc663cbe4496b09d368b2b701f939ef729c38,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/13_两候选tail_retention.png,29507,21e22fceda1d7ce5fa39b5ad7c37cda8ea20fe1b2bb83cd888ea0b6f7408fa22,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/14_两候选公平比较总结.png,55887,91250896aeb3113a38e13e7f8562b507739c011336463b20f715dfd3870f4745,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/14_all125_grid_aware_recoverability/contact_sheet.png,240025,b5b4d796f3a379a94dce77ef58d81cf19126fcfef86992010e9e391502f1362e,True
