unique_path_id,support_out_path_rank,consequence_replica_rank,consequence_replica_id,path_probability,FULL_CAPACITY_operating_loss,HALF_CAPACITY_operating_loss,STATE19_DRO_operating_loss,STATE19_SAA_operating_loss,FULL_CAPACITY_service_cost,HALF_CAPACITY_service_cost,STATE19_DRO_service_cost,STATE19_SAA_service_cost,FULL_CAPACITY_service_satisfaction_rate,HALF_CAPACITY_service_satisfaction_rate,STATE19_DRO_service_satisfaction_rate,STATE19_SAA_service_satisfaction_rate,FULL_CAPACITY_shortage_W1_kg,HALF_CAPACITY_shortage_W1_kg,STATE19_DRO_shortage_W1_kg,STATE19_SAA_shortage_W1_kg,FULL_CAPACITY_shortage_W2_kg,HALF_CAPACITY_shortage_W2_kg,STATE19_DRO_shortage_W2_kg,STATE19_SAA_shortage_W2_kg,FULL_CAPACITY_shortage_W3_kg,HALF_CAPACITY_shortage_W3_kg,STATE19_DRO_shortage_W3_kg,STATE19_SAA_shortage_W3_kg,FULL_CAPACITY_shortage_kg,HALF_CAPACITY_shortage_kg,STATE19_DRO_shortage_kg,STATE19_SAA_shortage_kg,FULL_CAPACITY_single_site_demand_kg,HALF_CAPACITY_single_site_demand_kg,STATE19_DRO_single_site_demand_kg,STATE19_SAA_single_site_demand_kg,STATE19_DRO_state19_nominal_loss_percentile,STATE19_SAA_state19_nominal_loss_percentile,FULL_CAPACITY_total_demand_kg,HALF_CAPACITY_total_demand_kg,STATE19_DRO_total_demand_kg,STATE19_SAA_total_demand_kg,FULL_CAPACITY_unreachable_demand_kg,HALF_CAPACITY_unreachable_demand_kg,STATE19_DRO_unreachable_demand_kg,STATE19_SAA_unreachable_demand_kg,SAA_minus_DRO_loss,SAA_minus_DRO_shortage_kg,DRO_improves_loss,DRO_improves_shortage,low_theoretical_probability,high_formal_loss_q95,high_formal_loss_q99,verified_low_probability_high_harm_replica
3,1,1,SO-P0001-R01,2.592e-15,25292.9290173223,25324.734677378,25292.9290173223,25292.9290173223,2381.54697002667,2413.35263008238,2381.54697002667,2381.54697002667,0.959498553519769,0.959498553519769,0.959498553519769,0.959498553519769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,8.18263644546273,8.18263644546273,8.18263644546273,8.18263644546273,91.2533333333333,91.24,282.846466464828,282.846466464828,282.846466464828,282.846466464828,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,0.0,0.0,False,False,True,False,False,False
3,1,2,SO-P0001-R02,2.592e-15,20906.3540455887,21751.8850489159,20906.3540455887,20906.3540455887,2904.55386557069,3750.08486889794,2904.55386557069,2904.55386557069,0.975391498881432,0.975391498881432,0.975391498881432,0.975391498881432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000900090009,9.000900090009,9.000900090009,9.000900090009,9.000900090009,9.000900090009,9.000900090009,9.000900090009,112.920382947386,112.920382947386,112.920382947386,112.920382947386,89.92,89.9066666666667,365.763849112184,365.763849112184,365.763849112184,365.763849112184,9.000900090009,9.000900090009,9.000900090009,9.000900090009,0.0,0.0,False,False,True,False,False,False
3,1,3,SO-P0001-R03,2.592e-15,111127.452005829,130737.002017992,111127.452005829,111127.452005829,2571.14182935692,2841.03060266905,2571.14182935692,2571.14182935692,0.866083445491252,0.842225773889637,0.866083445491252,0.866083445491252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2781550882361,63.9479857076616,54.2781550882361,54.2781550882361,54.2781550882361,63.9479857076616,54.2781550882361,54.2781550882361,156.56111065652,156.56111065652,156.56111065652,156.56111065652,97.5733333333333,97.5666666666667,405.313258598587,405.313258598587,405.313258598587,405.313258598587,54.2781550882361,54.2781550882361,54.2781550882361,54.2781550882361,0.0,0.0,False,False,True,True,False,True
3,1,4,SO-P0001-R04,2.592e-15,57850.373550961,58540.9754549153,57850.373550961,57850.373550961,2208.44572181447,2899.04762576873,2208.44572181447,2208.44572181447,0.911840968020743,0.911840968020743,0.911840968020743,0.911840968020743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8209639145733,27.8209639145733,27.8209639145733,27.8209639145733,27.8209639145733,27.8209639145733,27.8209639145733,27.8209639145733,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,94.84,94.84,315.577012246679,315.577012246679,315.577012246679,315.577012246679,27.8209639145733,27.8209639145733,27.8209639145733,27.8209639145733,0.0,0.0,False,False,True,False,False,False
3,1,5,SO-P0001-R05,2.592e-15,44498.6948692106,44500.1034824668,44498.6948692106,44498.6948692106,1948.98535280444,1950.39396606064,1948.98535280444,1948.98535280444,0.910958904109589,0.910958904109589,0.910958904109589,0.910958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2748547582031,21.2748547582031,21.2748547582031,21.2748547582031,21.2748547582031,21.2748547582031,21.2748547582031,21.2748547582031,94.1003191228214,94.1003191228214,94.1003191228214,94.1003191228214,93.5533333333333,93.54,238.932984207512,238.932984207512,238.932984207512,238.932984207512,21.2748547582031,21.2748547582031,21.2748547582031,21.2748547582031,0.0,0.0,False,False,True,False,False,False
4,2,1,SO-P0002-R01,1.0368e-13,323202.00526311,323513.284568449,323202.00526311,323202.00526311,1897.14750460632,2208.42680994583,1897.14750460632,1897.14750460632,0.66628895184136,0.66628895184136,0.66628895184136,0.66628895184136,0.0,0.0,0.0,0.0,45.8227640945913,45.8227640945913,45.8227640945913,45.8227640945913,114.82966478466,114.82966478466,114.82966478466,114.82966478466,160.652428879252,160.652428879252,160.652428879252,160.652428879252,87.8269645146333,87.8269645146333,87.8269645146333,87.8269645146333,99.6933333333333,99.6866666666667,481.411777541391,481.411777541391,481.411777541391,481.411777541391,160.652428879252,160.652428879252,160.652428879252,160.652428879252,0.0,0.0,False,False,True,True,True,True
4,2,2,SO-P0002-R02,1.0368e-13,320848.080151871,320848.080151871,320848.080151871,320848.080151871,1725.2587788247,1725.2587788247,1725.2587788247,1725.2587788247,0.557488653555219,0.557488653555219,0.557488653555219,0.557488653555219,0.0,0.0,0.0,0.0,27.2754548182091,27.2754548182091,27.2754548182091,27.2754548182091,132.285955868314,132.285955868314,132.285955868314,132.285955868314,159.561410686523,159.561410686523,159.561410686523,159.561410686523,119.466492103756,119.466492103756,119.466492103756,119.466492103756,99.68,99.6733333333333,360.581512696724,360.581512696724,360.581512696724,360.581512696724,159.561410686523,159.561410686523,159.561410686523,159.561410686523,0.0,0.0,False,False,True,True,True,True
4,2,3,SO-P0002-R03,1.0368e-13,241435.600642032,241440.974565605,241435.600642032,241435.600642032,1957.10733815633,1962.48126172939,1957.10733815633,1957.10733815633,0.688652482269504,0.688652482269504,0.688652482269504,0.688652482269504,0.0,0.0,0.0,0.0,11.4556910236478,11.4556910236478,11.4556910236478,11.4556910236478,108.28355562829,108.28355562829,108.28355562829,108.28355562829,119.739246651938,119.739246651938,119.739246651938,119.739246651938,84.008400840084,84.008400840084,84.008400840084,84.008400840084,99.4066666666667,99.4,384.583912936748,384.583912936748,384.583912936748,384.583912936748,119.739246651938,119.739246651938,119.739246651938,119.739246651938,0.0,0.0,False,False,True,True,True,True
4,2,4,SO-P0002-R04,1.0368e-13,354798.560153295,354804.43331166,354798.560153295,354798.560153295,1308.66570930485,1314.53886767033,1308.66570930485,1308.66570930485,0.595252966895691,0.595252966895691,0.595252966895691,0.595252966895691,0.0,0.0,0.0,0.0,59.1877369555137,59.1877369555137,59.1877369555137,59.1877369555137,117.557210266481,117.557210266481,117.557210266481,117.557210266481,176.744947221995,176.744947221995,176.744947221995,176.744947221995,109.101819272836,109.101819272836,109.101819272836,109.101819272836,99.7533333333333,99.7533333333333,436.680031639528,436.680031639528,436.680031639528,436.680031639528,176.744947221995,176.744947221995,176.744947221995,176.744947221995,0.0,0.0,False,False,True,True,True,True
4,2,5,SO-P0002-R05,1.0368e-13,314128.79265355,314208.611733846,314128.79265355,314128.79265355,1552.08043687357,1631.89951717022,1552.08043687357,1552.08043687357,0.603734439834025,0.603734439834025,0.603734439834025,0.603734439834025,0.0,0.0,0.0,0.0,58.3694733109675,58.3694733109675,58.3694733109675,58.3694733109675,97.9188827973706,97.9188827973706,97.9188827973706,97.9188827973706,156.288356108338,156.288356108338,156.288356108338,156.288356108338,99.2826555382811,99.2826555382811,99.2826555382811,99.2826555382811,99.6733333333333,99.6666666666667,394.403076671304,394.403076671304,394.403076671304,394.403076671304,156.288356108338,156.288356108338,156.288356108338,156.288356108338,0.0,0.0,False,False,True,True,True,True
