file,scenario_rows,bytes,file_sha256,D_raw_sha256,A_raw_sha256,C_raw_sha256
extreme_formal_DAC_and_damage.mat,4290,8069160,be530c72d92386f37ca4d4690d05d2907a1a03bf7fbc1d63eb25c1dce1b283e8,6b6d913e8aff37fcc314be9bac79af44aba72ed402573403d0e9a21354ee3e28,340e2006b172621d3eef1d9b0718e7debd1c5c485bba4447b0727dfb65d29a0c,4bb001e8df15434ccfe781326d2e4aa115c7690cbdd774a67e2aa3cc5422743b
