unique_path_id,support_out_path_rank,consequence_replica_rank,consequence_replica_id,namespace,wind_seed,wind_stream_position,resistance_seed,resistance_stream_position,joint_stream_position,wind_q_W1,wind_q_W2,wind_q_W3,wind_W1_mps,wind_W2_mps,wind_W3_mps,failed_lines_W1,failed_lines_W2,failed_lines_W3,closed_roads_W1,closed_roads_W2,closed_roads_W3,damage_sha256,formal_scenario_sha256
51,40,4,SO-P0040-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,199,2704202601,199,199,0.713305815733499,0.0540762324709548,0.0696625305304039,38.1060750762099,52.4798943932165,52.6796822575956,10,12,25,7,11,22,4ae0ab21e4b8d3ef4dc17414079a137d3f418426aaf338a39915d593942ee1b9,1db5e682e7652f41532fbe74ddead617c562a4a33e2eeb7c44366bd5e5d20e2f
51,40,5,SO-P0040-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,200,2704202601,200,200,0.113259600456384,0.941057822731347,0.438078799819117,34.7703404500883,58.454956900478,55.2121480734507,8,18,26,1,7,17,9df93aa0ed28aa107acd752c7bece31f06a33ddda5335a9923452eaa8da63964,6bd4b21f8194238add79fecd684d0be535b99747936c96023b963d611f6ffb9c
52,41,1,SO-P0041-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,201,2704202601,201,201,0.87136968822634,0.712784121979552,0.184266995401464,39.1936423342816,56.5893925673235,53.7318150218782,11,29,32,5,20,24,2ed79a43af87e51e1c2676b801f7526a2c40c4020304569e19902ad6aaf59f83,8968ba33dd99506db96925b38f2f7b1a486174c8ca73cd9ed8b6187b33a1916b
52,41,2,SO-P0041-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,202,2704202601,202,202,0.300424601684633,0.379932169645284,0.71880128844794,36.0718791571993,54.9226589031719,56.6253077447183,10,27,31,0,22,31,eb1eaf26bd29d6d831437a68b83a8f85f79b13c3a2f5406f12590b7291441bd1,980fe8d25ff673902335f99a8330a532a648d3bf6199b42cd8e03f3b60a71512
52,41,3,SO-P0041-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,203,2704202601,203,203,0.703355176602563,0.98968129160231,0.165211682151947,38.0493995550833,59.3535421977372,53.5867108704209,9,27,30,5,30,35,e8baac7c7466792d47bf463aa07f8cf1817aeddc72f262239322c7ff5a2a4128,54974032ad17e0b36885248e7179ad2b9880476b52853a0ef7eeeb6b76c1f65b
52,41,4,SO-P0041-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,204,2704202601,204,204,0.719236961532857,0.221948633856594,0.496562649442534,38.1403256004949,53.9981527097852,55.4845052461138,7,26,32,4,22,29,e5f94191b4aaeb58e21bebd26c34a782cde123246d0a9c9f3ddf40cb8741723a,fd2f6a651f9c56f98c7cc365751e6d9fdabf83511b3e62803eb24e15b83e9dec
52,41,5,SO-P0041-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,205,2704202601,205,205,0.721699762516379,0.0577430757920123,0.0169798026694855,38.1546537183888,52.5292464057752,51.8292659453482,11,24,29,7,23,24,cfad61f5efaea9844c8060cfaab603785d30b4e4b2d613329a73d89a4a910ecd,09559496deb52b893ab5d59b0313d8394dcc24c6b944cb6942eef3a1c2e960ba
56,42,1,SO-P0042-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,206,2704202601,206,206,0.454729014788938,0.183513553895918,0.380015497902246,36.8483996389798,44.3473898242288,54.9230890462798,10,17,26,0,9,22,b48011f0575439b3525a51dde7bac025630aedb7b5b940bb9b3948433830683d,9b64251585b7173d3031c696fee830904a0598fd18181352185994324f4c3433
56,42,2,SO-P0042-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,207,2704202601,207,207,0.3345067560724,0.345001070360478,0.70750017748766,36.258006209039,45.404119271811,56.5581628725708,12,22,28,1,11,26,cb0d8de3cfda547d46a8645855ad69d4780c31f4028f9c9677ab8d131ad057de,da40761f5b68b2076c38910838003b79946fbce191899eb343f28f825bfd2da5
56,42,3,SO-P0042-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,208,2704202601,208,208,0.334272355894796,0.55137333768073,0.0155437895319941,36.2567593830394,46.4479975357975,51.7934251546591,8,20,29,2,19,25,0776cfdb31a4a3f6bdacdeeee60e3b49ac3386f13b809306a9cd2bce8d8cd0d3,4c1bfc6f0cf01dc91a60cbcedad50cea6f37dc17a1cb21ef7df1b81dd9f921f2
56,42,4,SO-P0042-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,209,2704202601,209,209,0.577029391968295,0.0959414451076237,0.99363357707414,37.3990847720853,43.558808646974,59.4922203937757,4,12,30,5,10,31,311df38a0e383d13be0ab439da5c48f9792b5dfbc2adb60e7716d67194355c0f,74a2374c597d5f5a50fc4341d61f803a9bc9249f12277407d95912ea048f9c07
56,42,5,SO-P0042-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,210,2704202601,210,210,0.712139881841445,0.6194758876418,0.057028896616512,38.099383970876,46.7998103356082,52.5197599524164,9,21,27,4,13,20,1c9f52774653b95940ed16347c3b38ef30cc06d3f06839b74b6d357fb61aba3a,96ec3321621a7e25bafdb2d3d0f558a83e02a8ea1189de6684bfb3e8be79acc0
57,43,1,SO-P0043-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,211,2704202601,211,211,0.984927987706689,0.198002352683918,0.249835186664249,40.6447514943806,53.8318007139802,54.1809314767694,14,30,31,3,21,21,2edc41f29c3f6d8638aa6f0899f76e727ead901274ccfac323f34bbd40dcc51c,762c866a21720b821c601491c8499abb2ee5764d92c3600099212362c3e0a8a9
57,43,2,SO-P0043-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,212,2704202601,212,212,0.316456564255691,0.249294076255427,0.324976071637552,36.1606789325588,54.1774848683109,54.6278824266121,4,29,29,2,24,24,699f2d5816e844a0c72dba4d38fc61b1ab608a967589a259879867e86042365e,ef1300f8a2058303f7435ed1c3bfe034ecd37eea209f7b9953b0ff0b2fbf31b2
57,43,3,SO-P0043-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,213,2704202601,213,213,0.204595548507022,0.0584910541389386,0.325352130603132,35.4826100217688,52.5391191287964,54.6299808938102,9,29,29,2,22,25,3cda52702d28a535aea002d2e27871be40bf5cd2ae2fd5f51f667d0d8ca45248,b1af9bd689bed1f44e83c9f1e773dc4d7d77530938ed2b22a66b14f55572aadb
57,43,4,SO-P0043-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,214,2704202601,214,214,0.438008605013833,0.616290692802792,0.998985829042191,36.7714169102106,56.0578905467394,59.797332973103,11,32,32,3,24,31,0e7ceb74b8ef500464da8fe897cf7316065681e36bd188845c902f75e7f696d3,622b7e324be2d83e80f9ed4e154274e2cf5123c1ac281074c5996e709839eeef
57,43,5,SO-P0043-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,215,2704202601,215,215,0.915784994100377,0.500397168300876,0.332843065240941,39.6147501860324,55.501787612416,54.6715315799075,10,28,28,7,27,27,19573579a4d494d7de46c26f7ba6372a9fc97418849b91a47d3a239c05c5295e,8311b883eae66993205cf424e71063b77ca75005f2b5cfd8e4b4f5eaba3cb891
58,44,1,SO-P0044-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,216,2704202601,216,216,0.925490821772263,0.426648931636279,0.844662147564619,39.7207740324695,55.1568355429665,57.4917769190854,14,31,32,9,26,30,93d1740ed79331e44ad587d13ed299fe4f26729647e8e0e646c4beab38c92104,34a03092e393cc873b5986e41446f0c13ca2d18aa44e014fb56a1d48b9a16789
58,44,2,SO-P0044-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,217,2704202601,217,217,0.436807730047518,0.273769956503415,0.805860762829619,36.7658318390765,54.3298172980493,57.1959602168656,5,27,32,2,20,25,c984eb09b9a60915becdd6dd0c0d560034a07519553eb53bdc80cfd2b812ad0c,0331cb45046885acddec84014b6925e627136e74e8c8f2b1bd7c144ec44937a2
58,44,3,SO-P0044-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,218,2704202601,218,218,0.0200295352415327,0.892823107875905,0.59220953372073,33.5706421545134,57.9165739439505,55.9360716191952,3,29,32,1,26,31,7737df3229c2b949a7fa8576be3d4b2ad1abed280fc61425cfc6de8690b24d28,5900b3e0bcbb4dbdc189b2aca86d641dd7141e03be24e05209f69eefbe14c62e
58,44,4,SO-P0044-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,219,2704202601,219,219,0.308605214187812,0.821453381059699,0.79177309030439,36.117479236358,57.3109224505265,57.0960045036756,8,30,32,4,25,30,ddbbf40469993872f36d823c001aed442d92bcc77b2d2303193f011df28c43ef,cd1ec88dd93618ff5a32d541607358fbdc055cfecb9edf702ea1d9d01bbcd38d
58,44,5,SO-P0044-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,220,2704202601,220,220,0.0913157306774821,0.464885307324425,0.633615895977405,34.5589900019875,55.3391076210022,56.147915341933,3,29,32,2,28,32,b8dc121085a64652438739bc9fb6120bbcd22fbbb6a8b37baf7c56fca40e75eb,8a619f2dba8fd21946678697aab221ed47b2e8af636276dde305d847196a3950
59,45,1,SO-P0045-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,221,2704202601,221,221,0.92646204924624,0.192263955655005,0.70213948333169,39.7317542907964,53.7904641556608,56.5267665029448,11,15,28,10,13,24,82f5828cb51af4b54c3a487158ba072048d65929d694d6e20c77d529fdd62f55,2c22d662aebb98143354a5313266d3e8208e71cf6902911f86d714d4ef0b0bc2
59,45,2,SO-P0045-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,222,2704202601,222,222,0.337011701916065,0.423529890833379,0.887066705218726,36.2713033837821,55.1416132821344,57.86135593456,8,16,28,2,8,25,7f94bc108d7c582ea058e447ebbdc601b35894eb95226ad98f000328c1ac49dc,b19ac9888135e9e4bdd161ec9f4533f20ec179c4c8fb0c063fbba90ba1ec5cd0
59,45,3,SO-P0045-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,223,2704202601,223,223,0.663449459543939,0.619986986376892,0.304203585518992,37.8311409101003,56.0769237769659,54.5100206856255,13,18,27,8,14,23,6110ff9c38deb88185a56f5417e2b8ba7411f9d9c31c8b15f22c24235f18b84a,93f6a71a022055a93ac55de0c48f991bddbbb563ec70780833dfb611700edf12
59,45,4,SO-P0045-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,224,2704202601,224,224,0.242953296761929,0.0505451570119844,0.516975320307221,35.7322545269082,52.4307616359776,55.5770485501695,7,11,24,4,9,25,997358cfd92fc47cf4299a1c99b9cb252fa5231b9f0e07fe3ceaa31592b4563f,ffe78813f413a23985821aa8d565f83db3e92313c66762ecb1cfb04f9d8ab3a4
59,45,5,SO-P0045-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,225,2704202601,225,225,0.382134141270078,0.861141964034753,0.0282328281405644,36.5028760926917,57.628555196385,52.0693126482432,8,17,25,5,14,23,14a3f9f0ab5d2864c68e5cec2b3dc5c1c6d6ccb06d0027db75ee9c058075cfcd,8eec9e7482533fb3fe201d78c4c77a2e1b78e283622e8c251b8085cc34e8e803
61,46,1,SO-P0046-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,226,2704202601,226,226,0.131004225648541,0.432802793958695,0.35806694503794,34.9266241083014,45.8727825737275,54.808111247592,5,5,25,2,2,10,22312db742016ec022f754032ab1f405a3d33316d4e5584c1100e17d1643a26c,ea426ae7a2248c95f0c02ac4b1bfe79852bac4c329b6912f1d28e4ea9d15c14c
61,46,2,SO-P0046-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,227,2704202601,227,227,0.0271063412854048,0.249853293408243,0.982399349771788,33.7128373442691,44.8224265985536,59.1557095675998,4,6,28,0,0,16,bc5849c885a806f9787f3a847f056586dd5d65b9e7d909eac6bd6726d57a31fa,ebb810a3b75080412d3e88b6cb3e21590814bdc1c5d0e0def4519f884595087e
61,46,3,SO-P0046-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,228,2704202601,228,228,0.35246706071547,0.439721125441241,0.468627442231474,36.3522754431692,45.907593370763,55.3565366302115,6,8,23,0,1,14,95063c3b59ff3aae8f9e659b6ee87222826a3194c1974cb0ae346000a2727e1a,4554b6c3118e29f0d2ffddda4f72bc9740adb3f476bb93fd4693d673f8a035b2
61,46,4,SO-P0046-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,229,2704202601,229,229,0.1460464040456,0.104026251422761,0.965219086919184,35.0509840835501,43.6438003143618,58.8131440779214,8,8,25,2,2,16,4277d59e2df2a098d5ebf993797a005cd9360634650cc0b99f30ca8c1b1a29e3,46895fdc16c86e300522e083dd45abcab0288f1b3709ab24b7982cdc6ddb42d0
61,46,5,SO-P0046-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,230,2704202601,230,230,0.320886652060217,0.933217944531285,0.717733190994379,36.1848178355861,49.182318070594,56.6189046501573,12,14,23,1,4,17,7666282c76d5cbcb767696ac9ed230eec9efccfdb8973512d6cc2af925e41715,1ffe86faba2fa01939355d418baece8f7a035e90018bc3ee16e482af29856dfa
62,47,1,SO-P0047-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,231,2704202601,231,231,0.936997784601163,0.283498973519361,0.764604249170625,39.8558760277202,45.0390655051984,56.9123588439409,13,14,27,4,5,25,018097229dd29062556feff202cf08053a4ac5bea43050bd4ad6c0c0c39ffcac,777b1163ae052cddda1c1623770b1c14ed9201f72e4b01f4d231646728942625
62,47,2,SO-P0047-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,232,2704202601,232,232,0.915689114349779,0.127216607168892,0.736395341590235,39.6137342114252,43.870744546492,56.7325868541619,12,12,31,8,8,17,408680e38b3802dc19a5ba96b8c26e5796a332d63a9a405c432280c9ee1147f8,3d0450dff1a386b427f9d02518e7112753436979c954ba78f3779627d35c5370
62,47,3,SO-P0047-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,233,2704202601,233,233,0.186847308429868,0.0260784095969482,0.385198323748744,35.3591796455915,42.5733797724912,54.9497508923759,4,4,26,4,4,22,d607a3e109242612ba4fce3fd4b355bb7bb671994db7fc906f01c0c78e520758,e8ef464bc3dd961215f3dde34f23ad5634adbe6b1fbf310983ed4452627bb25a
62,47,4,SO-P0047-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,234,2704202601,234,234,0.773761361093345,0.74133137634784,0.98549643822069,38.4739102390011,47.5194704863066,59.2335834996152,8,11,30,5,7,29,b93ef47cc87e80a92be686f1b0484ef7ed9b40c7242f4c128309ea2b07d70684,0ef46f94f15c21d4741df95e1356bf265c6ea68846ecb9f3635ad1c0c9cc2c61
62,47,5,SO-P0047-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,235,2704202601,235,235,0.24186168029257,0.784945023220716,0.286077915500367,35.7254347275511,47.8176098763932,54.4038442352383,4,6,26,2,3,17,753ceb10874e18c4105b4b26b5e28a717c4f585a0efef98fb7a1edb7b33fd707,c30317a9bec09ff59a9bbb1ba0d8ced54e761025c43f82c681c26d5fe88cadef
63,48,1,SO-P0048-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,236,2704202601,236,236,0.760451364069674,0.315389281164292,0.773486885747058,38.3890669009785,45.2328137432557,56.971174959288,8,8,28,3,3,25,a339e3bff6215bc7eef444eaad825e2cb796c72a04c7270fa3f5c4186fd176b3,621dc0905d245696118dfc978097f29a0a481527a5fa473330a58e1520257ee8
63,48,2,SO-P0048-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,237,2704202601,237,237,0.890812742476647,0.584765909206173,0.364472801664906,39.3672206807006,46.6168887323266,54.842024006618,7,8,25,5,5,23,073b596ccd95c82b01a6264b331899ee881e9a7056449996a4188d393b976713,bae450ef66c47f53465cb788bc273aca8a60888772dc3f4800447892cbd6028b
63,48,3,SO-P0048-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,238,2704202601,238,238,0.0082392443337046,0.996046918964492,0.199710451473585,33.2584032609227,50.4820919716627,53.8439889740785,3,10,27,0,2,14,e5637b86f2250fceef4eb2cba5ccda95e07ce7dbab62856afe1524e6864d53ff,5730c1a9117b393113692d6e6fe2509c6321b86d1848744eaed78422274d69f6
63,48,4,SO-P0048-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,239,2704202601,239,239,0.120857636740024,0.615579285768346,0.369419612928268,34.8386578179845,46.7788706457144,54.868009090423,7,8,29,2,3,18,0de2e196a1f67c3214cf033e4ba0f0958eae88e1391cb1220f7d57b1adaa1516,ff2613354973cc93b72fd44b9628d3bc4b10284001e617a553ca697de43ff67e
63,48,5,SO-P0048-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,240,2704202601,240,240,0.439277381895564,0.59184950675342,0.938045601158474,36.777309470452,46.6535792964387,58.4159693332887,6,7,29,1,4,24,2db89d6179ecdd215ca1f1753034c65b046dcc5e02a1756acaf8c5cd0ae429fe,f9dbc4864dcea069cec5826a5c59a26a7fca47013203e1847a3ad40edd61711a
64,49,1,SO-P0049-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,241,2704202601,241,241,0.428279673136966,0.780882116717519,0.974319592672702,36.7259463769241,57.0210279838608,58.9801683978442,8,17,26,2,11,25,095514674c59cb2c5515cff5357a9d2c0ae73d15b8f2d0fdf029cd3bd2bf02e1,513debcea17a5642fc4a3bf0e004e18bf46e113966fe36a5aa9d68eee9341c83
64,49,2,SO-P0049-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,242,2704202601,242,242,0.776568505045634,0.756490569494997,0.743599857515726,38.4921202008082,56.8595968514452,56.7775466224299,14,22,26,4,13,16,2afff1487811713f7859f0a37f293213f672972854ee3ff7a4a45012890e98aa,2577e5a264b09ef58d54a8eda487e6f215333244bf464be12e57e4331a2022da
64,49,3,SO-P0049-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,243,2704202601,243,243,0.856731055344276,0.428259773196448,0.539602534943369,39.0714783208018,55.1646753552295,55.6818872948019,11,15,24,5,11,15,7c0275f9d9e313ed2474ae99ddd8b49cf5fa195bb9b3bb3ed46e1069abd512b8,d997406b9d40536459f7839850216467438dae6e0ac5b2dbb852767427557bce
64,49,4,SO-P0049-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,244,2704202601,244,244,0.812923346112565,0.760182641864309,0.871129715307628,38.7391888518029,56.8834950658638,57.7154329666125,10,14,24,7,12,15,62eda3dc014b7656c2d120b125dd608e91f607519ac8584cdbbc0ffa729b8ee7,9079ed7ea82081e0c0c6963dd253a9d178f58e5052360abb2e90a556bc3c7c74
64,49,5,SO-P0049-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,245,2704202601,245,245,0.399655795651673,0.725158624261771,0.551690314372901,36.5890839006683,56.6636733197425,55.7389505673018,4,14,23,3,9,15,34e9a264593ab56f667e7ca1fb5320480d6d6ebf7bed257d17b618a4b3817d1e,5a275d0d990774b4aa8fc80c8d2b2002a00d52659e0b911f3447953a6b625406
65,50,1,SO-P0050-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,246,2704202601,246,246,0.591440507923732,0.390991498113977,0.638198539005985,37.4678334244813,54.9793411104875,56.1720816139503,9,18,28,2,8,20,a21a24fb946ae30e5cadda511e02f3b45e8b3101220b5a3332a6c241a1092ab7,15f5348359772d4aa56a9951c443822ffe925f5296127d03ed771190c9b96753
65,50,2,SO-P0050-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,247,2704202601,247,247,0.896084578767562,0.0833205990271945,0.584002795084317,39.4169016371996,52.8369769352394,55.8953822590788,9,12,28,8,11,22,89a5c58aa98b30db62ec7782cb9a4126a5268131ae20e11348a200cf6890637b,59326c6c85dc53f0c6ecd56e8e6044242f433abf748b25c43f210d4202ef35f3
65,50,3,SO-P0050-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,248,2704202601,248,248,0.803895396246369,0.308551615736203,0.524877655166794,38.6757425362025,54.5350163277298,55.6133777270268,6,10,25,5,10,21,b7e392100c8de620b61bd480b5d60e5af86fe11406a9ef220b113ae14728b89b,f4f5ed78ed90c18c7ba206389835bbddd3b4415c8ed352459a925d000a4c7771
65,50,4,SO-P0050-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,249,2704202601,249,249,0.774679645188075,0.757459292970618,0.140737881325029,38.4798546563814,56.8658496151764,53.3874430241712,10,19,29,1,9,19,77b3dd48392e5a38b59b77a4ac462897f752499c7c90a9368fb8c29ab098d165,039d366c6953ce3776da21c44f8576d7ed237e77127a4a22a77cea138b33b2cf
65,50,5,SO-P0050-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,250,2704202601,250,250,0.52888954383024,0.786586778671685,0.321194654890411,37.1775391992649,57.0600619966066,54.6067136735624,12,19,27,2,7,20,457b7249dc970f168978db9229c77aae520e51b2bfa5aa0edee3ce553eb7bcee,19caaab333ba2bee8719df1dc2932ad7c24853d147930976d055c2ddbf51ace4
66,51,1,SO-P0051-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,251,2704202601,251,251,0.162682746328783,0.417971944198064,0.535834772014939,35.1812755862283,55.1143485195133,55.6642541894854,7,22,27,4,18,25,08c0bb790268d7a04f3f988fce70f25b7f01f21a85c278ade05a93c8c1479a8a,5c507b0e6471adb47af1b99d8e27ecabcbb833aba5110e12cd6b649f0e84267e
66,51,2,SO-P0051-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,252,2704202601,252,252,0.357369896702446,0.0770535309305882,0.298501451573944,36.377589392619,52.7665412541712,54.4769683330086,7,17,26,1,14,24,c391a321b26aa2ac7bfb74ae52b33ed502447b5766ff5170f9fad42ea53a0f73,3b753eb6e791b3058fb02ce809ccffd4f095c1144a394da8d6e3810e19143292
66,51,3,SO-P0051-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,253,2704202601,253,253,0.663876513031497,0.847638914051137,0.733978442404764,37.8334059153973,57.515925930869,56.7176421458642,7,28,30,2,20,27,b15c2784b974f9ebaecc55adaac6bec649254a3c8cb7a508d90f49a845817a29,fd1bd3116b814694a78afcaf3cd11a225166aa7c7538a12f6ab58950164453f2
66,51,4,SO-P0051-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,254,2704202601,254,254,0.268544530983919,0.42335218105058,0.553143844450392,35.8879566771031,55.1407442969288,55.7458638597526,10,24,30,1,19,26,768c6f087a5813ed9d4c6a77367aa39f093cf7d1a74d55c679a5a0216d2c2199,bd6d15fec09754096fa1b01d0736d4392d0f5326904779a635298dd0d1a1be3e
66,51,5,SO-P0051-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,255,2704202601,255,255,0.610191763308988,0.171418256463652,0.825792877148542,37.5591286512601,53.6348509230653,57.3438018757096,7,23,30,3,12,27,b777179b2267ed10e311b985b5a17bef74e46acfc6bd0caac2767c56e805fd3d,199c846ba7b84c7504a08a3b1349ab7fb14cf49dfeee2b0d87c6d0aad10debfa
67,52,1,SO-P0052-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,256,2704202601,256,256,0.430592672957346,0.510079594043756,0.387127147748277,36.7368031544863,55.545589102785,54.9596274425513,8,25,30,5,16,23,526c1d41f1336da64701ce8e4ae7a806f08962d01e96c4be419ebcb5c3fa8381,ce6c27bb1a3bb0e050c0faf842bb21a26088b2d7961bdcc0f7160b01605a85f6
67,52,2,SO-P0052-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,257,2704202601,257,257,0.0954145632773784,0.0139232402337002,0.342556400986656,34.6002537060173,51.7509269135308,54.724719350496,5,19,27,1,12,20,a609580db0036b1e28189678cee069eb4fceb626576bae859b33bcc4d4971edf,16c82a4a4289b64dea001d90c37287cd56af7678a776720cfa5226f03786c093
67,52,3,SO-P0052-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,258,2704202601,258,258,0.964468367157053,0.898218908893463,0.572699971049714,40.2403903049123,57.9696960351182,55.8399938494653,8,26,30,4,23,29,ef7816d046a514ee929a9d6ce5288958b1ecd16af6e9f41e861da43acef0d8df,96534d5d407a7fdf2a0679209b16eaf7155d844ddc9efb0f5db5ce2f62e697cb
67,52,4,SO-P0052-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,259,2704202601,259,259,0.675292477119529,0.868179136823026,0.423643280772275,37.8944962981889,57.6894275690497,55.1421676536902,8,27,31,5,19,22,18883976c14129b96bf464d69c78e51e382c93c4e60eaeae537fed34654920c2,cdd226e807b87e88a80db22712998e84fe24ae6e2776a46229013b71d4d63379
67,52,5,SO-P0052-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,260,2704202601,260,260,0.616158589035673,0.769475674401742,0.117363073619908,37.5886382751115,56.9444746463612,53.1801845063219,10,24,28,2,20,26,0cc53fd62adc8bd4146a673a27e6fc02c958137a917fb0ea29afdba047aeebca,8cc8965b1fd25dbc9111ebee25f66d86319a094202674216d6a7e3402a1982bf
68,53,1,SO-P0053-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,261,2704202601,261,261,0.98282291102637,0.375410634900259,0.386254245158315,40.593732716646,54.899247454761,54.9551607968465,10,14,25,5,9,21,2869f4b8ee27f04e4a170752f967def6e103c7376a16805b47ad81e36a04da6f,4bf1d147500e65d289e7acd822b3a26044ae260fe915b7a46eab87cd97c32669
68,53,2,SO-P0053-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,262,2704202601,262,262,0.561692438149217,0.146819250198759,0.843098394721025,37.3271938815796,53.4384789589106,57.4791836612322,9,14,30,2,9,25,16ddbd7fe4f369ccd63e24d5c7184dfa7991eb1226768a1c23f945ffa3b5764e,f53b7a33e5f01aeb4a32b73bb1d99af3e0257ca61b277f5cfa34ce7bebc9cf89
68,53,3,SO-P0053-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,263,2704202601,263,263,0.52420717674676,0.669025983292982,0.183795727040732,37.1566075604513,56.3387915005241,53.7283194360539,9,16,24,3,8,23,ee4d0b0e51dc82530dd2c7e6e057e5398cc53eb9293f3fb48c8e642249221a40,cc47a0ba85ffcaba74c49dba109bdcc3b335ca743028d61c47e4231c7189cfd2
68,53,4,SO-P0053-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,264,2704202601,264,264,0.420792853562919,0.680183998191008,0.0975087425079868,36.6906021529449,56.4010351386455,52.9872352833959,6,15,23,3,14,20,473ce430d5eb20e31ec108d0abb4e4e0a7e9eec10ba89d42a22af62abaff55a0,dffae1edfec1d0ca61a8ff26dff254cab92bb5398036e008df7a54cdb47f328c
68,53,5,SO-P0053-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,265,2704202601,265,265,0.191571115829333,0.842407854989517,0.0896686801063891,35.3925840522742,57.4736425682567,52.9056708908699,7,22,28,2,10,21,2025efaa857921c7440ae1ffdebcaa6623822306633371593cd73e8478fb59f1,c9c366341b11a57eac081186f591d846cb719c06b0b261b88b5984c7891802d0
69,54,1,SO-P0054-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,266,2704202601,266,266,0.254173937970808,0.725480996034194,0.898492043868974,27.3875900046808,47.4174363472853,57.9724220795968,0,6,31,0,9,27,c2bce402ff27c28115f2c925cda83938cb0a86610565474fcfa7d17efb9ec46f,003cd5d7c8ad934857f4e748957012cd1d391243ed52e537cb2ae5c0a968b671
69,54,2,SO-P0054-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,267,2704202601,267,267,0.356280865838656,0.20181838799617,0.902007031343671,27.9187415526531,44.4860235065503,58.0078365452149,1,9,27,0,1,25,2aa460140ac0866ba085c463b19f8361063efbff9683959e29d907ad384bd1b5,f0eebf545b4dfe5ba49384fe2db138c6d1ae7bc11042f844385640b78f42b572
