unique_path_id,support_out_path_rank,consequence_replica_rank,consequence_replica_id,D_finite,D_nonnegative,C_domain_exact,D_persistent_nondecreasing,A_persistent_nonincreasing,C_nondecreasing_while_reachable,failed_line_persistent,closed_road_persistent,source_demand_zero,passed,formal_scenario_sha256
131,105,1,SO-P0105-R01,1,1,1,1,1,1,1,1,1,1,1c5cd4ffee70a08043c04fb0fe4323f182c0e3c8b80a8b19a918d5de7cb43ac6
131,105,2,SO-P0105-R02,1,1,1,1,1,1,1,1,1,1,2c7fd1f8f109bc67053e69e32680b3052d34937c6ed24b321c76646693b4e20b
131,105,3,SO-P0105-R03,1,1,1,1,1,1,1,1,1,1,26544df0cb8aa727bfb6ba9c044870913d53c0d3ffcc02480923e830d61211a3
131,105,4,SO-P0105-R04,1,1,1,1,1,1,1,1,1,1,f5c7d7cfe21ab7e85b27f2c2b0c18459b07df7fa88395dd02ee65d9ca284d130
131,105,5,SO-P0105-R05,1,1,1,1,1,1,1,1,1,1,dfde9474c69959855049ef2705787be313de358b9ed9654755bfab327347b7c5
132,106,1,SO-P0106-R01,1,1,1,1,1,1,1,1,1,1,798756a13bd3faef7fc6d519f4f67249881bccde165096385a08590d0ffa5df9
132,106,2,SO-P0106-R02,1,1,1,1,1,1,1,1,1,1,c5bff76297f454a705b88b6cebf16be9fda34c9741eb90374a289319d06ed973
132,106,3,SO-P0106-R03,1,1,1,1,1,1,1,1,1,1,091adfab2d982f4323136ce41f13360847701e28e4088cd76b4684b23005442d
132,106,4,SO-P0106-R04,1,1,1,1,1,1,1,1,1,1,b2c2294367e2d00c98951129c0c35105698336b071dce1053395923ddbbf7bc4
132,106,5,SO-P0106-R05,1,1,1,1,1,1,1,1,1,1,57dcaf872878fb23693097b8b359ecffb8ba67921e8e205972f5581997a19c50
133,107,1,SO-P0107-R01,1,1,1,1,1,1,1,1,1,1,43895abd50e44d3b3eb832b28e69971afd825693a253d2ad81c486062d0f3c36
133,107,2,SO-P0107-R02,1,1,1,1,1,1,1,1,1,1,193dfd4c36be8438f44410e4491f453231411631007fe4ba2dcf39b5028878d1
133,107,3,SO-P0107-R03,1,1,1,1,1,1,1,1,1,1,66293ef6f7f5506125c1022e6e2fb5af2c9d482fcdb854436f131b8cf30224a8
133,107,4,SO-P0107-R04,1,1,1,1,1,1,1,1,1,1,1195a12c2ad12d591e4f0846a4ddf461b8742a98337c83743756545d9cb1766d
133,107,5,SO-P0107-R05,1,1,1,1,1,1,1,1,1,1,af9ea93a07542612b5e690a5bd1b36d0d833186c48b81ea2eb90af33d4148bb7
134,108,1,SO-P0108-R01,1,1,1,1,1,1,1,1,1,1,95917d2ae652cdc8daa4434f3a3f6a3ad294840a7fc13622016f70b204faee9b
134,108,2,SO-P0108-R02,1,1,1,1,1,1,1,1,1,1,7f9914c0da66df051819b028a1a4eb50bcd20359ffb66a6f606bb5e73ba36ed4
134,108,3,SO-P0108-R03,1,1,1,1,1,1,1,1,1,1,ab953a11be255a3f33caa0ba01d7b3d2d4148812beecd64444e579018257a2fa
134,108,4,SO-P0108-R04,1,1,1,1,1,1,1,1,1,1,df355a62f6111da007bb643ced19d8176c9e934100be882b1536edf6971ed502
134,108,5,SO-P0108-R05,1,1,1,1,1,1,1,1,1,1,3e12cd5e23d187d361faed75b6f9d15f6ec0498f296d789d2565a2f6592891aa
136,109,1,SO-P0109-R01,1,1,1,1,1,1,1,1,1,1,2ca4655fd9e4669883ebb24828703400c892840caa4a0e65ad8ce4466a6105cc
136,109,2,SO-P0109-R02,1,1,1,1,1,1,1,1,1,1,b50d8f776c0abb2b7556c574ceab25238ecab1790b2b8ba8791a744a77e9ee80
136,109,3,SO-P0109-R03,1,1,1,1,1,1,1,1,1,1,3c3ceda1a5e41cb046a693fa623b63e764032b706ba0f97fb27c3f8372bf4c4d
136,109,4,SO-P0109-R04,1,1,1,1,1,1,1,1,1,1,77c44d3ff79c196656652dfff8e2409e6225d92eed0f96e338daefef768fa6ad
136,109,5,SO-P0109-R05,1,1,1,1,1,1,1,1,1,1,35e74f91552e680f8048615db2cf2e41117a14f35df8748ae0c6329998157c5d
137,110,1,SO-P0110-R01,1,1,1,1,1,1,1,1,1,1,c5eebb9b7a9775226f41a6bb6d82dd5d48fcaeb48f3ebc6e9128d8a4dd107ce0
137,110,2,SO-P0110-R02,1,1,1,1,1,1,1,1,1,1,8ede258dea5b8e3fdec55d58793d16e0f07f7d07824d5c42e7c5591b51bbe277
137,110,3,SO-P0110-R03,1,1,1,1,1,1,1,1,1,1,45bbfce6515761e1c6b83f3fd774065675286fe71b6907271a448ead4458bc6c
137,110,4,SO-P0110-R04,1,1,1,1,1,1,1,1,1,1,3dc47c9fcb141db95a0c85dacd16af2d1353241c46e709434917f14bf334b99a
137,110,5,SO-P0110-R05,1,1,1,1,1,1,1,1,1,1,bedb1144d04e6deff7f39a9941ef77621c1409826faf51c0c009c96edfcc55a9
138,111,1,SO-P0111-R01,1,1,1,1,1,1,1,1,1,1,ee7998f6ce77cdb41aeb1742c95dcec5b289e14a50491d9f8cf7036d8e8b2b8f
138,111,2,SO-P0111-R02,1,1,1,1,1,1,1,1,1,1,e0ab8fd0059e27b28bb54db424936d2e7f8e205108dc927c5ec9f5f5aa75ce28
138,111,3,SO-P0111-R03,1,1,1,1,1,1,1,1,1,1,1230e84007fd2a42b59923fe8b7cab8d1cef2e06c77deca711005373be8e217c
138,111,4,SO-P0111-R04,1,1,1,1,1,1,1,1,1,1,e0d199cfbbc35e0e1701a7e665ed586201604b074f2d15b83e36e756743a1ac0
138,111,5,SO-P0111-R05,1,1,1,1,1,1,1,1,1,1,5ebe6cdf32d82cb7aebe05900efa7f6f8855059300b303e4a9e5fbffa2dacf6b
139,112,1,SO-P0112-R01,1,1,1,1,1,1,1,1,1,1,9a73943101e8084e65551165b9bcec17531eebce70221aed2b51e67b8b116df2
139,112,2,SO-P0112-R02,1,1,1,1,1,1,1,1,1,1,78be401b8f293872a4b3e4ccff23c21afc95099a02ee57b0506259da71079a02
139,112,3,SO-P0112-R03,1,1,1,1,1,1,1,1,1,1,3741bb38f496ac8b9cd9ac80cda782d06d0bdf0d7bf6e6207393ca2757606749
139,112,4,SO-P0112-R04,1,1,1,1,1,1,1,1,1,1,d5c9fe75a2b06024d8ece27bbf4efa2a06f7d1542d7ef5ba042657a35875042d
139,112,5,SO-P0112-R05,1,1,1,1,1,1,1,1,1,1,fcb6be82f1a45a2133b4b4ae5a1922b1f140d94562613a3cd28fed6bccf01236
140,113,1,SO-P0113-R01,1,1,1,1,1,1,1,1,1,1,4e62c59c2213b0205a71293f716bdc462f44e0e0bae7bfd7f93b402e9580b693
140,113,2,SO-P0113-R02,1,1,1,1,1,1,1,1,1,1,a7bd42aa9a0c5a58d254dd285390592b66771c24264eb2223fef48abd4a559ae
140,113,3,SO-P0113-R03,1,1,1,1,1,1,1,1,1,1,30b389628cadfac1bc8b100dfbda21fe5c02322cc520be0ecedb7f34853dc7e9
140,113,4,SO-P0113-R04,1,1,1,1,1,1,1,1,1,1,9d26968ff93e9a03eeda58397369c13c77f5a63c0312f7a77e4d39d72984d878
140,113,5,SO-P0113-R05,1,1,1,1,1,1,1,1,1,1,d8758de1b7ddf4e37af7f3cccec076e538bcd7951eee1d67870c599e2f6fcd30
141,114,1,SO-P0114-R01,1,1,1,1,1,1,1,1,1,1,fa1dd500f6adb31645b48590245c0435c10d9282dfad40d8cb935f0f71b4c3ef
141,114,2,SO-P0114-R02,1,1,1,1,1,1,1,1,1,1,afa1fcf9e069f3c76cca8e18ccb08066d8f18eaad431b6eb34c4cbb2dd801280
141,114,3,SO-P0114-R03,1,1,1,1,1,1,1,1,1,1,b691f73cfb9504da4916d0303f89d8985f04f4abab80bab0fec2e9a215e24f16
141,114,4,SO-P0114-R04,1,1,1,1,1,1,1,1,1,1,e8b8f0e95f162ba16d62afbe512e37dd9a791b36d0bf980b536a1e148350e889
141,114,5,SO-P0114-R05,1,1,1,1,1,1,1,1,1,1,8f06d4079e520910cb55b09a1afd1aa639d8ef4c904945464eedd88a73d84afd
142,115,1,SO-P0115-R01,1,1,1,1,1,1,1,1,1,1,52b6042bf04de5e8aecbf2d5425fc7491e85e97bbe28d4fd3fb2dc7465c20bba
142,115,2,SO-P0115-R02,1,1,1,1,1,1,1,1,1,1,3bd3956849a09f0f55ad4524a448940f86cb93ee0838fdf1f581920ee895d872
142,115,3,SO-P0115-R03,1,1,1,1,1,1,1,1,1,1,a6f06b6930fa11f1bc369d68a420233a2a3e2c6edd2f72042e3edab924fa7d47
142,115,4,SO-P0115-R04,1,1,1,1,1,1,1,1,1,1,54d65a316244b6ea55a4c253dbc0a76432912a39af02023a518810c8e0bffc65
142,115,5,SO-P0115-R05,1,1,1,1,1,1,1,1,1,1,013edb65eaf77259ba476fd5c71ee7e8ec6af9ecedfade501ea8e478ba279b3c
145,116,1,SO-P0116-R01,1,1,1,1,1,1,1,1,1,1,4dc907f7812ebe4791ac4f198621a63074274d2b8393d1deea0ee1094602bf7a
145,116,2,SO-P0116-R02,1,1,1,1,1,1,1,1,1,1,46b9360386af2702e3c6f2f98f263aeed5281040063b98d5a2fdafe5b5aa274b
145,116,3,SO-P0116-R03,1,1,1,1,1,1,1,1,1,1,f29f41b589bbf830598ec444d3e675323ccf1dc604d5f7e0eaddfa308342037b
145,116,4,SO-P0116-R04,1,1,1,1,1,1,1,1,1,1,4b50012a6df919ea30b97a367cf7e69ee1dfe71bd4252b61f29ff009d77fdc33
145,116,5,SO-P0116-R05,1,1,1,1,1,1,1,1,1,1,00e1fab1ce8f7707c337b92860eb888fdb5213f3fa82a49054b1226e67aa3858
146,117,1,SO-P0117-R01,1,1,1,1,1,1,1,1,1,1,d54af2367c0778123b6a47242816ab4e584bb5c4c6e96b41b0bd985e6f82c75e
146,117,2,SO-P0117-R02,1,1,1,1,1,1,1,1,1,1,eeea24a2a8367b0af1296d8bbaa6aa6895d500d6580d4f73e98cd5ab3b139b2b
146,117,3,SO-P0117-R03,1,1,1,1,1,1,1,1,1,1,51840cb3e871b8c813fd127f0cce7f9f94d1a4ccf53edc85d3aaf5eb2d9e8999
146,117,4,SO-P0117-R04,1,1,1,1,1,1,1,1,1,1,451de8763f68006a9f5b534445ad0529c18b6a7c1e3f2ef38f0ce8f37336cd97
146,117,5,SO-P0117-R05,1,1,1,1,1,1,1,1,1,1,09503ba5f3b087db93303ebd10c2ba1b894d200058c230dec0e2354765cf5f9d
147,118,1,SO-P0118-R01,1,1,1,1,1,1,1,1,1,1,59e02663f44beb044572d29298908c23a32298623b5a479853d1d8d2c6e1f98c
147,118,2,SO-P0118-R02,1,1,1,1,1,1,1,1,1,1,d379d11b8e030a63819de668bf73f936f6b4d3f83172a26b53060265e45ff6a7
147,118,3,SO-P0118-R03,1,1,1,1,1,1,1,1,1,1,331d9ee2b3f984ce839a33d0df4cc294bba5d686298714859f5649e10773d3ef
147,118,4,SO-P0118-R04,1,1,1,1,1,1,1,1,1,1,d1a2f07a53bf41023ce86a50034081529a5fd695489ba3289ff452529334e59f
147,118,5,SO-P0118-R05,1,1,1,1,1,1,1,1,1,1,d4bad9b35b7d47e1e1c264459ab2bf121709dde130ec0ffddcc1b806a151255a
148,119,1,SO-P0119-R01,1,1,1,1,1,1,1,1,1,1,c5e3f6c7a20759e19b479cde5a171e8ca8cb70058e1a43e189e794c75acbb1ac
148,119,2,SO-P0119-R02,1,1,1,1,1,1,1,1,1,1,77a65e8f36fb76118d75d03b5921dd8c1c3202ef881b1bd085d38baf56aa4744
148,119,3,SO-P0119-R03,1,1,1,1,1,1,1,1,1,1,10ee8b1137596993dd79f2714b94aba5f2f4815b7787d37241e1ee81396684c9
148,119,4,SO-P0119-R04,1,1,1,1,1,1,1,1,1,1,7fa899fc9d7fa0b3d945026bbef2c6bc395aadd506f27d467d8a6c34e6140a7d
148,119,5,SO-P0119-R05,1,1,1,1,1,1,1,1,1,1,9942d191bffaf74dac9390ddf24945c4e638c16d8c7d68a779014c2eb51fbae4
149,120,1,SO-P0120-R01,1,1,1,1,1,1,1,1,1,1,bcd3c24530ed4ae80af6e87dd44fc5e455f2ca5a1007680e5e80770da23b0e76
149,120,2,SO-P0120-R02,1,1,1,1,1,1,1,1,1,1,297daa7acc9d604ec720ad9987e59b35fb83bf8799ee3d5291aa0961b04c4588
149,120,3,SO-P0120-R03,1,1,1,1,1,1,1,1,1,1,8dc096e76d6de160a9c8ada3501f2ef1a110fd01da082679771b0eb4a55ff0d3
149,120,4,SO-P0120-R04,1,1,1,1,1,1,1,1,1,1,e63576979e172e294f5912b70815e6eba87c7e9a10b18f2e99df835e69ab8650
149,120,5,SO-P0120-R05,1,1,1,1,1,1,1,1,1,1,889e9af7b836b838357a7e8903d0c54ee78a709535582d11ce25b3fb55a50ec0
150,121,1,SO-P0121-R01,1,1,1,1,1,1,1,1,1,1,a8773ef34ced5b64f6c06f6b8ead201fb377e3f5ebd906ae0be5b372337c85ad
150,121,2,SO-P0121-R02,1,1,1,1,1,1,1,1,1,1,10985dd0827a3c1be90ae1a7965a06684efb45ecdde7d1a87ca0e0d63f1cd306
150,121,3,SO-P0121-R03,1,1,1,1,1,1,1,1,1,1,ff61677f3b7680ac58d84a6c7bff9670f6b5e0667c92d69fb5bec0ccd037b94f
150,121,4,SO-P0121-R04,1,1,1,1,1,1,1,1,1,1,c5cbe81a6ace6fc8d7655c1d3e804ceda004e0d7cb494227d68f795620d73d81
150,121,5,SO-P0121-R05,1,1,1,1,1,1,1,1,1,1,f3742eab2cdd80ff914d77ab1fc35c78aca1283ae6410ced17c1e8ddcfcba3ef
151,122,1,SO-P0122-R01,1,1,1,1,1,1,1,1,1,1,66606250d19eefd6393ea913d22413e8f05b3d438e87e73025396a706b2450cf
151,122,2,SO-P0122-R02,1,1,1,1,1,1,1,1,1,1,df04dc27d50a28455a9d590b0250c26154e6001a582a179d33c9ccea552393d0
151,122,3,SO-P0122-R03,1,1,1,1,1,1,1,1,1,1,a19ec305551dcbe094f35ef85877cd0266d40f81dc980add653063151d347641
151,122,4,SO-P0122-R04,1,1,1,1,1,1,1,1,1,1,b4e7f2e8a8c4af8a1ad583cfc8d67eefa82ea0ad3a18336a32fe640d65ecc9de
151,122,5,SO-P0122-R05,1,1,1,1,1,1,1,1,1,1,9c914d8a91f75aec0900a8996c0f785840944f2d841e80143eea76f93e161f20
152,123,1,SO-P0123-R01,1,1,1,1,1,1,1,1,1,1,cb09ca5f9e40f0dd7358ff1795635a2e865c9d05e24082ce75a446aed2941d4f
152,123,2,SO-P0123-R02,1,1,1,1,1,1,1,1,1,1,7a64a004259597294c0b9a7aa0c4183ed4135a23492448521aa3af9a3f369dd0
152,123,3,SO-P0123-R03,1,1,1,1,1,1,1,1,1,1,2f128501e6d6801e5af1e3adf1852db072e875f640add52b71368ac27458e1da
152,123,4,SO-P0123-R04,1,1,1,1,1,1,1,1,1,1,c003a0297acef8dfa5ef529b138c6a5e6e3e371791902d24f20d6de09513d2af
152,123,5,SO-P0123-R05,1,1,1,1,1,1,1,1,1,1,b979c6001613cab239f9d11137cecf39de371c05987a24652f0383c85e1ec185
153,124,1,SO-P0124-R01,1,1,1,1,1,1,1,1,1,1,67ba3de99c91f77f7ad181e08edefd3c70b9dd6608ec7ff049bd8ac6245a9017
153,124,2,SO-P0124-R02,1,1,1,1,1,1,1,1,1,1,79cebe5aa3c4107482593e0ad53ddea61b45bec02feb30113be9fc2f23b7511b
153,124,3,SO-P0124-R03,1,1,1,1,1,1,1,1,1,1,7868e7592244b2a4613f7cf94eae340234466ec23cbe9e2a6e69fbc2802ea2da
153,124,4,SO-P0124-R04,1,1,1,1,1,1,1,1,1,1,a35d775b3e3a839ecff96bfe0fc84aaf3de2d797a674ed806672f24e9c69b292
153,124,5,SO-P0124-R05,1,1,1,1,1,1,1,1,1,1,b28c3975e85d642b36e00f5e28b1bd420e181aec3b62a15a12daa33829e37503
154,125,1,SO-P0125-R01,1,1,1,1,1,1,1,1,1,1,a87ef6fc99599e9039c9cc874c3378dfc3d061cf0df52a74e75ef448b8afeedc
154,125,2,SO-P0125-R02,1,1,1,1,1,1,1,1,1,1,8db96e906762d8010c847aa82c4c0d83435167088298ebe5d40bf1aa8d072510
154,125,3,SO-P0125-R03,1,1,1,1,1,1,1,1,1,1,df86c4dd39aec8f858d81d28649f2cb6e290e5814c30a9fa77a153b82a054601
154,125,4,SO-P0125-R04,1,1,1,1,1,1,1,1,1,1,d115ce9ec47ec4cfa8c48bdc63826ec7f364b9699a27855ed21c7086c72c566b
154,125,5,SO-P0125-R05,1,1,1,1,1,1,1,1,1,1,102f880e46db44276b58add5eb6c80b210db3c8981738d43af45fe6577b2e7e9
155,126,1,SO-P0126-R01,1,1,1,1,1,1,1,1,1,1,dfc202032e0512bb4701fac01482aa8882df29b8eaffd6b01eb0fe5fb513b620
155,126,2,SO-P0126-R02,1,1,1,1,1,1,1,1,1,1,f5071a7932a424a0437f04965f68219f52010fafe78c93b5ffaf733a2a5fe3f5
155,126,3,SO-P0126-R03,1,1,1,1,1,1,1,1,1,1,fd37dc0e32230bbc12d51a181a1847183d9e0076dd0b8c4f6c23b5adfd80f57a
155,126,4,SO-P0126-R04,1,1,1,1,1,1,1,1,1,1,382e03c045e5c4bcd4b3535caf634cced62e7827ce00210579a70c4d5a15572f
155,126,5,SO-P0126-R05,1,1,1,1,1,1,1,1,1,1,dc449a43578443a95df4c81f0e8f72750ae6bceeaee270e45b067f85cc0050d0
156,127,1,SO-P0127-R01,1,1,1,1,1,1,1,1,1,1,796cdbb3111127ba5c5d8ba9bafd7fd2638b75206b8eaeb504beb4a9b5aadb40
156,127,2,SO-P0127-R02,1,1,1,1,1,1,1,1,1,1,3d553a2691477c119a0b96537432617c767ded5cbfb4f3cf216c0f1a06677c1a
156,127,3,SO-P0127-R03,1,1,1,1,1,1,1,1,1,1,35d893e58dcc00d669d694093b4f96b2d2f6d6f5fcbcbb2b03404077931535c8
156,127,4,SO-P0127-R04,1,1,1,1,1,1,1,1,1,1,38f11a6e4d55999df5b0db766fd1730f9df14c07738ef1ec9142cb6a6d86d3cc
156,127,5,SO-P0127-R05,1,1,1,1,1,1,1,1,1,1,39b0454491dd8cfd89bc9e386789150f7bedbf264e2878f9cb9d05149ed2d404
157,128,1,SO-P0128-R01,1,1,1,1,1,1,1,1,1,1,9e2d572d040fd842767a19f4a046ef4f9f9e7f1e625554a8a7b647f95277ee07
157,128,2,SO-P0128-R02,1,1,1,1,1,1,1,1,1,1,327c9137c544ba4ca0f1f330314e37def11a44f13e2a2907e2d054297f509d45
157,128,3,SO-P0128-R03,1,1,1,1,1,1,1,1,1,1,c909f11433d98070dde5c6d2b56a62b93e69c733d47bb98f7d989085bde837d0
157,128,4,SO-P0128-R04,1,1,1,1,1,1,1,1,1,1,79a93c6a79547ba469d55873f3f767cb4a48b7af380ff49420de7718087b8ca6
157,128,5,SO-P0128-R05,1,1,1,1,1,1,1,1,1,1,a866a2c090acb33bc584527d2cb859ce7494be8d7c001afa9cb61dfc0eee544f
158,129,1,SO-P0129-R01,1,1,1,1,1,1,1,1,1,1,2ab615d9b08c730b791e6aba17b68cef6cd5e1d5fc04dc5883b41ae54da533dd
158,129,2,SO-P0129-R02,1,1,1,1,1,1,1,1,1,1,0318c28f2c60aa21ef416131932fcdca3c26eddcd5baa85d35dcb7ab83bcbfe2
158,129,3,SO-P0129-R03,1,1,1,1,1,1,1,1,1,1,bdd0a1a4e80cf5211ec2061dff768142ccf7d513dcb4eda4d02e1114305dab9b
158,129,4,SO-P0129-R04,1,1,1,1,1,1,1,1,1,1,56e7d4e80df80b3f8ddc86582be221b178c92fc031057831fe9765ece7dcbcb9
158,129,5,SO-P0129-R05,1,1,1,1,1,1,1,1,1,1,f31d460d4e7873c91f3394238957de7460722849acd9f6715fb5354b5f3350e3
159,130,1,SO-P0130-R01,1,1,1,1,1,1,1,1,1,1,a5fe57acf96ba6b3dcbc23c64f066467ae57ce7de491d1efb2a653646a85b7e3
159,130,2,SO-P0130-R02,1,1,1,1,1,1,1,1,1,1,e73e3c75ac8b205c349208d9fcdb36f8401bff10f179e3a6849425344262f6d2
159,130,3,SO-P0130-R03,1,1,1,1,1,1,1,1,1,1,dda36e29fd039e3944e13d65944b67098027d14699c71c3d2ba0739d566dc69a
159,130,4,SO-P0130-R04,1,1,1,1,1,1,1,1,1,1,08c2f2a7e341ca2e19e94f5cf5bc1b4a77d7098f4bd7cdf94572461072459cb7
159,130,5,SO-P0130-R05,1,1,1,1,1,1,1,1,1,1,54a4d7b0a6dffeb6d78843f818cfbce7a6cd80618ff9894f7774ccbd73e4285d
161,131,1,SO-P0131-R01,1,1,1,1,1,1,1,1,1,1,820881360e6f33730fe3df48e576d95ffc519beb28fbaca726bf5dded176b211
161,131,2,SO-P0131-R02,1,1,1,1,1,1,1,1,1,1,5763fee18357dc9cdb8b9a5876e7fca7992399cd74ef79e54d270a0d74a9acef
161,131,3,SO-P0131-R03,1,1,1,1,1,1,1,1,1,1,67386eec6bf606aebe4ce79e72c702b37928de5932bbe38fb238852865211b06
161,131,4,SO-P0131-R04,1,1,1,1,1,1,1,1,1,1,978428056b0b5a5235b09b311d51a782e336e5d5e244c51590c1167f8995be09
161,131,5,SO-P0131-R05,1,1,1,1,1,1,1,1,1,1,c2ae9c99be74fb81560390afbf24a08a5f8d1b0225f8b36c7b0babc4b9ce59a7
162,132,1,SO-P0132-R01,1,1,1,1,1,1,1,1,1,1,549f8b5e104d23231e980764e4b24cb12c654e34d44807edb97ad9a0dbcd6e9f
162,132,2,SO-P0132-R02,1,1,1,1,1,1,1,1,1,1,a9bbc0e19d7b7d9ce0f3de5d6d1a647509900d54278d4a9e115a5f77d64ddd91
162,132,3,SO-P0132-R03,1,1,1,1,1,1,1,1,1,1,c67db12e992adf132eb26b91bcb19afb7383b81c7b12b4c8014bf6ae4398f5fb
162,132,4,SO-P0132-R04,1,1,1,1,1,1,1,1,1,1,203a8f46d29494688079f4aa8e335bf805122a21c7b3f997722272f9be79e153
162,132,5,SO-P0132-R05,1,1,1,1,1,1,1,1,1,1,d9cb0a6c10196f3549d37e16d12f747f6e78f81a707663d6eaef277d5fcfb98c
163,133,1,SO-P0133-R01,1,1,1,1,1,1,1,1,1,1,b20cc65351f78bd03107380be486498818ea89d77a5da10c45870bfa4798d2c9
163,133,2,SO-P0133-R02,1,1,1,1,1,1,1,1,1,1,071a37dedd65ea21cdb83efd6d2ccc8c8a116e21d6fa889b5f86d16b0c8fada5
163,133,3,SO-P0133-R03,1,1,1,1,1,1,1,1,1,1,78e2c79b3515960440091d16cef069135662bb58f812508ff8ceb86dce87b6bf
163,133,4,SO-P0133-R04,1,1,1,1,1,1,1,1,1,1,80ae79ef2eb9a31bbd79ab1f8b688c91efcb98bc6e6a7279be266f2f7c145dc7
163,133,5,SO-P0133-R05,1,1,1,1,1,1,1,1,1,1,482eeb695ae9e3340d6211ebb004449eee042e0c88d2dfd9353e21e472a0c3a5
164,134,1,SO-P0134-R01,1,1,1,1,1,1,1,1,1,1,3e4ccaad4c85abe640411d047dd554e6bfbf9dda0e7c6a1b2ca90a6c36609f85
164,134,2,SO-P0134-R02,1,1,1,1,1,1,1,1,1,1,fa94fea915a40a8b569558b94e8b0aee1f5211f714d3905a7383a35330aa3f1a
164,134,3,SO-P0134-R03,1,1,1,1,1,1,1,1,1,1,d18ef852a68179dc3538d86de38222652ab65ba45d99939318898d26335f1d0d
164,134,4,SO-P0134-R04,1,1,1,1,1,1,1,1,1,1,beda1ed6a97ed903b3f19f5edc5aa8a5b81b702d1de587cef98f929daa731550
164,134,5,SO-P0134-R05,1,1,1,1,1,1,1,1,1,1,f3db9a2c0df85341f2673ecc81f474984d4e7de0f8c963014a2c4f658bd51aca
165,135,1,SO-P0135-R01,1,1,1,1,1,1,1,1,1,1,9d295ce49e8f8206cbb5cf487927edcee9fd546f40a1c71c96dafeafabbf5751
165,135,2,SO-P0135-R02,1,1,1,1,1,1,1,1,1,1,b86527db4148118ce2ef368b29fb927d73c9a8fb0288c8dfaae109e76debb86c
165,135,3,SO-P0135-R03,1,1,1,1,1,1,1,1,1,1,01730768286cf6e651fd078d52db7631ab89e4a0caea072ba8edf718f3d68918
165,135,4,SO-P0135-R04,1,1,1,1,1,1,1,1,1,1,a79462cc026b8f0fa258641715714b37e3961749126b51ef2367c60fb86ec01a
165,135,5,SO-P0135-R05,1,1,1,1,1,1,1,1,1,1,5c900f7c098a42c44d3f2656ff419a1f711440ece0dc6f7be8abd6cd1db41b85
166,136,1,SO-P0136-R01,1,1,1,1,1,1,1,1,1,1,3b764ca48e276e5b3cacdd01ee4abc323d457573553f3aa7b70f4fffa0f7b724
166,136,2,SO-P0136-R02,1,1,1,1,1,1,1,1,1,1,44e22a03f4f2beee20f119e1043dac519d6edab50cabf0f50647d8b239b1dfad
166,136,3,SO-P0136-R03,1,1,1,1,1,1,1,1,1,1,065d54b7f5930098e9b96440d7da1e22f250f073dd401d9188f65778254a83d3
166,136,4,SO-P0136-R04,1,1,1,1,1,1,1,1,1,1,27f1e1d5b30588a9c1900ea138da90fb3d82a2dfaefe56d69f40c88f4fb238ed
166,136,5,SO-P0136-R05,1,1,1,1,1,1,1,1,1,1,23d36858bddba596ae051dd4d03fca866723c081972310b9839d9d7e2f5c0bb5
167,137,1,SO-P0137-R01,1,1,1,1,1,1,1,1,1,1,14b01b5ddaff6cbd475d77303004b35a8dd940017023c20164fdf170f788a5c6
167,137,2,SO-P0137-R02,1,1,1,1,1,1,1,1,1,1,ad358a5e7177987c32c35cd1088a2304173ddbd78214db0b3b1ecf73ee3b0cfe
167,137,3,SO-P0137-R03,1,1,1,1,1,1,1,1,1,1,caf1818da072fcc2f772c760e73e9f63bcdf25061e1e6acbfff9fa777f03db08
167,137,4,SO-P0137-R04,1,1,1,1,1,1,1,1,1,1,c5758ef79fcc0a33b0e1a5eed0c40bde53ef887d51234e1a371f2e13c95ac879
167,137,5,SO-P0137-R05,1,1,1,1,1,1,1,1,1,1,455c5114fd4205de944aa65e5d2081188944c89b400264aa6ca22d408dd68ddb
168,138,1,SO-P0138-R01,1,1,1,1,1,1,1,1,1,1,77b2558f4a6aa736b61b44cbbe2b949e4bc954168eadc490aac962a8520077a3
168,138,2,SO-P0138-R02,1,1,1,1,1,1,1,1,1,1,445371ba727079baadc04d8d7d757981d711d27f69c4a5653e4abeff96f8d28f
168,138,3,SO-P0138-R03,1,1,1,1,1,1,1,1,1,1,77d238e3878ce568cb916ca4297d94bd3a03a808a959259efce6d04aa13d7561
168,138,4,SO-P0138-R04,1,1,1,1,1,1,1,1,1,1,3c23f4685b19ce85152dd718ae09cea9f61eafd1b874b5c33cff8b7083bdc74a
168,138,5,SO-P0138-R05,1,1,1,1,1,1,1,1,1,1,536205fcd3bece7f65e9666198ee60cace0d0277dbcad95c36c5ac482b4ea081
169,139,1,SO-P0139-R01,1,1,1,1,1,1,1,1,1,1,35d824dd9dc394df24cc1d540e44a85a87ac726cf6e05b32245cab94b748714b
169,139,2,SO-P0139-R02,1,1,1,1,1,1,1,1,1,1,f9af894d30f848f5f20d21c18cde895bce7929304bfc465a11aa1c1fe04857cc
169,139,3,SO-P0139-R03,1,1,1,1,1,1,1,1,1,1,eb581c46a166a71b90b32713796be697abcd0b6628b8fd1f04bb5cdbbe42f856
169,139,4,SO-P0139-R04,1,1,1,1,1,1,1,1,1,1,4bda85170629bce5c175b279aa049ea09b52dc80ec1e250abf1c3160d0b80eca
169,139,5,SO-P0139-R05,1,1,1,1,1,1,1,1,1,1,3c17894663360741dc685db3cdb6e78d4b13088806d602d65f9aec906fab9e1f
