path_id,positive_target,first_system_total_adequate_relative_hour,first_all_sites_adequate_relative_hour,stable_all_sites_adequate_relative_hour,stable_preparation_bin,terminal_only_flag
2510,False,-39,-39,-39,>24h,False
2511,False,-47,-47,-47,>24h,False
2513,False,-23,-23,-23,16-24h,False
2514,False,-39,-39,-39,>24h,False
2515,False,-23,-23,-23,16-24h,False
2516,False,-31,-31,-31,>24h,False
2519,False,-39,-39,-39,>24h,False
2520,False,-23,-23,-23,16-24h,False
2521,False,-23,-23,-23,16-24h,False
2523,False,-23,-23,-23,16-24h,False
2524,False,-23,-23,-23,16-24h,False
2525,True,-38,-15,-3,0-4h,False
2526,False,-39,-39,-39,>24h,False
2527,False,-31,-31,-31,>24h,False
2528,False,-31,-31,-31,>24h,False
2531,False,-31,-31,-31,>24h,False
2533,False,-23,-23,-23,16-24h,False
2534,False,-31,-31,-31,>24h,False
2535,False,-31,-31,-31,>24h,False
2537,True,-31,-31,-31,>24h,False
2538,False,-23,-23,-23,16-24h,False
2541,False,-31,-31,-31,>24h,False
2543,False,-47,-47,-47,>24h,False
2544,False,-31,-31,-31,>24h,False
2553,False,-39,-39,-39,>24h,False
2555,False,-39,-39,-39,>24h,False
2561,False,-23,-23,-23,16-24h,False
2562,False,-31,-31,-31,>24h,False
2563,False,-23,-23,-23,16-24h,False
2567,False,-39,-39,-39,>24h,False
2570,False,-31,-31,-31,>24h,False
2571,False,-39,-39,-39,>24h,False
2576,False,-31,-31,-31,>24h,False
2577,False,-31,-31,-31,>24h,False
2578,False,-39,-39,-39,>24h,False
2579,False,-31,-31,-31,>24h,False
2580,False,-31,-31,-31,>24h,False
2581,True,-30,-3,-3,0-4h,False
2582,False,-23,-23,-23,16-24h,False
2584,False,-39,-39,-39,>24h,False
2585,True,-47,-47,-47,>24h,False
2586,False,-31,-31,-31,>24h,False
2587,False,-39,-39,-39,>24h,False
2590,False,-39,-39,-39,>24h,False
2592,False,-31,-31,-31,>24h,False
2594,False,-31,-31,-31,>24h,False
2595,False,-31,-31,-31,>24h,False
2597,False,-39,-39,-39,>24h,False
2598,False,-39,-39,-39,>24h,False
2599,False,-15,-15,-15,8-16h,False
2601,False,-39,-39,-39,>24h,False
2602,False,-23,-23,-23,16-24h,False
2604,False,-47,-47,-47,>24h,False
2605,False,-31,-31,-31,>24h,False
2606,True,-39,-6,-6,4-8h,False
2607,False,-31,-31,-31,>24h,False
2608,True,-38,-37,-37,>24h,False
2609,False,-31,-31,-31,>24h,False
2610,False,-23,-23,-23,16-24h,False
2611,False,-31,-31,-31,>24h,False
2613,False,-47,-47,-47,>24h,False
2615,False,-23,-23,-23,16-24h,False
2616,False,-47,-47,-47,>24h,False
2617,True,-31,-31,-31,>24h,False
2618,False,-31,-31,-31,>24h,False
2619,True,-39,-39,-39,>24h,False
2621,False,-31,-31,-31,>24h,False
2622,False,-31,-31,-31,>24h,False
2626,False,-31,-31,-31,>24h,False
2630,False,-39,-39,-39,>24h,False
2635,False,-39,-39,-39,>24h,False
2637,False,-31,-31,-31,>24h,False
2640,False,-31,-31,-31,>24h,False
2641,False,-23,-23,-23,16-24h,False
2643,False,-39,-39,-39,>24h,False
2648,False,-39,-39,-39,>24h,False
2650,False,-31,-31,-31,>24h,False
2651,False,-31,-31,-31,>24h,False
2652,False,-47,-47,-47,>24h,False
2654,False,-31,-31,-31,>24h,False
2655,False,-39,-39,-39,>24h,False
2657,False,-31,-31,-31,>24h,False
2658,False,-31,-31,-31,>24h,False
2660,False,-39,-39,-39,>24h,False
2664,True,-47,-45,-2,0-4h,False
2666,False,-39,-39,-39,>24h,False
2669,False,-39,-39,-39,>24h,False
2670,False,-39,-39,-39,>24h,False
2671,False,-31,-31,-31,>24h,False
2672,False,-31,-31,-31,>24h,False
2673,False,-23,-23,-23,16-24h,False
2675,False,-39,-39,-39,>24h,False
2679,False,-23,-23,-23,16-24h,False
2680,False,-23,-23,-23,16-24h,False
2681,False,-31,-31,-31,>24h,False
2682,False,-39,-39,-39,>24h,False
2684,True,-31,-31,-31,>24h,False
2685,False,-23,-23,-23,16-24h,False
2686,False,-39,-39,-39,>24h,False
2687,False,-31,-31,-31,>24h,False
2688,False,-39,-39,-39,>24h,False
2689,False,-39,-39,-39,>24h,False
2691,False,-47,-47,-47,>24h,False
2692,False,-31,-31,-31,>24h,False
2694,False,-31,-31,-31,>24h,False
2695,False,-23,-23,-23,16-24h,False
2697,False,-39,-39,-39,>24h,False
2706,False,-31,-31,-31,>24h,False
2708,False,-31,-31,-31,>24h,False
2710,False,-31,-31,-31,>24h,False
2711,False,-31,-31,-31,>24h,False
2716,False,-31,-31,-31,>24h,False
2720,False,-31,-31,-31,>24h,False
2721,False,-31,-31,-31,>24h,False
2722,False,-39,-39,-39,>24h,False
2723,False,-31,-31,-31,>24h,False
2724,True,-46,-23,-23,16-24h,False
2725,False,-23,-23,-23,16-24h,False
2726,False,-31,-31,-31,>24h,False
2730,False,-23,-23,-23,16-24h,False
2733,False,-23,-23,-23,16-24h,False
2734,False,-39,-39,-39,>24h,False
2735,False,-39,-39,-39,>24h,False
2736,False,-31,-31,-31,>24h,False
2738,True,-23,-23,0,0-4h,True
2739,True,-31,-31,-31,>24h,False
2740,False,-39,-39,-39,>24h,False
2741,False,-31,-31,-31,>24h,False
2743,False,-39,-39,-39,>24h,False
2746,False,-39,-39,-39,>24h,False
2747,False,-31,-31,-31,>24h,False
2748,False,-23,-23,-23,16-24h,False
2753,False,-31,-31,-31,>24h,False
2754,False,-31,-31,-31,>24h,False
2755,False,-31,-31,-31,>24h,False
2756,False,-23,-23,-23,16-24h,False
2758,False,-31,-31,-31,>24h,False
2759,False,-31,-31,-31,>24h,False
2760,False,-39,-39,-39,>24h,False
2761,False,-39,-39,-39,>24h,False
2766,True,-47,-37,-17,16-24h,False
2767,False,-39,-39,-39,>24h,False
2768,False,-23,-23,-23,16-24h,False
2769,False,-23,-23,-23,16-24h,False
2770,True,-7,0,0,0-4h,True
2771,False,-31,-31,-31,>24h,False
2772,False,-39,-39,-39,>24h,False
2774,False,-47,-47,-47,>24h,False
2775,False,-47,-47,-47,>24h,False
2778,True,-31,-29,-5,4-8h,False
2779,False,-31,-31,-31,>24h,False
2780,False,-31,-31,-31,>24h,False
2781,False,-23,-23,-23,16-24h,False
2782,False,-47,-47,-47,>24h,False
2785,False,-31,-31,-31,>24h,False
2786,False,-31,-31,-31,>24h,False
2789,False,-23,-23,-23,16-24h,False
2793,True,-20,-10,-5,4-8h,False
2797,False,-31,-31,-31,>24h,False
2798,True,-47,-23,-6,4-8h,False
2799,False,-39,-39,-39,>24h,False
2801,False,-39,-39,-39,>24h,False
2803,False,-31,-31,-31,>24h,False
2806,False,-23,-23,-23,16-24h,False
2808,False,-23,-23,-23,16-24h,False
2809,False,-39,-39,-39,>24h,False
2812,False,-39,-39,-39,>24h,False
2814,False,-31,-31,-31,>24h,False
2816,False,-31,-31,-31,>24h,False
2817,True,-12,-4,-4,4-8h,False
2818,False,-39,-39,-39,>24h,False
2819,False,-15,-15,-15,8-16h,False
2820,False,-39,-39,-39,>24h,False
2821,False,-23,-23,-23,16-24h,False
2822,False,-31,-31,-31,>24h,False
2823,False,-39,-39,-39,>24h,False
2827,False,-23,-23,-23,16-24h,False
2830,False,-31,-31,-31,>24h,False
2833,False,-39,-39,-39,>24h,False
2836,False,-31,-31,-31,>24h,False
2837,False,-31,-31,-31,>24h,False
2840,False,-31,-31,-31,>24h,False
2841,False,-31,-31,-31,>24h,False
2842,False,-47,-47,-47,>24h,False
2843,False,-31,-31,-31,>24h,False
2845,False,-31,-31,-31,>24h,False
2846,False,-39,-39,-39,>24h,False
2850,False,-31,-31,-31,>24h,False
2851,False,-23,-23,-23,16-24h,False
2853,False,-39,-39,-39,>24h,False
2855,False,-31,-31,-31,>24h,False
2856,False,-31,-31,-31,>24h,False
2857,True,-38,-37,-1,0-4h,False
2858,False,-39,-39,-39,>24h,False
2859,True,-31,-8,-3,0-4h,False
2861,False,-31,-31,-31,>24h,False
2862,False,-23,-23,-23,16-24h,False
2863,False,-23,-23,-23,16-24h,False
2865,False,-31,-31,-31,>24h,False
2867,False,-23,-23,-23,16-24h,False
2869,False,-47,-47,-47,>24h,False
2870,False,-31,-31,-31,>24h,False
2877,True,-31,-29,-4,4-8h,False
2879,False,-39,-39,-39,>24h,False
2880,False,-31,-31,-31,>24h,False
2882,False,-31,-31,-31,>24h,False
2883,False,-23,-23,-23,16-24h,False
2886,False,-39,-39,-39,>24h,False
2887,False,-31,-31,-31,>24h,False
2893,True,-13,-10,-10,8-16h,False
2894,True,-39,-12,-12,8-16h,False
2895,False,-47,-47,-47,>24h,False
2899,False,-31,-31,-31,>24h,False
2900,False,-23,-23,-23,16-24h,False
2901,False,-31,-31,-31,>24h,False
2904,False,-31,-31,-31,>24h,False
2905,False,-31,-31,-31,>24h,False
2908,True,-39,-29,-29,>24h,False
2909,True,-7,0,0,0-4h,True
2910,False,-31,-31,-31,>24h,False
2914,False,-47,-47,-47,>24h,False
2915,True,-12,-2,-2,0-4h,False
2917,True,-30,-29,-13,8-16h,False
2918,False,-31,-31,-31,>24h,False
2919,False,-31,-31,-31,>24h,False
2920,False,-31,-31,-31,>24h,False
2921,False,-39,-39,-39,>24h,False
2922,True,-14,-5,-1,0-4h,False
2924,False,-31,-31,-31,>24h,False
2925,False,-31,-31,-31,>24h,False
2926,False,-31,-31,-31,>24h,False
2927,False,-23,-23,-23,16-24h,False
2930,False,-31,-31,-31,>24h,False
2933,False,-39,-39,-39,>24h,False
2934,False,-39,-39,-39,>24h,False
2936,False,-39,-39,-39,>24h,False
2938,False,-31,-31,-31,>24h,False
2940,False,-23,-23,-23,16-24h,False
2943,False,-31,-31,-31,>24h,False
2944,False,-31,-31,-31,>24h,False
2945,False,-39,-39,-39,>24h,False
2946,False,-31,-31,-31,>24h,False
2947,False,-31,-31,-31,>24h,False
2949,False,-31,-31,-31,>24h,False
2953,False,-31,-31,-31,>24h,False
2955,False,-31,-31,-31,>24h,False
2956,False,-39,-39,-39,>24h,False
2957,True,-39,-39,-39,>24h,False
2958,False,-39,-39,-39,>24h,False
2960,False,-39,-39,-39,>24h,False
2961,False,-39,-39,-39,>24h,False
2964,False,-15,-15,-15,8-16h,False
2970,False,-31,-31,-31,>24h,False
2971,False,-47,-47,-47,>24h,False
2972,False,-39,-39,-39,>24h,False
2973,False,-23,-23,-23,16-24h,False
2974,False,-39,-39,-39,>24h,False
2975,False,-23,-23,-23,16-24h,False
2976,False,-47,-47,-47,>24h,False
2977,False,-39,-39,-39,>24h,False
2979,False,-47,-47,-47,>24h,False
2980,False,-23,-23,-23,16-24h,False
2981,False,-31,-31,-31,>24h,False
2982,False,-23,-23,-23,16-24h,False
2984,False,-23,-23,-23,16-24h,False
2985,False,-39,-39,-39,>24h,False
2987,False,-31,-31,-31,>24h,False
2990,False,-31,-31,-31,>24h,False
2993,True,-39,-39,-39,>24h,False
2996,False,-39,-39,-39,>24h,False
2997,False,-39,-39,-39,>24h,False
2998,False,-23,-23,-23,16-24h,False
3000,True,-39,-39,-39,>24h,False
3001,False,-31,-31,-31,>24h,False
3002,False,-23,-23,-23,16-24h,False
3004,False,-39,-39,-39,>24h,False
3007,False,-23,-23,-23,16-24h,False
3008,False,-39,-39,-39,>24h,False
3015,False,-31,-31,-31,>24h,False
3016,True,-23,-12,-12,8-16h,False
3017,False,-31,-31,-31,>24h,False
3019,False,-31,-31,-31,>24h,False
3020,False,-31,-31,-31,>24h,False
3022,False,-23,-23,-23,16-24h,False
3024,False,-31,-31,-31,>24h,False
3025,False,-23,-23,-23,16-24h,False
3026,False,-39,-39,-39,>24h,False
3027,True,-31,-31,-31,>24h,False
3028,False,-39,-39,-39,>24h,False
3029,False,-39,-39,-39,>24h,False
3030,False,-31,-31,-31,>24h,False
3032,False,-31,-31,-31,>24h,False
3037,False,-23,-23,-23,16-24h,False
3038,False,-31,-31,-31,>24h,False
3042,True,-6,-1,-1,0-4h,False
3043,False,-39,-39,-39,>24h,False
3044,False,-23,-23,-23,16-24h,False
3045,False,-47,-47,-47,>24h,False
3047,False,-31,-31,-31,>24h,False
3048,False,-23,-23,-23,16-24h,False
3049,False,-39,-39,-39,>24h,False
3052,False,-39,-39,-39,>24h,False
3053,False,-31,-31,-31,>24h,False
3055,False,-31,-31,-31,>24h,False
3056,False,-31,-31,-31,>24h,False
3058,False,-31,-31,-31,>24h,False
3059,True,-38,-37,-12,8-16h,False
3060,False,-31,-31,-31,>24h,False
3061,False,-31,-31,-31,>24h,False
3062,False,-23,-23,-23,16-24h,False
3063,False,-39,-39,-39,>24h,False
3064,False,-31,-31,-31,>24h,False
3066,False,-31,-31,-31,>24h,False
3067,False,-39,-39,-39,>24h,False
3068,False,-15,-15,-15,8-16h,False
3071,True,-31,-20,-20,16-24h,False
3072,False,-31,-31,-31,>24h,False
3074,False,-39,-39,-39,>24h,False
3077,False,-31,-31,-31,>24h,False
3078,False,-31,-31,-31,>24h,False
3079,False,-31,-31,-31,>24h,False
3080,False,-31,-31,-31,>24h,False
3081,False,-31,-31,-31,>24h,False
3083,False,-31,-31,-31,>24h,False
3085,False,-23,-23,-23,16-24h,False
3086,False,-31,-31,-31,>24h,False
3087,False,-23,-23,-23,16-24h,False
3091,False,-15,-15,-15,8-16h,False
3092,False,-39,-39,-39,>24h,False
3094,False,-39,-39,-39,>24h,False
3095,False,-31,-31,-31,>24h,False
3096,False,-31,-31,-31,>24h,False
3099,False,-31,-31,-31,>24h,False
3101,False,-31,-31,-31,>24h,False
3108,True,-13,-9,-9,8-16h,False
3109,False,-23,-23,-23,16-24h,False
3110,False,-47,-47,-47,>24h,False
3111,True,-23,0,0,0-4h,True
3114,False,-23,-23,-23,16-24h,False
3115,False,-31,-31,-31,>24h,False
3117,False,-31,-31,-31,>24h,False
3119,False,-39,-39,-39,>24h,False
3121,False,-31,-31,-31,>24h,False
3122,False,-31,-31,-31,>24h,False
3125,False,-23,-23,-23,16-24h,False
3127,False,-23,-23,-23,16-24h,False
3128,True,-47,-45,-10,8-16h,False
3135,False,-47,-47,-47,>24h,False
3140,True,-39,-29,-18,16-24h,False
3142,False,-39,-39,-39,>24h,False
3143,False,-39,-39,-39,>24h,False
3145,False,-31,-31,-31,>24h,False
3147,False,-31,-31,-31,>24h,False
3148,True,-31,-31,-31,>24h,False
3150,False,-31,-31,-31,>24h,False
3151,False,-31,-31,-31,>24h,False
3153,False,-23,-23,-23,16-24h,False
3154,False,-23,-23,-23,16-24h,False
3155,False,-31,-31,-31,>24h,False
3157,False,-31,-31,-31,>24h,False
3159,True,-11,0,0,0-4h,True
3161,False,-39,-39,-39,>24h,False
3162,True,-38,-37,-4,4-8h,False
3163,False,-47,-47,-47,>24h,False
3166,True,-39,-29,-14,8-16h,False
3167,False,-23,-23,-23,16-24h,False
3169,False,-39,-39,-39,>24h,False
3170,False,-23,-23,-23,16-24h,False
3174,False,-31,-31,-31,>24h,False
3175,True,-31,-7,-7,4-8h,False
3176,False,-31,-31,-31,>24h,False
3177,False,-47,-47,-47,>24h,False
3179,False,-31,-31,-31,>24h,False
3181,False,-31,-31,-31,>24h,False
3183,False,-31,-31,-31,>24h,False
3185,False,-23,-23,-23,16-24h,False
3186,False,-31,-31,-31,>24h,False
3187,False,-31,-31,-31,>24h,False
3189,False,-39,-39,-39,>24h,False
3190,False,-23,-23,-23,16-24h,False
3192,False,-31,-31,-31,>24h,False
3195,False,-31,-31,-31,>24h,False
3196,False,-31,-31,-31,>24h,False
3200,False,-31,-31,-31,>24h,False
3201,False,-39,-39,-39,>24h,False
3202,False,-31,-31,-31,>24h,False
3204,False,-23,-23,-23,16-24h,False
3206,False,-31,-31,-31,>24h,False
3207,False,-23,-23,-23,16-24h,False
3209,False,-31,-31,-31,>24h,False
3210,False,-39,-39,-39,>24h,False
3211,False,-47,-47,-47,>24h,False
3215,False,-31,-31,-31,>24h,False
3216,False,-31,-31,-31,>24h,False
3217,False,-31,-31,-31,>24h,False
3223,False,-23,-23,-23,16-24h,False
3224,False,-39,-39,-39,>24h,False
3226,False,-31,-31,-31,>24h,False
3227,True,-30,0,0,0-4h,True
3229,True,-39,-5,-5,4-8h,False
3230,False,-23,-23,-23,16-24h,False
3231,False,-15,-15,-15,8-16h,False
3232,False,-31,-31,-31,>24h,False
3233,False,-31,-31,-31,>24h,False
3237,False,-31,-31,-31,>24h,False
3239,False,-39,-39,-39,>24h,False
3240,False,-23,-23,-23,16-24h,False
3242,False,-31,-31,-31,>24h,False
3243,False,-39,-39,-39,>24h,False
3248,False,-31,-31,-31,>24h,False
3249,False,-31,-31,-31,>24h,False
3250,True,-31,0,0,0-4h,True
3251,False,-47,-47,-47,>24h,False
3256,False,-31,-31,-31,>24h,False
3257,False,-39,-39,-39,>24h,False
3261,False,-47,-47,-47,>24h,False
3262,False,-39,-39,-39,>24h,False
3263,False,-31,-31,-31,>24h,False
3266,False,-39,-39,-39,>24h,False
3268,False,-23,-23,-23,16-24h,False
3274,False,-31,-31,-31,>24h,False
3276,False,-31,-31,-31,>24h,False
3277,False,-31,-31,-31,>24h,False
3279,False,-39,-39,-39,>24h,False
3280,False,-31,-31,-31,>24h,False
3282,False,-23,-23,-23,16-24h,False
3283,False,-31,-31,-31,>24h,False
3284,False,-31,-31,-31,>24h,False
3290,False,-23,-23,-23,16-24h,False
3291,False,-39,-39,-39,>24h,False
3292,False,-39,-39,-39,>24h,False
3293,False,-23,-23,-23,16-24h,False
3294,False,-31,-31,-31,>24h,False
3297,False,-31,-31,-31,>24h,False
3298,False,-39,-39,-39,>24h,False
3299,False,-23,-23,-23,16-24h,False
3300,False,-31,-31,-31,>24h,False
3303,False,-31,-31,-31,>24h,False
3308,False,-39,-39,-39,>24h,False
3309,False,-15,-15,-15,8-16h,False
3310,False,-39,-39,-39,>24h,False
3312,False,-31,-31,-31,>24h,False
3313,False,-23,-23,-23,16-24h,False
3314,False,-31,-31,-31,>24h,False
3315,False,-31,-31,-31,>24h,False
3317,False,-31,-31,-31,>24h,False
3318,True,-31,-31,-31,>24h,False
3320,False,-31,-31,-31,>24h,False
3321,False,-23,-23,-23,16-24h,False
3323,False,-39,-39,-39,>24h,False
3324,False,-31,-31,-31,>24h,False
3325,False,-39,-39,-39,>24h,False
3326,False,-31,-31,-31,>24h,False
3327,False,-31,-31,-31,>24h,False
3328,False,-47,-47,-47,>24h,False
3329,False,-31,-31,-31,>24h,False
3330,False,-39,-39,-39,>24h,False
3332,True,-30,-1,-1,0-4h,False
3337,False,-23,-23,-23,16-24h,False
3338,False,-31,-31,-31,>24h,False
3340,False,-39,-39,-39,>24h,False
3341,False,-31,-31,-31,>24h,False
3342,False,-47,-47,-47,>24h,False
3345,False,-39,-39,-39,>24h,False
3346,False,-31,-31,-31,>24h,False
3354,False,-23,-23,-23,16-24h,False
3355,False,-31,-31,-31,>24h,False
3356,False,-31,-31,-31,>24h,False
3357,False,-39,-39,-39,>24h,False
3358,False,-39,-39,-39,>24h,False
3359,False,-31,-31,-31,>24h,False
3360,False,-31,-31,-31,>24h,False
3362,False,-23,-23,-23,16-24h,False
3363,False,-23,-23,-23,16-24h,False
3364,False,-39,-39,-39,>24h,False
3365,True,-23,-23,-23,16-24h,False
3367,False,-31,-31,-31,>24h,False
3369,False,-31,-31,-31,>24h,False
3370,False,-39,-39,-39,>24h,False
3371,False,-31,-31,-31,>24h,False
3374,False,-15,-15,-15,8-16h,False
3376,False,-31,-31,-31,>24h,False
3379,False,-39,-39,-39,>24h,False
3380,False,-23,-23,-23,16-24h,False
3383,False,-31,-31,-31,>24h,False
3384,False,-31,-31,-31,>24h,False
3386,False,-31,-31,-31,>24h,False
3387,False,-31,-31,-31,>24h,False
3388,False,-31,-31,-31,>24h,False
3390,False,-39,-39,-39,>24h,False
3393,False,-31,-31,-31,>24h,False
3396,False,-31,-31,-31,>24h,False
3399,False,-31,-31,-31,>24h,False
3402,False,-31,-31,-31,>24h,False
3403,False,-47,-47,-47,>24h,False
3404,False,-31,-31,-31,>24h,False
3406,False,-31,-31,-31,>24h,False
3408,False,-31,-31,-31,>24h,False
3409,False,-31,-31,-31,>24h,False
3412,False,-23,-23,-23,16-24h,False
3414,True,-30,-19,-8,8-16h,False
3416,False,-23,-23,-23,16-24h,False
3417,False,-47,-47,-47,>24h,False
3418,False,-31,-31,-31,>24h,False
3419,False,-23,-23,-23,16-24h,False
3420,False,-31,-31,-31,>24h,False
3421,False,-31,-31,-31,>24h,False
3423,False,-39,-39,-39,>24h,False
3424,False,-39,-39,-39,>24h,False
3427,False,-39,-39,-39,>24h,False
3430,False,-23,-23,-23,16-24h,False
3431,False,-31,-31,-31,>24h,False
3433,False,-23,-23,-23,16-24h,False
3434,True,-30,-8,-5,4-8h,False
3436,False,-39,-39,-39,>24h,False
3438,False,-23,-23,-23,16-24h,False
3439,True,-39,-39,-39,>24h,False
3440,False,-31,-31,-31,>24h,False
3441,True,-4,-2,-2,0-4h,False
3443,False,-31,-31,-31,>24h,False
3444,False,-47,-47,-47,>24h,False
3448,False,-31,-31,-31,>24h,False
3449,False,-39,-39,-39,>24h,False
3450,False,-23,-23,-23,16-24h,False
3451,False,-31,-31,-31,>24h,False
3452,False,-31,-31,-31,>24h,False
3453,False,-39,-39,-39,>24h,False
3454,True,-39,-39,-39,>24h,False
3457,False,-23,-23,-23,16-24h,False
3458,False,-23,-23,-23,16-24h,False
3460,False,-47,-47,-47,>24h,False
3466,False,-39,-39,-39,>24h,False
3470,False,-31,-31,-31,>24h,False
3471,False,-23,-23,-23,16-24h,False
3473,True,-18,-8,-8,8-16h,False
3474,False,-31,-31,-31,>24h,False
3475,False,-39,-39,-39,>24h,False
3477,True,-39,-39,-39,>24h,False
3478,False,-47,-47,-47,>24h,False
3480,False,-39,-39,-39,>24h,False
3482,False,-39,-39,-39,>24h,False
3483,True,-18,-5,-5,4-8h,False
3484,False,-39,-39,-39,>24h,False
3485,False,-47,-47,-47,>24h,False
3486,False,-39,-39,-39,>24h,False
3487,False,-31,-31,-31,>24h,False
3489,False,-31,-31,-31,>24h,False
3490,False,-31,-31,-31,>24h,False
3491,True,-5,-1,-1,0-4h,False
3492,False,-23,-23,-23,16-24h,False
3493,False,-47,-47,-47,>24h,False
3494,False,-39,-39,-39,>24h,False
3496,False,-47,-47,-47,>24h,False
3497,True,-30,-29,-4,4-8h,False
3499,False,-39,-39,-39,>24h,False
3504,False,-31,-31,-31,>24h,False
3505,False,-31,-31,-31,>24h,False
3506,False,-31,-31,-31,>24h,False
3508,False,-31,-31,-31,>24h,False
3509,False,-31,-31,-31,>24h,False
3510,False,-31,-31,-31,>24h,False
3511,False,-31,-31,-31,>24h,False
3512,False,-39,-39,-39,>24h,False
3517,False,-31,-31,-31,>24h,False
3518,False,-39,-39,-39,>24h,False
3519,False,-31,-31,-31,>24h,False
3520,False,-47,-47,-47,>24h,False
3521,False,-39,-39,-39,>24h,False
3522,False,-23,-23,-23,16-24h,False
3523,False,-23,-23,-23,16-24h,False
3524,False,-39,-39,-39,>24h,False
3525,False,-47,-47,-47,>24h,False
3526,False,-31,-31,-31,>24h,False
3530,False,-23,-23,-23,16-24h,False
3533,False,-31,-31,-31,>24h,False
3535,False,-23,-23,-23,16-24h,False
3536,False,-31,-31,-31,>24h,False
3537,False,-23,-23,-23,16-24h,False
3539,False,-31,-31,-31,>24h,False
3544,False,-31,-31,-31,>24h,False
3550,False,-39,-39,-39,>24h,False
3553,False,-47,-47,-47,>24h,False
3555,True,-23,-23,-23,16-24h,False
3558,False,-23,-23,-23,16-24h,False
3560,False,-23,-23,-23,16-24h,False
3562,False,-39,-39,-39,>24h,False
3563,False,-31,-31,-31,>24h,False
3564,False,-31,-31,-31,>24h,False
3566,False,-15,-15,-15,8-16h,False
3569,False,-31,-31,-31,>24h,False
3571,False,-39,-39,-39,>24h,False
3575,False,-23,-23,-23,16-24h,False
3580,True,-31,-29,-4,4-8h,False
3582,False,-23,-23,-23,16-24h,False
3584,False,-39,-39,-39,>24h,False
3585,False,-47,-47,-47,>24h,False
3586,False,-39,-39,-39,>24h,False
3587,False,-31,-31,-31,>24h,False
3589,False,-39,-39,-39,>24h,False
3590,False,-23,-23,-23,16-24h,False
3591,False,-31,-31,-31,>24h,False
3592,False,-39,-39,-39,>24h,False
3593,False,-23,-23,-23,16-24h,False
3594,False,-23,-23,-23,16-24h,False
3595,False,-39,-39,-39,>24h,False
3597,False,-47,-47,-47,>24h,False
3598,True,-39,-29,-29,>24h,False
3600,False,-31,-31,-31,>24h,False
3601,False,-39,-39,-39,>24h,False
3603,False,-31,-31,-31,>24h,False
3604,False,-39,-39,-39,>24h,False
3606,False,-39,-39,-39,>24h,False
3608,False,-23,-23,-23,16-24h,False
3611,False,-23,-23,-23,16-24h,False
3612,True,-39,-39,-39,>24h,False
3613,False,-23,-23,-23,16-24h,False
3615,False,-39,-39,-39,>24h,False
3619,False,-39,-39,-39,>24h,False
3620,False,-31,-31,-31,>24h,False
3622,False,-31,-31,-31,>24h,False
3623,True,-30,-29,-29,>24h,False
3624,False,-31,-31,-31,>24h,False
3625,False,-39,-39,-39,>24h,False
3626,False,-47,-47,-47,>24h,False
3628,False,-39,-39,-39,>24h,False
3630,False,-47,-47,-47,>24h,False
3631,False,-23,-23,-23,16-24h,False
3632,False,-31,-31,-31,>24h,False
3636,True,-39,-39,-39,>24h,False
3637,True,-31,-31,-31,>24h,False
3638,False,-31,-31,-31,>24h,False
3640,False,-39,-39,-39,>24h,False
3641,False,-23,-23,-23,16-24h,False
3642,False,-31,-31,-31,>24h,False
3643,False,-23,-23,-23,16-24h,False
3644,False,-31,-31,-31,>24h,False
3650,False,-31,-31,-31,>24h,False
3651,False,-31,-31,-31,>24h,False
3653,False,-31,-31,-31,>24h,False
3655,False,-39,-39,-39,>24h,False
3657,False,-47,-47,-47,>24h,False
3658,False,-31,-31,-31,>24h,False
3661,False,-31,-31,-31,>24h,False
3662,False,-23,-23,-23,16-24h,False
3663,False,-23,-23,-23,16-24h,False
3664,False,-23,-23,-23,16-24h,False
3668,False,-31,-31,-31,>24h,False
3669,False,-39,-39,-39,>24h,False
3670,False,-23,-23,-23,16-24h,False
3672,True,-23,-21,-2,0-4h,False
3673,False,-31,-31,-31,>24h,False
3675,False,-39,-39,-39,>24h,False
3677,False,-39,-39,-39,>24h,False
3678,False,-31,-31,-31,>24h,False
3681,True,-23,-23,-23,16-24h,False
3684,True,-30,-19,-19,16-24h,False
3686,False,-39,-39,-39,>24h,False
3687,False,-31,-31,-31,>24h,False
3689,False,-39,-39,-39,>24h,False
3690,False,-31,-31,-31,>24h,False
3691,False,-31,-31,-31,>24h,False
3692,True,-39,-37,-7,4-8h,False
3693,False,-31,-31,-31,>24h,False
3694,False,-31,-31,-31,>24h,False
3695,False,-47,-47,-47,>24h,False
3698,False,-23,-23,-23,16-24h,False
3700,False,-31,-31,-31,>24h,False
3701,True,-38,-8,-5,4-8h,False
3703,False,-31,-31,-31,>24h,False
3704,False,-39,-39,-39,>24h,False
3705,False,-39,-39,-39,>24h,False
3706,False,-39,-39,-39,>24h,False
3707,True,-39,-39,-39,>24h,False
3710,False,-31,-31,-31,>24h,False
3713,False,-47,-47,-47,>24h,False
3715,False,-31,-31,-31,>24h,False
3717,False,-39,-39,-39,>24h,False
3718,False,-31,-31,-31,>24h,False
3719,False,-47,-47,-47,>24h,False
3720,False,-39,-39,-39,>24h,False
3722,False,-31,-31,-31,>24h,False
3726,True,-38,-7,-7,4-8h,False
3727,False,-31,-31,-31,>24h,False
3728,False,-31,-31,-31,>24h,False
3729,False,-31,-31,-31,>24h,False
3730,False,-47,-47,-47,>24h,False
3731,False,-47,-47,-47,>24h,False
