min_unit_cost,mean_unit_cost,max_unit_cost,terminal_penalty,all_finite_nonnegative,all_below_penalty,htt_source_file,terminal_loh_source_sha256
17.3714285714286,50.2946042215171,61.2942623543114,1000,1,1,C:\Users\chaos\Desktop\biye\test\testH2_v2\terminalLoh_wdro\current_w_mainline_stage88\msp_bridge\near_stage_msp_input_stage88_cap200_candidate.mat,2fa1958944110701239a109ebf46d959324a351f2f27c1c3fbd62f333066eaa8
