subset,candidate,window_start_relative_hour,path_id,stage,global_hour,relative_hour,profile_id,requested_increment_from_realized_kw,grid_hostable_increment_kw,grid_hosting_ratio,full_to_candidate_hostable,resulting_min_voltage_pu,voltage_margin_pu,critical_bus,critical_branch_id,critical_branch_from,critical_branch_to,max_true_s_mva,max_true_s_utilization,max_octagon_utilization,voltage_limited_flag,branch_limited_flag,substation_limited_flag,site3_plus30_hostable,site3_voltage_limited_flag,site3_max_additional_hosting_kw,site1_full_to_candidate_hostable,site1_voltage_limited_flag,site1_hosting_ratio,site2_full_to_candidate_hostable,site2_voltage_limited_flag,site2_hosting_ratio,site3_full_to_candidate_hostable,site3_hosting_ratio,site4_full_to_candidate_hostable,site4_voltage_limited_flag,site4_hosting_ratio
BASE_UNRECOVERABLE_-4H,S4_125,-4,488,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,518,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,643,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,766,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,801,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,838,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,869,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,1165,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,1278,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,1320,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,1666,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2000,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2052,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2092,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2103,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2289,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2414,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2419,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2435,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2467,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2478,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2509,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2676,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2813,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,2916,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,3349,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,3381,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,3514,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,3618,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,3724,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,3911,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4007,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4119,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4329,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4448,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4674,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4689,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4694,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4711,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,4723,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5235,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5334,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5444,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5445,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5557,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5666,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5685,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5887,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,5938,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6008,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6098,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6257,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6260,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6266,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6499,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6526,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6663,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,6969,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,7183,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,7541,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,7623,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,7669,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,7699,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,7786,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,7862,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8138,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8332,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8395,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8707,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8716,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8747,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8749,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8764,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8842,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,8898,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9334,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9408,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9428,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9541,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9638,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9657,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9744,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9825,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,9870,4,28,-4,389,37.5,37.5,1,YES,0.918140268862,0.0181402688616,18,1,1,2,3.80363727027,0.633939545045,0.646194793909,False,False,False,YES,False,30,YES,False,1,YES,False,1,YES,1,YES,False,1
BASE_UNRECOVERABLE_-4H,S4_125,-4,668,3,20,-4,61,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,1192,3,20,-4,61,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,3974,3,20,-4,61,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,6055,3,20,-4,61,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,668,3,21,-3,78,37.5,2.72848410532e-12,7.27595761418e-14,NO,0.9,0,18,1,1,2,4.95640698938,0.826067831563,0.853440280584,True,False,False,NO,True,1.91846538655e-12,NO,True,1.57645748307e-13,NO,True,2.95585778076e-14,NO,1.5402034386e-14,NO,True,7.27595761418e-14
BASE_UNRECOVERABLE_-4H,S4_125,-4,1192,3,21,-3,78,37.5,2.72848410532e-12,7.27595761418e-14,NO,0.9,0,18,1,1,2,4.95640698938,0.826067831563,0.853440280584,True,False,False,NO,True,1.91846538655e-12,NO,True,1.57645748307e-13,NO,True,2.95585778076e-14,NO,1.5402034386e-14,NO,True,7.27595761418e-14
BASE_UNRECOVERABLE_-4H,S4_125,-4,3974,3,21,-3,78,37.5,2.72848410532e-12,7.27595761418e-14,NO,0.9,0,18,1,1,2,4.95640698938,0.826067831563,0.853440280584,True,False,False,NO,True,1.91846538655e-12,NO,True,1.57645748307e-13,NO,True,2.95585778076e-14,NO,1.5402034386e-14,NO,True,7.27595761418e-14
BASE_UNRECOVERABLE_-4H,S4_125,-4,6055,3,21,-3,78,37.5,2.72848410532e-12,7.27595761418e-14,NO,0.9,0,18,1,1,2,4.95640698938,0.826067831563,0.853440280584,True,False,False,NO,True,1.91846538655e-12,NO,True,1.57645748307e-13,NO,True,2.95585778076e-14,NO,1.5402034386e-14,NO,True,7.27595761418e-14
BASE_UNRECOVERABLE_-4H,S4_125,-4,668,3,22,-2,92,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,1192,3,22,-2,92,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,3974,3,22,-2,92,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,6055,3,22,-2,92,37.5,0,0,NO,0.9,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,NO,True,1.35003119794e-13,NO,True,0,NO,True,5.57065504836e-14,NO,1.40211139913e-15,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,668,3,23,-1,115,37.5,0,0,NO,0.9,0,18,1,1,2,4.83659842094,0.806099736823,0.831134359092,True,False,False,NO,True,0,NO,True,0,NO,True,0,NO,0,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,1192,3,23,-1,115,37.5,0,0,NO,0.9,0,18,1,1,2,4.83659842094,0.806099736823,0.831134359092,True,False,False,NO,True,0,NO,True,0,NO,True,0,NO,0,NO,True,0
BASE_UNRECOVERABLE_-4H,S4_125,-4,3974,3,23,-1,115,37.5,0,0,NO,0.9,0,18,1,1,2,4.83659842094,0.806099736823,0.831134359092,True,False,False,NO,True,0,NO,True,0,NO,True,0,NO,0,NO,True,0
