case_id,decision_label,eta,LB_yuan,UB_yuan,absolute_gap_yuan,relative_gap,iteration_count,cut_count,strong_duality_gap_yuan,strong_duality_relative_gap,primary_objective_reconstruction_error_yuan,fixed_T_nominal_reconstruction_error_yuan,divergence_used,divergence_slack,probability_sum_residual,minimum_worst_probability,maximum_worst_probability,effective_support_size_ESS,positive_probability_support_count,lex_shortage_preservation_error_kg,lex_primary_preservation_error_yuan,lex_mechanical_residual,maximum_mechanical_residual,eta_zero_direct_SAA_pass,C_y_in_primary_objective,C_y_in_Pearson_loss,secondary_changed_T,constructed_R_by_R_matrix,certificate_pass
1,SAA,0,24571.3079460414,24571.3079460414,0,0,1,0,1.81898940354586e-12,2.2910917746251e-16,2.02271621674299e-09,4.45652403868735e-11,9.30439961861327e-30,-9.30439961861327e-30,3.17523785042795e-14,6.66666666666669e-05,6.66666666666669e-05,14999.9999999988,15000,8.70414851306123e-14,1.49011611938477e-08,2.41584530158434e-13,2.02271621674299e-09,1,0,0,0,0,1
2,ETA_0.003,0.003,26171.6135975414,26171.6138457859,0.0002482444469933,9.48525560770155e-09,60,62,2.34649633057415e-10,2.58974974452703e-14,2.36468622460961e-10,3.54702933691442e-11,0.0029999999999982,1.76161168985445e-15,6.10622663543836e-14,6.57100170726122e-05,0.0001205750179665,14955.1345962117,15000,5.6843418860808e-14,0,2.8421709430404e-13,2.8421709430404e-13,1,0,0,0,0,1
3,ETA_0.01,0.01,27448.9846575327,27448.9847293963,7.18636256351601e-05,2.61807955170736e-09,59,61,1.12777343019843e-10,1.11382941959084e-14,1.12777343019843e-10,3.91082721762359e-11,0.0099999999999986,1.37216626949765e-15,6.32827124036339e-14,6.49310655910935e-05,0.000165990546502,14851.4851485143,15000,5.6843418860808e-14,0,1.98951966012828e-13,1.98951966012828e-13,1,0,0,0,0,1
