case_id,decision_label,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,T1_capacity_binding,T2_capacity_binding,T3_capacity_binding,T4_capacity_binding,capacity_binding_count,c_H2_yuan_per_kg,production_cost_yuan,M_H2_yuan_per_kg,nominal_mean_shortage_kg,nominal_mean_EENS_kWh,nominal_mean_unserved_cost_yuan,nominal_mean_economic_total_yuan,nominal_expected_recourse_yuan,nominal_worst_recourse_yuan,robust_primary_objective_yuan,secondary_expected_service_distance,secondary_group_sum_service_distance,optimization_runtime_sec,lex_primary_runtime_sec,lex_secondary_runtime_sec,case_total_runtime_sec,solver_status,audit_status,case_pass,LB_yuan,UB_yuan,absolute_gap_yuan,relative_gap,iteration_count,cut_count,strong_duality_gap_yuan,strong_duality_relative_gap,primary_objective_reconstruction_error_yuan,fixed_T_nominal_reconstruction_error_yuan,divergence_used,divergence_slack,probability_sum_residual,minimum_worst_probability,maximum_worst_probability,effective_support_size_ESS,positive_probability_support_count,lex_shortage_preservation_error_kg,lex_primary_preservation_error_yuan,lex_mechanical_residual,maximum_mechanical_residual,eta_zero_direct_SAA_pass,C_y_in_primary_objective,C_y_in_Pearson_loss,secondary_changed_T,constructed_R_by_R_matrix,certificate_pass
1,SAA,0,222.840465864768,119.193737555574,36.003600360036,133.376974061042,511.41477784142,0,0,0,0,0,32.5213675213675,16631.9079460394,1283.205,6.18716417096257,113.42,7939.40000000003,24571.3079460394,7939.39999999999,7939.40000000001,24571.3079460414,870.214187151427,12636595.9142917,7.9363428,3.4684796,5.044548,22.3434876,OPTIMAL,PASS,1,24571.3079460414,24571.3079460414,0,0,1,0,1.81898940354586e-12,2.2910917746251e-16,2.02271621674299e-09,4.45652403868735e-11,9.30439961861327e-30,-9.30439961861327e-30,3.17523785042795e-14,6.66666666666669e-05,6.66666666666669e-05,14999.9999999988,15000,8.70414851306123e-14,1.49011611938477e-08,2.41584530158434e-13,2.02271621674299e-09,1,0,0,0,0,1
2,ETA_0.003,0.003,225.290752999455,121.925712142017,41.4625527230357,137.464508019752,526.143525884259,0,0,0,0,0,32.5213675213675,17110.9069742702,1283.205,5.84005744654416,107.057013081324,7493.9909156927,24604.8978899629,7493.99091569267,9060.70687151548,26171.6138457859,873.35450444203,12683398.7450578,233.8626016,3.4747594,4.3152353,246.8947191,OPTIMAL,PASS,1,26171.6135975414,26171.6138457859,0.0002482444469933,9.48525560770155e-09,60,62,2.34649633057415e-10,2.58974974452703e-14,2.36468622460961e-10,3.54702933691442e-11,0.0029999999999982,1.76161168985445e-15,6.10622663543836e-14,6.57100170726122e-05,0.0001205750179665,14955.1345962117,15000,5.6843418860808e-14,0,2.8421709430404e-13,2.8421709430404e-13,1,0,0,0,0,1
3,ETA_0.01,0.01,226.65914750245,121.966076719698,44.4140410940083,139.650354720371,532.689620036528,0,0,0,0,0,32.5213675213675,17323.7949080255,1283.205,5.7007977250189,104.504173496184,7315.29214473287,24639.0870527584,7315.29214473283,10125.1898213706,27448.9847293963,874.490304742031,12700310.7270843,225.6217194,3.6613221,5.1747505,239.951312,OPTIMAL,PASS,1,27448.9846575327,27448.9847293963,7.18636256351601e-05,2.61807955170736e-09,59,61,1.12777343019843e-10,1.11382941959084e-14,1.12777343019843e-10,3.91082721762359e-11,0.0099999999999986,1.37216626949765e-15,6.32827124036339e-14,6.49310655910935e-05,0.000165990546502,14851.4851485143,15000,5.6843418860808e-14,0,1.98951966012828e-13,1.98951966012828e-13,1,0,0,0,0,1
